ITEM#,ITEM DESCRIPTION,PRICE
 6170060,XR WRIST COMPLETE RIGHT,$149.00
 6170061,XR CERVICAL SPINE XTL,$141.50
 6170062,XR SI JOINTS 2 V,$105.00
 6170063,XR ANKLE COMPLETE RIGHT,$179.00
 6170064,XR FOOT COMPLETE RIGHT,$179.00
 6170065,XR CALCANEUS RIGHT,$179.00
 6170066,XR FINGER RIGHT THIRD DIGIT,$139.00
 6170067,XR KNEES STANDING BILATERAL,$209.00
 6170068,XR HIPS 2 V BILATERAL,$73.95
 6170069,XR SKULL 2 V,$179.00
 6170070,XR SI JOINTS MIN 3 V,$249.00
 6170071,XR FINGER RIGHT FOURTH DIGIT,$139.00
 6170072,XR FLURO C-ARM,$419.00
 6170073,XR METASTATIC BONE SURVEY,$479.00
 6170074,XR FINGER RIGHT FIFTH DIGIT,$139.00
 6170075,XR ORBIT 2 V RIGHT,$209.00
 6170076,XR FACIAL BONES COMPLETE,$181.50
 6170077,XR FACIAL BONES 2 V,$149.00
 6170078,XR ORBIT COMPLETE RIGHT,$209.00
 6170079,XR CHEST DECUBITUS RIGHT,$210.00
 6170080,XR RIBS W/ PA CXR RIGHT,$179.00
 6170081,XR CERVICAL SPINE 2 V,$179.00
 6170082,XR CERVICAL SPINE COMP. W/ FLEX. & EXT.,$276.00
 6170083,XR SCOLOSIS SERIES,$229.00
 6170084,XR L SPINE 2 V,$179.00
 6170085,XR SHOULDER 1 V RIGHT,$179.00
 6170086,XR HAND 2 V RIGHT,$149.00
 6170087,XR HIP 1 V RIGHT,$53.01
 6170088,XR ABDOMINAL SERIES W/ PA CXR,$329.00
 6170089,XR RETROGRADE PYLEOGRAM OR,$339.00
 6170090,XR UGI W/ AIR AND SBFT,$429.00
 6170091,XR BONE AGE STUDY,$409.00
 6170092,XR FINGER LEFT THUMB,$139.00
 6170093,GASTROGRAPHIN 1ML,$7.50
 6170094,XR UPPER GI,$285.00
 6170096,XR FEMUR 1 V LEFT,$51.09
 6170097,XR KNEE 2 V LEFT,$149.00
 6170098,XR TIB/FIB LEFT,$179.00
 6170099,XR ANKLE 2 V LEFT,$149.00
 6170100,XR FOOT 2 V LEFT,$149.00
 6170101,XR TOE LEFT THIRD DIGIT,$149.00
 6170102,XR TOE LEFT FOURTH DIGIT,$149.00
 6170103,XR TOE LEFT FIFTH DIGIT,$149.00
 6170104,XR TOE RIGHT GREAT TOE,$149.00
 6170105,XR TOE RIGHT SECOND DIGIT,$149.00
 6170106,XR TOE RIGHT THIRD DIGIT,$149.00
 6170107,XR TOE RIGHT FOURTH DIGIT,$149.00
 6170108,XR TOE RIGHT FIFTH DIGIT,$149.00
 6170109,XR TOE LEFT GREAT TOE,$149.00
 6170110,XR KNEE COMPLETE LEFT,$179.00
 6170111,XR WRIST COMPLETE LEFT,$149.00
 6170112,XR ANKLE COMPLETE LEFT,$179.00
 6170113,XR FOOT COMPLETE LEFT,$179.00
 6170114,XR CALCANEUS LEFT,$179.00
 6170115,XR SCAPULA LEFT,$189.00
 6170116,XR ORBIT 2 V LEFT,$209.00
 6170117,XR CLAVICLE LEFT,$149.00
 6170118,XR FEMUR MIN 2 V LEFT,$60.60
 6170119,XR ORBIT COMPLETE LEFT,$209.00
 6170120,XR CHEST DECUBITUS LEFT,$210.00
 6170121,XR RIBS W/ PA CXR LEFT,$179.00
 6170122,XR SHOULDER 1 V LEFT,$179.00
 6170123,XR HAND 2 V LEFT,$149.00
 6170124,XR HIP 1 V LEFT,$53.01
 6170125,XR HIP COMPLETE 2-3  V LEFT,$79.65
 6170126,XR HIP COMPLETE 4 V LEFT,$98.67
 6170127,XR UPPER GI W/ AIR W/DELAYS&KUB,$481.50
 6170128,XR UPPER GI W/DELAYS&KUB,$372.55
 6170129,XR CONTRAST INJ OF EXISTING GASTROSTOMY,$696.93
 6170130,XR KUB PEG TUBE PLACEMENT,$755.00
 6170131,XR CHEST 3 VIEWS,$112.00
 6172069,XR SCOLIOSIS SERIES,$139.75
 6172070,XR HIP COMPLETE 2-3 V RIGHT,$79.65
 6172071,XR HIP COMPLETE 4 V RIGHT,$98.67
 6270001,CT HEAD W/O,"$1,200.00"
 6270002,CT HEAD W/,"$1,600.00"
 6270003,CT ORBITS W/O,"$1,060.00"
 6270004,CT ORBITS W/,"$1,460.00"
 6270005,CT SINUSES W/O,"$1,600.00"
 6270006,CT SINUSES W/,"$1,104.50"
 6270007,CT SOFT TISSUE NECK W/O,"$1,360.00"
 6270008,CT CHEST W/O,"$1,200.00"
 6270009,CT CHEST W/,"$1,600.00"
 6270010,CT CERVICAL SPINE W/O,"$1,200.00"
 6270011,CT THORACIC SPINE W/O,"$1,200.00"
 6270012,CT FEMUR RIGHT W/,"$1,260.00"
 6270013,CT LUMBAR SPINE W/O,"$1,200.00"
 6270014,CT LUMBAR SPINE W/,"$1,600.00"
 6270015,CT PELVIS W/O,"$1,200.00"
 6270016,CT PELVIS W/,"$1,600.00"
 6270017,CT SHOULDER RIGHT W/O,"$1,060.00"
 6270018,CT ABDOMEN W/O,"$1,860.00"
 6270019,CT ABDOMEN W/,"$2,260.00"
 6270020,CT SOFT TISSUE NECK W/,"$1,800.00"
 6270021,CT FEMUR RIGHT W/O,"$1,060.00"
 6270022,CT PELVIS W/ AND W/O,"$2,280.00"
 6270023,CT CHEST W/ AND W/O,"$2,280.00"
 6270024,CT FEMUR RIGHT W/ AND W/O,"$1,860.00"
 6270025,CT ABDOMEN W/ AND W/O,"$2,600.00"
 6270026,CT FACIAL BONES W/O,"$1,200.00"
 6270027,CT SOFT TISSUE NECK W/ AND W/O,"$2,280.00"
 6270028,CTA CHEST,"$2,280.00"
 6270029,CT KNEE RIGHT W/,"$1,260.00"
 6270030,CT ABDOMEN/PELVIS W/O,"$3,260.00"
 6270031,CT ABDOMEN/PELVIS W/,"$3,600.00"
 6270032,CT KNEE RIGHT W/O,"$1,060.00"
 6270033,CT KNEE RIGHT W/ AND W/O,"$1,860.00"
 6270034,CT MASTOIDS W/O,$933.25
 6270035,CT MASTOIDS W/ AND W/O,"$1,460.00"
 6270036,CTA AORTA & ILIOFEMORAL W/LOW EXT RUNOFF,"$2,600.00"
 6270037,CTA ABDOMEN,"$2,260.00"
 6270038,CT HIP RIGHT W/ AND W/O,"$1,860.00"
 6270039,CT HIP RIGHT W/,"$1,260.00"
 6270040,CT SHOULDER RIGHT W/,"$1,260.00"
 6270041,CTA PELVIS,"$2,060.00"
 6270042,CT LUMBAR SPINE W/ AND W/O,"$2,280.00"
 6270043,CT THORACIC SPINE W/ AND W/O,"$2,280.00"
 6270044,CT THORACIC SPINE W/,"$1,600.00"
 6270045,CT MASTOIDS W/,"$1,030.25"
 6270046,CTA HEAD,"$1,600.00"
 6270047,CT CERVICAL SPINE W/,"$1,600.00"
 6270048,CT ORBIT W/ AND W/O,"$1,800.00"
 6270049,CT HEAD W/ AND W/O,"$2,280.00"
 6270050,CT FACIAL BONES W/,"$1,600.00"
 6270051,CT ABDOMEN/PELVIS W/ AND W/O,"$4,060.00"
 6270052,CTA CAROTID,"$2,060.00"
 6270053,CT SHOULDER RIGHT W/ AND W/O,"$1,860.00"
 6270054,CT HIP RIGHT W/O,"$1,060.00"
 6270056,CT TIB/FIB RIGHT W/,"$1,260.00"
 6270057,CT TIB/FIB RIGHT W/O,"$1,060.00"
 6270058,CT TIB/FIB RIGHT W/ AND W/O,"$1,860.00"
 6270059,CT FACIAL BONES W/ AND W/O,"$1,800.00"
 6270060,CT ANKLE RIGHT W/,"$1,260.00"
 6270061,CT ANKLE RIGHT W/O,"$1,060.00"
 6270062,CT ANKLE RIGHT W/ AND W/O,"$1,860.00"
 6270063,CT FOOT RIGHT W/,"$1,260.00"
 6270064,CT FOOT RIGHT W/O,"$1,060.00"
 6270065,CT FOOT RIGHT W/ AND W/O,"$1,860.00"
 6270066,CT HUMERUS RIGHT W/,"$1,260.00"
 6270067,CT HUMERUS RIGHT W/O,"$1,060.00"
 6270068,CT HUMERUS RIGHT W/ AND W/O,"$1,860.00"
 6270069,CT ELBOW RIGHT W/,"$1,260.00"
 6270070,CT ELBOW RIGHT W/O,"$1,060.00"
 6270071,CT ELBOW RIGHT W/ AND W/O,"$1,860.00"
 6270072,CT FOREARM RIGHT W/,"$1,260.00"
 6270073,CT FOREARM RIGHT W/O,"$1,060.00"
 6270074,CT FOREARM RIGHT W/ AND W/O,"$1,860.00"
 6270075,CT WRIST RIGHT W/,"$1,260.00"
 6270076,CT WRIST RIGHT W/O,"$1,060.00"
 6270077,CT WRIST RIGHT W/ AND W/O,"$1,860.00"
 6270078,CT HAND RIGHT W/,"$1,260.00"
 6270079,CT HAND RIGHT W/O,"$1,060.00"
 6270080,CT HAND RIGHT W/ AND W/O,"$1,860.00"
 6270081,CT SHOULDER LEFT W/O,"$1,060.00"
 6270082,CT SHOULDER LEFT W/,"$1,260.00"
 6270083,CT SHOULDER LEFT W/ AND W/O,"$1,860.00"
 6270084,CT HIP LEFT W/ AND W/O,"$1,860.00"
 6270085,CT HIP LEFT W/,"$1,260.00"
 6270086,CT HIP LEFT W/O,"$1,060.00"
 6270087,CT FEMUR LEFT W/,"$1,260.00"
 6270088,CT FEMUR LEFT W/O,"$1,060.00"
 6270089,CT FEMUR LEFT W/ AND W/O,"$1,860.00"
 6270090,CT KNEE LEFT W/,"$1,260.00"
 6270091,CT KNEE LEFT W/O,"$1,060.00"
 6270092,CT KNEE LEFT W/ AND W/O,"$1,860.00"
 6270093,CT TIB/FIB LEFT W/,"$1,260.00"
 6270094,CT TIB/FIB LEFT W/O,"$1,060.00"
 6270095,CT TIB/FIB LEFT W/ AND W/O,"$1,860.00"
 6270096,CT ANKLE LEFT W/,"$1,260.00"
 6270097,CT ANKLE LEFT W/O,"$1,060.00"
 6270098,CT ANKLE LEFT W/ AND W/O,"$1,860.00"
 6270099,CT FOOT LEFT W/,"$1,260.00"
 6270100,CT SINUSES W/ AND W/O,"$1,800.00"
 6270101,CT LOW DOSE LUNG SCAN,"$1,600.00"
 6270102,CT FOOT LEFT W/O,"$1,060.00"
 6270103,CT FOOT LEFT W/ AND W/O,"$1,860.00"
 6270104,CT HUMERUS LEFT W/,"$1,260.00"
 6270105,CT HUMERUS LEFT W/O,"$1,060.00"
 6270106,CT HUMERUS LEFT W/ AND W/O,"$1,860.00"
 6270107,CT ELBOW LEFT W/,"$1,260.00"
 6270108,CT ELBOW LEFT W/O,"$1,060.00"
 6270109,CT ELBOW LEFT W/ AND W/O,"$1,860.00"
 6270110,CT FOREARM LEFT W/,"$1,260.00"
 6270111,CT FOREARM LEFT W/O,"$1,060.00"
 6270112,CT FOREARM LEFT W/ AND W/O,"$1,860.00"
 6270113,CT WRIST LEFT W/,"$1,260.00"
 6270114,CT WRIST LEFT W/O,"$1,060.00"
 6270115,CT WRIST LEFT W/ AND W/O,"$1,860.00"
 6270116,CT HAND LEFT W/,"$1,260.00"
 6270117,CT HAND LEFT W/O,"$1,060.00"
 6270118,CT HAND LEFT W/ AND W/O,"$1,860.00"
 6270119,CT CERVICAL WITH AND WITHOUT CONTRAST,$934.85
 6370001,MA MAMMOGRAM UNILATERAL RIGHT,$92.50
 6370002,MA MAMMOGRAM SCREENING,$245.00
 6370003,MA MAMMOGRAM DIAGNOSTIC UNILATERAL RIGHT,$121.00
 6370004,MA MAMMOGRAM UNILATERAL LEFT,$92.50
 6370005,MA BREAST BIOPSY,$223.25
 6370006,MA BREAST SURG SPECIMEN,$59.37
 6370007,MA MAMMOGRAM DIAGNOSTIC BILATERAL,$309.00
 6370008,MA MAGVIEW DIAGNOSTIC,$131.00
 6370009,MA MAMMOGRAM DIAGNOSTIC UNILATERAL LEFT,$121.00
 6470003,US ABDOMEN,$609.00
 6470004,US TRANSPLANT KIDNEY LEFT,$555.00
 6470005,US VENOUS UNILATERAL LEFT,$447.85
 6470006,US ARTERIAL LOWER EXT. LIMITED LEFT,$729.00
 6470007,US ARTERIAL UPPER EXT. LIMITED LEFT,$729.00
 6470008,US PELVIC TRANSVAGINAL,$489.00
 6470009,US PELVIC,$469.00
 6470010,US SOFT TISSUE EXTREMITY LEFT,$479.00
 6470011,US SCROTUM,$570.00
 6470012,US BREAST LIMITED LEFT,$145.32
 6470013,US PELVIC LIMITED,$106.60
 6470014,US CHEST,$282.85
 6470015,US OB GREATER 14 WEEKS,$519.00
 6470017,US CAROTID BILATERAL,$649.00
 6470018,US THYROID,$409.00
 6470020,US DOPPLER COMPLETE,$406.08
 6470021,US VENOUS BILATERAL,$740.30
 6470022,US ARTERIAL LOWER EXT. BILATERAL,$749.00
 6470029,US RENAL LIMITED,$549.00
 6470030,US RENAL,$579.00
 6470031,US TRANSPLANT KIDNEY RIGHT,$555.00
 6470032,US VENOUS UNILATERAL RIGHT,$447.85
 6470034,US BREAST BILATERAL,$409.00
 6470036,US GUDIANCE PROCEDURE,$323.00
 6470039,US OB TRANSVAGINAL,$619.00
 6470040,US OB BIO PROFILE W/O STRESS,$719.00
 6470050,US OB LESS THAN 14 WEEKS,$479.00
 6470051,US ABDOMEN LIMITED,$579.00
 6470052,US OB LESS THAN 14 WEEKS ADDL. GESTATIO,$509.00
 6470053,US OB GREATER 14 WEEKS ADDL. GESTAT,$579.00
 6470054,US OB LIMITED,$509.00
 6470055,US ABI,$719.00
 6470056,US ARTERIAL LOWER EXT. LIMITED RIGHT,$729.00
 6470057,US ARTERIAL UPPER EXT. BILATERAL,$749.00
 6470058,US ARTERIAL UPPER EXT. LIMITED RIGHT,$729.00
 6470059,US ECHOCARDIOGRAM,"$1,309.00"
 6470060,US RENAL ARTERY,$786.00
 6470061,US AORTA,$849.00
 6470062,US SOFT TISSUE EXTREMITY RIGHT,$479.00
 6470063,US AAA SCREENING,$849.00
 6470065,US ECHOCARDIOGRAM LIIMITED,"$1,249.00"
 6470070,US BREAST COMPLETE,$190.05
 6470071,US BREAST LIMITED RIGHT,$145.32
 6470075,US TRANSPLANT KIDNEY,$555.00
 6470076,US THORACENTESIS W/ GUIDANCE,$331.17
 6470077,US PARACENTESIS,"$1,375.00"
 6470078,US SOFT TISSUE BACK,$479.00
 6470079,US SOFT TISSUE UPPER EXTREMITY RIGHT,$479.00
 6470080,US SOFT TISSUE LOWER EXTREMITY RIGHT,$479.00
 6470081,US SOFT TISSUE UPPER EXTREMITY LEFT,$479.00
 6470082,US SOFT TISSUE LOWER EXTREMITY LEFT,$479.00
 6470083,US VENOUS UPPER EXTREMITY LEFT,$447.85
 6470084,US VENOUS UNILATERAL LEFT,$447.85
 6470085,US VENOUS UPPER EXTREMITY RIGHT,$447.85
 6470086,US VENOUS LOWER EXTREMITY RIGHT,$447.85
 6470087,US VENOUS LOWER EXTREMITY BILATERAL,$740.30
 6470088,US VENOUS UPPER EXTREMITY BILATERAL,$740.30
 6470089,US VENOUS LOWER EXTREMITY LEFT,$447.85
 6500001,NM MYOCARDIAL PERFUSION IMAGING TOMOG,"$1,400.00"
 6500002,NM EXERCISE STRESS PHARMACOLOGICAL TRACE,$300.00
 7110134,IRON SERUM,$69.75
 7110256,TCELLS CD4/CD8CT,$127.60
 7111384,VITAMIN B6,$38.24
 7120021,GLUCOSE,$59.50
 7120025,ALBUMIN,$67.25
 7170001,ABG PH PC02 P02,$195.00
 7170002,ACE,$50.00
 7170003,ACETAMINOPHEN,$150.00
 7170004,ACETONE SERUM QUANT,$166.50
 7170005,CULTURE ACID FAST,$49.25
 7170006,ACID PHOS PROSTATIC,$88.00
 7170007,ACID PHOSPHATASE TOTAL,$41.00
 7170008,ACTH,$254.75
 7170009,AFB SMEAR,$49.25
 7170010,AGGLUTININS FEBRILE,$127.00
 7170011,MICROALBUMIN QUANT URINE,$62.50
 7170012,ALBUMIN SERUM,$67.25
 7170014,ALDOLASE,$35.75
 7170015,ALDOSTERONE LEVEL,$292.25
 7170016,ALKALINE PHOS,$93.25
 7170017,ALKPHOS ISOENZYMES,$75.00
 7170018,ALPHA 1 ANTITRYPSIN,$283.75
 7170019,ALPHA-FETOPROTEIN,$236.50
 7170020,ALT/SGPT,$69.50
 7170021,EVEROLIMUS,$548.25
 7170022,AMIODARONE,$173.75
 7170023,AMITRIPTYLINE,$130.25
 7170024,AMMONIA,$186.50
 7170025,AMYLASE,$88.00
 7170026,ANA,$94.50
 7170027,CULTURE ANAEROBIC,$122.50
 7170028,ANTI DNA DOUBLE STRAND,$69.75
 7170029,ANTI SSA/SSB/SCL 70 ANTG,$100.25
 7170031,ANTIBODY ID,$219.00
 7170032,BB ANTIBODY SCREEN,$122.50
 7170033,ANTI-CARDIOLIPIN ATB,$69.75
 7170034,ANTIDIURETIC HORMONE,$125.00
 7170035,BLOOD TYPE ANTIGEN DONOR EA,$213.25
 7170036,ANTI-ISLET CELL ANTB,$110.25
 7170037,ANTI-MICROSOMAL ANTB,$48.25
 7170038,ANTI-MITOCHRONDIAL ANTB,$136.50
 7170039,ANTI-NEUTROPHIL CYTO ANTB,$150.00
 7170040,ANTI-SMOOTH MUSCLE ANTB,$136.50
 7170041,ANTI-THROMBIN III,$88.75
 7170042,ANTI-THYROGLOBULIN,$76.50
 7170043,ARSENIC BLOOD,$139.75
 7170044,ASO TITER,$88.75
 7170045,AST SGOT,$106.25
 7170046,BUN,$59.50
 7170047,BACTERIAL ANTIGENS,$119.75
 7170048,BACTERIAL ID-AEROBIC,$75.00
 7170049,BASIC METABOLIC,$260.00
 7170050,BB PHYS SER TRANS RX,$183.69
 7170051,BENZODIAZEPINES QUANT,$117.25
 7170052,BILIRUBIN TOT,$93.25
 7170053,BILIRUBIN DIRECT,$110.75
 7170054,BLASTOMYCES ANTIBODY,$89.40
 7170055,BLEEDING TIME,$60.00
 7170057,BLOOD TYPING ABO,$96.00
 7170058,BLOOD TYPING RH/ D,$88.00
 7170059,BLOOD VOLATILES,$78.25
 7170060,BNP,$171.00
 7170061,BORDETELA PERTUSIS ANTB,$192.00
 7170062,C PEPTIDE,$86.00
 7170063,C REACTIVE PROTEIN CRP,$195.25
 7170064,CA 15-3,$150.00
 7170065,CA 19-9,$132.75
 7170066,CA 19-9,$103.25
 7170067,CA 125,$152.25
 7170068,CALCIUM OXALATE,$47.75
 7170069,CALCIUM QUANT URINE,$88.00
 7170070,CALCIUM TOTAL,$93.25
 7170071,CARBAMAZEPINE,$177.50
 7170072,CARBON DIOXIDE C02,$106.25
 7170073,CARBON MONOXIDE,$68.75
 7170074,CARCINOEMBRYONIC ANTG CEA,$152.25
 7170075,CAROTENE,$45.30
 7170076,CAT SCRATCH ANTB,$226.00
 7170077,CATECHOLAMINES URINE TOT,$53.40
 7170078,AUTO DIFF CHARGE ONLY,$117.25
 7170079,CD4/CD8 T4/T8,$88.00
 7170080,CELL COUNT - BODY FLUID,$38.25
 7170081,CELL COUNT CSF W/DIFF,$38.25
 7170082,CHLAMYDIA ANTG DNA PROBE,$122.50
 7170083,CHLAMYDIA ANTIBODY GRP,$97.25
 7170085,CHLORIDE BLOOD,$88.75
 7170086,CHLORIDE CSF,$32.50
 7170087,CHOLESTEROL SERUM TOTAL,$80.75
 7170088,CHROMOSOME ANALYSIS,$638.00
 7170089,CITRIC ACID - URINE,$162.75
 7170090,CK MB,$161.50
 7170091,CLOSTRIDIUM DIFF TOX,$152.25
 7170092,CULTURE CMV,$240.00
 7170093,CMV IGG,$76.50
 7170094,CMV IGM,$89.40
 7170095,COCCIDIODES ANTIBODY,$89.40
 7170096,COLD AGGLUTININ TITER,$90.25
 7170097,BB COMPATIBILITY TEST AHG,$175.25
 7170098,COMPLEMENT,$86.00
 7170099,COMPLEMENT C4,$86.00
 7170100,COMPLEMENT FIXATION EA AG,$64.50
 7170101,COMPREHENSIVE METABOLIC PANEL,$198.50
 7170102,CORTISOL TOTAL,$69.75
 7170103,COXSACKIE B ANTB,$168.50
 7170104,CREATINE KINASE CK TOTAL,$107.50
 7170105,CREATINE PHOSPHOKINAS ISO,$75.00
 7170106,CREATININE BLOOD,$87.00
 7170107,CREATININE CLEARANCE,$163.75
 7170108,CREATININE URINE,$72.75
 7170109,CRYOGLOBULIN,$88.00
 7170110,CRYPRECIPITATE,$76.75
 7170111,CRYPTOSPORIDIUM,$32.50
 7170112,CRYSTAL FLUID,$105.00
 7170113,CRYTOCOCCAL ANTG,$43.00
 7170114,CULTURE BLOOD,$167.25
 7170115,CULTURE FUNGUS BLOOD,$76.25
 7170116,CULTURE FUNGUS OTHER,$64.50
 7170117,CULTURE FUNGUS SKIN HAIR NAIL,$64.50
 7170118,CULTURE THROAT,$86.00
 7170119,CULTURE OTHER SOURCE,$122.50
 7170120,CULTURE STOOL,$58.77
 7170121,CULTURE URINE,$43.50
 7170122,CYANIDE-BLOOD,$104.50
 7170123,CYCLOSPORIN BLOOD,$173.25
 7170124,D-DIMER.QUAL,$78.25
 7170125,DESIPRAMINE LEVEL,$101.00
 7170126,DHEAS,$172.50
 7170127,DIFFERENTIAL BLOOD MANUAL,$103.25
 7170128,DIGOXIN LEVEL,$214.75
 7170129,DIHYDROXYVITAMIN D 125,$156.25
 7170130,DIRECT ANTIGLOBULIN TEST,$125.12
 7170131,DOXEPIN LEVEL,$76.25
 7170132,.DRUG CONFIRMATION EA,$151.25
 7170134,DRUG SCREEN BLOOD,$262.50
 7170135,E.EQUINE ENCEPHALITIS IGG,$126.00
 7170136,E.EQUINE ENCEPHALITIS IGM,$126.00
 7170137,ELECTROLYTE PANEL,$137.50
 7170138,EPSTEIN BARR ANTIBODIES NUCLEAR,$117.25
 7170139,EPSTEIN BARR EARLY ANTIGENS X 2,$93.50
 7170140,ERYTHROPOIETIN,$124.80
 7170141,ESTRADIOL LEVEL,$195.00
 7170142,ESTRIOL,$103.25
 7170143,ESTROGEN,$117.25
 7170144,ESTRONE,$115.75
 7170145,ETHOSUXIMIDE LEVEL ZAROTIN,$69.75
 7170147,FACTOR 5 LEIDEN SUR,$235.75
 7170148,FECAL FAT QUAL,$88.00
 7170149,FDP/FSP QANT,$58.75
 7170150,FELBULTOL,$110.75
 7170151,FERRITIN,$130.25
 7170152,GADOLINIUM URINE,$664.50
 7170154,FFP/CRYOTHAWING,$158.10
 7170155,FIBRINOGEN QUAN,$92.00
 7170156,FOLATE RBC,$81.60
 7170157,FOLATE SERUM,$137.50
 7170159,FREE T3,$117.30
 7170160,FRUCTOSAMINE,$196.50
 7170161,FSH,$85.00
 7170162,FTA IGM,$88.00
 7170163,G6PD,$43.50
 7170164,GASTRIN,$94.75
 7170165,GC ANTG DNA PROBE,$44.75
 7170166,GENTAMICIN LEVEL,$136.00
 7170167,GGT,$140.75
 7170168,GIARDIA ANTB GROUP,$169.50
 7170169,GIARDIA ANTG,$88.00
 7170170,FSBG,$52.50
 7170171,GLUCOSE QUANT,$59.50
 7170172,GLUCOSE BODY FLUID,$79.75
 7170173,GRAM STAIN,$70.25
 7170174,GROWTH HORMONE,$166.25
 7170175,FUNGAL ANTIBODIES,$145.00
 7170177,H PYLORI IGG,$180.25
 7170178,HAPTOGLOBIN QUANT,$17.12
 7170179,HBS AG,$149.50
 7170180,.HCG QUAL URINE/SERUM,$90.75
 7170181,HDL CHOL,$84.50
 7170182,HEMATOCRIT AUTOMATED,$44.75
 7170183,HEMATOCRIT MICROHCT,$12.00
 7170184,HEMOGLOBIN,$44.75
 7170185,HEMOGLOBIN A1C,$195.25
 7170186,HEMOGLOBIN ELECTROPHORESIS,$96.25
 7170187,HEP B CORE ANTB IGM,$95.50
 7170188,HEP B CORE ANTB TOTAL,$66.30
 7170189,HEP BE ANTG,$48.60
 7170190,HEP C-RIBA,$130.25
 7170191,HEP C RNA QUANT,$388.50
 7170192,HEPATIC FUNCTION PANEL,$165.25
 7170193,HEPATITIS A ANTB IGM,$82.00
 7170194,HEPATITIS B SURFACE AB,$95.50
 7170195,HEPATITIS C,$122.50
 7170196,HERPES ANTB GRP NONSPEC,$122.40
 7170197,MONO SCREEN,$84.25
 7170198,HISTOPLASMA ANTIBODY,$89.40
 7170199,HIV,$130.25
 7170200,HIV PHENOTYPE,"$1,449.00"
 7170201,HIV WESTERN BLOT,$112.20
 7170202,HIV VIRAL LOAD RNA,$390.75
 7170203,HIV-GENOTYPE,"$1,095.00"
 7170204,HLA B 27,$132.60
 7170205,HOMOCYSTEINE,$67.25
 7170206,H PYLORI STOOL ANTG,$103.00
 7170207,HSV 1 ANTB IGG,$150.00
 7170208,HSV 1/2 ANTB IGG&IGM,$150.00
 7170209,HSV 2 ANTB IGG,$150.00
 7170210,HVY METALS SCR URINE,$166.25
 7170211,HYDROXY PROGESTERONE 17-D,$127.00
 7170213,IGE,$119.25
 7170215,IMIPRAMINE LEVEL,$101.00
 7170216,IMMUNOELECTROPHORESIS-SERUM,$119.50
 7170217,"IMMUNOELECTROPHORESIS,OTHER FLUID",$114.50
 7170218,IMMUNOFIXATION ELECT,$91.95
 7170219,IMMUNOGLOBULINS IGA G M EACH,$79.20
 7170220,INSULIN,$97.25
 7170221,INSULIN AB,$156.25
 7170222,IONIZED CALCIUM,$109.00
 7170223,IRON & TIBC,$100.00
 7170225,KETOSEROIDS 17- 17-KS,$66.50
 7170226,KOH PREP/WET MOUNT,$65.00
 7170227,KOH PREP SKIN NAILS HAIR,$87.00
 7170228,LDH,$94.75
 7170230,LACTIC ACID,$87.50
 7170231,LAMICTAL LEVEL,$173.75
 7170232,LDH ISOENZYMES,$127.00
 7170234,LEAD BLOOD LEVEL,$147.75
 7170235,LEGIONELLA ANTIBODY,$75.00
 7170236,LEGIONELLA ANTIGEN,$184.25
 7170238,LIDOCAINE LEVEL,$93.50
 7170239,LIPASE,$122.50
 7170240,LIPID PROFILE,$124.75
 7170241,LITHIUM LEVEL,$116.50
 7170242,LUPUS ANTICOAGULANTS,$107.00
 7170243,LUTENIZING HORMONE,$85.00
 7170244,LYME DZ ANTIBODY,$71.40
 7170245,MAGNESIUM SERUM,$110.75
 7170246,MALARIA SMEAR,$25.25
 7170247,MEASLES ANTIBODY GRP,$114.90
 7170249,MERCURY BLOOD,$88.20
 7170250,METANEPHRINES,$166.25
 7170251,METHANOL,$100.25
 7170252,METHOTREXATE,$173.75
 7170253,METHYLMALONIC ACID,$67.25
 7170255,MICROALBUMIN RANDOM,$50.50
 7170256,MUMPS ANTIBODY GROUP,$89.40
 7170257,MYOGLOBIN BLD,$217.00
 7170258,NEURONTIN,$173.75
 7170259,NORTRIPTYLINE,$169.75
 7170260,OCCULT BLD OTHER,$88.00
 7170261,OCCULT BLOOD FECAL,$21.50
 7170262,ORGANISM ID YEAST,$63.00
 7170263,OSMOLALITY BLOOD,$43.00
 7170264,OSMOLALITY URINE,$53.00
 7170265,OVA & PARASITES,$87.00
 7170266,PTT,$140.75
 7170267,PHENOBARBITAL LEVEL,$121.00
 7170268,PHENYTOIN FREE,$164.00
 7170269,PHENYTOIN LEVEL DILANTIN,$164.00
 7170270,PHLEBOTOMY THERAPEUTIC,$187.50
 7170271,PHOSPHORUS LEVEL,$104.75
 7170272,PHOSPHORUS URINE,$104.75
 7170273,PHYS REVIEW PERI SMEAR,$28.25
 7170274,PKU QUAL,$43.00
 7170275,BB PLASMA FRESH FROZEN,$151.25
 7170276,BB PLATELET PHERESED,$520.00
 7170277,PLATELET COUNT,$25.75
 7170278,BB PLATELETS SINGLE,$141.25
 7170279,PNEUMOCYSTIS JIROVECI CARINII STAIN,$46.00
 7170280,PORPHYRINS QUAL,$38.25
 7170281,PORPHYRINS QUANT,$91.25
 7170282,POTASSIUM SERUM,$87.00
 7170283,POTASSIUM URINE,$56.75
 7170284,PREALBUMIN,$58.50
 7170285,PRENATAL PROFILE,$63.00
 7170286,PRIMIDONE LEVEL,$101.50
 7170287,PROCAINAMIDE WITH METAB,$76.50
 7170288,PROGESTERONE,$173.25
