BRYAN W. WHITFIELD MEMORIAL HOSPITAL,,
CHARGE MASTER,,
AS OF 01/01/2019,,
,,
,,
Chg Code,Description,Charge
408001600,BTU-NOSE/ACCESS SINUSES,3.38 
408001620,BTU-RADICAL SURGERY,3.38 
408001640,"BTU-BIOPSY, SOFT TISSUE",3.38 
408001700,BTU-INTRORAL/BIOPSY,3.38 
408001720,BTU-REPAIR OF CLEFT PALAT,3.38 
408001740,BTU-EXC RETROPHA/TUMOR,3.38 
408001760,BTU-RADICAL SURGERY HEAD,3.38 
408001900,BTU-FACIAL BONES/SKULL,3.38 
408001920,BTU-RADICAL FACE SURGERY,3.38 
408002100,BTU-INTRACRANIAL,3.38 
408002120,BTU-SUBDURAL TAPS,3.38 
408002140,BTU-BURR HOLES/VENTRICU,3.38 
408002150,BTU-CRANIOPLASTY/SKULL,3.38 
408002160,BTU-VASCULAR PROCEDURE,3.38 
408002180,BTU-PROCEDURE/SITTING,3.38 
408002200,BTU-SHUNT CEREBROSPINAL,3.38 
408002220,BTU-INTRACRANIAL NERVE,3.38 
408003000,BTU-NECK/INTEGUMENTARY,3.38 
408003200,BTU-NECK/PROCEDURES,3.38 
408003220,BTU-THYROID NEEDLE BIOP,3.38 
408003260,BTU-LARYNX & TRACHEA <1YR,3.38 
408003500,BTU-MAJ VESSEL/NECK,3.38 
408003520,BTU-SIMPLE LIGATION,3.38 
408004000,BTU-CHEST/INTEGUMENTARY,3.38 
408004020,BTU-BREAST/RECONSTRUCT,3.38 
408004040,BTU-RADICAL BREAST,3.38 
408004060,BTU-RADICAL BREAST/MAMM,3.38 
408004100,BTU-ELEC CONVER ARRHYTH,3.38 
408004500,BTU-CLAVICAL/SCAPULA,3.38 
408004520,BTU-RADICAL/CLAV/SCAPULA,3.38 
408004540,BTU-CLAVICAL BIOPSY,3.38 
408004700,BTU-PARTIAL RIB RESECTION,3.38 
408004720,BTU-THORACOPLASTY,3.38 
408004740,BTU-RADICAL PROCEDURE,3.38 
408005000,BTU-ESOPHAGUS,3.38 
408005200,BTU-CLOSED CHEST PROCE,3.38 
408005220,BTU-NEEDLE BIOPSY PLEURA,3.38 
408005240,BTU-PNEUMOCENTESIS,3.38 
408005280,BTU-MEDIASTINOSCOPY &THOR,3.38 
408005300,BTU-PERM TRANSVEN PACEMAK,3.38 
408005320,BTU-ACCESS TO CENT VEN CI,3.38 
408005340,BTU-TRANSV INS OF REPL OF,3.38 
408005370,BTU-CARDIAC ELECTROPHISIO,3.38 
408005390,BTU-TRACHEOBRONCHIAL RECO,3.38 
408005400,BTU-INTRATHORACIC PROCEDU,3.38 
408005410,BTU-UTILIZ. ONE LUNG VENT,3.38 
408005420,BTU-DECORTICATION,3.38 
408005460,BTU-PULMONARY RESECTION/T,3.38 
408005480,BTU-TRACHEOBRONCHIAL RECO,3.38 
408005500,BTU-STERNAL DEBRIDEMENT,3.38 
408005600,BTU-HEART PERICARDIAL SAC,3.38 
408005620,BTU-PUMP OXYGENATOR,3.38 
408005630,BTU-PUMP OXYGENA CARD ARR,3.38 
408005660,BTU-DIRECT CORN. ART.BYPA,3.38 
408005800,BTU-HEART/LUNG TRANSPLANT,3.38 
408006000,BTU-CERVICAL SPINE/CORD,3.38 
408006040,BTU-SITTING POSITION,3.38 
408006200,BTU-THORACIC SPINE/CORD,3.38 
408006220,BTU-THORACOLUMBAR SYMPATH,3.38 
408006300,BTU-LUMBAR REGION,3.38 
408006320,BTU-LUMBAR SYMPATHECTOMY,3.38 
408006350,BTU-LUMBAR PUNCTURE,3.38 
408006400,BTU-CLOSED CERV/THOR/LUMB,3.38 
408006700,BTU-EXTENSIVE SPINE/SPINA,3.38 
408007000,BTU-UPPER ANTERIOR ABDOMI,3.38 
408007020,BTU-PERCUTANEOUS LIVER BI,3.38 
408007300,BTU-UPPER POSTERIOR ABDOM,3.38 
408007400,BTU-UPPER GI ENDO PROCIMA,3.38 
408007410,BTU-SCREENING COLO,3.38 
408007420,BTU-UPPER/LOWER COMBINED ENDO,3.38 
408007500,BTU-HERNIA REPAIR/UPPER A,3.38 
408007520,BTU-LUMBAR/VENTRAL HERNIA,3.38 
408007540,BTU-OMPHALOCELE,3.38 
408007560,BTU-TRANSABDOMINAL DIAPHR,3.38 
408007700,BTU-MAJOR ABD BLOOD VESSE,3.38 
408007900,BTU-INTRAPERITONEAL/UPPER,3.38 
408007920,BTU-PARTIAL HEPATECTOMY,3.38 
408007940,BTU-PANCREATECTOMY,3.38 
408007960,BTU-LIVER TRANSPLANT/RECI,3.38 
408007970,BTU-INTRAPERITONEAL GASTR,3.38 
408008000,BTU-LOWER ANT ABD WALL,3.38 
408008020,BTU-PANNICULECTOMY,3.38 
408008100,BTU-LOWER INTESTINAL ENDO,3.38 
408008200,BTU-LOWER POSTERIOR ABD W,3.38 
408008300,BTU-HERNIA REPAIR/LOW ABD,3.38 
408008320,BTU-VENTRAL & INCISIONAL,3.38 
408008340,BTU-LOWER ABD HERNIA REPA,3.38 
408008360,BTU-INFANT HERNIA <50 WKS,3.38 
408008400,BTU-INTRAPERITONEAL/LOW A,3.38 
408008420,BTU-AMNIOCENTESIS,3.38 
408008440,BTU-ABDOMINOPERINEAL RESE,3.38 
408008460,BTU-RADICAL HYSTERECTOMY,3.38 
408008480,BTU-PELVIC EXENTERATION,3.38 
408008510,BTU-INTRAPERI LOW ABD BTL,3.38 
408008600,BTU-EXTRAPERITONEAL/LOW A,3.38 
408008620,BTU-RENAL PROCEDURES/DONO,3.38 
408008640,BTU-TOTAL CYSTECTOMY,3.38 
408008650,BTU-RADICAL PROSTATECTOMY,3.38 
408008660,BTU-ADRENALECTOMY,3.38 
408008680,BTU-RENAL TRANSPLANT/RECI,3.38 
408008700,BTU-CYSTOLITHOTOMY,3.38 
408008720,BTU-LITHOTRIPSY W/WATER B,3.38 
408008730,BTU-LITHOTRIPSY W/O WATER,3.38 
408008800,BTU-MAJOR LOWER ABD VESSE,3.38 
408008820,BTU-INFERIOR VENA CAVA,3.38 
408009020,BTU-ANORECTAL PROCEDURES,3.38 
408009040,BTU-RADICAL PERNIEAL,3.38 
408009060,BTU-VULVECTOMY,3.38 
408009080,BTU-PERINEAL PROSTATECTOM,3.38 
408009100,BTU-TRANSURETHRAL PROCEDU,3.38 
408009120,BTU-TRANSURETHRAL RESECTI,3.38 
408009140,BTU-TRANSURETHRAL RESECTI,3.38 
408009160,BTU-TRANSURETHRAL RESECTI,3.38 
408009180,BTU-FRAGMENTATION/MANIPUL,3.38 
408009200,BTU-MALE GENITALIA,3.38 
408009210,BTU-VASECTOMY UNILAT/BILA,3.38 
408009220,BTU-SEMINAL VESICLES,3.38 
408009240,BTU-UNDESCENDED TESTIS,3.38 
408009260,BTU-RAD ORCHIECTORMY INGU,3.38 
408009280,BTU-RAD ORCHIECTOMY ABDOM,3.38 
408009300,BTU-ORCHIOPEXY,3.38 
408009320,BTU-COMP AMPUTATION OF PE,3.38 
408009340,BTU-RAD AMP OF PENIS/INGU,3.38 
408009360,BTU-RAD AMP FO PENIS/INGI,3.38 
408009380,BTU-PENILE PROSTHESIS,3.38 
408009400,BTU-VAGINAL PROCEDURES,3.38 
408009420,BTU-COPLTOMY VAGINECTOMY,3.38 
408009440,BTU-VAGINAL HYSTERECTOMY,3.38 
408009480,BTU-CERVICAL CERCLAGE,3.38 
408009500,BTU-CULDOSCOPY,3.38 
408009520,BTU-HYSTEROSCOPY/HYSTEROS,3.38 
408011120,BTU-BONE MARROW ASPIRATIO,3.38 
408011200,BTU-BONY PELVIS,3.38 
408011300,BTU-BODY CAST APPLICATION,3.38 
408011400,BTU-INTERPEVIAABD AMPUTAT,3.38 
408011500,BTU-RADICAL TUMOR OF PELVIS,3.38 
408011600,BTU-SYMPHYSIS PUBIS/SACRO,3.38 
408011700,BTU-SYMPHYSIS PUBIS/SACRO,3.38 
408011800,BTU-OBTURATOR NEURECTOMY/,3.38 
408011900,BTU-INTRAPELVIC,3.38 
408012000,BTU-CLOSED PROC FOR HIP J,3.38 
408012020,BTU-ARTHROSCOPIC PROC OF,3.38 
408012100,BTU-OPEN HIP,3.38 
408012120,BTU-HIP DISARTICULATION,3.38 
408012140,BTU-HEMI OR TOTAL HIP ART,3.38 
408012150,BTU-REV OF TOTAL HIP ART,3.38 
408012200,BTU-CLOSED UPPER 2/3 OF F,3.38 
408012300,BTU-OPEN UPPER 2/3 OF FEM,3.38 
408012320,BTU-AMPUTATION,3.38 
408012340,BTU-RADICAL RESECTION,3.38 
408012500,BTU-NERVES OF UPPER LEG,3.38 
408012600,BTU-VIENS OF UPPER LEG,3.38 
408012700,BTU-ARTERIES OF UPPER LEG,3.38 
408012720,BTU-FEMORAL ARTERY LIGATI,3.38 
408012740,BTU-FEMORAL ARTERY EMBOLE,3.38 
408013200,BTU-NERVES MUSCLES TENDON,3.38 
408013400,BTU-CLOSED LOWER 1/3 OF F,3.38 
408013600,BTU-OPEN LOWER 1/3 OF FEM,3.38 
408013800,BTU-CLOSED KNEE,3.38 
408013820,BTU-ARTHROSCOPIC KNEE JOI,3.38 
408013900,BTU-CLOSED UPPER TIBIA FI,3.38 
408013920,BTU-OPEN UPPER TIBIA FIBU,3.38 
408014000,BTU-OPEN KNEE/ARTHROSCOPI,3.38 
408014020,BTU-TOTAL KNEE ARTHROPLAS,3.38 
408014040,BTU-DISARTICULATION AT KN,3.38 
408014200,BTU-CAST APPLICATIONS KNE,3.38 
408014300,BTU-VEINS OF KNEE POPLITE,3.38 
408014320,BTU-ARTERIOVENOUS FISTULA,3.38 
408014400,BTU-ARTERIES OF KNEE & PO,3.38 
408014420,BTU-POPLITEAL THROMBOENDA,3.38 
408014440,BTU-POPLITEAL EXCISION&GR,3.38 
408014620,BTU-CLOSED LEG ANKLE FOOT,3.38 
408014640,BTU-ARTHROSCOPIC ANKLE JO,3.38 
408014700,BTU-NERVE TENDON MUSCLE L,3.38 
408014720,BTU-RUPTURED ACHILLES TEN,3.38 
408014740,BTU-GASTROCNEMIUS RECESSI,3.38 
408014800,BTU-OPEN LOWER LEG ANKLE,3.38 
408014820,BTU-RADICAL RESECTION BKA,3.38 
408014840,BTU-OSTEOTOMY OR OSTEOPLA,3.38 
408014860,BTU-TOTAL ANKLE REPLACEME,3.38 
408014900,BTU-LOWER LEG CAST,3.38 
408015000,BTU-ARTERIES OF LOWER LEG,3.38 
408015010,"INTUBA.,ENDOTRO,EMERG",222.00 
408015020,BTU-EMBOLECTOMY,3.38 
408015200,BTU-VEINS OF LOWER LEG,3.38 
408015220,BTU-VENOUS THROMBECTOMY,3.38 
408016100,BTU-NERVES MUSCLES TENDON,3.38 
408016200,BTU-CLOSED HUMBERAL HEAD,3.38 
408016220,BTU-ARTHROSCOPIC SHOULDER,3.38 
408016300,BTU-OPEN/SURGICAL SHOULDE,3.38 
408016320,BTU-RADICAL RESECTION,3.38 
408016340,BTU-SHOULDER DISARTICULAT,3.38 
408016360,BTU-INTERTHORACOSPULAR AM,3.38 
408016380,BTU-TOTAL SHOULDER REPLAC,3.38 
408016500,BTU-ARTERIES OF SHOULDER,3.38 
408016520,BTU-AXILLARY-BRACHIAL ANE,3.38 
408016540,BTU-BYPASS GRAFT,3.38 
408016560,BTU-AXILLARY-FEMORAL BYPA,3.38 
408016700,BTU-VEINS OF SHOULDER & A,3.38 
408016800,BTU-SHOULDER CAST APPLICA,3.38 
408016820,BTU-SHOULDER SPICA,3.38 
408017100,BTU-NERVES MUSCLES TENDON,3.38 
408017120,BTU-TENOTOMY ELVOW TO SHO,3.38 
408017140,BTU-TENOPLASTY ELBOW TO S,3.38 
408017160,BTU-TENODESIS RUPTURE OF,3.38 
408017300,BTU-CLOSED HUMERUS & ELBO,3.38 
408017320,BTU-ARTHROSCOPIC ELBOW,3.38 
408017400,BTU-OPEN/SURG ARTHRO ELBO,3.38 
408017420,BTU-OSTEOTOMY OF HUMERUS,3.38 
408017440,BTU-REPAIR OF NONUNION OR,3.38 
408017560,BTU-RADICAL PROCEDURES,3.38 
408017580,BTU-EXCISION OF CYST OR T,3.38 
408017600,BTU-TOTAL ELBOW REPLACEME,3.38 
408017700,BTU-ARTERIES OF UPPER ARM,3.38 
408017720,BTU-EMBOLECTOMY,3.38 
408017800,BTU-VEINS OF UPPER ARM &,3.38 
408017820,BTU-PHLEBORRHAPHY,3.38 
408018100,BTU-NERVES MUSCLES TENDON,3.38 
408018200,BTU-CLOSED RADIUS ULNA WR,3.38 
408018290,BTU-ARTHROSCOPIC WRIST,3.38 
408018300,BTU-OPEN/ARTHRO. WRIST/HA,3.38 
408018320,BTU-TOTAL WRIST REPLACEME,3.38 
408018400,BTU-ARTERIES OF FOREARM W,3.38 
408018420,BTU-EMBOLECTOMY,3.38 
408018440,BTU-VASCULAR SHUNT OR SHU,3.38 
408018500,BTU-VEINS OF FOREARM WRIS,3.38 
408018520,BTU-PHLEBORRHAPHY,3.38 
408018600,BTU-CAST APPLICATION FORE,3.38 
408019160,BTU-DIAGNOSTIC ARTERIOGRA,3.38 
408019200,BTU-CARDIAC CATHERIZATION,3.38 
408019220,BTU-NON-INVASIVE IMAGING,3.38 
408019240,BTU-RADIOLOGIC-ARTERIAL,3.38 
408019250,BTU-CAROTID OR CORONARY,3.38 
408019260,BTU-INTRACRANIAL INTRACAR,3.38 
408019300,BTU-VENOUS/LYMPHATIC SYST,3.38 
408019310,BTU-VEN LYM SYS INTRAHEPA,3.38 
408019320,BTU-VEN LYM INTRATHORASIC,3.38 
408019330,BTU-VEN LYMPHA INTRACRANI,3.38 
408019600,BTU-VAGINAL DELIVERY,3.38 
408019610,BTU-CESAREAN DELIVERY,3.38 
408019620,BTU-URGENT HYST AFTER DEL,3.38 
408019630,BTU-C-SECTION/HYST W/O LA,3.38 
408019670,BTU-NEURAXIAL LABOR ANES,3.38 
408019680,BTU-CSECTION DEL AFTER NE,3.38 
408019690,BTU-CSECTION HYST AFTER N,3.38 
408019910,BTU-NERVE BLOCK/INJ NOT P,3.38 
408019920,BTU-N BLK PRONE POSITION,3.38 
408019950,BTU-REGIONAL IV ADMIN OF,3.38 
408019960,BTU-DAILY MANAGEMENT EPID,3.38 
408019990,BTU-NERVE BLOCK/INJ PRONE,3.38 
408020010,CENTRAL LINE KIT/PROCEDUR,350.00 
408022730,INJ EPIDURAL BLD/CLOT PAT,650.00 
408028020,ULTANE 250 ML BTL,18.00 
408029500,CPR,380.00 
408030000,REGIONAL SHORT,265.00 
408030010,REGIONAL INTERMEDIATE,400.00 
408030020,REGIONAL LONG,550.00 
408030030,GENERAL SHORT,285.00 
408030040,GENERAL INTERMEDIATE,425.00 
408030050,GENERAL LONG,555.00 
408044150,NERVE BLO BRACHIAL PLEX S,"1,400.00 "
408044450,NERVE BLO SCIATIC-SINGLE,"1,000.00 "
408051010,BTU-OTHER UNITS,3.38 
408053110,ETHRANE,15.00 
408053120,HALOTHANE,15.00 
408053130,FORANE,15.00 
408053140,BLOOD TRANSFUSION,300.00 
408053150,CODE BLUE,400.00 
408055260,THERAPUTIC EPIDURAL,900.00 
408064000,BTU-VENIPUNCTURE <3YRS MD,3.38 
408064100,BTU-VENIPUNCTURE >3YRS MD,3.38 
408066000,ARTERIAL PUNCTURE,160.00 
408066200,BTU-ART CATH FOR SAMP/MON,3.38 
408091000,BTU-Pt OF EXTRE AGE <1>70,3.38 
408091160,BTU-TOTAL BODY HYPERTHERM,3.38 
408091350,BTU-COMPLICATED BY UTILIZ,3.38 
408091400,BTU-EMERGENCY CONDITION,3.38 
408094450,INSERT EMERGENCY AIRWAY,190.00 
408094460,LUMBAR PUNCTURE,"1,000.00 "
408094470,BTU-INCOMP/MISSED ABORTION,3.38 
409009400,CONT PASSIVE MOTION UNIT/DAY,5.00 
409028300,E-STIM UNATTENDED,40.00 
409029581,APP. OF MULTI-LAYER VENOUS WOU,300.00 
409060000,APPLICATION HOT/COLD PACK,15.00 
409060060,US #1 15 MIN,50.00 
409060120,ELECT STIM ATTEND 15 MIN,60.00 
409060180,THERAP MESSAGE 15 MIN,75.00 
409060330,GAIT TRAINING 15 MIN,90.00 
409060360,MECHANICAL TRACTION,50.00 
409060421,PT Eval: Low Complexity,300.00 
409060422,PT Eval: Moderate Complexity,300.00 
409060423,PT Eval: High Complexity,300.00 
409060470,THER EXER 15 MIN,100.00 
409060590,DEB. NON-SELECT ONLY,150.00 
409060620,NEUROMSCLR RE-ED 15 MIN,100.00 
409060630,PROSTHETIC TRAINING 15 MI,100.00 
409061000,TNS APPLICATION,51.50 
409061460,CONTRAST BATH 15 MIN,60.00 
409066170,ADL TRAINING #1 15 MIN,105.00 
409070260,LIGHT THERAPY,35.00 
409071500,PT GROUP THERAPY,60.00 
409071601,PT RE-EVALUATION,135.00 
409071640,MANUAL THERAPY,90.00 
409071650,ORTHOTIC MGMT & TRAINING,120.00 
409071660,THERAPUTIC ACTIVITY,100.00 
409071680,WHEELCHAIR TRAINING,90.00 
409075970,SELECT DEBRID OF =/< 20CM,335.00 
409075980,SELECT DEBRID OF =/> 20CM,225.00 
409080000,STRAPPING KNEE,87.00 
409080010,STRAPPING ANKLE,200.00 
409080020,STRAPPING UNABOOT,150.00 
409080030,SPLINT SHORT LEG,125.00 
409080040,SPLINT LONG LEG,150.00 
409080050,SPLINT LONG ARM,150.00 
409080060,SPLINT SHORT ARM,120.00 
409080070,CARPAL TUNNEL SPLINT,10.00 
409080080,THUMB SPICA SPLINT,16.00 
409080090,STRAPPING THORAX,200.00 
409080100,CASTING/STRAPPING,240.00 
409080110,STRAPPING SHOULDER,90.00 
409080120,STRAPPING ELBOW/WRIST,90.00 
409080130,STRAPPING HAND/FINGER,90.00 
409080140,SHORTWAVE DIATHERMY,45.00 
409080150,WORK/HARD/COND 1ST 2HRS,160.00 
409080160,WORK/HARD/COND EA ADD HR,80.00 
409080210,JEWITT HYPO EXT. BRACE,700.00 
409097018,PARAFFIN BATH,35.00 
410010000,GASTROSCOPY,"2,200.00 "
410010010,GASTROSCOPY W/BIOPSY,"2,200.00 "
410010020,GASTROSCOPY W/HEAT PROBE,"3,200.00 "
410010030,GASTRO W/ESOPHAGEAL DILAT,"3,200.00 "
410010050,GASTROSCOPY W/PEG,"3,200.00 "
410010060,GASTRO W/FOREIGN BODY REM,"2,300.00 "
410010070,GASTRO W/ SCLEROTHERAPY,"2,300.00 "
410010080,BRONCHOSCOPY,"3,200.00 "
410010090,BRONCHOSCOPY W/BIOPSY,"3,200.00 "
410010100,BRONCHOSCOPY W/CYTOLOGY,"3,200.00 "
410010110,GASTROSTOMY TUBE REPLACE,600.00 
410010120,COLONOSCOPY,"2,400.00 "
410010130,COLONOSCOPY W/BIOPSY,"2,400.00 "
410010140,COLON W/SNARE POLYPECTOMY,"2,400.00 "
410010150,COLON W/HOT FORCEPT POLYP,"2,400.00 "
410010170,GASTRO W/ HOT BIOPSY FORC,"6,000.00 "
410010180,COLONOSCOPY W/ HOT BIOPSY,"2,300.00 "
410067000,CODE BLUE,700.00 
410067010,SUBMUCOSAL INJECTION:TATO,"2,300.00 "
410099330,FLEXIBLE SIGMOIDOSCOPY,"1,400.00 "
411004510,CATT SCAN HEAD W/O,776.00 
411004600,CATT SCAN HEAD W/CON,"1,065.00 "
411004700,CATT SCAN HEAD W/WO,"1,156.00 "
411004860,CATT SCAN MAX FACIAL W/O,868.00 
411004870,CATT SCAN MAX FACIAL W/CO,958.00 
411004880,CATT SCAN MAX FACIAL W/WO,"1,065.00 "
411004900,CT SCAN SOFT TIS.NECK W/O,775.00 
411004910,CT SCAN SOFT TIS.NECK W/C,855.00 
411004920,CT SCAN SOFT TIS.NECK WWO,959.00 
411004960,CTA HEAD,"1,390.00 "
411004980,CTA NECK,"1,400.00 "
411012500,CATT SCAN THORAX W/O,776.00 
411012600,CATT SCAN THORAX W/CON,921.00 
411012700,CATT SCAN THORAX W/WO,"1,114.00 "
411012750,CTA CHEST,"1,200.00 "
411013000,CT SCAN TO GUIDE  NEEDLE,881.00 
411013010,CATT SCAN GUIDANCE - ASPI,745.00 
411014800,CT ORB SLLR EAR WO,776.00 
411014810,CT ORB SLLR EAR W,887.00 
411021250,CATT SCAN CERVICAL W/O,805.00 
411021260,CATT SCAN CERVICAL W/CON,919.00 
411021270,CATT SCAN CERVICAL W/WO,"1,037.00 "
411021280,CATT SCAN THORACIC W/O,805.00 
411021290,CATT SCAN THORACIC W/CON,919.00 
411021300,CATT SCAN THORACIC W/WO,"1,037.00 "
411021310,CATT SCAN LUMBAR W/O,805.00 
411021320,CATT SCAN LUMBAR W/CON,959.00 
411021330,CATT SCAN LUMBAR W/WO,"1,114.00 "
411021910,CTA PELVIS,"1,200.00 "
411021920,CATT SCAN PELVIS W/O,776.00 
411021930,CATT SCAN PELVIS W/CON,"1,064.00 "
411021940,CATT SCAN PELVIS W/WO,"1,630.00 "
411032000,CATT SCAN UPPER EXTR W/O,775.00 
411032010,CATT SCAN UPPER EXTR W,855.00 
411032020,CATT SCAN UPPER EXTR W/WO,969.00 
411032060,CTA UPPER EXT,"1,200.00 "
411037000,CATT SCAN LOWER EXTR W/O,775.00 
411037010,CATT SCAN LOWER EXTR W/CO,865.00 
411037020,CATT SCAN LOWER EXTR W/WO,969.00 
411037060,CTA LOWER EXT,"1,200.00 "
411041500,CATT SCAN ABDOMEN W/O,765.00 
411041600,CATT SCAN ABDOMEN W/CON,921.00 
411041700,CATT SCAN ABDOMEN W/WO,"1,114.00 "
411041720,CT ORB SLLR EAR W/WO,975.00 
411041750,CTA ABDOMEN,"1,200.00 "
411041760,CT RTP,250.00 
411041770,CT 3-D RECONSTRUCTION,250.00 
411041780,CT CONTRAST PER CC,0.85 
411041790,TRS SIMPLE,240.00 
411041800,TRS INTERMEDIATE,600.00 
411041810,TRS COMPLEX,"1,040.00 "
411041820,TRS 3-DIMENSIONAL,"2,112.00 "
411041830,CT ABD/PELVIS W/O,"1,540.00 "
411041840,CT ABD/PELVIS W,"1,980.00 "
411041850,CT ABD/PELVIS W/WO,"2,740.00 "
411056350,"CTA AORTA, RUN-OFF","1,200.00 "
411075571,CT CALCIUM SCORING,200.00 
411075572,CTA CORONARY W,900.00 
411075573,CTA CORONARY W CHD,900.00 
411075574,CTA CORONARY W BYP GR,900.00 
412002020,MAMMO DIGITAL SCREENING,285.00 
412002040,MAMMO DIGITAL DIAGNOSTIC,327.00 
412002060,MAMMO DIG DIA UNILATERAL,258.00 
412019281,MAMMO NEEDLE PLACE 1ST,"1,200.00 "
412060980,MAMMO SPECIMEN RADIOLOGY,66.25 
412070650,MI DIAG MAMMO UNIL,258.00 
412070660,MI DIAG MAMMO BILAT,327.00 
412070670,MI SC MAMMO BILAT 2 VIEW EA,285.00 
416001000,THERAPUTIC/DX/PROPHYLATIC SC/I,100.00 
416001010,CHEMO ADM IV PUSH EA,85.00 
416001060,IMPLANTED PUMP REFILL,80.00 
416001070,PORT. PUMP REFILL / MAINT,80.00 
416001080,IRRIG IMPLANT VENOUS LINE,50.00 
416001110,NON-PHYSICIAN NURSING,75.00 
416002000,CLINIC NEW 20 MIN OR <,100.00 
416002010,CLINIC NEW 30 MIN OR <,125.00 
416002020,CLINIC NEW 45 MIN OR <,150.00 
416002030,CLINIC NEW 60 MIN OR >,175.00 
416002050,INJ IMMUNIZATION,15.00 
416002060,CHEMO ADM SQ/IM NH AN,50.00 
416002070,BLOOD ADMINISTRATION,300.00 
416002080,CHEMO ADM SQ/IM HORM AN,50.00 
416002100,CLINIC EST. 10 MIN OR >,100.00 
416002110,CLINIC EST. 15 MIN OR>,125.00 
416002120,CLINIC EST. 25 MIN OR <,150.00 
416002130,CLINIC EST. 40 MIN OR >,175.00 
416002150,RESERVIOR REFILL,80.00 
416003020,CHEMO INFUSION; UP TO 1HR,250.00 
416003030,CHEMO INFUSION; EA ADDL H,100.00 
416067000,CODE BLUE,400.00 
416072000,NON-PHYSICIAN NURSING,75.00 
416072800,SIMULATION SIMPLE,375.00 
416072850,Simulation Intermediate,400.00 
416072900,Simulation Complex,425.00 
416073000,DOSIMETRY CALCULATION SIM,150.00 
416073310,MICRODOSIMETRY,150.00 
416073320,TX DEVICE SIMPLE,200.00 
416073330,TX DEVICE INTERMEDIATE,400.00 
416073340,TX DEVICE COMPLEX,650.00 
416073350,One Time Bolus,150.00 
416073360,PHYSICS CONSULT CONT.,230.00 
416074030,RAD TX SIMPLE (SINGLE),150.00 
416074080,RAD TX INTER (2 AREAS),200.00 
416074120,RAD TX COMPLEX 3 OR > ARE,250.00 
416074170,PORT FILMS,100.00 
416074180,BLADDER INSTILLATION,150.00 
416074260,IV PUSH; EACH,50.00 
416074270,IV THERAPY; UP TO 1 HR,145.00 
416074280,IV THERAPY; EA ADDL HR,85.00 
416074290,ADMIN OF FLU VACCINE,25.00 
416074300,"PHLEBOTOMY, THERAPEUTIC",250.00 
416080000,MINOR SURGICAL PROCEDURE,250.00 
420010000,MRI TMJ'S,"1,100.00 "
420010010,"MRI ORBIT,FACE,NECK W/O C","1,300.00 "
420010020,"MRI ORBIT,FACE,NECK W/CON","1,400.00 "
420010030,"MRI ORBIT,FACE,NECK W&W/O","1,900.00 "
420010040,MRI BRAIN W/O CONTRAST,"1,300.00 "
420010050,MRI BRAIN WITH CONTRAST,"1,400.00 "
420010060,MRI BRAIN W&W/O CONTRAST,"1,900.00 "
420010070,MRI CHEST W/O CONTRAST,"1,400.00 "
420010080,MRI CHEST WITH CONTRAST,"1,600.00 "
420010090,MRI CHEST W&W/O CONTRAST,"2,100.00 "
420010100,MRI CERVICAL W/O CONTRAST,"1,200.00 "
420010110,MRI CERVICAL WITH CONTRAS,"1,400.00 "
420010120,MRI CERVICAL W&W/O CONTRA,"1,900.00 "
420010130,MRI THORACIC(DORSAL) W/O,"1,200.00 "
420010140,MRI THORACIC(DORSAL) WITH,"1,300.00 "
420010150,MRI THORACIC W & W/O CONT,"1,800.00 "
420010160,MRI LUMBAR W/O CONTRAST,"1,200.00 "
420010170,MRI LUMBAR WITH CONTRAST,"1,400.00 "
420010180,MRI LUMBAR W&W/O CONTRAST,"1,900.00 "
420010190,MRI PELVIS W/O CONTRAST,"1,300.00 "
420010200,MRI PELVIS WITH CONTRAST,"1,400.00 "
420010210,MRI PELVIS W&W/O CONTRAST,"1,900.00 "
420010220,MRI UPPER EXT(NO JOINT)WO,"1,300.00 "
420010230,MRI UP.EXT.(NO JOINT) W C,"1,400.00 "
420010240,MRI UPP.EXT(NO JOINT)W&W/,"1,900.00 "
420010250,MRI SHOULDER R.  WO,"1,200.00 "
420010260,MRI SHOULDER R. W,"1,300.00 "
420010270,MRI SHOULDER R. W&WO,"1,800.00 "
420010280,MRI FEMUR R. W/O,"1,300.00 "
420010290,MRI FEMUR R. WITH,"1,400.00 "
420010300,MRI FEMUR R. W&WO,"1,900.00 "
420010310,MRI KNEE R. W/O,"1,200.00 "
420010320,MRI KNEE R. W,"1,300.00 "
420010330,MRI KNEE R. W&WO,"1,800.00 "
420010340,MRI ABD. W/O CONTRAST,"1,100.00 "
420010350,MRI ABD. WITH CONTRAST,"1,500.00 "
420010360,MRI ABD. WITH & W/O CONTR,"1,900.00 "
420010370,MRI KNEE L. WO,"1,200.00 "
420010380,MRI KNEE L. W,"1,300.00 "
420010390,MRI KNEE L. W&WO,"1,800.00 "
420010400,MRI HIP L WO,"1,200.00 "
420010410,MRI HIP L. W,"1,300.00 "
420010420,MRI HIP L W&WO,"1,800.00 "
420010430,MRI HIP R. WO,"1,200.00 "
420010440,MRI HIP R. W,"1,300.00 "
420010450,MRI HIP R. W&WO,"1,800.00 "
420010460,MRI ANKLE L. WO,"1,200.00 "
420010470,MRI ANKLE L. W,"1,300.00 "
420010480,MRI ANKLE L W&WO,"1,800.00 "
420010490,MRI ANKLE R. WO,"1,200.00 "
