"Item Number,Description,Rev Code,CPT Code,Price,Assoc Item 1,Assoc Item 2,Assoc Item 3,Assoc Item 4,Assoc Item 5,Assoc Item 6,Assoc Item 7,Assoc Item 8,Assoc Item 9,Assoc Item 10"
" 6607790,NF-NISOLDIPINE ORAL TAB ER 8.5MG,259,, 25.25 ,,,,,,,,,,"
" 6607801,NF-METHOTREXATE ORAL TABLET 2.5MG,259,, 4.50 ,,,,,,,,,,"
" 6607820,NF-TYLENOL EXTRA STRENGTH ORAL TABLET 50,,, 0.50 ,,,,,,,,,,"
" 6607829,XIFAXAN (*non-formulary*) TAB: 550 MG,259,, 75.00 ,,,,,,,,,,"
" 6607838,NF-NITROGLYCERIN TD PATCH ER 0.1MG/1HR,259,, 17.50 ,,,,,,,,,,"
" 6607840,NF-CIPROFLOXACIN HCL OPHTH SOLN 0.3%,259,, 77.75 ,,,,,,,,,,"
" 6607841,NF-DEXAMETHASONE OPHTH SOLN 0.1%,259,, 14.25 ,,,,,,,,,,"
" 6607843,NF-TRIFLUOPERAZINE HCL TAB 2MG,259,, 5.75 ,,,,,,,,,,"
" 6607850,NF-LATANOPROST OPHTH SOLN 0.005%,259,, 189.25 ,,,,,,,,,,"
" 6607851,NF-TRUSOPT OCUMETER OPHTH SOLUTION 2%,259,, 25.50 ,,,,,,,,,,"
" 6607856,NF-SYNTHROID ORAL TABLET 0.175MG,259,, 4.50 ,,,,,,,,,,"
" 6607857,NF-TYGACIL INTRAVENOUS PWD FOR SOLN 50MG,259,, 250.00 ,,,,,,,,,,"
" 6607858,NF-OMEPRAZOLE CAP DR 20MG,259,, 22.00 ,,,,,,,,,,"
" 6607859,NF-BETAMETHASONE DIP CREAM 0.05%,259,, 7.00 ,,,,,,,,,,"
" 6607860,NF-RELPAX ORAL TABLET 40MG,,, 117.50 ,,,,,,,,,,"
" 6607862,NF-ROCALTROL CAPSULE 0.25MCG,,, 7.00 ,,,,,,,,,,"
" 6607869,NF-HALDOL DECANOATE INJECTION 50MG/ML,259,, 171.50 ,,,,,,,,,,"
" 6607870,NF-DEXAMETHASONE OPHTH SOLN 0.1%,259,, 14.25 ,,,,,,,,,,"
" 6607875,NF-PROPAFENONE HCL CAP ER 325MG,259,, 66.75 ,,,,,,,,,,"
" 6607876,NF-MATZIM LA EXTENDED RELEASE TABLET 240,,, 13.25 ,,,,,,,,,,"
" 6607879,NF-LIMBITROL DS TAB 25MG-10MG,,, 7.75 ,,,,,,,,,,"
" 6607882,NF-EXFORGE HCT ORAL TABLET 10MG-320MG-25,,, 28.50 ,,,,,,,,,,"
" 6607886,NF-FLUOROMETHOLONE OPHTH OINT 0.1%,259,, 24.75 ,,,,,,,,,,"
" 6607889,NF-LUNESTA ORAL TABLET 2MG,259,, 35.25 ,,,,,,,,,,"
" 6607901,NF-METHADONE HYDROCHLORIDE SOLN 5MG/5ML,259,, 0.50 ,,,,,,,,,,"
" 6607902,NF-PANTOPRAZOLE SODIUM PWD FOR SOLN 40MG,259,, 23.25 ,,,,,,,,,,"
" 6607903,NF-NEURONTIN SOLUTION 250MG/5ML,259,, 2.00 ,,,,,,,,,,"
" 6607910,NF-LEVOTHYROXINE ORAL TABLET 0.088MG,259,, 1.25 ,,,,,,,,,,"
" 6607911,NF-TACROLIMUS CAP 5MG,259,, 89.75 ,,,,,,,,,,"
" 6607919,NF-MESTINON TIMESPAN TABLET 180MG,259,, 24.50 ,,,,,,,,,,"
" 6607924,NF-KALETRA ORAL TABLET 200MG-50MG,259,, 31.75 ,,,,,,,,,,"
" 6607925,NF-TRUVADA ORAL TABLET 200MG-300MG,259,, 262.00 ,,,,,,,,,,"
" 6607926,NF-SINEMET CR TAB ER 50MG-200MG,259,, 10.25 ,,,,,,,,,,"
" 6607930,NF-TEKTURNA ORAL TABLET 300MG,259,, 20.50 ,,,,,,,,,,"
" 6607946,NF-TRIFLUOPERAZINE HCL TAB 5MG,259,, 4.25 ,,,,,,,,,,"
" 6607950,NF-LUNESTA ORAL TABLET 3MG,259,, 22.25 ,,,,,,,,,,"
" 6607952,NF-TOPIRAGEN ORAL TABLET 25MG,259,, 8.75 ,,,,,,,,,,"
" 6607961,NF-EDECRIN ORAL TABLET 25MG,259,, 20.25 ,,,,,,,,,,"
" 6607964,NF-LEFLUNOMIDE ORAL TABLET 20MG,,, 67.75 ,,,,,,,,,,"
" 6607971,NF-LATUDA ORAL TABLET 120MG,259,, 149.50 ,,,,,,,,,,"
" 6607982,NF-OXYBUTYNIN CHLORIDE ORAL SYRUP 5MG/5M,259,, 0.25 ,,,,,,,,,,"
" 6607996,NF-TRIAMCINOLONE ACETONIDE CREAM 0.1%,259,, 1.50 ,,,,,,,,,,"
" 6607997,NF-ELIQUIS TAB 5MG,259,, 21.75 ,,,,,,,,,,"
" 6608003,NF-PREMPRO LOW DOSE TAB 0.45MG-1.5MG,,, 13.50 ,,,,,,,,,,"
" 6608006,NF-INVOKANA ORAL TABLET 100MG,259,, 43.25 ,,,,,,,,,,"
" 6608010,ELIQUIS (apixaban) TAB: 2.5 MG,250,, 13.00 ,,,,,,,,,,"
" 6608014,NF-XYZAL ORAL SOLUTION 0.5MG/1ML,259,, 2.75 ,,,,,,,,,,"
" 6608022,NF-LEUKERAN ORAL TABLET 2MG,259,, 13.75 ,,,,,,,,,,"
" 6608036,NF-ELIQUIS ORAL TABLET 5MG,259,, 21.75 ,,,,,,,,,,"
" 6608044,NF-THIORIDAZINE HCL TAB 50MG,259,, 2.75 ,,,,,,,,,,"
" 6608050,NF-GLUCOSAMINE & CHONDR CAP 500MG-400MG,259,, 3.75 ,,,,,,,,,,"
" 6608054,NF-NEPHROCAPS QT DISINTEGRATING TAB,259,, 4.50 ,,,,,,,,,,"
" 6608068,NF-BUPROPION HCL ORAL TAB ER 200MG,259,, 14.75 ,,,,,,,,,,"
" 6608073,NF-VOLTAREN GEL TOPICAL 1%,259,, 3.00 ,,,,,,,,,,"
" 6608077,NF-PROGRAF CAP 1MG,259,, 39.25 ,,,,,,,,,,"
" 6608091,NF-NASCOBAL NASAL SPRAY 500MCG/0.1ML,259,,"" 1,249.75 "",,,,,,,,,,"
" 6608093,NF-RENVELA ORAL TABLET 800MG,259,, 15.75 ,,,,,,,,,,"
" 6608111,NF-COSOPT OCUMETER PLUS OPHTH SOLN 2%-0.,259,, 69.50 ,,,,,,,,,,"
" 6608123,NF-TRIFLUOPERAZINE HCL ORAL TABLET 1MG,259,, 3.50 ,,,,,,,,,,"
" 6608124,NF-METANX ORAL CAPSULE,259,, 9.50 ,,,,,,,,,,"
" 6608125,NF-OPCON-A ALLERGY OPHTH SOLN 0.027%-0.3,259,, 22.75 ,,,,,,,,,,"
" 6608139,NF-OSMOLITE 1 CAL LIQUID,259,, -   ,,,,,,,,,,"
" 6608147,MYRBETRIQ (*non-formulary*) TAB: 25 MG,259,, 21.00 ,,,,,,,,,,"
" 6608154,NF-ISTALOL OPHTH SOLN 0.5%,259,, 215.00 ,,,,,,,,,,"
" 6608165,NF-LIOTHYRONINE SODIUM ORAL TABLET 5MCG,259,, 1.75 ,,,,,,,,,,"
" 6608175,NF-NICORELIEF ORAL GUM 2MG,,, 2.50 ,,,,,,,,,,"
" 6608180,NF-VYTORIN TAB 10MG-10MG,,, 30.25 ,,,,,,,,,,"
" 6608185,NF-ESTRADIOL/NORETHINDRONE ACETATE 1-0.5,259,, 20.25 ,,,,,,,,,,"
" 6608200,NF-VIIBRYD ORAL TABLET 40MG,259,, 27.25 ,,,,,,,,,,"
" 6608204,NF-PROPRANOLOL HCL CAP ER 60MG,,, 17.50 ,,,,,,,,,,"
" 6608209,NF-DICLOFENAC POTASSIUM ORAL TABLET 50MG,259,, 7.75 ,,,,,,,,,,"
" 6608216,NF-PENTASA CAP ER 500MG,259,, 18.00 ,,,,,,,,,,"
" 6608220,NF-MENTAX CRM 1%,259,, 7.25 ,,,,,,,,,,"
" 6608227,NF-PHISODERM ANTIBACTERIAL CLEANSER  0.5,259,, -   ,,,,,,,,,,"
" 6608236,NF-GLUCOSAMINE CHONDROITIN 1500 COM CAPS,259,, 1.25 ,,,,,,,,,,"
" 6608239,NF-PIROXICAM CAP 10MG,,, 6.25 ,,,,,,,,,,"
" 6608243,NF-GARLIC OIL CAPSULE 1MG,,, -   ,,,,,,,,,,"
" 6608256,NF-ORAJEL MOUTH SORE MEDICINE,,, 5.50 ,,,,,,,,,,"
" 6608264,NF-SEROPHENE TABLET 50MG,,, 50.50 ,,,,,,,,,,"
" 6608284,NF-LETROZOLE ORAL TABLET 2.5MG,259,, 74.75 ,,,,,,,,,,"
" 6608295,NF-LIMBREL 500 CAP 500MG-50MG,259,, 8.75 ,,,,,,,,,,"
" 6608313,NF-FRESHKOTE OPHTH SOLN 2%-2.7%,,, 7.50 ,,,,,,,,,,"
" 6608333,NF-PAMELOR CAPSULE 10MG,259,, 115.25 ,,,,,,,,,,"
" 6608334,NF-NARATRIPTAN HCL TAB 2.5MG,,, 121.50 ,,,,,,,,,,"
" 6608336,NF-RID SHAMPOO,259,, 0.25 ,,,,,,,,,,"
" 6608340,NF-JARDIANCE ORAL TABLET 10MG,259,, 49.50 ,,,,,,,,,,"
" 6608344,NF-LUTEIN ORAL TABLET 6MG,259,, 0.50 ,,,,,,,,,,"
" 6608350,NF-ANORO ELLIPTA INH PWD 62.5MCG-25MCG/1,259,, 23.25 ,,,,,,,,,,"
" 6608352,LINZESS (*non-formulary*) CAP: 145 MCG,259,, 21.00 ,,,,,,,,,,"
" 6608358,NF-NATEGLINIDE ORAL TABLET 120MG,259,, 7.00 ,,,,,,,,,,"
" 6608360,NF-LITTLE NOSES NASAL SOLN 0.125%,259,, 1.00 ,,,,,,,,,,"
" 6608365,NF-RIFABUTIN CAP 150MG,259,, 19.25 ,,,,,,,,,,"
" 6608377,NF-DDAVP TAB 0.2MG,259,, 44.25 ,,,,,,,,,,"
" 6608379,NF-ESCITALOPRAM OXALATE ORAL SOLN 5MG/5M,,, 4.00 ,,,,,,,,,,"
" 6608385,STARLIX (nataglinide) TAB: 120 MG,259,, 3.50 ,,,,,,,,,,"
" 6608399,NF-VOLTAREN TABLET 50MG,,, 6.25 ,,,,,,,,,,"
" 6608407,NF-XELJANZ ORAL TABLET 5MG,259,, 193.50 ,,,,,,,,,,"
" 6608414,NF-ST. JOHN'S WORT CAPSULE 300MG,259,, 0.50 ,,,,,,,,,,"
" 6608415,NF-MELATONIN CAPSULE 1MG,259,, 0.25 ,,,,,,,,,,"
" 6608420,NF-NORETHINDRONE ORAL TABLET 0.35MG,259,, 5.50 ,,,,,,,,,,"
" 6608421,NF-JARDIANCE ORAL TABLET 25MG,259,, 49.50 ,,,,,,,,,,"
" 6608423,NF-INVOKANA ORAL TABLET 300MG,259,, 51.50 ,,,,,,,,,,"
" 6608438,INVOKANA (*non-formulary*) TAB: 300 MG,259,, 29.00 ,,,,,,,,,,"
" 6608441,NF-BROMOCRIPTINE MESYLATE CAP 5MG,259,, 38.25 ,,,,,,,,,,"
" 6608443,NF-CHLORZOXAZONE ORAL TABLET 500MG,259,, 4.00 ,,,,,,,,,,"
" 6608454,NF-LATUDA ORAL TABLET 60MG,259,, 115.50 ,,,,,,,,,,"
" 6608467,NF-VIMPAT ORAL TABLET 200MG,259,, 50.50 ,,,,,,,,,,"
" 6608473,NF-GARLIC OIL NATURAL CAPSULE 1000MG,259,, -   ,,,,,,,,,,"
" 6608477,NF-QVAR 0.04MG/ACT,259,, 4.75 ,,,,,,,,,,"
" 6608483,NF-ARIXTRA SQ SOLUTION 7.5MG/0.6ML,259,, 146.25 ,,,,,,,,,,"
" 6608485,NF-NEOMYCIN/POLY B/DEXAMETH 3.5-10000-1/,259,, 12.50 ,,,,,,,,,,"
" 6608487,NF-ELIQUIS ORAL TABLET 5MG,259,, 26.00 ,,,,,,,,,,"
" 6608488,METHENAMINE HIPPURATE TAB: 1GM,259,, 3.00 ,,,,,,,,,,"
" 6608489,NF-PAXIL CR TAB ER 37.5MG,259,, 19.75 ,,,,,,,,,,"
" 6608491,NF-RAZADYNE ER CAP ER 16MG,,, 48.00 ,,,,,,,,,,"
" 6608496,NF-LIVALO ORAL TABLET 4MG,259,, 29.50 ,,,,,,,,,,"
" 6608500,NF-SPRINTEC TAB 35MCG-0.25MG,259,, 4.75 ,,,,,,,,,,"
" 6608504,NF-HOMATROPINE HYDROBROMIDE OPHTH SOLN 5,259,, 2.75 ,,,,,,,,,,"
" 6608507,NF-VIIBRYD TAB 10MG,,, 31.25 ,,,,,,,,,,"
" 6608508,NF-MEXILETINE HCL CAP 200MG,259,, 4.50 ,,,,,,,,,,"
" 6608524,NF-PIROXICAM CAP 20MG,,, 13.25 ,,,,,,,,,,"
" 6608535,NF-EZFE 200 CAP 200MG,259,, 1.25 ,,,,,,,,,,"
" 6608540,NF-WELLBUTRIN SR 12 HR TAB ER 100MG,,, 11.25 ,,,,,,,,,,"
" 6608543,NF-LUTEIN LIQUID FILLED CAPSULE 20MG,259,, 1.50 ,,,,,,,,,,"
" 6608555,NF-NUVIGIL ORAL TABLET 150MG,259,, 107.25 ,,,,,,,,,,"
" 6608559,NF-CHLORTHALIDONE TAB 25MG,259,, 1.00 ,,,,,,,,,,"
" 6608560,NF-CHLORTHALIDONE TAB 25MG,259,, 1.00 ,,,,,,,,,,"
" 6608582,NF-CHLORTHALIDONE TAB 25MG,259,, 1.00 ,,,,,,,,,,"
" 6608586,NF-CLOMIPRAMINE HCL CAP 25MG,259,, 46.25 ,,,,,,,,,,"
" 6608596,VITAMIN D (*non-formulary*) CAP: 5000 IU,259,, 3.00 ,,,,,,,,,,"
" 6608598,NF-LEFLUNOMIDE ORAL TABLET 10MG,259,, 67.75 ,,,,,,,,,,"
" 6608605,NF-EFFIENT ORAL TABLET 10MG,259,, 48.50 ,,,,,,,,,,"
" 6608606,NF-CHLORTHALIDONE TAB 25MG,259,, 1.00 ,,,,,,,,,,"
" 6608610,NF-SUDOGEST ORAL TABLET 30MG,259,, 0.50 ,,,,,,,,,,"
" 6608612,NF-VENLAFAXINE HCL ORAL TABLET 50MG,259,, 8.50 ,,,,,,,,,,"
" 6608618,NF-TRAZODO ORAL TABLET 50MG,,, 6.75 ,,,,,,,,,,"
" 6608622,NF-REQUIP XL TAB ER 8MG,259,, 50.50 ,,,,,,,,,,"
" 6608623,NF-CORTEF ORAL TABLET 10MG,259,, 4.50 ,,,,,,,,,,"
" 6608629,NF-CHLORTHALIDONE TAB 25MG,259,, 1.50 ,,,,,,,,,,"
" 6608631,NF-THEOPHYLLINE 12 HR TAB ER 100MG,,, 1.75 ,,,,,,,,,,"
" 6608634,NF-LUBRIFRESH P.M. OPHTH OINTMENT,259,, 7.75 ,,,,,,,,,,"
" 6608642,NF-TRANXENE T-TAB ORAL TABLET 15MG,259,, 27.00 ,,,,,,,,,,"
" 6608645,NF-MICROGESTIN FE 1/20 ORAL TABLET,259,, 4.25 ,,,,,,,,,,"
" 6608646,NF-MIDODRINE HCL ORAL TABLET 10MG,,, 20.00 ,,,,,,,,,,"
" 6608652,NF-VASCEPA ORAL LIQUID FILLED CAP 1GM,259,, 9.00 ,,,,,,,,,,"
" 6608656,NF-REGRANEX GEL 0.01%,259,, 223.00 ,,,,,,,,,,"
" 6608664,NF-TIVICAY ORAL TABLET 50MG,259,, 217.25 ,,,,,,,,,,"
" 6608684,NF-NATEGLINIDE ORAL TABLET 60MG,259,, 6.75 ,,,,,,,,,,"
" 6608693,NF-SANCTURA XR CAP ER 60MG,259,, 25.50 ,,,,,,,,,,"
" 6608701,NF-NISOLDIPINE ORAL TAB ER 17MG,259,, 31.75 ,,,,,,,,,,"
" 6608704,NF-PAXIL ORAL TABLET 30MG,,, 14.00 ,,,,,,,,,,"
" 6608708,NF-KOMBIGLYZE XR TAB ER 1000MG-2.5MG,259,, 24.25 ,,,,,,,,,,"
" 6608713,NF-VITAMIN D3 ORAL TABLET 5000IU,259,, 0.25 ,,,,,,,,,,"
" 6608714,NF-ROBITUSSIN LINGERING COLD COUGHGELS 1,259,, -   ,,,,,,,,,,"
" 6608715,NF-ROBITUSSIN LINGERING COLD COUGHGELS 1,259,, -   ,,,,,,,,,,"
" 6608716,NF-NUEDEXTA CAP 20MG-10MG,259,, 54.25 ,,,,,,,,,,"
" 6608718,NF-ROBITUSSIN LINGERING COLD COUGHGELS 1,259,, -   ,,,,,,,,,,"
" 6608721,NF-ROBITUSSIN LINGERING COLD COUGHGELS 1,259,, -   ,,,,,,,,,,"
" 6608732,NF-ASACOL HD DELAYED RELEASE TABLET 800M,259,, 32.25 ,,,,,,,,,,"
" 6608736,NF-SARAFEM ORAL TABLET 20MG,,, 29.00 ,,,,,,,,,,"
" 6608739,NF-PARICALCITOL CAPSULE LIQUID FILLED 2M,259,, 91.50 ,,,,,,,,,,"
" 6608746,NF-ELIQUIS ORAL TABLET 5MG,259,, 27.50 ,,,,,,,,,,"
" 6608749,NF-LOTEMAX OPHTH GEL 0.5%,259,, 156.00 ,,,,,,,,,,"
" 6608751,DALIRESP (non-formulary) TAB: 500 MCG,259,, 23.00 ,,,,,,,,,,"
" 6608753,NF-CHLORTHALIDONE TAB 25MG,259,, 1.00 ,,,,,,,,,,"
" 6608755,NF-MURO-128 OPHTH OINTMENT 5%,259,, 18.00 ,,,,,,,,,,"
" 6608758,NF-MYCELEX TROCHE LOZENGE 10MG,,, 8.75 ,,,,,,,,,,"
" 6608762,NF-MESALAMINE RECTAL ENEMA 4GM/60ML,,, 1.75 ,,,,,,,,,,"
" 6608763,NF-CHLORTHALIDONE TAB 25MG,259,, 1.00 ,,,,,,,,,,"
" 6608764,NF-STRATTERA CAP 40MG,259,, 22.75 ,,,,,,,,,,"
" 6608768,NF-STRATTERA CAP 10MG,,, 50.50 ,,,,,,,,,,"
" 6608772,NF-TRIBENZOR ORAL TABLET 10-12.5-40MG,259,, 37.75 ,,,,,,,,,,"
" 6608777,NF-SIMBRINZA OPHTH SUSP 0.2%-1%,259,, 74.75 ,,,,,,,,,,"
" 6608784,NF-FOLBEE PLUS TAB,259,, 2.25 ,,,,,,,,,,"
" 6608791,NF-LEUCOVORIN CALCIUM TAB 10MG,259,, 31.00 ,,,,,,,,,,"
" 6608796,NF-LIALDA TAB DR 1.2GM,259,, 36.00 ,,,,,,,,,,"
" 6608799,NF-STRIVERDI RESPIMAT INH SPRAY 2.5MCG/1,259,, 89.75 ,,,,,,,,,,"
" 6608802,NF-MURO-128 OPHTH SOLUTION 5%,259,, 5.00 ,,,,,,,,,,"
" 6608805,NF-NITRO-DUR TD PATCH ER 0.1MG/1HR,259,, 17.50 ,,,,,,,,,,"
" 6608817,NF-VYVANSE CAP 70MG,259,, 37.50 ,,,,,,,,,,"
" 6608818,NF-TOVIAZ ORAL EXTENDED RELEASE TABLET 4,259,, 37.75 ,,,,,,,,,,"
" 6608821,NF-SARNA SENSITIVE ANTI-ITCH TOPICAL LOT,,, 0.25 ,,,,,,,,,,"
" 6608823,NF-TAFINLAR CAP 75MG,259,, 362.50 ,,,,,,,,,,"
" 6608824,NF-MEKINIST ORAL TABLET 2MG,259,,"" 1,659.75 "",,,,,,,,,,"
" 6608833,NF-PRAMIPEXOLE DIHYDROCHLORIDE TAB 1MG,259,, 9.25 ,,,,,,,,,,"
" 6608836,NF-PERPHENAZINE ORAL TABLET 2MG,,, 4.50 ,,,,,,,,,,"
" 6608841,NF-ELIQUIS ORAL TABLET 5MG,259,, 27.50 ,,,,,,,,,,"
" 6608854,NF-MYCOPHENOLATE MOFETIL ORAL TABLET 500,259,, 32.75 ,,,,,,,,,,"
" 6608872,NF-ICAR-C PLUS TAB 100MG,259,, 6.50 ,,,,,,,,,,"
" 6608884,NF-OYSTER SHELL CALCIUM W/VIT D ORAL TAB,,, 0.25 ,,,,,,,,,,"
" 6608890,NF-SEREVENT DISKUS DISK 0.046MG/ACT,259,, 10.00 ,,,,,,,,,,"
" 6608891,NF-MOVANTIK ORAL TABLET 25MG,259,, 41.25 ,,,,,,,,,,"
" 6608900,NF-CHLORTHALIDONE TAB 25MG,259,, 1.00 ,,,,,,,,,,"
" 6608901,NF-PROLIA SUBCUTANEOUS SOLUTION 60MG/1ML,259,,"" 4,704.75 "",,,,,,,,,,"
" 6608907,NF-ELIQUIS ORAL TABLET 5MG,259,, 27.50 ,,,,,,,,,,"
" 6608908,NF-SINGULAIR ORAL TABLET 10MG,259,, 25.50 ,,,,,,,,,,"
" 6608912,NF-SENSIPAR ORAL TABLET 60MG,,, 211.00 ,,,,,,,,,,"
" 6608915,NF-ELIQUIS TAB 5MG,259,, 27.50 ,,,,,,,,,,"
" 6608922,NF-NITROGLYCERIN T TRANSDERM PATCH 0.1MG,259,, 7.75 ,,,,,,,,,,"
" 6608933,NF-NITRO-DUR TRANSDERM PATCH 0.1MG/HR,340,, 7.50 ,,,,,,,,,,"
" 6608937,NF-INCRUSE ELLIPTA INH PWD 62.5MCG/1ACT,259,, 44.50 ,,,,,,,,,,"
" 6608945,NF-DULERA INH AER PWD 5MCG-100MCG/ACT,259,, 104.25 ,,,,,,,,,,"
" 6608959,NF-SINEMET 25-250 ORAL TABLET 25MG-250MG,,, 7.25 ,,,,,,,,,,"
" 6608964,NF-RAZADYNE ER CAP ER 24MG,,, 52.75 ,,,,,,,,,,"
" 6608967,NF-SOLU-MEDROL INJ PWD FOR SOLN 500MG,259,, 85.25 ,,,,,,,,,,"
" 6608969,NF-NORTHERA CAP 100MG,259,, 93.50 ,,,,,,,,,,"
" 6608970,NF-OSTEO BI-FLEX ORAL TABLET 200MG-250MG,259,, -   ,,,,,,,,,,"
" 6608971,NF-NORTHERA CAP 300MG,259,, 280.50 ,,,,,,,,,,"
" 6608972,NF-TRI-PREVIFEM ORAL KIT,259,, 7.00 ,,,,,,,,,,"
" 6608973,NF-CHLORTHALIDONE TAB 25MG,259,, 1.00 ,,,,,,,,,,"
" 6608976,NF-PROPRANOLOL HC CAP  160MG,,, 22.25 ,,,,,,,,,,"
" 6608979,NF-PROPRANOLOL HCL CAP ER 160MG,259,, 12.75 ,,,,,,,,,,"
" 6608984,NF-CRANBERRY ORAL CAPSULE 250MG,259,, -   ,,,,,,,,,,"
" 6608991,NF-LYSINE 500 TABLET 500MG,259,, -   ,,,,,,,,,,"
" 6608998,NF-DRONABINOL LIQ CAP 5MG,,, 55.25 ,,,,,,,,,,"
" 6609005,NF-TRAMADOL HCL ORAL CAP ER 100MG,,, 39.50 ,,,,,,,,,,"
" 6609006,NF-VOLTAREN TABLET 75MG,,, 13.75 ,,,,,,,,,,"
" 6609012,NF-BRILINTA ORAL TABLET 90MG,259,, 25.50 ,,,,,,,,,,"
" 6609022,NF-TRIMETHOPRIM ORAL TABLET 100MG,259,, 2.75 ,,,,,,,,,,"
" 6609031,NF-ORACIT SOLN 640MG/5ML-490MG/5ML,259,, 0.25 ,,,,,,,,,,"
" 6609037,NF-PREMARIN ORAL TABLET 0.45MG,259,, 9.50 ,,,,,,,,,,"
" 6609042,NF-FARXIGA TAB 5MG,259,, 51.50 ,,,,,,,,,,"
" 6609044,NF-MAXEPA CAPSULE 1000MG,,, 0.75 ,,,,,,,,,,"
" 6609049,NF-GLUCOSAMINE & CHONDR TAB 750MG-600MG,259,, 0.75 ,,,,,,,,,,"
" 6609052,NF-L-ARGININE CAPSULE 500MG,259,, 0.25 ,,,,,,,,,,"
" 6609067,NF-TOUJEO SUBQ SOLN 300U/1ML,259,, 368.50 ,,,,,,,,,,"
" 6609071,NF-INDERAL LA EXTENDED-RELEASE CAPSULE 1,259,, 130.50 ,,,,,,,,,,"
" 6609076,NF-GOLD BOND MEDICATED BODY POWDER,259,, -   ,,,,,,,,,,"
" 6609080,NF-KEPPRA XR ORAL TABLET ER 500MG,259,, 32.50 ,,,,,,,,,,"
" 6609082,NF-REVLIMID CAP 25MG,259,,"" 2,654.25 "",,,,,,,,,,"
" 6609093,NF-PROPRANOLOL HCL CAP ER 120MG,259,, 17.00 ,,,,,,,,,,"
" 6609100,NF-EXEMESTANE ORAL TABLET 25MG,,, 83.25 ,,,,,,,,,,"
" 6609102,NF-TRESIBA SUBQ SOLN 100U/1ML,259,, 146.25 ,,,,,,,,,,"
" 6609104,NF-GILENYA CAP 0.5MG,259,, -   ,,,,,,,,,,"
" 6609112,NF-VENTOLIN HFA INHALER 0.09MG/INH,,, 22.50 ,,,,,,,,,,"
" 6609115,NF-DAPSONE ORAL TABLET 100MG,259,, 16.25 ,,,,,,,,,,"
" 6609116,NF-MYFORTIC ENTERIC-COATED TABLET 180MG,259,, 23.00 ,,,,,,,,,,"
" 6609118,NF-VALCYTE TAB 450MG,259,, 378.25 ,,,,,,,,,,"
" 6609141,NF-GLYCOPYRROLATE ORAL TABLET 2MG,259,, 9.00 ,,,,,,,,,,"
" 6609150,NF-TESTOSTERONE CYPIONAT INJECTION 200MG,259,, 113.75 ,,,,,,,,,,"
" 6609167,NF-ESOMEPRAZOLE MAGNESIUM CAP DR 40MG,259,, 52.20 ,,,,,,,,,,"
" 6609171,NF-REVLIMID CAP 10MG,259,,"" 2,576.99 "",,,,,,,,,,"
" 6609174,NF-DUREZOL OPHTH EMUL 0.05%,259,, 116.75 ,,,,,,,,,,"
" 6609195,NF-TECFIDERA CAP DR 240MG,259,, 505.20 ,,,,,,,,,,"
" 6609207,NF-URSODIOL CAP 300MG,259,, 6.33 ,,,,,,,,,,"
" 6609215,NF-LUMIGAN OPHTH SOLN 0.01%,259,, 287.94 ,,,,,,,,,,"
" 6609221,NF-NEXIUM CAPSULE 20MG,,, 37.88 ,,,,,,,,,,"
" 6609228,NF-DILANTIN INFATABS CHEWABLE TAB 50MG,,, 4.24 ,,,,,,,,,,"
" 6609230,NF-TRESIBA SUBCUTANEOUS SOLUTION 200U/1M,259,, 284.06 ,,,,,,,,,,"
" 6609233,NF-BIOTIN ORAL TABLET 1000MCG,259,, 0.18 ,,,,,,,,,,"
" 6609241,NF-AMICAR ORAL TABLET 500MG,,, 97.72 ,,,,,,,,,,"
" 6609247,NF-ALTAVERA ORAL TABLET 0.15MG-30MCG,,, 4.42 ,,,,,,,,,,"
" 6609249,NF-FLUROX OPHTH SOLN 0.4%-0.25%,,, 20.00 ,,,,,,,,,,"
" 6609250,NF-FLUOROMETHOLONE OPHTH SUSP 0.1%,259,, 59.30 ,,,,,,,,,,"
" 6609252,NF-FISH OIL CAPSULE 500MG,259,, 0.17 ,,,,,,,,,,"
" 6609253,NF-CORLANOR ORAL TABLET 5MG,259,, 31.20 ,,,,,,,,,,"
" 6609256,NF-METHYLPREDNISOLONE ACE INJ 80MG/1ML,,, 36.48 ,,,,,,,,,,"
" 6609263,NF-COPAXONE SUBCUTANEOUS SOLUTION 20MG/1,,, 301.90 ,,,,,,,,,,"
" 6609268,NF-AFINITOR TAB 2.5MG,259,,"" 1,973.56 "",,,,,,,,,,"
" 6609273,NF-DDAVP ORAL TABLET 0.1MG,259,, 32.71 ,,,,,,,,,,"
" 6609274,NF-STIOLTO RESPIMAT INH 2.5-2.5MCG/1ACT,259,, 378.82 ,,,,,,,,,,"
" 6609275,NF-TRULICITY SUBQ SOLN 1.5MG/0.5ML,259,,"" 1,379.52 "",,,,,,,,,,"
" 6609276,NF-ILOTYCIN OPHTH OINT 5MG/1GM,259,, 61.36 ,,,,,,,,,,"
" 6609285,NF-MINIVELLE TD PATCH ER 0.075MG/24HR,259,, 82.66 ,,,,,,,,,,"
" 6609287,NF-REVIA TAB 50MG,,, 43.97 ,,,,,,,,,,"
" 6609294,NF-REXULTI ORAL TABLET 1MG,259,, 149.56 ,,,,,,,,,,"
" 6609295,NF-BROVANA INH SOLN 15MCG/2ML,259,, 32.02 ,,,,,,,,,,"
