Charge Code,Charge Code Description,Price,**Price Data is effective as of 11/1/2018,
76101667,HC REPAIR HAND TENDON,"$4,741.00",,
45000741,HC REPAIR HEART WOUND,"$18,996.14",,
76101484,HC REPAIR HUMERUS WITH,"$22,605.44",,
76102575,HC REPAIR ING HERNIA,"$8,796.90",,
45000037,HC REPAIR INTERIOR WOUND < 2.5 CM,$804.79,,
45000040,HC REPAIR INTERIOR WOUND 12.6-20CM,"$1,251.64",,
45000038,HC REPAIR INTERIOR WOUND 2.6-7.5 CM,$968.05,,
45000041,HC REPAIR INTERIOR WOUND 20.1-30 CM,"$1,399.93",,
45000039,HC REPAIR INTERIOR WOUND 7.6-12.5 CM,"$1,047.33",,
45000042,HC REPAIR INTERNAL SCALP > 30 CM,"$1,581.02",,
45000043,HC REPAIR INTERNAL WOUND < 2.5 CM,$518.00,,
45000049,HC REPAIR INTERNAL WOUND 2.6-5 CM,$866.86,,
45000044,HC REPAIR INTERNAL WOUND 2.6-7.5 CM,$917.99,,
45000050,HC REPAIR INTERNAL WOUND 5.1-7.5 CM,"$1,026.74",,
45000045,HC REPAIR INTERNAL WOUND 7.6-12.5 CM,"$1,099.20",,
45000051,HC REPAIR INTERNAL WOUND 7.6-12.5CM,$518.00,,
76103134,HC REPAIR IRIS & CILIAR,"$5,282.20",,
76103135,HC REPAIR IRIS & CILIAR,"$4,936.68",,
76101820,HC REPAIR KNEECAP TENDO,"$7,731.07",,
76103716,HC REPAIR LARGE OMPHALOCELE,"$5,982.13",,
48000006,HC REPAIR LEAD PACE-DEF,"$7,571.53",,
48000065,HC REPAIR LEAD PACE-DEF,"$6,771.48",,
76101896,HC REPAIR LEG FASCIA DE,"$5,872.39",,
76101898,"HC REPAIR LEG TENDON,EA","$8,330.40",,
76102418,HC REPAIR LIP,"$1,931.85",,
76102419,HC REPAIR LIP,"$2,485.00",,
76100621,HC REPAIR LIP; FULL THICKNESS; VERMILION ONLY,"$1,949.84",,
45000287,HC REPAIR LIP; UP TO HALF VERTICAL HEIGHT,"$2,485.00",,
76101921,HC REPAIR LOWER LEG EPI,"$5,907.68",,
76101901,HC REPAIR LOWER LEG TEN,"$5,653.00",,
76101902,HC REPAIR LOWER LEG TEN,"$7,474.96",,
76102576,HC REPAIR LUMBAR HERNIA,"$10,854.48",,
76103270,HC REPAIR MIDDLE EAR,"$7,516.60",,
76103271,HC REPAIR MIDDLE EAR,"$6,039.82",,
76102429,HC REPAIR MOUTH LACERAT,$758.92,,
76102430,HC REPAIR MOUTH LACERAT,"$1,876.17",,
76102210,HC REPAIR MOUTH/NOSE,"$10,644.08",,
45000297,HC REPAIR MOUTH/TONGUE >2.5,"$1,885.44",,
76102754,HC REPAIR MULTI-COMP PEN,"$11,829.04",,
76101722,HC REPAIR MUSCLES HAND,"$3,984.88",,
45000136,HC REPAIR MUSCLES OF HAND,"$3,984.88",,
45000020,HC REPAIR NAIL BAD,$539.93,,
76102207,HC REPAIR NASAL DEFECT,"$8,396.66",,
76102206,HC REPAIR NASAL SEPTUM,"$4,624.87",,
76102212,HC REPAIR NASAL SEPTUM,"$4,934.52",,
76102205,HC REPAIR NASAL STENOSI,"$8,416.00",,
76103055,HC REPAIR NERVE ADD-ON,"$4,494.79",,
76103059,HC REPAIR NERVE ADD-ON,"$6,450.19",,
76103070,HC REPAIR NERVE/SHORTE,"$7,061.27",,
76101583,HC REPAIR NONUNION CARP,"$9,675.12",,
76101711,HC REPAIR NONUNION HAND,"$9,344.03",,
75000233,HC REPAIR OF ANAL SPHIN,"$7,249.00",,
76102546,HC REPAIR OF ANAL SPHIN,"$7,742.42",,
76102547,HC REPAIR OF ANAL SPHIN,"$7,770.88",,
75000231,HC REPAIR OF ANAL STRIC,"$6,206.00",,
76101465,HC REPAIR OF ARM TENDON,"$8,710.03",,
76101468,HC REPAIR OF BICEPS TEN,"$9,344.03",,
76102110,HC REPAIR OF BODY CAST,$340.09,,
76103054,HC REPAIR OF DIGIT NERV,"$7,712.65",,
45000379,HC REPAIR OF DIGITAL NERVE,"$7,712.65",,
76103098,HC REPAIR OF EYE WOUND,"$7,341.98",,
76103099,HC REPAIR OF EYE WOUND,"$2,209.80",,
76100910,HC REPAIR OF EYE WOUND; CONJUCTIVA,"$3,151.18",,
76100911,"HC REPAIR OF EYE WOUND; CORNEA &/OR SCLERA, PERF","$6,829.66",,
76100912,"HC REPAIR OF EYE WOUND; CORNEA &/OR SCLERA, PERF W/REPOS","$10,650.70",,
76103720,HC REPAIR OF FIBULA EPIPHYSIS,"$5,163.08",,
76102042,HC REPAIR OF FOOT BONES,"$12,797.58",,
76102003,HC REPAIR OF FOOT TENDO,"$5,653.00",,
76102005,HC REPAIR OF FOOT TENDO,"$5,233.18",,
76100396,HC REPAIR OF HAMMERTOE,"$4,408.72",,
76102021,HC REPAIR OF HAMMERTOE,"$5,053.88",,
76101483,HC REPAIR OF HUMERUS,"$19,986.72",,
76102788,HC REPAIR OF HYDROCELE,"$6,427.20",,
76101830,HC REPAIR OF KNEE CARTI,"$8,100.52",,
76101831,HC REPAIR OF KNEE LIGAM,"$8,650.99",,
76101832,HC REPAIR OF KNEE LIGAM,"$11,648.52",,
76101833,HC REPAIR OF KNEE LIGAM,"$15,012.91",,
76103060,HC REPAIR OF LEG NERVE,"$7,712.65",,
76101897,HC REPAIR OF LEG TENDON,"$5,842.50",,
76101899,HC REPAIR OF LEG TENDON,"$9,344.03",,
76101900,HC REPAIR OF LEG TENDON,"$11,392.68",,
76102043,HC REPAIR OF METATARSAL,"$10,623.81",,
76100088,HC REPAIR OF NAIL BED,$539.93,,
76102759,HC REPAIR OF PENIS,"$9,160.32",,
76102815,HC REPAIR OF PERINEUM,"$5,488.85",,
75000218,HC REPAIR OF RECTOCELE,"$3,722.77",,
75000214,HC REPAIR OF RECTUM,"$4,291.50",,
75000215,HC REPAIR OF RECTUM,"$5,721.00",,
76101470,HC REPAIR OF RUPTURED T,"$10,508.88",,
76101395,HC REPAIR OF SHOULDER,"$10,069.80",,
76102794,HC REPAIR OF SPERM DUCT,"$5,382.48",,
76101822,HC REPAIR OF THIGH MUSC,"$9,344.03",,
76101918,HC REPAIR OF TIBIA,"$11,029.20",,
76100410,HC REPAIR OF TOE DISLOCATION,"$5,267.60",,
76103744,HC REPAIR OF TRAUMATIC CORPOREAL TEAR(S),"$3,133.35",,
76102635,HC REPAIR OF URETER,"$4,888.49",,
76102814,HC REPAIR OF VAGINA,"$6,199.25",,
76102827,HC REPAIR OF VAGINA,"$4,858.73",,
76102832,HC REPAIR OF VAGINA,"$7,215.25",,
76101715,HC REPAIR OF WEB FINGER,"$2,381.60",,
76101716,HC REPAIR OF WEB FINGER,"$5,188.04",,
76101717,HC REPAIR OF WEB FINGER,"$4,408.72",,
76102285,HC REPAIR OF WINDPIPE,"$8,363.91",,
76102286,HC REPAIR OF WINDPIPE,"$8,396.66",,
76102468,HC REPAIR PALATE,"$1,090.30",,
76102469,HC REPAIR PALATE,"$4,832.88",,
76102477,HC REPAIR PALATE,"$5,318.63",,
76102467,"HC REPAIR PALATE, PHARY","$7,363.20",,
76102837,HC REPAIR PARAVAG DEFE,"$9,306.12",,
76102848,HC REPAIR PARAVAG DEFE,"$6,038.30",,
76102836,HC REPAIR PARAVAG DEFECT,"$11,350.56",,
27400058,HC REPAIR PART ORTH.,$33.00,,
76101578,HC REPAIR RADIUS & ULNA,"$16,291.60",,
76101576,HC REPAIR RADIUS OR ULN,"$12,841.92",,
76102831,HC REPAIR RECTUM & VAGI,"$7,638.00",,
76102843,HC REPAIR RECTUM-VAGINA,"$8,929.96",,
76103164,HC REPAIR RETINAL DETACH,"$13,546.77",,
76100942,HC REPAIR RETINAL DETACHMENT; BY INJECTION OF AIR OR GAS,"$4,938.92",,
76100940,HC REPAIR RETINAL DETACHMENT; CRYOTHERAPY/DIATHERMY,"$3,201.82",,
76101392,"HC REPAIR ROTATOR CUFF,","$9,344.03",,
76101393,"HC REPAIR ROTATOR CUFF,","$9,344.03",,
76102493,HC REPAIR SALIVARY DUCT,"$8,325.08",,
76103556,HC REPAIR SALIVARY DUCT SIMPLE,"$6,167.26",,
76103725,HC REPAIR SCIATIC NERVE,"$7,712.65",,
76101400,HC REPAIR SHOULDER CAP,"$10,826.62",,
76101398,HC REPAIR SHOULDER CAPS,"$12,810.00",,
76101399,HC REPAIR SHOULDER CAPS,"$12,448.74",,
76101402,HC REPAIR SHOULDER CAPS,"$11,356.80",,
76101403,HC REPAIR SHOULDER CAPS,"$12,207.76",,
76101401,HC REPAIR SHOULDER CAPSU,"$13,249.60",,
45000028,HC REPAIR SIMPLE SUPERFICIAL WOUND > 30CM,$494.93,,
76102590,HC REPAIR SPIGELIAN HER,"$9,452.56",,
76101329,HC REPAIR STERN/NUSS,"$8,803.08",,
76101330,HC REPAIR STERNUM/NUSS,"$8,803.08",,
75000176,HC REPAIR STOMACH OPENI,"$6,106.00",,
76101078,HC REPAIR SUPERFICIAL,$990.88,,
76101077,HC REPAIR SUPERFICIAL WO,$518.00,,
76101073,HC REPAIR SUPERFICL WND,$518.00,,
76101074,HC REPAIR SUPERFICL WND,$494.93,,
76101075,HC REPAIR SUPERFICL WND,$494.93,,
76101075,HC REPAIR SUPERFICL WND,$494.93,,
76101076,HC REPAIR SUPERFICL WND,$518.00,,
76100106,"HC REPAIR SUPERFICL WND; FACE, 2.5 CM OR LESS",$494.93,,
76100106,"HC REPAIR SUPERFICL WND; FACE, 2.5 CM OR LESS",$494.93,,
76100107,"HC REPAIR SUPERFICL WND; FACE, 2.6 - 5 CM",$494.93,,
76100107,"HC REPAIR SUPERFICL WND; FACE, 2.6 - 5 CM",$494.93,,
76100108,"HC REPAIR SUPERFICL WND; FACE, 5.1 - 7.5 CM",$494.93,,
76100108,"HC REPAIR SUPERFICL WND; FACE, 5.1 - 7.5 CM",$494.93,,
76100105,"HC REPAIR SUPERFICL WND; NON-FACE, 12.6 - 20.0 CM",$518.00,,
76100105,"HC REPAIR SUPERFICL WND; NON-FACE, 12.6 - 20.0 CM",$518.00,,
76100102,"HC REPAIR SUPERFICL WND; NON-FACE, 2.5 CM OR LESS",$494.93,,
76100102,"HC REPAIR SUPERFICL WND; NON-FACE, 2.5 CM OR LESS",$494.93,,
76100103,"HC REPAIR SUPERFICL WND; NON-FACE, 2.6 - 7.5 CM",$494.93,,
76100103,"HC REPAIR SUPERFICL WND; NON-FACE, 2.6 - 7.5 CM",$494.93,,
76100104,"HC REPAIR SUPERFICL WND; NON-FACE, 7.6 - 12.5 CM",$432.30,,
76100104,"HC REPAIR SUPERFICL WND; NON-FACE, 7.6 - 12.5 CM",$432.30,,
76103225,HC REPAIR TEAR DUCTS,"$4,121.34",,
45000119,HC REPAIR TENDON/MUSCLE ARM/WRIST,"$6,030.09",,
76102772,HC REPAIR TESTIS INJURY,"$5,553.55",,
76101920,HC REPAIR TIBIA EPIPHYS,"$5,907.68",,
76102076,HC REPAIR TOE DISLOCATI,"$4,783.84",,
76102445,HC REPAIR TONGUE LACERA,$449.93,,
76102446,HC REPAIR TONGUE LACERA,$827.22,,
76102447,HC REPAIR TONGUE LACERA,"$1,885.44",,
45000295,HC REPAIR TONGUE LACERATION,$449.93,,
76100642,HC REPAIR TOOTH SOCKET,"$4,478.01",,
76102591,HC REPAIR UMB. LESION,"$6,221.42",,
76102209,HC REPAIR UPPER JAW FIS,"$7,761.60",,
76100733,HC REPAIR URETHRA DEFEC,"$6,064.80",,
76102717,HC REPAIR URETHRA DEFEC,"$11,736.67",,
76102713,HC REPAIR URETHRA INJUR,"$6,782.36",,
76102714,HC REPAIR URETHRA INJUR,"$6,176.72",,
76102715,HC REPAIR URETHRA INJUR,"$7,280.00",,
76102716,HC REPAIR URETHRA INJUR,"$7,766.64",,
76102829,HC REPAIR URETHRAL LESI,"$6,115.20",,
76102844,HC REPAIR URETHROVAGINA,"$11,258.98",,
76102709,HC REPAIR URO SPHINCTER,"$9,434.88",,
76100779,HC REPAIR VAGINA/PERINE,"$5,363.64",,
45000285,HC REPAIR VERMILLION ONLY,"$1,949.84",,
45000286,HC REPAIR VERMILLION UP TO 1/2 HG,"$1,931.85",,
76102046,HC REPAIR WEBBED TOE(S),"$4,046.72",,
76102289,HC REPAIR WINDPIPE DEFE,"$6,136.87",,
76102277,HC REPAIR WINDPIPE OPEN,"$6,566.56",,
76102278,HC REPAIR WINDPIPE OPEN,"$9,360.00",,
45000056,HC REPAIR WOUND/LESION > 2.6 CM,"$1,361.67",,
45000057,HC REPAIR WOUND/LESION ADD 5 CM,$494.93,,
76101588,HC REPAIR WRIST JOINT(S,"$7,104.48",,
76101894,HC REPAIR/GRAFT ACHILLE,"$13,456.72",,
76103129,HC REPAIR/GRAFT EYE LES,"$7,740.02",,
76101671,HC REPAIR/GRAFT FINGER,"$6,017.58",,
76101673,HC REPAIR/GRAFT FINGER,"$5,303.32",,
76101675,HC REPAIR/GRAFT FINGER T,"$6,761.66",,
76102004,HC REPAIR/GRAFT FOOT TN,"$9,344.03",,
76102006,HC REPAIR/GRAFT FT TEND,"$12,795.53",,
76101661,HC REPAIR/GRAFT HAD TE,"$7,060.63",,
76101658,HC REPAIR/GRAFT HAND TE,"$8,825.79",,
76101663,HC REPAIR/GRAFT HAND TE,"$8,146.88",,
76101666,HC REPAIR/GRAFT HAND TE,"$9,344.03",,
76101668,HC REPAIR/GRAFT HAND TE,"$6,240.00",,
76101821,HC REPAIR/GRAFT KNEECAP,"$9,831.55",,
76101577,HC REPAIR/GRAFT RADIUS,"$14,908.00",,
76101579,HC REPAIR/GRAFT RADIUS,"$13,909.39",,
76101580,HC REPAIR/GRAFT RADIUS,"$8,229.23",,
76101581,HC REPAIR/GRAFT RADIUS,"$8,803.08",,
76101823,HC REPAIR/GRAFT THIGH,"$9,434.88",,
76101584,HC REPAIR/GRAFT WRIST B,"$12,536.39",,
76103069,HC REPAIR/REVISE NERVE,"$7,061.27",,
76101565,HC REPAIR/REVISE WRIST,"$9,344.03",,
76103061,HC REPAIR/TRANSPOSE NER,"$8,581.72",,
27400315,HC REPAIRED/REFURBISHED SOUND PROCESSOR REPLACEMENT,"$2,891.44",,
76100456,HC REPEAT CONTROL NOSEB,$449.93,,
76102301,HC REPEAT DRAIN HRT SAC,"$1,353.23",,
76102934,HC REPEAT THYROID SURGE,"$13,733.20",,
76102956,HC REPLAC/REV BRAIN SHU,"$12,875.20",,
48000149,HC REPLACE AORTIC VALVE PERQ FEMORAL ARTRY APPROACH,"$24,110.48",,
76100558,HC REPLACE CVAD CATH,"$3,337.77",,
45000336,HC REPLACE DUOD/JEJ TUBE,"$1,867.91",,
76100678,HC REPLACE DUOD/JEJ TUBE,"$1,867.91",,
76101479,HC REPLACE ELBOW JOINT,"$23,949.60",,
76100936,HC REPLACE EYE FLUID,"$6,406.69",,
76100676,HC REPLACE G/C TUBE PER,"$1,730.75",,
45000335,HC REPLACE GI TUBE,"$1,730.75",,
45000337,HC REPLACE GJ TUBE,"$1,867.91",,
76100680,HC REPLACE G-J TUBE PER,"$1,867.91",,
45000527,HC REPLACE PICC CATH,"$3,004.10",,
76100561,HC REPLACE PICC CATH,"$3,004.10",,
76102351,HC REPLACE PICVAD CATH,"$4,728.24",,
27400378,"HC REPLACE STRAP, ANY ORTHOSIS (L4002)",$66.00,,
76101070,HC REPLACE TISSUE EXPAN,"$9,922.80",,
76100557,"HC REPLACE TUNNELED CV, CATH ONLY","$4,890.11",,
76100559,"HC REPLACE TUNNELED CV, COMPLETE","$4,839.13",,
76100560,"HC REPLACE TUNNELED CV, COMPLETE W/PORT","$7,066.00",,
76103718,"HC REPLACE,PENILE PROSTHESIS INFECTED","$29,195.24",,
76102955,HC REPLACE/IRR. CATH,"$5,909.60",,
45000562,HC REPLACED TUNNELED CV,"$4,890.11",,
27201255,HC REPLACEMENT GUIDEWIRE IABP,$681.00,,
76101224,"HC REPLANTATION DIGIT,","$4,833.80",,
45000493,HC REPLANTATION OF DIGIT,"$4,833.80",,
48000003,HC REPOS PACING-LEAD,"$6,636.30",,
48000089,HC REPOS PACING-LEAD (EP LAB),"$6,636.30",,
48000068,HC REPOS.L VENTRIC LEAD,"$7,561.54",,
48000096,HC REPOS.L VENTRIC LEAD (EP LAB),"$7,561.54",,
75000046,HC REPOSITION GASTRO TU,"$1,726.88",,
76103141,HC REPOSITION INTRAOCUL,"$6,324.63",,
76100568,HC REPOSITION VENOUS CATH,"$2,467.06",,
48100143,HC REPOSITION VENT ASST DVICE W/IMAG GUID SEPARATE FROM INSERTION,$579.82,,
76101472,HC REPR ELBW MED LIGMNT,"$7,808.63",,
76101555,HC REPR FOREARM TENDON,"$7,816.98",,
75000232,HC REPR OF ANAL FISTULA,"$5,380.00",,
30000084,HC REPTILASE TIME,$138.00,,
76100307,HC REREMOVE WRIST TENDON,"$5,623.16",,
76103163,HC REREPAIR DETACH RETI,"$11,497.95",,
76102580,"HC REREPAIR FEM HERNIA,","$8,945.66",,
76102573,"HC REREPAIR ING HERNIA,","$8,890.53",,
76102574,"HC REREPAIR ING HERNIA,","$8,515.66",,
76102582,HC REREPAIR VENTRL HERN,"$7,488.52",,
76102583,HC REREPAIR VENTRL HERN,"$7,504.64",,
76103177,HC REREVISE EYE MUSCLES,"$3,298.44",,
54200009,HC RESCUE LEV I < 1 HR UNCOM,$223.06,,
54200017,HC RESCUE LEV II 1-3 HR COMP,$135.01,,
54200016,HC RESCUE LEV II EA ADDITIONAL HR,$675.03,,
76101357,HC RESECT ABD TUM<5CM,"$6,110.00",,
76101358,HC RESECT ABD TUM>5CM,"$7,565.88",,
76101441,HC RESECT ARM/ELBOW TUM,"$7,080.60",,
76101334,HC RESECT BACK TUM=5,"$7,793.76",,
76102044,HC RESECT ENLARGED TOE,"$4,408.72",,
76101235,HC RESECT FACE TUM=2CM,"$6,636.24",,
76101967,HC RESECT FOOT/TOE TUMO,"$7,080.60",,
76101520,HC RESECT FORARM/WRIST,"$6,552.00",,
76101772,HC RESECT HIP/PELV TUM>,"$7,080.60",,
76102190,HC RESECT INFERIOR TURB,"$5,058.90",,
76101880,HC RESECT LEG/ANKLE TUM,"$6,366.36",,
76101324,HC RESECT NECK TUM = 5,"$9,047.45",,
76101370,HC RESECT SHOULDER TUM>,"$7,080.60",,
76101817,HC RESECT THIGH/KNEE TU,"$7,080.60",,
76101234,HC RESECTION OF FACIAL T,"$4,781.73",,
76101966,"HC RESECTION OF TUMOR,FO","$4,684.86",,
27201070,HC RESERVOIR ONLY EXTRA,$299.00,,
27201006,HC RESERVOIR TANK,$524.00,,
45000095,HC RESET DISLOCATED JAW,$449.93,,
76101319,HC RESET DISLOCATED JAW,$449.93,,
27801182,HC RESOLUTE INTEGRITY RS DES,"$6,019.00",,
41000019,HC RESP FUNCTIONS STRENGTH GROUP EA 15MIN,$216.00,,
41000018,HC RESPIRATORY FUNCTION THERAPY 15MIN,$137.76,,
33300053,HC RESPIRATORY MOTION MANAGEMENT SIMULATION,"$1,999.65",,
30600120,HC RESPIRATORY PANEL BY PCR,$391.26,,
30600063,"HC RESPIRATORY SYNCYTIAL VIRUS, STAT ONLY",$236.81,,
41000017,HC RESPIRATORY THERAPY MUSCLE EA 15MIN,$167.20,,
27201577,HC RESPONSE CABLE DECAPOLAR 150CM,$586.15,,
27201576,HC RESPONSE CABLE HEXAPOLAR 150CM,$617.00,,
27201575,HC RESPONSE CABLE QUADRIPOLAR,$493.60,,
99900050,HC RESTOR OPTHALMOLOGY,"$1,755.00",,
99900051,HC RESTOR OR,$745.00,,
45000433,HC RESUSCITATION NEWBORN,$537.92,,
30500009,"HC RETICULOCYTE, AUTOMATED",$78.94,,
30500008,"HC RETICULOCYTE, MANUAL",$86.11,,
27000215,"HC RETRACTOR, LIGHTED DISP",$316.00,,
27202222,HC RETRIEVAL DEVICE INSERTABLE,"$1,510.00",,
27202210,"HC RETRIEVAL DEVICE,FB UNIV",$926.00,,
76100808,HC RETRIEVAL OF OOCYTE,"$1,169.83",,
27201683,HC RETRIEVAL SNARE,"$1,560.00",,
27202217,"HC RETRIEVAL, FILTER VENA CAVA","$1,348.00",,
37000024,HC RETROBULAR INJECTION,$637.92,,
27801050,HC REVEAL DX,"$15,042.00",,
27801010,HC REVEAL LNQ11 CARDIAC MONITOR,"$18,702.00",,
76101838,HC REVIS UNSTABLE KNEEC,"$9,344.03",,
76101839,HC REVIS UNSTABLE KNEEC,"$11,069.00",,
76101840,HC REVIS/REMOVL KNEECP,"$9,344.03",,
75000256,HC REVISE ABDOMEN-VENOU,"$4,531.75",,
76101910,HC REVISE ADDITIONAL LE,"$5,343.61",,
76103023,HC REVISE ARM NERVE,"$7,323.49",,
76103021,HC REVISE ARM/LEG NERVE,"$5,788.35",,
76102672,HC REVISE BLADDER NECK,"$7,106.09",,
76100212,HC REVISE BREAST RECONS,"$8,951.00",,
75000185,HC REVISE COLOSTOMY,"$6,589.37",,
76103109,HC REVISE CORNEA IMPLAN,"$14,449.20",,
76103025,HC REVISE CRANIAL NERVE,"$5,115.86",,
76102230,HC REVISE ETHMOID SINUS,"$5,138.81",,
76101007,HC REVISE EXTERNAL EAR,"$3,816.00",,
76103170,HC REVISE EYE MUSCLE,"$5,989.28",,
76103172,HC REVISE EYE MUSCLE,"$6,156.26",,
76103178,HC REVISE EYE MUSCLE,"$3,194.88",,
76103180,HC REVISE EYE MUSCLE ADD,"$3,069.84",,
76103174,HC REVISE EYE MUSCLE(S),"$4,547.92",,
76103175,HC REVISE EYE MUSCLE(S),"$3,490.78",,
76103128,HC REVISE EYE SHUNT,"$7,203.23",,
76103192,HC REVISE EYE SOCKET IM,"$7,949.76",,
76100905,HC REVISE EYE WITH IMPL,"$8,397.05",,
76103197,HC REVISE EYELASHES,"$5,054.82",,
76100963,HC REVISE EYELASHES; EPILATION BY FORCEPS,$323.85,,
76100964,HC REVISE EYELASHES; EPILATION OTHER THAN FORCEPS,"$1,193.00",,
76100965,HC REVISE EYELASHES; INCISION OF LID MARGIN,"$2,599.99",,
76100972,HC REVISE EYELID DEFECT,"$5,328.44",,
76103202,HC REVISE EYELID DEFECT,"$4,278.98",,
76103215,HC REVISE EYELID LINING,"$5,331.46",,
76103356,HC REVISE EYELID LINING,"$5,527.08",,
45000135,HC REVISE FINGER JOINT,"$7,472.70",,
76101705,HC REVISE FINGER JOINT,"$7,472.70",,
76101643,"HC REVISE FINGER JOINT,","$4,579.63",,
76101644,"HC REVISE FINGER JOINT,","$3,900.00",,
76103019,HC REVISE FINGER/TOE NE,"$4,736.00",,
75000177,"HC REVISE GASTRIC PORT,O","$5,156.89",,
76102331,HC REVISE GRAFT W/NONAU,"$13,213.27",,
76102332,HC REVISE GRAFT W/VEIN,"$7,939.72",,
76103745,HC REVISE GRAFT/VEIN PATCH ANGIO,"$7,894.18",,
76101665,HC REVISE HAND/FINGER T,"$8,954.93",,
76103020,HC REVISE HAND/FOOT NER,"$5,011.39",,
76101781,HC REVISE HEAD/NECK OF F,"$15,012.91",,
76102799,HC REVISE HERNIA & SPER,"$11,625.12",,
75000048,HC REVISE ILEOSTOMY,"$5,156.89",,
76103284,HC REVISE INNER EAR WIN,"$8,073.71",,
76101847,HC REVISE KNEE CAP,"$12,223.29",,
76101848,HC REVISE KNEECAP W/IM,"$16,871.53",,
76101703,HC REVISE KNUCKLE JOINT,"$7,368.50",,
76101704,HC REVISE KNUCKLE WIMPL,"$9,044.20",,
76102383,HC REVISE LEG VEIN,"$7,796.68",,
76103024,HC REVISE LOW BACK NERV,"$7,323.49",,
76101906,HC REVISE LOWER LEG TEN,"$5,318.81",,
76101908,HC REVISE LOWER LEG TEN,"$8,021.65",,
76101909,HC REVISE LOWER LEG TEN,"$7,714.63",,
76103265,HC REVISE MID EAR & MAS,"$17,855.33",,
76103269,HC REVISE MID EAR BONE,"$10,117.12",,
76103260,HC REVISE MIDEAR & MAS,"$14,778.20",,
76103261,HC REVISE MIDEAR & MAST,"$16,310.16",,
76103262,HC REVISE MIDEAR & MAST,"$15,759.25",,
76103263,HC REVISE MIDEAR & MAST,"$16,428.38",,
76103264,HC REVISE MIDEAR & MAST,"$15,523.00",,
76103267,HC REVISE MIDEAR BONE,"$10,647.60",,
76103268,HC REVISE MIDEAR BONE,"$11,546.08",,
76103092,HC REVISE OCULAR IMPLAN,"$9,017.94",,
76101563,HC REVISE PALSY HAND TE,"$9,344.03",,
76101564,HC REVISE PALSY HAND TE,"$13,834.02",,
76102742,HC REVISE PENIS/URETHRA,"$7,107.95",,
76102743,HC REVISE PENIS/URETHRA,"$7,107.95",,
76102744,HC REVISE PENIS/URETHRA,"$7,107.95",,
48000007,"HC REVISE POCKET, PACEMAKER","$4,948.00",,
76100509,"HC REVISE POCKET, PACEMAKER","$4,948.00",,
48000092,"HC REVISE POCKET, PACEMAKER  (EP LAB)","$4,948.00",,
48000008,"HC REVISE POCKET,PACING","$5,011.27",,
48000093,"HC REVISE POCKET,PACING (EP LAB)","$5,011.27",,
76102850,HC REVISE PROSTH VAG GR,"$7,152.98",,
76101572,HC REVISE RADIUS & ULNA,"$16,871.53",,
76102797,HC REVISE SPERMATIC COR,"$6,897.65",,
76102798,HC REVISE SPERMATIC CORD,"$10,507.16",,
76102993,HC REVISE SPINE ELTRD P,"$10,092.68",,
76102994,HC REVISE SPINE ELTRD P,"$14,049.66",,
76100991,HC REVISE TEAR DUCT OPE,$971.85,,
76103278,HC REVISE TEMPLE BONE,"$24,588.78",,
76101829,HC REVISE THIGH MUSCLES,"$11,248.37",,
76101691,HC REVISE THUMB TENDON,"$7,008.22",,
76101692,HC REVISE THUMB TENDON,"$6,533.95",,
76103171,HC REVISE TWO EYE MUSCL,"$7,270.82",,
76103173,HC REVISE TWO EYE MUSCL,"$5,782.40",,
76103026,HC REVISE ULNAR NERVE,"$5,769.46",,
76103027,HC REVISE ULNAR NERVE,"$3,921.36",,
76102618,HC REVISE URETER,"$6,008.27",,
76102696,"HC REVISE URETHRA, STAG","$11,806.71",,
76102697,"HC REVISE URETHRA,STAG","$8,961.50",,
76102842,HC REVISE VAG GRAFT,"$6,199.25",,
76102290,HC REVISE WINDPIPE SCAR,"$6,136.87",,
76101566,HC REVISE WRIST JOINT,"$10,342.18",,
76101556,HC REVISE WRIST/FOREARM,"$4,790.46",,
76103213,HC REVISE/GRAFT EYELID,"$4,878.29",,
76103214,HC REVISE/GRAFT EYELID,"$4,403.24",,
76103211,HC REVISE/GRAFT EYELID L,"$5,280.39",,
76103212,HC REVISE/GRAFT EYELID L,"$7,895.47",,
76103216,HC REVISE/GRAFT EYLID,"$7,072.00",,
76101706,HC REVISE/IMPLANT FINGE,"$9,344.03",,
75000243,HC REVISE/REINSERT TUBE,"$2,942.89",,
76100885,HC REVISE/REMOVE NEUROE,"$5,165.00",,
76102950,HC REVISE/REMOVE NEUROE,"$4,798.97",,
76102953,HC REVISE/REMOVE NEUROR,"$10,092.68",,
76102996,HC REVISE/REMOVE NEUROR,"$7,492.00",,
76102838,HC REVISE/REMOVE SLING,"$7,331.15",,
76103010,HC REVISE/REPL VAGUS N,"$10,092.68",,
76100886,HC REVISE/RMV PN/GASTR,"$6,282.76",,
76101405,HC REVISION COLLAR BONE,"$9,344.03",,
76101406,HC REVISION COLLAR BONE,"$16,871.53",,
76101693,HC REVISION FINGER TENDO,"$6,099.60",,
76102014,HC REVISION FOOT FASCIA,"$4,496.86",,
76102012,HC REVISION FOOT TENDON,"$9,344.03",,
76102016,HC REVISION FOOT TENDON,"$4,976.84",,
76102017,HC REVISION FOOT/ANKLE,"$7,789.84",,
76101849,HC REVISION KNEE JOINT,"$14,103.79",,
76101850,HC REVISION KNEE JOINT,"$17,955.00",,
76101134,HC REVISION LOWER EYE,"$4,849.28",,
