Charge code,Service/Charge Description,CPT/HCPCS Code,Price
45002601,Dislocation Radial Head Sublux, ,$173.75 
45002602,Insert Emergency Airway ED,31500,$949.00 
45002603,Foreign Body Removal, ,$107.25 
45002604,Fracture Clavicle, ,$213.25 
45002605,Fracture Femur, ,$587.75 
45002606,Fracture Metacar/Metatar/Phal, ,$339.75 
45002607,Fracture Nose, ,$203.00 
45002608,Fracture Radius And/Or Ulna, ,$432.25 
45002609,Fracture Tib/Fib, ,$397.00 
45002610,I&D Multiple, ,$294.00 
45002611,I&D Single, ,$143.75 
45002612,Injection Im Antibiotic,96372,$161.50 
45002613,Injection IV Initial,96374,$323.25 
45002614,Injection Subq/Im,96372,$161.50 
45002615,Injection Tendon Or Trigger, ,$75.00 
45002616,Administration Vaccine Ed,90471,$117.75 
45002617,Intraosseous Needle Placement, ,$164.00 
45002618,Joint Aspiration, ,$74.00 
45002619,Laceration Ant Tongue, ,$373.00 
45002620,Laceration Complex, ,$315.75 
45002621,Laceration Intermediate, ,$265.75 
45002622,Laceration Simple, ,$213.25 
45002623,Lumbar Puncture,62270,"$1,128.00 "
45002624,Nail Evacuation, ,$85.00 
45002625,Nail Excision, ,$251.25 
45002626,Nasal Hemmorhage Anterior, ,$142.50 
45002627,Nasal Hemmorhage Posterior, ,$291.75 
45002628,Nasopharyngoscopy, ,$182.75 
45002629,Paracentesis, ,$177.50 
45002630,Peritoneal Lavage, ,$177.50 
45002631,Proctosigmoidoscopy, ,$115.50 
45002632,Splint/Strapping Arm, ,$273.00 
45002633,Splint/Strapping Finger/Hand, ,$126.50 
45002634,Splint/Strapping Leg/Foot, ,$288.75 
45002635,Thoracentesis/Thoracostomy, ,$358.50 
45002636,Fracture Wrist, ,$642.75 
45002637,Fracture Humerus, ,$351.00 
45002638,Fracture Ankle, ,$411.50 
45002639,Splint/Strapping Shoulder, ,$188.25 
45002640,ER visit Infusion Initial,96365,$524.00 
45002641,Infusion Each Add Hour ER,96366,$233.50 
45002642,Infusion IV Initial ER,96365,$524.00 
45002643,Infusion IV Ea Add Hour ER,96366,$233.50 
45002644,Hydration IV Inf Initial Ed,96360,$326.25 
45002645,Hydrate IV Infusi Ea Add Hr ER,96361,$98.50 
45002646,Cardioversion ER,92960,"$1,740.50 "
45002649,Infusion Multiple/Concurrent,96368,$249.25 
45002651,Injection IV Ea Add Same Med,96376,$218.00 
45002652,Injection IV Ea Add New Med,96375,$231.50 
45002653,Infusion IV Sequential,96367,$161.50 
45002654,Procedure Level 1 Emerg Room, ,$156.00 
45002655,Procedure Level 2 Emerg Room, ,$249.25 
45002656,Procedure Level 3 Emerg Room, ,$454.00 
45002657,Procedure Level 4 Emerg Room, ,"$1,110.75 "
45002658,Foley Insertion Simple,51702,$397.00 
45002660,Cardiopulmonary Resuscitation,92950,"$1,142.50 "
45002661,Critical Care Ea Addl 30 Min,99292,$780.00 
45002662,Blood Transfusion ER,36430,"$1,225.75 "
45002665,"Pacemkr Int Sngl,Dual,Mult ER",93288,$228.50 
45002666,Pacemaker Analy W/Repro Sgl ER,93279,$305.25 
45002667,Pacemakr Analy W/Repro Dual ER,93280,$355.25 
45002668,Periproc Pacemakr Intr&/Rep ER,93286,$270.50 
45002669,Aicd Anal W/Repro Sing Cham ER,93282,$368.75 
45002670,Aicd Anal W/Reprog Dual Chambr,93283,$439.50 
45002671,Aicd Analy W/Repr Mult Cham ER,93284,$379.75 
45002672,Aicd Interog Sngle/Multi/Dual,93289,$335.50 
45002673,Periproc Aicd Intero&/Repro ER,93287,$331.25 
45002674,Trauma Moderate Response, G0390,"$2,309.00 "
45002675,Trauma Full Response, G0390,"$7,292.00 "
45002676,*Trauma Response Moderate W/CC, ,"$3,604.75 "
45002677,*Trauma Response Full W/CC, ,"$8,350.25 "
45002679,Pacemakr Anal W/repro mult ER,93281,$305.25 
45002680,Admin Influ Virus Vaccine ED, G0008,$88.50 
45002681,TB Intradermal Test,86580,$43.00 
46001800,Arterial Blood Gas,82805,$357.00 
46001806,Nebulized Treatment,94640,$484.25 
46001808,Pulmonary Stress Test,94618,$458.25 
46001861,Pulse Ox Single Determinatn RT,94760,$112.00 
46001862,Desaturation Study,94761,$348.00 
46001880,Weaning Parameter,94150,$200.75 
46001883,PFT W/Bronchodilator,94060,$714.00 
46001885,Carbon Mono Diffusion Capacity,94729,$436.00 
46001886,Plethysmography,94726,$486.25 
46001887,Slow vital Capacity,94150,$200.75 
46001888,"Forced Vital Capacity, Fev1",94010,$486.25 
46001890,Maximal Voluntary Ventilation,94200,$220.00 
46001907,Pulse Ox Cont Overnite Monitor,94762,$340.00 
46001972,Pulmonary Rehab Exer Grp, G0239,$154.50 
46001973,EXHALED CARBON DIOXIDE TEST,94770,$294.50 
47900000,Auditor Evoke Potent Limit,92586,$599.25 
48004161,US Cardiac Color Flow,93325,$597.00 
48004162,US Cardiac Doppler,93320,$678.25 
48004163,US Cardiac Doppler Limited,93321,$327.25 
48004164,US Cardiac Real Time Limited,93308,$724.00 
48004165,US Cardiac Real Time Complete,93306,"$2,531.50 "
48004231,US Cardiac Rout Ped Cong Anom,93303,"$1,256.00 "
48004232,US Cardiac Lmt Ped Cong Anom,93304,$848.75 
48004233,Rhythm Ecg Tracing OB/Nurs,93041,$193.00 
48203803,Treadmill,93017,"$1,221.00 "
48203804,Treadmill Sestamibi,93017,"$1,221.00 "
48203805,Treadmill Stress Echo,93017,"$1,221.00 "
49001372,Cardioversion Electric Ext,92960,"$1,740.50 "
49002409,Brief Service < 15 Min, G0463,$200.75 
49002428,SDS Service Minor Initial, ,$431.25 
49002429,Pat RN Phone visit N/C, ,$0.00 
49002430,Pat RN visit N/C, ,$0.00 
49002501,Yag Laser, ,$599.25 
51008881,CBJ Occupational Health Couns, ,$85.00 
54201162,Patient Transport (Detox), ,CALL
61104450,MRI Brain W/Wo Contrast,70553,"$3,891.25 "
61104451,MRI Brain W/O Contrast,70551,"$2,766.50 "
61104452,MRI Brain W/Contrast,70552,"$3,032.25 "
61104508,MRI Head/Pituitary W/Cont,70552,"$3,032.25 "
61104509,MRI Head/Pituitary W/Wo Cont,70553,"$3,891.25 "
61104510,MRI IAC w/wo Contrast,70553,"$3,891.25 "
61104511,MRI Brain & IAC W/Wo Contrast,70553,"$3,891.25 "
61104512,MRI IAC wo/Contrast,70551,"$2,766.55 "
61104513,MRI IAC w/Contast,70552,"$3,032.25 "
61104514,MR Head/Pituitary WO/ Contrast,70551,"$2,766.50 "
61104515,MRI Brain/Pituitary W/Wo Contr,70553,"$3,891.25 "
61104516,MRI Pituitary W/Contrast,70552,"$3,032.25 "
61104517,MRI Pituitary Only W/Cont,70551,"$2,766.50 "
61104518,MRI Pituitary Only W/WO Cont,70553,"$3,891.25 "
61204453,MRI Spine Cervical W/Wo Contr,72156,"$3,965.75 "
61204454,MRI Spine Cervical W/O Contrst,72141,"$2,716.00 "
61204462,MRI Spine Lumbar W/Wo Contrast,72158,"$3,587.00 "
61204463,MRI Spine Lumbar W/Contrast,72149,"$3,244.50 "
61204464,MRI Spine Lumbar W/O Contrast,72148,"$3,050.00 "
61204466,MRI Spine Thoracic W/Wo Contr,72157,"$4,027.50 "
61204467,MRI Spine Thoracic W/O Contr,72146,"$2,812.25 "
61204468,MRI Spine Thoracic W/Contrast,72147,"$3,348.50 "
61204502,MRI Spine Cervical W/Contrast,72142,"$3,411.25 "
61904453,MRI Angio UE LT W/WO Contrast,73225,"$2,693.75 "
61904455,MRI Chest W/O Contrast,71550,"$2,459.25 "
61904456,MRI Jnt Uppr Ext W/Wo Cont LT,73223,"$3,506.00 "
61904459,MRI Pelvis W/Contrast,72196,"$3,157.00 "
61904460,MRI Jnt Low Ext W/O Cont,73721,"$2,868.00 "
61904461,MRI Lower Extrem W/O Cont RT,73718,"$2,630.75 "
61904465,MRI Neck/Face/Orbit W/O Contr,70540,"$2,769.75 "
61904469,MRI Tmj Bilateral W/O Contrast,70336,"$2,669.75 "
61904470,MRI Jnt Uppr Ext W/O Con RT,73221,"$2,648.50 "
61904471,MRI Upper Extrem W/O Contr RT,73218,"$2,574.75 "
61904472,MRI Angio Head W/Contrast,70545,"$2,759.25 "
61904473,MRI Angio Chest W/Wo Contrast,71555,"$3,891.25 "
61904474,MRI Angio Pelvis W/Wo Contrast,72198,"$3,891.25 "
61904475,MRI Angio UE RT W/WO Cont,73225,"$2,693.75 "
61904476,MRI Angio Lower Ext W/Contr LT,73725,"$1,713.50 "
61904477,MRI Abdomen W/O Contrast,74181,"$2,804.00 "
61904478,MRI Angio Abdomen W/Contrast,74185,"$2,646.50 "
61904479,MRI Breast Bilateral W/Wo Cont,77049,"$1,611.50 "
61904480,MRI Computer Reconstruction,76376,$777.00 
61904481,MRI Angio Neck W/O Contrast,70547,"$2,484.25 "
61904482,MRI Head/Iac W/O Contrast,70551,"$2,766.50 "
61904483,MRI Head/Iac W/Contrast,70552,"$3,032.25 "
61904484,MRI Head/Iac W/Wo Contrast,70553,"$3,891.25 "
61904486,MRI Angio Head W/Wo Contrast,70546,"$3,591.25 "
61904487,MRI Angio Neck W/Contrast,70548,"$2,608.00 "
61904488,MRI Angio Neck W/Wo Contrast,70549,"$3,489.25 "
61904489,MRI Pelvis W/O Contrast,72195,"$2,627.25 "
61904490,MRI Pelvis W/Wo Contrast,72197,"$3,961.00 "
61904491,MRI Chest W/Contrast,71551,"$2,535.00 "
61904492,MRI Chest W/Wo Contrast,71552,"$3,957.75 "
61904493,MRI Hips/Pelvis/Prosth W/O Con,72195,"$2,627.25 "
61904494,MRI Lower Extrem W/Cont RT,73719,"$3,088.50 "
61904495,MRI Lower Extrem W/Wo Contr LT,73720,"$3,427.00 "
61904496,MRI Upper Extrem W/Contrast LT,73219,"$2,965.75 "
61904497,MRI Upper Extrem W/Wo Cont RT,73220,"$3,357.25 "
61904498,MRI Jnt Lowr Ext W/Contrast,73722,"$2,876.75 "
61904499,MRI Jnt Lowr Ext W/Wo Cont RT,73723,"$3,561.00 "
61904500,MRI Jnt Uppr Ext W/Contrast RT,73222,"$2,724.00 "
61904501,MRI Jnt Uppr Ext W/Wo Cont RT,73223,"$3,506.00 "
61904503,MRI Abdomen W/Contrast,74182,"$2,797.75 "
61904504,MRI Abdomen W/Wo Contrast,74183,"$4,076.00 "
61904505,MRI Angio Head W/O Contrast,70544,"$2,359.25 "
61904506,MRI Breast Bilat W/O Contrast,77047,"$1,611.50 "
61904507,MRI Neck/Face/Orbit W/Wo Cntst,70543,"$3,935.50 "
61904508,MRI Brain W/Wo Contrast W/Mra,70553,"$3,891.25 "
61904509,MRI Brain W/O Contrast W/Mra,70551,"$2,766.50 "
61904511,MRI Jnt Low Ext W/O Con,73721,"$2,868.00 "
61904514,MRI Lower Extrem W/Wo Cont RT,73720,"$3,427.00 "
61904515,MRI Upper Extrem W/O Cont LT,73218,"$2,574.75 "
61904516,MRI Upper Extrem W/Wo Cont LT,73220,"$3,357.25 "
61904518,MRI Jnt Lowr Ext W/Wo Contr,73723,"$3,561.00 "
61904519,MRI Jnt Uppr Ext W/Contrast LT,73222,"$2,724.00 "
61904521,MRI Lower Extrem W/O Cont LT,73718,"$2,630.75 "
61904522,MRI Jnt Uppr Ext W/O Con LT,73221,"$2,648.50 "
61904523,MRI BREAST W/O CONTRAST-UNILAT,77046,"$1,611.50 "
61904524,MRI BREAST W/WO CONT-UNILAT,77048,"$1,611.50 "
61904600,MRI Angio Lower Ext W/Contr RT,73725,"$1,713.50 "
61904601,MRI Neck/Face/Orbit W/ Contr,70542,"$3,281.75 "
61904602,MRI Upper Extrem W/Contrast RT,73219,"$2,965.75 "
61904603,MR Angio Periph Runoff w/wo, ,CALL
61904604,MRA Periph Runoff w/wo Uni LT, ,CALL
61904605,MRA Periph Runoff w/wo Uni RT, ,CALL
61904606,MRI Orbits/Face/Neck w/o Contr,70540,"$2,769.75 "
61904607,MRI Orbits/Face/Neck w/wo Cont,70543,"$3,935.50 "
61904608,MRI Jnt Low Ext W/O Con Bilate,73721,"$5,735.75 "
61905000,MRI Brain W/Wo Contrast Rlos,70553,"$3,891.25 "
61905001,MRI OB Inc Maternal Pelvis,74712,"$2,627.25 "
61905002,MRI OB Additional Gestation,74713,"$2,627.25 "
62104001,XRAY Tray Arthrogram, ,$51.25 
62104015,Tray Hsg W/Cac Cath, ,$264.25 
62104019,Needle Breast 20X9Cm Ultsound, ,$374.50 
62104021,Needle Breast 20gax15cm, ,$75.50 
62104069,XRAY Tissue Marker, ,$326.25 
62104070,XRAY Needle Biopsy Vacuum, ,$243.50 
62104166,US Kit Needle Biopsy Guide, ,$79.25 
62104167,US Needle Echo Tip Cook Disp, ,$101.50 
62104168,US Needle Biopsy Asap, ,$200.75 
62104172,US Tray Amnio, ,$47.00 
62104173,US Tray Biopsy/Aspirate, ,$130.00 
62104174,US Tray Thoracentesis, ,$97.25 
62104222,Perflutren 2mg/10mL 2mL Vial, Q9957,$467.50 
62104389,CT IV Start Kit, ,$7.50 
62104391,CT Tray Biopsy/Drainage, ,$39.75 
62104392,CT Kit Drainage*, ,$494.75 
62104394,CT Syringe Multipack, ,$71.25 
62104395,CT Needle Coaxial Biopsy18/15, ,$208.00 
62104396,CT Needle Coaxial Biopsy#18/15, ,$234.00 
62104397,CT Needle Coaxial Biopsy#20/15, ,$249.75 
62104398,CT Needle Coaxial Biopsy#20/20, ,$261.25 
62104400,US Tissue Marker, ,$383.25 
62104401,US Tissue Marker Shape 2, ,$383.25 
62104402,US Needle Bx Vacuum, ,$878.00 
62104403,US Needle Powerglide 18, ,$558.00 
62104405,US Needle Safe-T-Centesis, ,$271.50 
62104407,US Needle Bx Monopty 18x9, ,$118.25 
62104408,US Needle Bx Monopty 16x10, ,$140.50 
62104409,US Needle Bx Coax Ach 14x11, ,$525.25 
62104410,CT Tray Arthrogram, ,$17.75 
62104411,Mm Needle Bx Vacuum 0913-20, ,$928.25 
62104412,MM Needle Bx Vacuum 0913-12, ,$928.25 
62104413,MM Tissue Marker Trimark, ,$360.50 
62104414,MM Tissue Marker Smark, ,$383.25 
62104415,MM Tray Biopsy, ,$85.00 
62104416,US Tray Paracentesis, ,$356.25 
62104417,MRI Syringe Multipack, ,$43.75 
62104418,US Needle Powerglide 20, ,$558.00 
62104419,MM Localization Needle 5cm, ,CALL
62104420,MM Localization Needle 7.5cm, ,CALL
62104421,MM Localization Needle 10cm, ,CALL
62104422,CT Drainage Ball Blake, ,CALL
62104423,US Localization Needle 5cm, ,$558.00 
62104425,US Needle Localization 7.5cm, ,CALL
62104426,US Localization Needle 10cm, ,CALL
62201809,Mask Bag Valve, ,$34.00 
62201844,Oxygen Supply Set Up Supply, ,$65.00 
62201850,Peak Flow Meter, ,$43.25 
62201867,Aerochamber Spacer W/O Mask, ,$32.00 
62201870,Spirometer Voldyne 5000 mL, ,$34.00 
62201891,Mask Nasal Medium Disp, ,$71.25 
62201892,Flutter Mucus Clearance Device, ,$154.00 
62201893,Nebulizer Ez Flow Continuous, ,$86.50 
62201899,Mask Nasal Cpap/Bipap Petite, ,$118.25 
62201900,Mask Full Face Cpap/Bipap Med, ,$128.50 
62201902,Mask Full Face Cpap/Bipap Sml, ,$128.50 
62210903,Mask Full Face Cpap/Bipap Lrg, ,$128.50 
63602498,Implant Human Tendon Tissue, ,"$12,084.00 "
63602990,Termsirolimus 25mg SDV, J9330,CALL
63604306,NM Drug Fanoles Neutr 10-20MCI, A4641,CALL
63604313,Regadenoson 0.08mg/mL- 5mL Syr, J2785,CALL
63604743,Bleomycin Sulfate 15U Vial, J9040,CALL
63604776,Irinotecan Hydr 20mg/mL5mL V, J9206,CALL
63604792,Carboplatin 450mg/45mL MDV, J9045,CALL
63604861,Cisplatin 1mg/mL MDV, J9060,CALL
63604916,Cyclophosphamide 500mg Vial, J9070,CALL
63604918,Dacarbazine 200mg vial, J9130,CALL
63605003,Doxorubicin HCL 50mg/25mL Vial, J9000,CALL
63605004,Doxorubicin HCL 20mg/10mL Vial, J9000,CALL
63605067,Etoposide 10mg/0.5mL, J9181,CALL
63605083,Fludarabine Phosphate 50mg V, J9185,CALL
63605100,Fluorouracil 50mg/mL 50mL Vial, J9190,CALL
63605129,Gemcitabine Hydrochlor 1Gm V, J9201,CALL
63605130,Gemcitabine Hydrochl 200mg V, J9201,CALL
63605415,Methotrexate 2.5mg Tab, ,CALL
63605800,Paclitaxel 6mg/mL 16.7mL MDV, J9267,CALL
63605923,Vinblastine Sulfate 10mg MDV, J9360,CALL
63605924,Vincristine Sulf 1mg/mL Syrnge, J9370,CALL
63605925,Vincristine Sulf 2mg/2mL Vial, J9370,CALL
63605955,Docetaxel 20mg/ml 4ml SDV, J9171,CALL
63606025,Cisplatin 50mg/50mL MDV, J9060,CALL
63606224,Rituximab 100 mg 10mL Inj, J9312,CALL
63606225,Rituximab 500 mg Inj 50mL SDV, J9312,CALL
63606251,Infliximab SDV 100mg, J1745,CALL
63606256,Pamidronate Disodium SDV 90mg, J2430,CALL
63606262,Docetaxel 20mg/.5mL 1mL Vial, J9171,CALL
63606400,Doxorubicin HCL 20mg/10mL SDV, J9000,CALL
63606425,Mitomycin 20mg/5mg MDV, J9280,CALL
63606455,Piperacillin Sod Taz 2.25Gr Vl, J2543,CALL
63606465,Morphine Sulf 2mg/mL 1ml Vial, J2270,CALL
63606477,Alteplase 2mg Vial, J2997,CALL
63606487,Cefotaxime Sodium 1G Vial, J0698,CALL
63606499,Zoledronic Acid 4mg Inj, J3489,CALL
63606506,Filgrastim 480mcg/1.6mL SDV, J1442,CALL
63606513,Tenecteplase 50mg Inj, J3101,CALL
63606516,Ciprofloxacin HCL 2.5 mL Btl, J0744,CALL
63606527,Bcg Vaccine Live 50mg/Vial 1Vl, J9030,CALL
63606535,Budesonide 0.25mg Vial, J7634,CALL
63606537,Enoxaparin Sod 40mg/.4mL Syr, J1650,CALL
63606538,Pegfilgrastim 6mg/.6mL Vial, J2505,CALL
63606539,Piperacillin Sod Taz 4.5 SDV, J2543,CALL
63606550,Cefotaxime Sodium 2G Vial, J0698,CALL
63606551,Oxaliplatin 100mg/20mL SDV, J9263,CALL
63606593,Fulvestrant 50mg/mL 5mL Syring, J9395,CALL
63606605,Enoxaparin Sod 120mg Syr, J1650,CALL
63606611,Hydromorph HCL 2mg/mL 20mL MDV, J1170,CALL
63606628,Sod Fer Gluc 12.5mg/mL 5mL Inj, J2916,CALL
63606647,Bevacizumab 25mg/mL 16mL Vial, J9035,CALL
63606657,Pemetrex Disod 500mg/20mL SDV, J9305,CALL
63606683,Paclitaxel 100mg/50mL Vial Pro, J9264,CALL
63606700,Bortezomib 3.5mg Vial, J9041,CALL
63606734,Hep Sod Porc Ns 1000U/500mL Vl, J1644,CALL
63606736,Levofloxacin Hemihy 500mg Vial, J1956,CALL
63606741,Daptomycin 500mg Vial, J0878,CALL
63606759,Hydromorpho HCL 1mg/mL 1mL Syr, J1170,CALL
63606774,Levofloxacin 250mg/50mL Bag, J1956,CALL
63606775,Cetuximab 2mg/mL 100mL SDV, J9055,CALL
63606776,Magnesium Sulf 2g Pre 50mL Bg, J3475,CALL
63606786,Bevacizumab 25mg/mL 4mL Vial, J9035,CALL
63606794,Zoledronic Acid 5 mg/100mL Inj, J3489,CALL
63606802,Bendamustine 100mg/20mL SDV, J9033,CALL
63606805,Aprepitant 125mg Cap, J8501,CALL
63606813,Cefazolin 1Gram Premix 50mL Bg, J0690,CALL
63606826,Doxorubicin HCL 2mg/mL 25mL Vl, J9000,CALL
63606827,Iron Sucrose 20mg/mL 100mg Vl, J1756,CALL
63606828,Pneumovax 23 Valent Adult,90732,CALL
63606829,Morphine 10 mg/5mL 5mL Ud Sol, ,CALL
63606859,Levetiracetam 100mg/mL 5mL V, J1953,CALL
63606863,Acyclovir Sod 1000mg/20mL Vial, J0133,CALL
63606886,Fluorouracil 1000mg/20mL Vial, J9190,CALL
63606903,Denosumab 120mg Vial, J0897,CALL
63606904,Fosaprepitant Dimeglm 150mg V, J1453,CALL
63606906,Fentanyl Cit 50Mcg/mL-50mL V, J3010,CALL
63606907,Oxytocin 20 Units/1000 mL Bag, J2590,CALL
63606909,Risperidone 12.5mg Vial, J2794,CALL
63606910,Azacitidine 100mg Vial, J9025,CALL
63606913,Denosumab 60mg Vial, J0897,CALL
63606917,Morphine Inject 4mg/mL 1mL Syr, J2270,CALL
63606918,Fentyl 2mcg/mL W/Rop.2%100mL, ,CALL
63606919,Eribulin Mesylate 1mg/2mL SDV, J9179,CALL
63606920,Paclitaxel 6mg/mL, J9267,CALL
63606921,Cefazolin 2g Premix Bag, J0690,CALL
63606927,Mitomycin Per 5mg 40mg SDV, J9280,CALL
63606928,Cyclophosphamide 1000mg SDV, J9070,CALL
63606930,Ferumoxytol 30 mg SDV Non ESRD, Q0138,CALL
63606931,Ferumoxytol 30mg SDV ESRD, Q0139,CALL
63606932,Aztreonam 1000 mg SDV, J3490,CALL
63606936,Haemophilus B Conj Vaccine,90698,CALL
63606938,Leucovorin Calc Inj 200mg SDV, J0640,CALL
63606939,MidazolaMHCL 10mg/2mL 0.2mL Vl, J2250,CALL
63606943,Carfilzomib 60 mg SDV, J9047,CALL
63606950,Tranexa Acid 100mg/mL 10mL SDV, ,CALL
63606951,Leucovorin 350mg/17.5mL SDV, J0640,CALL
63606952,Brentuximab Vedotin 50 mg SDV, J9042,CALL
63606954,Fent Citr 50 mcg/mL 10mL Vial, J3010,CALL
63606958,Fluorouracil 50mg/mL 10mL V, J9190,CALL
63606960,Hydromorphone 2mg/mL 20mL Vial, J1170,CALL
63606961,Hydromorphon HCL 2mg/mL 20mLMD, J1170,CALL
63606963,Levofloxacin 750mg/150mL Bag, J1956,CALL
63606966,Levaquin 500 mg Pre 100mL Bag, J1956,CALL
63606967,Carboplatin 600mg/60mL MDV, J9045,CALL
63606968,Methotrexat Sod 25mg/mL 2mLMDV, J9250,CALL
63606969,Hydromorpho HCL 2mg/mL 1mL Syr, J1170,CALL
63606970,Ketamine HCL 10 mg/mL 5mL Syr, J3490,CALL
63606971,Ziprasidone Mesylate 20mg Vial, J3486,CALL
63606972,Zoledronic Acid 5 mg/100mL Pre, J3489,CALL
63606980,Morphine Sulf Sol 10mg/0.5mg, ,CALL
63606985,Dopamine HCL 40 mg/mL 5mL Vial, J1265,CALL
63606986,DOButamine HCL 250 mg/20 mL V, J1250,CALL
63606987,Influenza virus Vac Live Nasal,90672,CALL
63606989,Atracurium Besyl 10 mg/mL 5 mL, J3490,CALL
63606990,Ado-Trastuzumab 100mg Inj, J9354,CALL
63606991,Pertuzumab 30 mg/mL SDV, J9306,CALL
63606992,Phenylephrine 1mg/10mL Syr, J2370,CALL
63606994,Hydromorophone 10mg/mL 50mLSDV, J1170,CALL
63606996,Human Prothrombin Complex 500U, C9132,CALL
63606997,Human Prothrombin Comp 1000 U, C9132,CALL
63606999,Fomepizole 1.5gm/1.5 mL Vial, J1451,CALL
63607001,Eculizumab Inj 300mg/30mL, J1300,CALL
63607003,Fentanyl Citrat 100mcg/2mL Inj, J3010,CALL
63607004,Midazolam Hydro Inj 2mg/2mL, J2250,CALL
63607006,Vit K Phytonadione 1mg/0.5mL, J3430,CALL
63607007,Magnesium Sulfate10Gm/20mL V, J3475,CALL
63607008,Cytarabine Liposome 50mg/5mL, J9098,CALL
63607010,Cefepime HCL 2 Gm Vial, J0692,CALL
63607011,Cefepime HCL 1 Gm Vial, J0692,CALL
63607013,Piperacillin-Tazobactam 4.5 gm, J2543,CALL
63607014,Agalsidase Beta 35MG SDV, J0180,CALL
63607016,Vancomycin 5000 Mg MDV, J3370,CALL
63607020,Potassium Chloride 40 mEq/500, A9270,CALL
63620001,Pneumococcal 13Valent .5ml Syr,90670,CALL
63620003,Potassium Chloride 2meq/ml sdv, J3480,CALL
63620004,Gadobenate Dimeglumine 5mL Vl, A9577,CALL
63620005,Gadobenate Dimeglumin 10mL SDV, A9577,CALL
63620006,Gadobenate Dimeglumin 15mL SDV, A9577,CALL
63620007,Gadobenate Dimeglumin 20mLSDV, A9577,CALL
63620008,Diatrizoate Melgumine 300mL Bt, Q9958,CALL
63620009,Diatrizoate Melgumine 120mL bt, ,CALL
63620010,Iopamidol/Iosvue-370 100ml btl, Q9967,CALL
63620011,Iopamidol/Iosvue-M200 10ml, Q9966,CALL
63620014,Albumin 25% (12.5mg/50ml) SDV, P9047,CALL
63620015,Isovue 300, Q9967,CALL
63620017,Dalbavancin 500mg SDV, J0875,CALL
63620019,Nivolumab 40mg/4ml SDV, J9299,CALL
63620020,Nivolumab 100mg/10ml SDV, J9299,CALL
63620022,Agalsidase 5mg SDV, J0180,CALL
63620023,Pembrolizumab 25mg/ml 4ml SDV, J9271,CALL
63620024,Meropenem 1 gm SDV, J2185,CALL
63620026,Cefepime-Dextrose 2g/50ml Prem, J0692,CALL
63620027,Etoposide 20mg/ml 25ml MDV, J9181,CALL
63620028,Morphine Sulfate 1000mg/20mL V, J2270,CALL
63620029,Desmopressin Acetate 4 mcg/mL, J2597,CALL
63620030,Amiodarone 150mg/100mL Premix, J0282,CALL
63620031,Morphine Sulfate 250mg/10mL Vi, J2270,CALL
63620032,Thyrotropin Alfa 1.1 mg SDV, J3240,CALL
63620033,Mepolizumab 100mg Vial, J2182,CALL
63620034,Labetalol 20 mg/4 mL Syringe, J3490,CALL
63620035,Anidulafungin 100mg vial, J0348,CALL
63620036,TBO-Filgrastim 300mcg/.5mL Syr, J1447,CALL
63620037,Fluzone Quadriv30mcg/0.25 ml,90865,CALL
63620038,Iohexol 350mg/mL 150mL bottle, Q9967,CALL
63620039,Iohexol 350mg/mL 50mL Bottle, Q9967,CALL
63620040,Influneza Virus Vaccine .5mL,90686,CALL
63620041,Haloperidol Decanoate 100mg/mL, J1631,CALL
63620042,Vedolizumab 300mg/Vial, J3380,CALL
63620043,Docetaxel 80mg/ 4ml MDV, J9171,CALL
63620044,Heparin Sodium 25000U 500mlBag, J1644,CALL
63620045,BendamustineHCL 25mg/mL 4mL MD, J9034,CALL
63620046,Iohexol 100ml Bottle Omnipaque, Q9967,CALL
63620047,Infliximab 100mg SDV, Q5103,CALL
63620048,Ondansetron ODT 8mg Tab Chemo, Q0162,CALL
63620049,Ondansetron ODT 4mg Tab Chemo, Q0162,CALL
63620050,Reslizumab 10mg/ml 10ml SDV, J2786,CALL
63620051,Oxtyocin/Dextrose 5% 30U/500ml, J2590,CALL
63620052,Amphotericin B Liposome 50 mg, J0289,CALL
63620053,Fentanyl 50mcg/ml 2ml Ampule, J3010,CALL
63620054,Buprenorphine/Naloxo 8/2MG SL, A9270,CALL
63620056,Oxytocin/0.9 % Sodium Chloride, ,CALL
63620057,Procainamide 100mg/mL 10mL MDV, J2690,CALL
63620058,Bumetanide 0.25 MG/ML VIAL, ,CALL
63620059,Buprenorphine/Naloxone SL Film, ,CALL
63620060,Belimumab 400mg SDV, J0490,CALL
63620061,Everolimus 0.25 Tablet, J7527,CALL
63620062,Vancomycin 25mg/mL Oral Syring, J3370,CALL
63620063,FentaNYLCitrate50mcg/mL20mLSDV, J3010,CALL
63620064,Morphine Sulfate 8 mg/mL Carpu, J2270,CALL
63620065,Gemcitabine HCl 38mg/mL 5.26mL, J9201,CALL
63620066,Hydromorphone 2mg/ml SDV, J1170,CALL
63620067,Diazepam 5mg/mL 10mL MDV, J3360,CALL
63620068,Diazepam 10mg/2 mL Syringe, J3360,CALL
63620069,Chlorpromazine 100mg Tablet, Q0161,CALL
63620070,Methotrexate Sod 25MG/ML 2ML, J9250,CALL
63620071,Potassium Chloride 10mEq/150ml, J3480,CALL
63620072,Gadobutrol 10 mmol/10mL Vial, A9585,CALL
63620073,Trastuzumab 150 MG SDV, J9355,CALL
63620074,FentaNYL Citrate 250 mcg/5 mL, J3010,CALL
