IVNUM,IVDESC,IVCPTCD,IVPRICE1
 3000382,BEHAVIOR HEALTH ETG/ ALCOHOL,,35
 3000383,CCMC DRUG SCREEN EMPLOYEE,80307,181.44
 3000384,HERPES SIMPLEX VIRUS DNA PCR 1 AND 2,87529,300
 3000385,BETA 2 MICROGLOBULIN SERUM OR URINE,82232,53.76
 3005018,HEPATITIS B IMMUNITY SURFACE AB QUANT,86317,145.42
 3050001,CBC,,0
 3050002,URINALYSIS,,0
 3050003,NON-COVERED VENIPUNCTURE,,0
 3050004,OCCULT BLOOD SECOND SPECIMEN,82270,43.1
 3050005,OCCULT BLOOD THIRD SPECIMEN,82270,43.1
 3050006,GTT 1 HOUR,,0
 3050007,GLUCOSE TOLERANCE 2 HR,,0
 3050008,GTT 3 HOUR,,0
 3050009,GLUCOSE TOLERANCE 4 HR,,0
 3050010,GLUCOSE TOLERANCE 5 HR,,0
 3050011,HEMOGLOBIN AND HEMATOCRIT,,0
 3050012,PT/PTT,,0
 3050013,=>CANCEL LAB ORDER<=,,0
 3050014,=>PATHOLOGY ORDER<=,,0
 3050015,BLOOD GASES VENOUS,82803,315.84
 3050016,BMP (ISTAT),80048,212.06
 3050017,LACTOFERRIN STOOL QUALITATIVE,,139.32
 3200001,BB OP BLOOD TRANSFUSION,36430,502.37
 3200002,BB DAT DIRECT COOMBS,86880,95.26
 3200003,BB ANTIBODY SCREEN,86850,134.95
 3200004,BB CROSSMATCH AHG EA UNIT,86922,201.86
 3200005,BB ABO TYPE,86900,74.85
 3200006,BB PACKED RED BLOOD CELLS,P9021,527.31
 3200007,BB LEUKOREDUCED RBC EACH UNIT,P9016,948.03
 3200008,BB PLATELETS EACH UNIT,P9019,1605.75
 3200009,BB RH TYPE,86901,74.85
 3200010,BB ANTIGEN TYPING EACH DONOR,86902,250
 3200011,BB ANTIBODY ID EA PANEL,86870,145.75
 3200012,BB CROSSMATCH IMMEDIATE SPIN EA UNIT,86920,53
 3200013,BB,86902,250
 3200014,BB PLASMA FRESH FROZEN POOLED,P9023,254.4
 3200015,BB LIQUID PLASMA NEVER FROZEN,P9044,374
 3250003,=>BLOOD BANK ORDER<=,,0
 4000001,Promethazine (Phenergan) Supp :25mg,J8498,36.12
 4000002,MedroxyPROGESTERone (DepoProvera) Inj,J1050,440.31
 4000003,Adenosine (Adenocard) Inj :6mg,J0153,14.1
 4000004,Charcoal/Sorbitol (Actidose) Susp :50gm,,120.3
 4000005,LORazepam (Ativan) 2mg/mL  Inj,J2060,5.92
 4000006,Sulfacetamide (Bleph10) Opth Sol 10%,,225.22
 4000007,Artifical Tears UD,,5
 4000008,Ascorbic Acid (Vit C) Tab :250mg,,5
 4000009,Phenylephrine (Neosynephrine)Inj :100mcg,J2370,294.81
 4000010,EPHEDrine 50mg/mL Inj,,203.13
 4000011,Benztropine (Cogentin) Tab :1mg,,5
 4000012,Ertapenem (INVanz) Inj :1gm,J1335,285.2
 4000013,Norepinephrine (Levophed) 4mg/4mL Inj,,37.13
 4000014,Fosphenytoin 50mg PE/mL Inj,Q2009,90.45
 4000015,PredniSONE 20mg Tab,J7512,5
 4000016,Gentamicin Sulfate Inj :40mg,J1580,5.8
 4000017,Haloperidol (Haldol) Tab :1mg,,5
 4000018,Lisinopril (Zestril) Tab :20mg,J8499,5
 4000019,Erythromycin (Ilotycin)Opth Oint :5mg/gm,,65.12
 4000020,Tamsulosin (Flomax) Cap :0.4mg,,5
 4000021,Warfarin (Coumadin) 2mg Tab,J8499,5
 4000022,Metolazone (Zaroxolyn) Tab :2.5mg,,5.66
 4000023,Ciprofloxacin (Cipro) 500mg Tab,J8499,5
 4000024,Aspirin 81mg Chewable Tab,A9150,5
 4000025,FLUoxetine (PROzac) Cap :20mg,,5
 4000026,Metoclopramide (Reglan) 10mg/2mL Inj,J2765,5.12
 4000027,cefTRIAXone (Rocephin) Inj :1gm,J0696,8.11
 4000028,Diclofenac Sod (Voltaren) Tab :75mg,,5
 4000029,Spironolactone (Aldactone) Tab :25mg,,5
 4000030,Enalaprilat (Vasotec) 1.25mg/mL Inj,,6.43
 4000031,Acyclovir (Zovirax) Cap :200mg,J8499,5
 4000032,Rivaroxaban (Xarelto) Tab :20mg,,55.65
 4000033,Enoxaparin (Lovenox) 40mg/0.4mL Inj,J1650,18.94
 4000034,Midazolam (Versed) Inj :2mg,J2250,5
 4000035,PrednisolONE (Pred Forte) Opth Susp 1%,,260.8
 4000036,Octereotide Acetate (Sandostatin) Inj,J2354,17.49
 4000037,Divalproex Sod (Depakote) Tab :500mg,,5
 4000038,LORazepam (Ativan) 1mg Tab,,5
 4000039,DiphenhydrAMINE (Benadryl) Cap :25mg,A9150,5
 4000040,DiphenhydrAMINE 12.5mg/5mL Elixer,A9150,6.85
 4000041,TraZODone (Desyrel) Tab :50mg,,5
 4000042,EPINEPHrine 1:10000 0.1mg/mL Inj,J0171,24.84
 4000043,Metoprolol Tartrate Tab :50mg,,5
 4000044,Phenytoin ER (Dilantin) Cap :100mg,J8499,5
 4000045,Bisacodyl (Dulcolax) Tab :5mg,A9150,5
 4000046,Amitriptyline (Elavil) Tab :25mg,J8499,5
 4000047,MetroNIDAZOLE (Flagyl) Tab :250mg,J8499,5
 4000048,Cyclobenzaprine (Flexeril) 10mg Tab,J8499,5
 4000049,Propranolol (Inderal) Tab :10mg,,5
 4000050,Potassium Cloride (KlorCon) ER Tab,J8499,5
 4000051,Cephalexin (Keflex) 250/5mL Susp,J8499,77.67
 4000052,Digoxin (Lanoxin) Tab :0.25mg,J8499,6.79
 4000053,Furosemide (Lasix) Tab :20mg,J8499,5
 4000054,Alum/Mag HydroxideSimeth (Maalox) Liq,,8.09
 4000055,Azithromycin (Zithromax) Inj :500mg,J0456,28.64
 4000056,Ibuprofen (Motrin) Tab :400mg,,5
 4000057,Phenazopyridine (Pyridium) Tab :200mg,J8499,8.94
 4000058,Atenolol (Tenormin) Tab :50mg,J8499,5
 4000059,Acyclovir (Zovirax) Inj :50mg,J0133,18.55
 4000060,Carbamide Peroxide (Ear Wax) Otic Drop,,33.35
 4000061,Cephalexin (Keflex) Cap :500mg,J8499,5
 4000062,Doxycycline Hyclate Cap :100mg,J8499,5
 4000063,TraMADol (Ultram) 50mg Tab,,5
 4000064,Oxymethazoline (Afrin) Nasal Spray,,5.61
 4000065,Etomidate (Amidate) 20mg/10mL  Inj,,30.51
 4000066,Levonorgestrel Intrauterine Device,J7298,2300.32
 4000067,EmtricitTenofovir (Truvada) 200/300mg Ta,,358.6
 4000068,Acetylcysteine (Mucomyst) Sol 200mg/mL,J7608,25.81
 4000069,Hydrocortisone Acet (Anucort) Supp :25mg,,37.13
 4000070,ceFAZolin (Ancef) Inj :1gm,J0690,5
 4000071,Raltegravir Pot (Isentress) Tab :400mg,,169.93
 4000072,MiSOPROStol (Cytotec) Tab :200mcg,S0191,5
 4000073,RaNITIdine HCL (Zantac) Tab :150mg,,5
 4000074,FirstMouthwash (Magic Mouthwash),,125.42
 4000075,Meclizine (Antivert) Tab :25mg,J8499,5
 4000076,DiphenhydrAMINE (Benadryl) 50mg/mL Inj,J1200,5
 4000077,Tuberculin PPD (Tubersol) Inj,86580,32.62
 4000078,FLUZONE QUAD,90686,0
 4000079,Bupivacaine HCl (Marcaine) 0.5% Inj,,6.49
 4000080,Calcium Carbonate (Tums) Tab Chewable,A9150,5
 4000081,CloNIDine (Catapres) Tab :0.1mg,J8499,5
 4000082,Amoxicillin/Clav 250mg-62.5/5mL Susp,,311.99
 4000083,MMR II W/Diluent Vaccine,90707,160.56
 4000084,Lidocaine 1% Inj,J8499,9.65
 4000085,Levothyroxine Sod (Synthroid) 75mcg Tab,,5
 4000086,Docusate Sod (Colace) Cap :100mg,,5
 4000087,GlipiZIDE (Glucotrol) Tab :5mg,,5
 4000088,ISOVUE 370 Inj,Q9967,87.74
 4000089,GASTROVIEW Inj,Q9963,54.08
 4000090,Loperamide (Imodium) Cap :2mg,J8499,5
 4000091,Nystatin/Triamcinolone Cream,,285.46
 4000092,Mineral Oil,,21.71
 4000093,Promethazine (Phenergan) 50mg/mL Inj,J2550,6.79
 4000094,Lidocaine 2% - Epinephrine  inj,,9.45
 4000095,Pneumococcal 13 (Prevnar) Vaccine,90670,403.44
 4000096,HydrOXYzine Pamonate (Vistaril)Cap :25mg,Q0177,5
 4000097,VISIPAQUE 270 Inj,Q9967,451.04
 4000098,Atorvastatin (Lipitor) Tab :20mg,,5
 4000099,MetFORMIN (Glucophage) Tab :500mg,J8499,5
 4000100,Metoclopramide (Reglan) Tab :10mg,J8499,5
 4000101,Pseudoephedrine (Sudafed) Tab :30mg,,5
 4000102,Amiodarone (Cordarone) Tab :100mg,,12.98
 4000103,QUETtiapine (SEROquel) Tab :50mg,,5
 4000104,Azithromycin (Zithromax) 200mg/5mL Susp,Q0144,72.54
 4000105,Sertraline (Zoloft) Tab :50mg,,5
 4000106,DiazePAM (Valium) Tab :5mg,J8499,5
 4000107,HydroCHLOROthiazide (HCTZ) Tab :25mg,J8499,5
 4000108,Triamter/HCTZ (Dyazide) 37.5/25mg Cap,,5
 4000109,Albuterol/Ipratropium (DuoNeb) Neb Sol,,5
 4000110,Multi Vitamin Tab,,5
 4000111,Eye Irrigation (Purified Water) Sol,,22.73
 4000112,Bisacodyl (Dulcolax) Supp :10mg,,5
 4000113,Promethazine 6.25mg/5mL Syrup,Q0169,20.32
 4000114,Cefdinir (Omnicef) Cap :300mg,,5
 4000115,Clindamycin (Cleocin) 300mg Cap,J8499,5
 4000116,Promethazine (Phenergan) Tab :25mg,,5
 4000117,Phytonadione (Vit K) 1mg/0.5mL Inj,J3430,288.05
 4000118,Prochlorperazine 10mg/2mL Inj,J0780,70.96
 4000119,FLUZONE QUAD HD,90662,0
 4000120,Sodium Chloride 0.9% Neb Sol,,5
 4000121,IV NS Flush,,5
 4000122,Bismuth (Pepto Bismol) 525mg/30mL Susp,A9150,8.62
 4000123,Vancomycin 1gm Inj,J3370,34.32
 4000124,Sulfameth/Trim (Septra) 800-160mg Tab,,5
 4000125,Trifluridine Opth Sol 1%,,346.34
 4000126,Finasteride (Proscar) Tab :5mg,,5
 4000127,Pantoprazole (Protonix) DR Tab :40mg,,5
 4000128,Sodium Polystyrene (Kayexalate) Powder,,37.26
 4000129,MethylPRED Acetate (DepoMedrol) 80mg/mL,J1040,73.63
 4000130,Pantoprazole (Protonix) Inj :40mg,,29.57
 4000131,Mupirocin (Bactroban) Oint 2%,,122.61
 4000132,Zolpidem (Ambien) Tab :5mg,,5
 4000133,Terbutaline (Brethine) Inj :1mg,J3105,9.02
 4000134,Flumazenil (Romazicon) 0.1mg/mL Inj,,23.78
 4000135,White Petrolatum Jelly,,11.52
 4000136,Gabapentin (Neurontin) Cap :300mg,J8499,5
 4000137,Azithromycin (Zithromax) Tab :250mg,Q0144,6.22
 4000138,Morphine Sulfate 4mg/mL Inj,J2270,10.29
 4000139,Furosemide (Lasix) 10mg/mL Inj,J1940,82.21
 4000140,Acetaminophen (Tylenol) Tab :325mg,A9150,5
 4000141,FluoresceinProparacaine Opth Sol,,123.86
 4000142,IV Diluent Sterile Water Inj,,6.59
 4000143,Dexamethasone 10mg/mL (Decadron) Inj,J1100,5.6
 4000144,LevETIRAcetam (Keppra) Inj 100mg/mL,J1953,12.01
 4000145,Verapamil (Calan) 5mg/2mL Inj,,93.03
 4000146,NIFEdipine CAPSULE 10MG,,5
 4000147,MAGNESIUM SUL/DEX PREMIX 1GM/100ML-5%,,25.87
 4000148,LISINOPRIL ORAL TABLET 5MG,A9150,5
 4000149,ALPRAZolam (Xanax) Tab :0.25mg,,5
 4000150,Caltrate Calcium 600+D,A9150,5
 4000151,Morphine Sulfate 10mg/mL Inj,J2270,11.03
 4000152,Ketorolac (Toradol) 30mg/mL Inj,J1885,12.43
 4000153,Losartan (Cozaar) Tab :50mg,,5
 4000154,Plan B (Levonogestrel) Tab :1.5mg,,214.97
 4000155,HPV (Gardasil) Vaccine,90649,297.55
 4000156,Venlafaxine (Effexor) XR Cap :75mg,,5
 4000157,Naproxen (Naprosyn) Tab :500mg,,5
 4000158,Cholecaliferol (Vit D) tab :1000iu,A9150,5
 4000159,Aspirin 325mg Tab,A9150,5
 4000160,Pneumovax 23 Vaccine,90732,207.1
 4000161,Varivax (Varicella) Vaccine,90716,248.65
 4000162,Hydrocortisone Cream 2.5%,,15.86
 4000163,Naloxone (Narcan) 2mg/2mL Inj,J2310,175.77
 4000164,Meningococcal (Menctra)Vaccine,90734,261.37
 4000165,Melatonin 3mg Tab,,5
 4000166,Cetirizine (Zyrtec)Tab :10mg,,5
 4000167,HYDROmorphone HCL (Dilaudid) 1mg/mL Inj,J1170,11.73
 4000168,Atorovastatin 10mg tab,A9150,5
 4000169,Tamiflu (Oseltamivir Phos) Susp :75mg,,381.39
 4000170,Melatonin 1mg Tab,,5
 4000171,Hydrocortisone Na Succ 100mg Inj,J1720,53.73
 4000172,Sore Throat (Benzocaine/Menthol) Loz,A9150,5
 4000173,LevoFLOXacin (Levaquin) Tab :500mg,,5
 4000174,Labetalol (Trandate) 100mg/20mL Inj,,15.98
 4000175,Fluconazole (Diflucan) Tab :150mg,J8499,6.11
 4000176,Betamethasone Dipropionat Oint 0.05%,,242.83
 4000177,Saline (Sodium CL) Nasal Spray,,16.16
 4000178,Magnesium Sulfate 1gm/2mL Inj,J3475,9.33
 4000179,Piperacillin Tazobactam (Zosyn) Inj,J2543,29
 4000180,Warfarin (Coumadin) 5mg Tab,J8499,5
 4000181,Ciprofloxacin (Ciloxan) Opth Sol :0.3%,,13.39
 4000182,Magnesium Lactate (MagTab) ER Tab :84mg,,5
 4000183,Lidocaine (Lidoderm) Patch :5%,,24.97
 4000184,AmlODIPine (Norvasc) Tab :5mg,,5
 4000185,Amoxicillin 400mg/5mL Susp,,16.58
 4000186,OLANZapine (Zyprexa) Inj :10mg,J2358,136.1
 4000187,Glycerin Supp :1.2gm,,5
 4000188,Nicardipine  (Cardene)25mg/10mL Inj,,97.38
 4000189,Famotidine(Pepcid) Inj :20mg,,5
 4000190,DOBUTamine/D5W 2000mcg/ml Premix,J1250,70.87
 4000191,Lidocaine/D5W 4mg/ml Premix,J2001,31.73
 4000192,MetroNIDAZOLE/NS (Flagyl) Premix,,10.17
 4000193,Insulin Lantus Solostar,A9150,150.75
 4000194,Iron Sucrose (Venofer) 20mg/ml,J1756,237.97
 4000195,Zoledronic Acid (Zometa) 4mg/5ml,J3489,325.56
 4000196,Levalbuterol 0.63mg/6mL,A9150,5.61
 4000197,Fluticasone Prop Nasal Spray,,60.12
 4000198,Prenatal Vitamin,,5
 4000199,Diclofenac Sod Gel,,143.03
 4000200,SINGULAIR TAB :10MG,,43.54
 4000201,Sodium Phos Enema,,5
 4000202,Buspirone (Buspar) Tab :15mg,,5
 4000203,Folic Acid Tab :1mg,J8499,5
 4000210,Ibuprofen (Motrin) 100mg/5mL Susp,,5
 4000212,Rho D Immune Globulin (Rhogam) Inj,J2790,316.24
 4000215,Nitroglycerin/D5W 100mcg/ml Premix,,96.28
 4000216,Prochlorperazine (Compazine) Supp :25mg,,39.7
 4000220,Oxytocin (Pitocin) 100u/10mL Inj,J2590,54.27
 4000225,Enoxaparin (Lovenox) 100mg/mL Inj,J1650,47.31
 4000233,Methergine (Methylergonovine Mal) Tab,J8499,110.71
 4000263,MethylPREDNISolone 125mg/2mL Inj,J2930,42.44
 4000265,Racemic Epinephrine Neb 2.25% Sol,,9.84
 4000270,OxyCODONE 5mg Tab,J8499,5
 4000272,LORazepam (Ativan) 0.5mg Tab,J8499,5
 4000273,Hylan (Synvisc One) Inj :48mg,J7325,1728.01
 4000275,Baclofen (Lioresal) Tab :10mg,J8499,5
 4000277,Alteplase (Activase) Inj :100mg,J2997,22742.32
 4000282,Vancomycin 500mg Inj,J3370,13.9
 4000291,LevoFLOXacin/D5W (Levaquin) Premix,J1956,11.29
 4000292,Cefepime 2gm,J0692,36.12
 4000294,Polyethylene Glycol (Miralax) Powder,,8.86
 4000296,Morphine Sulfate 10mg/0.5mL Oral Sol,,23.22
 4000297,Penicillin V Pot (PenV) Tab :500mg,J8499,5
 4000298,Meropenem (Merrem) Inj :1gm,J2185,49.58
 4000304,SUMAtriptan (Imitrex) Nasal Sol :5mg,,339.13
 4000311,Lidocaine Viscous Sol :2%,,5.26
 4000316,Clindamycin Phos (Cleocin) Inj :300mg,,9.76
 4000317,DiazePAM (Valium) 5mg/mL Inj,J3360,187.89
 4000318,Tranexamic Acid (TXA) 100mg/ml 10mg inj,,55.05
 4000323,Insulin HumaLOG (Lispro) Inj 100units/mL,J1815,472.75
 4000328,Glucagon Kit inj :1mg,J1610,689.19
 4000334,PARoxetine (Paxil) Tab :10mg,,5
 4000337,Haloperidol Lactate (Haldol) 5mg/mL Inj,J1630,34.43
 4000343,Insulin HumuLIN (Reg) Inj 100units/mL,J1815,269.06
 4000344,Desmopressin Acetate (DDAVP) Tab,,8.08
 4000357,HYDROcodone/APAP (Norco) 5-325mg Tab,J8499,5
 4000368,Succinylcholine (Anectine) Inj :50mg,J0330,107.85
 4000380,Opthalmic (LacriLube) Oint,,57.65
 4000382,DilTIAZem (Cardizem) 180mg CD Cap,,5
 4000385,Prazosin (Minipress)Tab :2mg,,5
 4000386,Insulin Glargine (Lantus)Inj 100units/mL,J1815,269.39
 4000392,Silver Sulfadiazine Cream 50gm,,68.68
 4000393,Silver Nitrate Stick,,5
 4000397,Lidocaine Jelly 2%,,17.12
 4000402,Zinc Oxide (Desitin) Paste,,84.96
 4000403,"Tetanus, Dipth, Pertussis (Adacel) Vacc",90715,105.76
 4000432,Acetaminophen (Tylenol) 120mg Supp,A9150,5
 4000438,Amoxicillin 125mg/5mL Susp,,7.66
 4000439,Amoxicillin 250mg Cap,J8499,5
 4000443,Amoxicillin 500mg Cap,J8499,5
 4000451,Bacitracin Oint :500u/gm,A9150,6.81
 4000453,Tolterodine (Detrol) LA Cap :2mg,,22.63
 4000455,Nitrofurantoin (Macrobid) Cap :100mg,,12.22
 4000459,Calcium Gluc 10% 1gm/10mL 10mL Inj,J0610,51.64
 4000472,Tamiflu (Oseltamivir) 75mg Cap,,61.51
 4000473,Ferric Subsulfate (Monsels) Sol/Paste,,101.55
 4000481,Amiodarone (Cordarone) Inj :150mg,J0282,5.05
 4000486,Doxazosin (Cardura) Tab :2mg,,5
 4000492,Temazepam (Restoril) Cap :15mg,,5
 4000503,Metamucil (Psyllium) Packet :3.4gm,,5
 4000504,Mannitol (Osmitrol) 25% 12.5g/50mL Inj,J2150,8.62
 4000507,Methylergonovine 0.2mg/mL Inj,J2210,34.91
 4000508,Magnesium Hydroxide 400mg/mL Susp,,9.53
 4000514,Glucose (Glutose) 37.5gm Gel :40%,J8499,20.44
 4000520,Nitroglycerin SL (Nitrostat) Tab :0.4mg,J8499,5
 4000521,Gentamicin (Garamycin) Opth Drop 0.3%,J1580,26.53
 4000526,Penicillin V Pot (PenV) 250mg/5mL Susp,J8499,40.94
 4000532,HydrALAZINE (Alpresoline) Tab :10mg,,5
 4000534,Hepatitis B (Recombivax) Vaccine,90746,396.14
 4000535,DilTIAZem (Cardizem) 240mg CD Cap,,5
 4000536,Silver Sulfadiazine (Silvadene)Crm 400gm,,299.39
 4000537,Acetaminophen (Tylenol) 160mg/5mL Susp,A9150,20.02
 4000538,Sodium Bicarbonate Inj 1meq/mL,,50.26
 4000543,Thiamine (Vit B1) 200mg/2mL Inj,J3411,52.99
 4000545,Permethrin (Elimite) Cream 5%,,306.26
 4000549,Lidocaine 100mg/5mL 2% Syringe Inj,J2001,15.06
 4000572,LMX 4 Plus (Lidocaine) Cream 4%,,25.57
 4000574,AmlODIPine (Norvasc) Tab :10mg,,5
 4000576,Ondansetron (Zofran) 4mg/2mL Inj,J2405,5
 4000581,FentaNYL (Duragesic) 25mcg Patch,,236.75
 4000582,Triamcinolone Acetonide (Kenalog) Inj,J3301,51.98
 4000585,ClonazePAM (KlonoPIN) Tab :1mg,,5
 4000586,Carvedilol (Coreg) Tab :6.25mg,,5
 4000588,Sucralfate (Carafate) Tab :1gm,,5
 4000591,DilTIAZem HCL (Cardizem) IR Tab :60mg,,5
 4000593,Heparin Lock 100u/mL Flush,J1642,5
 4000594,Folic Acid 5mg/mL Inj,,258.75
 4000596,Lactulose (Enulose) Liq 10g/15mL,,5
 4000600,FentaNYL (Duragesic) 50mcg Patch,,23.37
 4000607,Zoster (Zostavax) Vaccine,90736,542.18
 4000616,DOPaminie/D5W 1600mcg/ml Premix,J1265,99.23
 4000632,FentaNYL (Duragesic) 100mcg Patch,,48.55
 4000658,Bacitracin Oint UD :500u/gm,A9150,5
 4000671,Artificial Tears Opth Sol :1.4%,A9150,8.74
 4000673,DilTIAZem HCL (Cardizem) 5mg/mL Inj,,11.85
 4000675,Furosemide (Lasix) 40mg/4mL Inj,J1940,6.52
 4000678,Acetaminophen (Tylenol) 650mg Supp,A9150,5
 4000680,Ampicillin Inj :1gm,J0290,9.73
 4000681,Ketorolac (Toradol) Tablet :10mg,,5.54
 4000685,Atropine 0.1mg/mL Inj 10 mL Syr,J0461,26.02
 4000688,Calcium CL 10% 100mg/mL 10mL Inj Syr,,35.05
 4000693,Dextrose 50% Inj :25gm,,39.98
 4000694,FentaNYL Citrate 50mcg/mL Inj,J3010,5
 4000705,Amoxicil/Clav (Augmentin) 875-125mg Tab,J8499,5.93
 4000706,Nystatin 100MU/mL Susp,,6.27
 4000709,MethylPREDNISolone 40mg/1mL  Inj,J2920,26.77
 4000724,Citrate of Mag (Mag Citrate) Sol,A9150,6.87
 4000739,Phenytoin (Dilantin) Tab Chewable :50mg,,5
 4000740,EPINEPHrine 1:1000 1mg/mL Inj,J0171,66.32
 4000762,NitroTransderm(Nitroglycerin)0.2mg Patch,,5
 4000768,Vecuronium Bromide (Norcuron) Inj :10mg,,26.38
 4000773,Ketamine (Ketalar) 50mg/mL Inj,,15.2
 4000774,Ferrous Sulfate (Iron) DR Tab :325mg,,5
 4000785,Miconazole Nitrate Cream :2%,,25.99
 4000789,Nicotine Transdermal 21mg Patch,,8.07
 4000791,Nicotine Transdermal 7mg Patch,,9.06
 4000792,Acetamin/Codeine 300-30mg/12.5mL Sus,J8499,6.92
 4000804,Alteplase (Cathflo) 2mg cath clearence,J2997,363.54
 4000813,Nystatin Powder :100mu/gm,,90.45
 4000825,Cyanocobalamin (Vit B12) 1000mcg/mL Inj,J3420,21.61
 4000826,Levothyroxine Sod (Synthroid) 25mcg Tab,,5
 4000862,Infuvite (Multivitamin) inj,,42.51
 4000863,RisperiDONE (RisperiDAL) Tab :1mg,,5
 4000869,GuaiFENsesin DM 100/10mg/5mL Sus,,5
 4000890,PrednisoLONE (Prelone) 15mg/5mL Liq,J7510,88.46
 4000898,Cyclopentolate (AkPentolate) Opth Sol,,30.27
 4000900,Tenecteplase (TNKase) Inj :50mg,J3101,14284.4
 4000904,Albuterol Neb Sol 2.5mg/3mL,J7613,5
 4000905,Clopidogrel (Plavix) Tab :75mg,J8499,5
 4000906,Carboprost Tromethamine (Hemabate) Inj,,862.64
 4000907,Beractant (Survanta) Susp :25mg,,1006.74
 4000913,Ondansetron (Zofran) 4mg ODT Tab,Q0162,5
 4000916,TransdermScop (Scoplamine) Patch,,106.08
 4000930,Hepatitis A (Havrix) Vaccine,90632,152.23
 4000933,Isosorbide Mononitrate (Imdur) Tab,J8499,5
 4000939,Ipratropium Neb Sol 500mcg/2.5mL,J7644,5
 4000945,BuPROPion XL (Wellbutrin) Tab :150mg,,5
 4000947,Triamcinolone (Kenalog) Cream 0.1%,,35.34
 4000949,IV Diluent Normal Saline Inj,,5
 4000950,Neo/Poly/Hydrocor (Cortisporin) Otic Sol,,263.99
 4000955,Sulfameth/Trim (Septra) 240-40mg/5mL Sus,,331.41
 4000965,Nitroglycerin (NitroBid) Oint UD 2%,,11.86
 4000970,Paragard Intrauterine Device,,1980.52
 4000972,Metoprolol (Lopressor) 5mg/5mL Inj,,6.48
 4000995,Albuterol Sulf (Ventolin) HFA Inhaler,,323.81
 4002701,SS DiphthAcell PertussisTetanus Vaccine,,0
 4002702,SS DTaPHepatitis B RecombIPV Susp,,0
 4002703,SS DTaPIPV Vaccine Susp,,0
 4002704,SS Fluzone Quadvalent 2017 0.25 mL Syr,,0
 4002705,SS Haemophilus B Polysac Conj Vaccine,,0
 4002706,SS Hepatitis A Vaccine,,0
 4002707,SS HPV 9Valent Recomb Vaccine,,0
 4002708,SS HPV Quadrivalent Vaccine,,0
 4002709,SS Influenza Vac Split Quad 0.5 mL Syr,,0
 4002710,SS Meningococcal A C Y&W135 Conj Vaccine,,0
 4002711,SS Meningococcal A C Y&W135 Conj Vaccine,,0
 4002712,SS MMR II Vaccine,,0
 4002713,SS Pneumococal Polyvalent Vaccine,,0
 4002714,SS Pneumococal13Val Conj Vaccine,,0
 4002715,SS Poliovirus Vaccine,,0
 4002716,SS Rotateq Vaccine,,0
 4002717,SS Tdap Vaccine,,0
 4002718,SS Varivax (Varicella) Vaccine,,0
 4002719,SS Shingrix Vaccine,,0
 4003015,PredniSONE 20mg Tab PrePack,J7512,30
 4003023,Ciprofloxacin (Cipro) 500mg Tab PrePack,J8499,20
 4003028,Diclofenac Sod (Voltaren) Tab PrePack,,20
 4003039,DiphenhydrAMINE (Benadryl) Cap PrePack,A9150,30
 4003048,Cyclobenzaprine (Flexeril) Tab PrePack,J8499,30
 4003061,Cephalexin (Keflex) Cap PrePack :500mg,J8499,40
 4003063,TraMADol (Ultram) 50mg Tab PrePack,,20
 4003115,Clindamycin (Cleocin) 300mg Cap PrePack,J8499,30
 4003124,Sulfameth/Trim 800-160mg Tab PrePack,,20
 4003270,OxyCODONE 5mg Tab PrePack,J8499,30
 4003357,HYDROcodone/APAP 5325mg Tab PrePack,J8499,30
 4003443,Amoxicillin 500mg Cap PrePack,J8499,20
 4003705,Amoxicillin/Clav 875-125mg Tab PrePack,J8499,20
 4003913,Ondansetron (Zofran) ODT Tab PrePack,Q0162,20
 4008000,IV NS 0.9% (Sodium Chloride) 150mL,,90.64
 4008001,IV NS 0.45% (Sodium Chloride) 1000mL,,90.64
 4008002,IV NS 0.9% (Sodium Chloride) 1000mL,J7030,90.64
 4008003,IV NS 0.9% (Sodium Chloride) 100mL,J7050,90.64
 4008004,IV NS 0.9% (Sodium Chloride) 250mL,J7050,90.64
 4008006,IV D10W 250mL,,90.64
 4008007,IV D5 1/2 NS 1000mL,,90.64
 4008008,IV D5 NS 1000mL,,90.64
 4008009,IV D5 1/4 NS 1000mL,,90.64
 4008010,IV D5W 1000mL,J7070,90.64
 4008014,IV Lactated Ringers 1000mL,J7120,90.64
 4008015,IV D5 LR 1000mL,,90.64
 4008017,Sodium Chloride 0.9% Irrig 1000mL Soln,,90.64
 4008019,Sodium Chloride 0.9% Irrig 250mL Soln,,90.64
 4008022,IV Potassium Cl 20mEq in 0.9% NS 1000mL,J3480,90.64
 4008023,IV 3% Saline 500ml (Hypertonic sol),J7131,37.45
 4008024,IVPB KCL 10mEq /100mL NS,J3480,16.43
 4009256,Cetacaine (Benzoc/Tetra/Butam) Spray,,0
 4010282,Ethyl Chloride Spray,,0
 4050001,Acyclovir/NS IVPB : 500mg/250ml,,0
 4050002,Amiodarone bolus/NS IVPB : 150mg/100ml,,0
 4050003,Amiodarone/NS IVPB : 450mg/250ml,,0
 4050004,Ampicillin/NS IVPB : 1gm/100ml,,0
 4050005,Azithromycin/NS IVPB : 500mg/250ml,,0
 4050006,Banana Bag 1000ML,,0
 4050007,Calcium Chloride/NS IVPB : 1gm/100ml,,0
 4050008,Calcium Gluconate/NS IVPB : 1gm/100ml,,0
 4050009,ceFAZolin/NS IVPB : 1gm/100ml,,0
