Charge / Procedure Number,Billing Description,CDM Price
82668,ASSAY OF ERYTHROPOIETIN,441.94
82670,ASSAY OF ESTRADIOL,299.08
82671,ASSAY OF ESTROGENS,598.32
82672,ASSAY OF ESTROGEN,345.19
82677,ASSAY OF ESTRIOL,273.65
82693,ASSAY OF ETHYLENE GLYCOL,295.11
82705,FATS/LIPIDS FECES QUAL,149.59
82728,ASSAY OF FERRITIN,251.59
82731,ASSAY OF FETAL FIBRONECTIN,407.95
82746,ASSAY OF FOLIC ACID SERUM,278.76
82747,ASSAY OF FOLIC ACID RBC,333.16
82776,GALACTOSE TRANSFERASE TEST,88.23
82784,ASSAY IGA/IGD/IGG/IGM EACH,239.17
82785,ASSAY OF IGE,306.45
82787,IGG 1 2 3 OR 4 EACH,624.47
82803,BLOOD GASES ANY COMBINATION,530.87
82941,ASSAY OF GASTRIN,392.66
82945,GLUCOSE OTHER FLUID,246.65
82947,ASSAY GLUCOSE BLOOD QUANT,97.17
82948,REAGENT STRIP/BLOOD GLUCOSE,67.88
82950,GLUCOSE TEST,127.07
82951,GLUCOSE TOLERANCE TEST (GTT),269.08
82952,GTT-ADDED SAMPLES,82.22
82955,ASSAY OF G6PD ENZYME,269.08
82962,GLUCOSE BLOOD TEST,74.75
82977,ASSAY OF GGT,82.22
83001,ASSAY OF GONADOTROPIN (FSH),373.70
83002,ASSAY OF GONADOTROPIN (LH),373.70
83010,ASSAY OF HAPTOGLOBIN QUANT,202.80
83020,HEMOGLOBIN ELECTROPHORESIS,193.87
83021,HEMOGLOBIN CHROMOTOGRAPHY,251.76
83036,GLYCOSYLATED HEMOGLOBIN TEST,147.99
83090,ASSAY OF HOMOCYSTINE,210.49
83498,ASSAY OF PROGESTERONE 17-D,401.80
83516,IMMUNOASSAY NONANTIBODY,308.31
83519,RIA NONANTIBODY,513.49
83520,IMMUNOASSAY QUANT NOS NONAB,349.40
83525,ASSAY OF INSULIN,390.51
83540,ASSAY OF IRON,116.43
83550,IRON BINDING TEST,174.71
83605,ASSAY OF LACTIC ACID,308.31
83615,LACTATE (LD) (LDH) ENZYME,113.03
83630,LACTOFERRIN FECAL (QUAL),275.52
83631,LACTOFERRIN FECAL (QUANT),286.78
83655,ASSAY OF LEAD,256.93
83690,ASSAY OF LIPASE,226.10
83718,ASSAY OF LIPOPROTEIN,164.93
83721,ASSAY OF BLOOD LIPOPROTEIN,205.53
83735,ASSAY OF MAGNESIUM,121.60
83789,MASS SPECTROMETRY QUAL/QUAN,262.58
83825,ASSAY OF MERCURY,198.62
83835,ASSAY OF METANEPHRINES,378.01
83874,ASSAY OF MYOGLOBIN,269.75
83880,ASSAY OF NATRIURETIC PEPTIDE,449.58
83883,ASSAY NEPHELOMETRY NOT SPEC,320.98
83921,ORGANIC ACID SINGLE QUANT,388.42
83930,ASSAY OF BLOOD OSMOLALITY,173.46
83935,ASSAY OF URINE OSMOLALITY,206.20
83945,ASSAY OF OXALATE,173.37
83970,ASSAY OF PARATHORMONE,734.85
83986,ASSAY PH BODY FLUID NOS,47.29
83993,ASSAY FOR CALPROTECTIN FECAL,367.42
84030,ASSAY OF BLOOD PKU,180.79
84075,ASSAY ALKALINE PHOSPHATASE,54.59
84080,ASSAY ALKALINE PHOSPHATASES,234.74
84100,ASSAY OF PHOSPHORUS,105.06
84105,ASSAY OF URINE PHOSPHORUS,87.35
84132,ASSAY OF SERUM POTASSIUM,79.92
84133,ASSAY OF URINE POTASSIUM,70.98
84134,ASSAY OF PREALBUMIN,257.66
84143,ASSAY OF 17-HYDROXYPREGNENO,627.56
84144,ASSAY OF PROGESTERONE,272.95
84146,ASSAY OF PROLACTIN,280.78
84153,ASSAY OF PSA TOTAL,262.03
84154,ASSAY OF PSA FREE,218.37
84155,ASSAY OF PROTEIN SERUM,89.29
84156,ASSAY OF PROTEIN URINE,156.35
84157,ASSAY OF PROTEIN OTHER,70.98
84165,PROTEIN E-PHORESIS SERUM,196.53
84166,PROTEIN E-PHORESIS/URINE/CSF,207.44
84207,ASSAY OF VITAMIN B-6,479.14
84244,ASSAY OF RENIN,376.66
84252,ASSAY OF VITAMIN B-2,356.19
84270,ASSAY OF SEX HORMONE GLOBUL,425.50
84295,ASSAY OF SERUM SODIUM,63.10
84300,ASSAY OF URINE SODIUM,76.42
84305,ASSAY OF SOMATOMEDIN,516.65
84311,SPECTROPHOTOMETRY,99.35
84402,ASSAY OF FREE TESTOSTERONE,350.27
84403,ASSAY OF TOTAL TESTOSTERONE,281.48
84425,ASSAY OF VITAMIN B-1,398.92
84431,THROMBOXANE URINE,67.61
84432,ASSAY OF THYROGLOBULIN,287.72
84436,ASSAY OF TOTAL THYROXINE,100.08
84437,ASSAY OF NEONATAL THYROXINE,108.62
84439,ASSAY OF FREE THYROXINE,175.12
84442,ASSAY OF THYROID ACTIVITY,234.55
84443,ASSAY THYROID STIM HORMONE,250.19
84445,ASSAY OF TSI GLOBULIN,"1,027.92"
84446,ASSAY OF VITAMIN E,234.18
84450,TRANSFERASE (AST) (SGOT),73.90
84460,ALANINE AMINO (ALT) (SGPT),68.81
84466,ASSAY OF TRANSFERRIN,237.68
84478,ASSAY OF TRIGLYCERIDES,147.03
84479,ASSAY OF THYROID (T3 OR T4),108.62
84480,ASSAY TRIIODOTHYRONINE (T3),250.19
84481,FREE ASSAY (FT-3),330.65
84482,T3 REVERSE,346.76
84484,ASSAY OF TROPONIN QUANT,107.48
84520,ASSAY OF UREA NITROGEN,68.91
84550,ASSAY OF BLOOD/URIC ACID,68.91
84560,ASSAY OF URINE/URIC ACID,100.25
84585,ASSAY OF URINE VMA,281.92
84586,ASSAY OF VIP,482.41
84588,ASSAY OF VASOPRESSIN,502.02
84590,ASSAY OF VITAMIN A,281.92
84600,ASSAY OF VOLATILES,194.21
84630,ASSAY OF ZINC,238.08
84681,ASSAY OF C-PEPTIDE,357.11
84702,CHORIONIC GONADOTROPIN TEST,238.08
84703,CHORIONIC GONADOTROPIN ASSAY,144.09
85007,BL SMEAR W/DIFF WBC COUNT,79.93
85014,HEMATOCRIT,59.95
85018,HEMOGLOBIN,71.85
85025,COMPLETE CBC W/AUTO DIFF WBC,123.23
85032,MANUAL CELL COUNT EACH,118.77
85041,AUTOMATED RBC COUNT,79.93
85044,MANUAL RETICULOCYTE COUNT,101.76
85045,AUTOMATED RETICULOCYTE COUNT,99.93
85048,AUTOMATED LEUKOCYTE COUNT,72.96
85049,AUTOMATED PLATELET COUNT,79.93
85240,CLOT FACTOR VIII AHG 1 STAGE,384.44
85245,CLOT FACTOR VIII VW RISTOCTN,312.02
85246,CLOT FACTOR VIII VW ANTIGEN,463.86
85247,CLOT FACTOR VIII MULTIMETRIC,475.46
85303,CLOT INHIBIT PROT C ACTIVITY,362.43
85306,CLOT INHIBIT PROT S FREE,379.95
85379,FIBRIN DEGRADATION QUANT,98.70
85384,FIBRINOGEN ACTIVITY,161.56
85610,PROTHROMBIN TIME,82.65
85613,RUSSELL VIPER VENOM DILUTED,319.37
85651,RBC SED RATE NONAUTOMATED,80.78
85660,RBC SICKLE CELL TEST,110.76
85730,THROMBOPLASTIN TIME PARTIAL,119.82
86001,ALLERGEN SPECIFIC IGG,64.24
86003,ALLG SPEC IGE CRUDE XTRC EA,78.94
86021,WBC ANTIBODY IDENTIFICATION,280.78
86023,IMMUNOGLOBULIN ASSAY,319.71
86038,ANTINUCLEAR ANTIBODIES,197.09
86039,ANTINUCLEAR ANTIBODIES (ANA),197.09
86060,ANTISTREPTOLYSIN O TITER,164.04
86140,C-REACTIVE PROTEIN,137.65
86141,C-REACTIVE PROTEIN HS,169.21
86146,BETA-2 GLYCOPROTEIN ANTIBODY,416.64
86147,CARDIOLIPIN ANTIBODY EA IG,447.36
86148,ANTI-PHOSPHOLIPID ANTIBODY,140.66
86160,COMPLEMENT ANTIGEN,282.18
86161,COMPLEMENT/FUNCTION ACTIVITY,317.69
86162,COMPLEMENT TOTAL (CH50),426.71
86200,CCP ANTIBODY,289.06
86215,DEOXYRIBONUCLEASE ANTIBODY,268.39
86225,DNA ANTIBODY NATIVE,250.03
86235,NUCLEAR ANTIGEN ANTIBODY,261.54
86255,FLUORESCENT ANTIBODY SCREEN,274.91
86256,FLUORESCENT ANTIBODY TITER,175.00
86300,IMMUNOASSAY TUMOR CA 15-3,349.74
86301,IMMUNOASSAY TUMOR CA 19-9,335.74
86304,IMMUNOASSAY TUMOR CA 125,349.74
86317,IMMUNOASSAY INFECTIOUS AGENT,167.86
86334,IMMUNOFIX E-PHORESIS SERUM,377.72
86335,IMMUNFIX E-PHORSIS/URINE/CSF,314.51
86336,INHIBIN A,295.14
86337,INSULIN ANTIBODIES,486.57
86340,INTRINSIC FACTOR ANTIBODY,286.77
86341,ISLET CELL ANTIBODY,293.18
86356,MONONUCLEAR CELL ANTIGEN,349.74
86361,T CELL ABSOLUTE COUNT,440.65
86376,MICROSOMAL ANTIBODY EACH,136.05
86403,PARTICLE AGGLUT ANTBDY SCRN,90.87
86431,RHEUMATOID FACTOR QUANT,113.73
86480,TB TEST CELL IMMUN MEASURE,242.14
86580,TB INTRADERMAL TEST,187.66
86592,SYPHILIS TEST NON-TREP QUAL,84.73
86617,LYME DISEASE ANTIBODY,319.35
86618,LYME DISEASE ANTIBODY,289.53
86631,CHLAMYDIA ANTIBODY,173.35
86644,CMV ANTIBODY,257.22
86658,ENTEROVIRUS ANTIBODY,224.38
86663,EPSTEIN-BARR ANTIBODY,232.47
86664,EPSTEIN-BARR NUCLEAR ANTIGEN,257.22
86665,EPSTEIN-BARR CAPSID VCA,290.77
86671,FUNGUS NES ANTIBODY,221.61
86677,HELICOBACTER PYLORI ANTIBODY,279.59
86694,HERPES SIMPLEX NES ANTBDY,365.06
86695,HERPES SIMPLEX TYPE 1 TEST,246.01
86696,HERPES SIMPLEX TYPE 2 TEST,246.01
86701,HIV-1ANTIBODY,190.11
86704,HEP B CORE ANTIBODY TOTAL,195.71
86705,HEP B CORE ANTIBODY IGM,208.09
86706,HEP B SURFACE ANTIBODY,190.36
86707,HEPATITIS BE ANTIBODY,190.11
86708,HEPATITIS A ANTIBODY,206.90
86709,HEPATITIS A IGM ANTIBODY,212.72
86710,INFLUENZA VIRUS ANTIBODY,183.75
86735,MUMPS ANTIBODY,207.67
86738,MYCOPLASMA ANTIBODY,257.55
86747,PARVOVIRUS ANTIBODY,262.82
86756,RESPIRATORY VIRUS ANTIBODY,359.70
86762,RUBELLA ANTIBODY,134.19
86765,RUBEOLA ANTIBODY,218.07
86777,TOXOPLASMA ANTIBODY,191.11
86780,TREPONEMA PALLIDUM,360.17
86784,TRICHINELLA ANTIBODY,221.07
86787,VARICELLA-ZOSTER ANTIBODY,229.25
86800,THYROGLOBULIN ANTIBODY,240.43
86803,HEPATITIS C AB TEST,273.99
86804,HEP C AB TEST CONFIRM,376.00
86806,LYMPHOCYTOTOXICITY ASSAY,"1,300.22"
86812,HLA TYPING A B OR C,522.32
86850,RBC ANTIBODY SCREEN,203.57
86870,RBC ANTIBODY IDENTIFICATION,358.66
86880,COOMBS TEST DIRECT,155.10
86886,COOMBS TEST INDIRECT TITER,213.26
86900,BLOOD TYPING SEROLOGIC ABO,106.63
86901,BLOOD TYPING SEROLOGIC RH(D),106.63
86920,COMPATIBILITY TEST SPIN,290.81
86922,COMPATIBILITY TEST ANTIGLOB,310.20
86923,COMPATIBILITY TEST ELECTRIC,163.83
87015,SPECIMEN INFECT AGNT CONCNTJ,124.19
87040,BLOOD CULTURE FOR BACTERIA,240.70
87045,FECES CULTURE AEROBIC BACT,172.67
87046,STOOL CULTR AEROBIC BACT EA,172.67
87070,CULTURE OTHR SPECIMN AEROBIC,166.49
87071,CULTURE AEROBIC QUANT OTHER,175.71
87075,CULTR BACTERIA EXCEPT BLOOD,184.99
87081,CULTURE SCREEN ONLY,110.99
87086,URINE CULTURE/COLONY COUNT,154.16
87088,URINE BACTERIA CULTURE,147.99
87101,SKIN FUNGI CULTURE,167.77
87102,FUNGUS ISOLATION CULTURE,160.34
87110,CHLAMYDIA CULTURE,234.33
87116,MYCOBACTERIA CULTURE,184.99
87177,OVA AND PARASITES SMEARS,196.84
87181,MICROBE SUSCEPTIBLE DIFFUSE,109.37
87184,MICROBE SUSCEPTIBLE DISK,145.81
87186,MICROBE SUSCEPTIBLE MIC,175.13
87205,SMEAR GRAM STAIN,109.37
87206,SMEAR FLUORESCENT/ACID STAI,131.23
87207,SMEAR SPECIAL STAIN,175.00
87209,SMEAR COMPLEX STAIN,134.63
87210,SMEAR WET MOUNT SALINE/INK,36.73
87220,TISSUE EXAM FOR FUNGI,109.37
87230,ASSAY TOXIN OR ANTITOXIN,544.06
87252,VIRUS INOCULATION TISSUE,475.06
87254,VIRUS INOCULATION SHELL VIA,492.07
87255,GENET VIRUS ISOLATE HSV,364.52
87265,PERTUSSIS AG IF,211.18
87280,RESPIRATORY SYNCYTIAL AG IF,171.96
87290,VARICELLA ZOSTER AG IF,147.82
87299,ANTIBODY DETECTION NOS IF,179.05
87324,CLOSTRIDIUM AG IA,141.10
87329,GIARDIA AG IA,150.23
87338,HPYLORI STOOL IA,272.05
87340,HEPATITIS B SURFACE AG IA,180.21
87350,HEPATITIS BE AG IA,169.58
87389,HIV-1 AG W/HIV-1 & HIV-2 AB,263.98
87420,RESP SYNCYTIAL AG IA,333.27
87425,ROTAVIRUS AG IA,333.27
87427,SHIGA-LIKE TOXIN AG IA,165.52
87430,STREP A AG IA,104.30
87449,AG DETECT NOS IA MULT,129.19
87491,CHYLMD TRACH DNA AMP PROBE,290.69
87496,CYTOMEG DNA AMP PROBE,959.42
87497,CYTOMEG DNA QUANT,620.90
87498,ENTEROVIRUS PROBE&REVRS TRNS,455.80
87517,HEPATITIS B DNA QUANT,492.54
87521,HEPATITIS C PROBE&RVRS TRNSC,486.19
87522,HEPATITIS C REVRS TRNSCRPJ,622.24
87527,HEPATITIS G DNA QUANT,300.45
87528,HSV DNA DIR PROBE,201.87
87529,HSV DNA AMP PROBE,366.26
87560,M.AVIUM-INTRA DNA DIR PROB,420.88
87591,N.GONORRHOEAE DNA AMP PROB,325.57
87623,HPV LOW-RISK TYPES,422.38
87624,HPV HIGH-RISK TYPES,422.38
87632,RESP VIRUS 6-11 TARGETS,"1,431.03"
87651,STREP A DNA AMP PROBE,365.69
87653,STREP B DNA AMP PROBE,368.71
87661,TRICHOMONAS VAGINALIS AMPLIF,290.69
87797,DETECT AGENT NOS DNA DIR,162.52
87798,DETECT AGENT NOS DNA AMP,567.86
87799,DETECT AGENT NOS DNA QUANT,"1,179.65"
87880,STREP A ASSAY W/OPTIC,141.30
87900,PHENOTYPE INFECT AGENT DRUG,"3,800.13"
87901,GENOTYPE DNA HIV REVERSE T,"2,126.55"
87902,GENOTYPE DNA/RNA HEP C,"1,792.55"
88112,CYTOPATH CELL ENHANCE TECH,976.63
88142,CYTOPATH C/V THIN LAYER,240.32
88150,CYTOPATH C/V MANUAL,226.18
88175,CYTOPATH C/V AUTO FLUID REDO,275.68
88184,FLOWCYTOMETRY/ TC 1 MARKER,600.39
88185,FLOWCYTOMETRY/TC ADD-ON,456.95
88187,FLOWCYTOMETRY/READ 2-8,889.49
88230,TISSUE CULTURE LYMPHOCYTE,"1,626.75"
88233,TISSUE CULTURE SKIN/BIOPSY,"1,286.25"
88262,CHROMOSOME ANALYSIS 15-20,"4,453.22"
88291,CYTO/MOLECULAR REPORT,706.86
88305,TISSUE EXAM BY PATHOLOGIST,"1,230.28"
88312,SPECIAL STAINS GROUP 1,"1,183.05"
89051,BODY FLUID CELL COUNT,143.04
89055,LEUKOCYTE ASSESSMENT FECAL,120.45
89060,EXAM SYNOVIAL FLUID CRYSTALS,184.58
90375,RABIES IG IM/SC,"1,087.24"
90384,RH IG FULL-DOSE IM,464.97
90471,IMMUNIZATION ADMIN,34.57
90472,IMMUNIZATION ADMIN EACH ADD,34.57
90473,IMMUNE ADMIN ORAL/NASAL,34.57
90474,IMMUNE ADMIN ORAL/NASAL ADDL,34.57
90632,HEPA VACCINE ADULT IM,390.13
90633,HEPA VACC PED/ADOL 2 DOSE IM,190.31
90636,HEP A/HEP B VACC ADULT IM,523.34
90647,HIB PRP-OMP VACC 3 DOSE IM,112.72
90649,4VHPV VACCINE 3 DOSE IM,723.14
90656,IIV3 VACC NO PRSV 0.5 ML IM,85.68
90658,IIV3 VACCINE SPLT 0.5 ML IM,88.01
90662,IIV NO PRSV INCREASED AG IM,154.77
90670,PCV13 VACCINE IM,563.09
90675,RABIES VACCINE IM,"1,084.71"
90680,RV5 VACC 3 DOSE LIVE ORAL,352.19
90681,RV1 VACC 2 DOSE LIVE ORAL,298.43
90707,MMR VACCINE SC,285.45
90713,POLIOVIRUS IPV SC/IM,161.75
90716,VAR VACCINE LIVE SUBQ,285.31
90723,DTAP-HEP B-IPV VACCINE IM,344.36
90732,PPSV23 VACC 2 YRS+ SUBQ/IM,185.54
90734,MCV4 MENACWY VACCINE IM,542.35
90736,HZV VACCINE LIVE SUBQ,763.72
90738,INACTIVATED JE VACC IM,371.83
90740,HEPB VACC 3 DOSE IMMUNSUP IM,900.02
90743,HEPB VACC 2 DOSE ADOLESC IM,285.45
90744,HEPB VACC 3 DOSE PED/ADOL IM,197.45
90746,HEPB VACCINE 3 DOSE ADULT IM,385.35
92002,EYE EXAM NEW PATIENT,388.57
92012,EYE EXAM ESTABLISH PATIENT,341.18
92014,EYE EXAM&TX ESTAB PT 1/>VST,446.01
92015,DETERMINE REFRACTIVE STATE,140.58
92020,SPECIAL EYE EVALUATION,361.84
92250,EYE EXAM WITH PHOTOS,535.86
92285,EYE PHOTOGRAPHY,448.17
92504,EAR MICROSCOPY EXAMINATION,196.80
92511,NASOPHARYNGOSCOPY,698.58
92550,TYMPANOMETRY & REFLEX THRESH,218.12
92551,PURE TONE HEARING TEST AIR,132.26
92552,PURE TONE AUDIOMETRY AIR,186.15
92553,AUDIOMETRY AIR & BONE,284.12
92555,SPEECH THRESHOLD AUDIOMETRY,176.36
92556,SPEECH AUDIOMETRY COMPLETE,244.94
92557,COMPREHENSIVE HEARING TEST,499.65
92558,EVOKED AUDITORY TEST QUAL,240.00
92564,SISI HEARING TEST,235.14
92565,STENGER TEST PURE TONE,162.72
92567,TYMPANOMETRY,244.94
92568,ACOUSTIC REFL THRESHOLD TST,166.84
92570,ACOUSTIC IMMITANCE TESTING,360.07
92579,VISUAL AUDIOMETRY (VRA),342.91
92582,CONDITIONING PLAY AUDIOMETRY,391.89
92583,SELECT PICTURE AUDIOMETRY,249.32
92586,AUDITOR EVOKE POTENT LIMIT,852.45
92587,EVOKED AUDITORY TEST LIMITED,695.61
92588,EVOKED AUDITORY TST COMPLETE,911.13
92590,HEARING AID EXAM ONE EAR,538.86
92591,HEARING AID EXAM BOTH EARS,685.80
92592,HEARING AID CHECK ONE EAR,215.54
92593,HEARING AID CHECK BOTH EARS,352.71
92594,ELECTRO HEARNG AID TEST ONE,205.74
92595,ELECTRO HEARNG AID TST BOTH,406.83
92597,ORAL SPEECH DEVICE EVAL,"1,110.54"
92950,HEART/LUNG RESUSCITATION CPR,"2,021.47"
92960,CARDIOVERSION ELECTRIC EXT,"1,117.69"
93005,ELECTROCARDIOGRAM TRACING,225.00
93010,ELECTROCARDIOGRAM REPORT,147.31
93016,CARDIOVASCULAR STRESS TEST,295.25
93017,CARDIOVASCULAR STRESS TEST,720.11
93018,CARDIOVASCULAR STRESS TEST,324.06
93041,RHYTHM ECG TRACING,114.58
93042,RHYTHM ECG REPORT,143.20
93225,ECG MONIT/REPRT UP TO 48 HRS,874.25
93226,ECG MONIT/REPRT UP TO 48 HRS,"1,373.82"
93227,ECG MONIT/REPRT UP TO 48 HRS,468.87
93261,INTERROGATE SUBQ DEFIB,809.05
93279,PM DEVICE PROGR EVAL SNGL,622.48
93280,PM DEVICE PROGR EVAL DUAL,733.89
93281,PM DEVICE PROGR EVAL MULTI,864.93
93282,PRGRMG EVAL IMPLANTABLE DFB,799.41
93283,PRGRMG EVAL IMPLANTABLE DFB,969.75
93284,PRGRMG EVAL IMPLANTABLE DFB,"1,212.20"
93288,PM DEVICE EVAL IN PERSON,484.88
93289,INTERROG DEVICE EVAL HEART,740.43
93304,ECHO TRANSTHORACIC,670.99
93306,TTE W/DOPPLER COMPLETE,"4,141.32"
93307,TTE W/O DOPPLER COMPLETE,"2,661.50"
93308,TTE F-UP OR LMTD,691.47
93320,DOPPLER ECHO EXAM HEART,"1,500.13"
93325,DOPPLER COLOR FLOW ADD-ON,"1,790.47"
93880,EXTRACRANIAL BILAT STUDY,"1,961.25"
93924,LWR XTR VASC STDY BILAT,"3,084.29"
93925,LOWER EXTREMITY STUDY,"2,926.84"
93970,EXTREMITY STUDY,"2,560.39"
93971,EXTREMITY STUDY,"1,722.71"
94010,BREATHING CAPACITY TEST,513.90
94150,VITAL CAPACITY TEST,289.96
94375,RESPIRATORY FLOW VOLUME LOOP,486.79
94621,CARDIOPULM EXERCISE TESTING,"1,520.96"
94640,AIRWAY INHALATION TREATMENT,217.39
94660,POS AIRWAY PRESSURE CPAP,883.48
94664,EVALUATE PT USE OF INHALER,233.84
94681,EXHALED AIR ANALYSIS O2/CO2,"1,571.37"
94760,MEASURE BLOOD OXYGEN LEVEL,140.30
94761,MEASURE BLOOD OXYGEN LEVEL,244.05
95115,IMMUNOTHERAPY ONE INJECTION,73.34
95117,IMMUNOTHERAPY INJECTIONS,108.75
95808,POLYSOM ANY AGE 1-3> PARAM,"7,338.99"
95810,POLYSOM 6/> YRS 4/> PARAM,"7,762.39"
95811,POLYSOM 6/>YRS CPAP 4/> PARM,"8,764.45"
95992,CANALITH REPOSITIONING PROC,935.12
96360,HYDRATION IV INFUSION INIT,465.04
96361,HYDRATE IV INFUSION ADD-ON,188.65
96365,THER/PROPH/DIAG IV INF INIT,510.92
96366,THER/PROPH/DIAG IV INF ADDON,227.31
96367,TX/PROPH/DG ADDL SEQ IV INF,337.99
96368,THER/DIAG CONCURRENT INF,196.51
96371,SC THER INFUSION RESET PUMP,464.26
96372,THER/PROPH/DIAG INJ SC/IM,124.62
96373,THER/PROPH/DIAG INJ IA,150.85
96374,THER/PROPH/DIAG INJ IV PUSH,368.99
96375,TX/PRO/DX INJ NEW DRUG ADDON,314.55
96376,TX/PRO/DX INJ SAME DRUG ADON,229.52
96401,CHEMO ANTI-NEOPL SQ/IM,473.21
96402,CHEMO HORMON ANTINEOPL SQ/IM,258.11
96409,CHEMO IV PUSH SNGL DRUG,874.70
96413,CHEMO IV INFUSION 1 HR,"1,261.89"
96415,CHEMO IV INFUSION ADDL HR,325.90
96523,IRRIG DRUG DELIVERY DEVICE,168.89
96900,ULTRAVIOLET LIGHT THERAPY,136.77
97010,HOT OR COLD PACKS THERAPY,87.15
97014,ELECTRIC STIMULATION THERAPY,104.81
97597,RMVL DEVITAL TIS 20 CM/<,411.07
97602,WOUND(S) CARE NON-SELECTIVE,304.46
97605,NEG PRESS WOUND TX </=50 CM,281.26
97802,MEDICAL NUTRITION INDIV IN,118.99
97803,MED NUTRITION INDIV SUBSEQ,118.99
97804,MEDICAL NUTRITION GROUP,35.86
97810,ACUPUNCT W/O STIMUL 15 MIN,163.71
97811,ACUPUNCT W/O STIMUL ADDL 15M,140.31
97813,ACUPUNCT W/STIMUL 15 MIN,179.30
97814,ACUPUNCT W/STIMUL ADDL 15M,155.91
98925,OSTEOPATH MANJ 1-2 REGIONS,192.72
98926,OSTEOPATH MANJ 3-4 REGIONS,253.38
98927,OSTEOPATH MANJ 5-6 REGIONS,299.76
98928,OSTEOPATH MANJ 7-8 REGIONS,328.32
98941,CHIROPRACT MANJ 3-4 REGIONS,162.16
99000,SPECIMEN HANDLING OFFICE-LAB,146.50
99001,SPECIMEN HANDLING PT-LAB,97.51
99053,MED SERV 10PM-8AM 24 HR FAC,233.28
99152,MOD SED SAME PHYS/QHP 5/>YRS,457.77
99201,OFFICE/OUTPATIENT VISIT NEW,303.74
99202,OFFICE/OUTPATIENT VISIT NEW,378.56
99203,OFFICE/OUTPATIENT VISIT NEW,493.03
99204,OFFICE/OUTPATIENT VISIT NEW,704.33
99205,OFFICE/OUTPATIENT VISIT NEW,950.84
99211,OFFICE/OUTPATIENT VISIT EST,166.80
99212,OFFICE/OUTPATIENT VISIT EST,238.04
99213,OFFICE/OUTPATIENT VISIT EST,302.85
99214,OFFICE/OUTPATIENT VISIT EST,438.94
99215,OFFICE/OUTPATIENT VISIT EST,702.29
99217,OBSERVATION CARE DISCHARGE,555.60
99218,INITIAL OBSERVATION CARE,694.44
99219,INITIAL OBSERVATION CARE,944.50
99220,INITIAL OBSERVATION CARE,"1,185.26"
99221,INITIAL HOSPITAL CARE,883.11
99222,INITIAL HOSPITAL CARE,"1,189.81"
99223,INITIAL HOSPITAL CARE,"1,459.50"
99224,SUBSEQUENT OBSERVATION CARE,182.98
99225,SUBSEQUENT OBSERVATION CARE,522.66
99231,SUBSEQUENT HOSPITAL CARE,390.51
99232,SUBSEQUENT HOSPITAL CARE,551.82
99233,SUBSEQUENT HOSPITAL CARE,751.31
99234,OBSERV/HOSP SAME DATE,985.05
99235,OBSERV/HOSP SAME DATE,"1,337.28"
99236,OBSERV/HOSP SAME DATE,"1,683.36"
99238,HOSPITAL DISCHARGE DAY,603.72
99239,HOSPITAL DISCHARGE DAY,754.67
99241,OFFICE CONSULTATION,491.10
99242,OFFICE CONSULTATION,626.15
99243,OFFICE CONSULTATION,798.04
99244,OFFICE CONSULTATION,"1,043.60"
99245,OFFICE CONSULTATION,"1,317.78"
99251,INPATIENT CONSULTATION,530.99
99252,INPATIENT CONSULTATION,805.35
99253,INPATIENT CONSULTATION,991.20
99254,INPATIENT CONSULTATION,"1,239.00"
99255,INPATIENT CONSULTATION,"1,557.60"
99281,EMERGENCY DEPT VISIT,285.70
99282,EMERGENCY DEPT VISIT,408.14
99283,EMERGENCY DEPT VISIT,639.44
99284,EMERGENCY DEPT VISIT,925.13
99285,EMERGENCY DEPT VISIT,"1,326.48"
99291,CRITICAL CARE FIRST HOUR,"1,878.16"
99292,CRITICAL CARE ADDL 30 MIN,939.08
99304,NURSING FACILITY CARE INIT,511.73
99305,NURSING FACILITY CARE INIT,716.41
99306,NURSING FACILITY CARE INIT,869.93
99307,NURSING FAC CARE SUBSEQ,286.56
99308,NURSING FAC CARE SUBSEQ,388.90
99309,NURSING FAC CARE SUBSEQ,562.90
99310,NURSING FAC CARE SUBSEQ,767.83
99315,NURSING FAC DISCHARGE DAY,532.19
99316,NURSING FAC DISCHARGE DAY,665.24
99318,ANNUAL NURSING FAC ASSESSMNT,562.90
99324,DOMICIL/R-HOME VISIT NEW PAT,501.49
99325,DOMICIL/R-HOME VISIT NEW PAT,665.24
99326,DOMICIL/R-HOME VISIT NEW PAT,"1,009.28"
99327,DOMICIL/R-HOME VISIT NEW PAT,"1,362.31"
99328,DOMICIL/R-HOME VISIT NEW PAT,"1,603.17"
99334,DOMICIL/R-HOME VISIT EST PAT,358.20
99335,DOMICIL/R-HOME VISIT EST PAT,511.73
99336,DOMICIL/R-HOME VISIT EST PAT,767.58
99337,DOMICIL/R-HOME VISIT EST PAT,"1,414.71"
99339,DOMICIL/R-HOME CARE SUPERVIS,579.43
99340,DOMICIL/R-HOME CARE SUPERVIS,803.13
99341,HOME VISIT NEW PATIENT,465.66
99342,HOME VISIT NEW PATIENT,583.36
99343,HOME VISIT NEW PATIENT,"1,012.44"
99344,HOME VISIT NEW PATIENT,"1,074.59"
99345,HOME VISIT NEW PATIENT,"1,623.34"
99347,HOME VISIT EST PATIENT,363.31
99348,HOME VISIT EST PATIENT,465.66
99349,HOME VISIT EST PATIENT,675.48
99350,HOME VISIT EST PATIENT,"1,079.73"
