Department - Charge Category,Item Number - Charge ID,Description,Price
Pharmacy,00603-2407-21,baclofen 20 mg Tab,25.7
Pharmacy,50419-0451-01,estradiol 0.05 mg Patch-WK,68.45
Pharmacy,00904-6666-61,gabapentin 300 mg Cap,1
Pharmacy,42023-0120-06,liothyronine 10 mcg/mL Sol,2046.4
Pharmacy,00002-7140-01,abciximab 2 mg/mL Sol,1854.4
Pharmacy,00093-5059-98,atorvastatin 20 mg Tab,53.5
Pharmacy,00264-2201-00,sodium chloride 0.9% Sol,9.35
Pharmacy,00904-6235-61,pantoprazole 40 mg Tab,20.45
Pharmacy,00781-2693-75,temozolomide 100 mg Cap,1073.5
Pharmacy,00186-0120-01,lidocaine 2% Sol,87.6
Pharmacy,65862-0560-90,pantoprazole 40 mg Tab,26.35
Pharmacy,66993-0054-81,olanzapine 10 mg Tab-Dis,99.5
Pharmacy,00591-3974-06,deferoxamine 500 mg Powder-Inj,186.9
Pharmacy,00378-2046-01,tacrolimus 1 mg Cap,22.3
Pharmacy,00069-6001-25,fosphenytoin 100 mg PE/2 mL Sol,347.7
Pharmacy,00085-1328-01,posaconazole 40 mg/mL Sus,68.6
Pharmacy,76282-0405-05,gabapentin 600 mg Tab,12.1
Pharmacy,00904-6483-60,ursodiol 300 mg Cap,48.3
Pharmacy,51079-0812-20,nadolol 20 mg Tab,31
Pharmacy,52054-0550-22,albendazole 200 mg Tab,1126.2
Pharmacy,00781-6524-86,SUMAtriptan 5 mg/inh Spr,292.2
Pharmacy,00409-3505-01,meropenem 500 mg Pow,162.4
Pharmacy,25021-0211-20,oxaliplatin 50 mg Pow,1485.5
Pharmacy,00378-5042-91,stavudine 30 mg Cap,33.65
Pharmacy,00025-1451-34,misoprostol 100 mcg Tab,22.7
Pharmacy,76282-0340-01,naproxen 250 mg Tab,3.9
Pharmacy,00173-0665-18,atovaquone 31500  Susp,4557.4
Pharmacy,00338-1075-02,DOBUTamine 2 mg/mL-D5% Sol,400.8
Pharmacy,00409-7793-62,heparin 100 units/mL-D5% Sol,106.6
Pharmacy,66689-0055-99,acetaminophen 160 mg/5 mL Liq,12.75
Pharmacy,00378-4791-06,fluorouracil topical 5% Cre,1207.7
Pharmacy,55292-0701-55,hemin 313 mg Pow,26033.6
Pharmacy,63323-0286-30,ropivacaine 0.5% Sol,240.9
Pharmacy,61314-0126-05,ketorolac ophthalmic 0.5% Sol,448.4
Pharmacy,00591-3525-30,lidocaine topical 5 % Patch,46.85
Pharmacy,63323-0649-07,levothyroxine 100 mcg Powder-Inj,666.9
Pharmacy,00338-0023-03,parenteral nutrition solution Dextrose 10% in Water Sol,35.5
Pharmacy,00378-0085-01,carbidopa-levodopa 25 mg-100 mg Tab,4.4
Pharmacy,00003-5154-05,pravastatin 10 mg Tab,21.5
Pharmacy,00904-5734-11,nicotine 2 mg Gum,2.6
Pharmacy,00078-0566-51,everolimus 5 mg Tab,1869.9
Pharmacy,00045-1520-50,levofloxacin 250 mg Tab,77.45
Pharmacy,00409-4777-02,ciprofloxacin 400 mg/200 mL-5% Sol,46.35
Pharmacy,00168-0203-60,clindamycin topical 1% Lot,613
Pharmacy,00517-3450-25,sodium phosphate 150  Soln,84.5
Pharmacy,50111-0314-01,cyproheptadine 4 mg Tab,2.15
Pharmacy,00078-0311-54,calcitonin 200 intl units/inh Spr,1393.1
Pharmacy,24208-0590-64,tropicamide ophthalmic 0.5% Sol,125
Pharmacy,00009-0113-19,methylPREDNISolone sodium succinate 40 mg Pow,89.5
Pharmacy,00409-3178-03,EPINEPHrine-lidocaine 1:100000-1% Sol,93.9
Pharmacy,68094-0204-59,ranitidine 150  Syrup,40.55
Pharmacy,00085-1132-01,albuterol 90 mcg Aerosol,429.6
Pharmacy,AMBMED1082,esmolol Bag 1mg/mL 250mL,20
Pharmacy,33342-0055-07,pioglitazone 30 mg Tab,53.55
Pharmacy,58160-0905-52,"influenza virus vaccine, inactivated preservative-free quadrivalent Sus",101
Pharmacy,00904-5737-11,nicotine 4 mg Gum,2.6
Pharmacy,00781-1695-01,isosorbide dinitrate 20 mg Tab,6
Pharmacy,00093-7258-98,valacyclovir 500 mg Tab,4.9
Pharmacy,17478-0515-00,ePHEDrine 50 mg/mL Sol,368.5
Pharmacy,52544-0259-28,ethinyl estradiol-norethindrone 35 mcg-1 mg Tab,354.3
Pharmacy,68462-0165-05,carvedilol 25 mg Tab,10.6
Pharmacy,00074-6114-11,divalproex sodium 125 mg Cap-EC,10.1
Pharmacy,00002-3238-30,atomoxetine 18 mg Cap,61.3
Pharmacy,57894-0054-27,ustekinumab 5 mg/mL Sol,11535.5
Pharmacy,50458-0254-14,haloperidol decanoate 100 mg/mL Sol,1011.2
Pharmacy,62559-0530-01,propranolol 60 mg Cap,10.3
Pharmacy,67919-0020-10,alvimopan 12 mg Cap,802.6
Pharmacy,50111-0918-01,torsemide 100 mg Tab,15.25
Pharmacy,51079-0382-01,carbamazepine 200 mg Tab,1.8
Pharmacy,00078-0346-42,estradiol 0.1 mg/24 hours twice weekly Fil,82.8
Pharmacy,53014-0975-71,metolazone 2.5 mg Tab,13.2
Pharmacy,00527-1729-74,cocaine topical Soln,354.8
Pharmacy,00378-0414-01,fluvoxamine 100 mg Tab,13.2
Pharmacy,66993-0043-30,atomoxetine 40 mg Cap,77.3
Pharmacy,81370-0034-30,colloidal oatmeal topical 100% Powder,3.6
Pharmacy,00015-3080-60,mitotane 500 mg Tab,28.8
Pharmacy,66993-0054-30,OLANZapine 10 mg Tab,104.8
Pharmacy,00603-2338-21,acetaminophen-codeine 300 mg-30 mg Tab,2.75
Pharmacy,16714-0293-01,amoxicillin-clavulanate 400 mg-57 mg/5 mL Pow,3.55
Pharmacy,68209-0623-02,albumin human 5% Sol,630.5
Pharmacy,60258-0034-02,benzocaine topical 20% Spr,2.35
Pharmacy,66689-0711-16,methadone 5 mg/5 mL Sol,669.4
Pharmacy,50111-0433-03,traZODone 50 mg Tab,3.95
Pharmacy,AMBMED1063,diazepam rectal 10mg,1096.6
Pharmacy,00075-0620-40,enoxaparin 40  Soln,333
Pharmacy,00591-2715-01,methylphenidate 18 mg/24 hr Tab,48.7
Pharmacy,00832-1212-00,warfarin 2 mg Tab,3.25
Pharmacy,00781-2696-75,temozolomide 250 mg Cap,1900.2
Pharmacy,00603-2435-21,benztropine 2 mg Tab,2.6
Pharmacy,65162-0554-10,demeclocycline 150 mg Tab,47.05
Pharmacy,60429-0443-14,nicotine 7 mg Patch,11.6
Pharmacy,00517-0301-10,methylene blue 10 mg/mL Sol,84.5
Pharmacy,50383-0792-07,valproic acid 250 mg/5 mL Syr,3.9
Pharmacy,00093-8940-05,acyclovir 200 mg Cap,4.65
Pharmacy,60432-0561-60,triamcinolone topical 0.1% Lotion,212.1
Pharmacy,00054-4581-11,mercaptopurine 50 mg Tab,19.05
Pharmacy,50458-0606-01,paliperidone 273 mg/0.875 mL Sus,10298.9
Pharmacy,00049-4940-23,sertraline 20 mg/mL Con,1020.7
Pharmacy,68682-0302-10,pyridostigmine 60 mg Tab,5.65
Pharmacy,63323-0321-10,polymyxin B sulfate 500000 units Pow,167.9
Pharmacy,23778-1210-64,8-hydroxy quinoline sulfate-lanolin-petrolatum 0.3 % Ointment,25
Pharmacy,AMBMED1013,aripiprazole Tab 10mg,89.4
Pharmacy,47335-0083-50,DOXOrubicin liposomal 2 mg/mL Soln-IV,17283.2
Pharmacy,50268-0323-15,finasteride 5 mg Tab,15.8
Pharmacy,58160-0842-52,tetanus/diphth/pertuss (Tdap) adult/adol 5 units-2.5 units-18.5 mcg/0.5 mL Sus,208.6
Pharmacy,70347-0100-03,metoprolol 100 mg Tab,11.9
Pharmacy,00132-0301-40,mineral oil 100% Ene,10.45
Pharmacy,00941-0430-52,LVP solution Dextrose 2.5% with Electrolytes (Dianeal Low Calcium) Sol,35.5
Pharmacy,48818-0001-01,pralatrexate 20 mg/mL Sol,18869.8
Pharmacy,76014-0005-25,ePHEDrine 50 mg/mL Sol,331.7
Pharmacy,00088-2220-60,insulin glargine 300  Soln,336.1
Pharmacy,52544-0287-54,levonorgestrel 1.5 mg Tab,183.4
Pharmacy,60429-0357-30,buPROPion 150 mg/24 hours Tab,3.7
Pharmacy,00000-0082-05,acyclovir 200 mg / 5 mL Susp-Oral,7.3
Pharmacy,00591-3332-30,buPROPion 300 mg/24 hours Tab,23.85
Pharmacy,52343-0075-30,paroxetine 30 mg Tab,14.1
Pharmacy,54396-0111-11,oxandrolone 2 mg Tab,40.9
Pharmacy,00395-0247-92,benzoin topical Tincture,63.25
Pharmacy,00555-1131-11,deferoxamine 2 g Pow,507.3
Pharmacy,16714-0469-01,clonazePAM 0.5 mg Tab,3.8
Pharmacy,00378-9104-16,nitroglycerin ER Film,8.1
Pharmacy,31722-0220-01,benztropine 2 mg Tab,2.6
Pharmacy,63323-0763-05,PACLitaxel 6 mg/mL Sol,158.3
Pharmacy,67457-0475-20,vecuronium 20 mg Pow,125.9
Pharmacy,00065-0800-50,"ophthalmic irrigation, intraocular Soln",385.8
Pharmacy,66780-0212-01,exenatide 10 mcg/0.04 mL Sol,2319.1
Pharmacy,00074-3346-03,leuprolide 22.5 mg/3 months PWD,14445.4
Pharmacy,00338-0644-04,Amino Acids 10% Soln,20
Pharmacy,00517-7610-03,acetylcysteine 20% Sol,73.5
Pharmacy,60429-0059-01,mycophenolate mofetil 250 mg Cap,3
Pharmacy,13533-0318-05,"rabies immune globulin, human 300 intl units/mL Sol",2333.7
Pharmacy,67457-0220-05,isosulfan blue 10 mg/mL Sol,1073.3
Pharmacy,60429-0441-10,isosorbide dinitrate 10 mg Tab,5.2
Pharmacy,76282-0406-90,gabapentin 800 mg Tab,16.85
Pharmacy,AMBMED1272,mannitol 20% Bag 500mL,20
Pharmacy,00185-0640-01,lisinopril 40 mg Tab,7.9
Pharmacy,76282-0152-10,meloxicam 7.5 mg Tab,15
Pharmacy,49281-0416-50,"influenza virus vaccine, inactivated preservative-free quadrivalent Sus",107.9
Pharmacy,00904-7725-24,loperamide 2 mg Tab,1.35
Pharmacy,50111-0648-03,FLUoxetine 20 mg Cap,13.1
Pharmacy,00085-1754-01,ciprofloxacin 500 mg Tab,29.85
Pharmacy,390676,INTRADERMAL RABIES VACCINE 390676,490
Pharmacy,00173-0741-00,cefuroxime 5000  REC Powder,1260.7
Pharmacy,00904-6475-61,baclofen 10 mg Tab,2.55
Pharmacy,55566-2200-00,desmopressin 4 mcg/mL Injection,582
Pharmacy,00409-1775-10,glucose 25% Sol,107.9
Pharmacy,60429-0822-01,rOPINIRole 4 mg Tab,4.15
Pharmacy,00054-3751-44,morphine 20 mg/mL Con,3.15
Pharmacy,00378-2302-10,prazosin 2 mg Cap,6.65
Pharmacy,62756-0130-01,ondansetron 4 mg Tab,118.2
Pharmacy,00054-0028-21,cilostazol 50 mg Tab,9.15
Pharmacy,49281-0489-01,meningococcal polysaccharide vaccine single dose Pow,334.1
Pharmacy,51079-0821-01,levetiracetam 500 mg Tab,17.6
Pharmacy,00078-0777-35,sacubitril-valsartan 49 mg-51 mg Tab,42.15
Pharmacy,00603-0900-58,sorbitol 70% Liq,125
Pharmacy,76282-0257-01,nabumetone 500 mg Tab,6.5
Pharmacy,63323-0411-12,midazolam 1 mg/mL Sol,85
Pharmacy,63323-0180-01,pyridoxine 100 mg Soln,188.2
Pharmacy,49281-0278-10,diphtheria-tetanus toxoids (DT) pediatric Sus,243
Pharmacy,00143-9262-25,ceFAZolin 1 g Pow,35.5
Pharmacy,00378-1803-10,levothyroxine 50 mcg (0.05 mg) Tab,2.5
Pharmacy,66490-0650-20,diazepam 2.5 mg Kit,1317.7
Pharmacy,66993-0121-30,tranexamic acid 650 mg Tab,26.1
Pharmacy,00406-0136-01,methylphenidate 36 mg/24 hr Tab,32.9
Pharmacy,00703-6801-01,medroxyPROGESTERone 150  Susp,627.7
Pharmacy,51552-1536-01,epinephrine/lidocaine/tetracaine 1.8 mg-40 mg-5 mg/mL Top Sol 100 mL,1.7
Pharmacy,51079-0437-01,doxepin 25 mg Cap,2.15
Pharmacy,00078-0109-61,cycloSPORINE 50 mg/mL Soln-Inj,525
Pharmacy,17478-0510-02,physostigmine 1 mg/mL Sol,425.2
Pharmacy,00641-0367-21,dexamethasone 10 mg/mL Inj Sol 1 mL,85
Pharmacy,00472-0735-56,miconazole topical 2% Cre,16.5
Pharmacy,00781-2081-02,calcium acetate 667 mg Cap,3.95
Pharmacy,50474-0596-40,levETIRAcetam 750 mg Tab,62.1
Pharmacy,63323-0642-20,magnesium sulfate 50 % Soln-Inj,94.9
Pharmacy,51079-0984-00,lisinopril 40 mg Tab,7.4
Pharmacy,00591-0605-01,labetalol 100 mg Tab,2.55
Pharmacy,00703-4154-11,idarubicin 5  Soln,825.9
Pharmacy,67877-0223-10,gabapentin 300 mg Cap,6.7
Pharmacy,AMBMED1262,Prevacid ODT 15mg,31.5
Pharmacy,60758-0908-10,polymyxin B-trimethoprim ophthalmic 10000 units-1 mg/mL Sol,65.35
Pharmacy,00054-8500-16,lidocaine topical 2% Soln,6.3
Pharmacy,24338-0530-25,sotalol 5 mg/mL Sol,9.75
Pharmacy,10631-0093-62,triamcinolone topical Spray,1906.9
Pharmacy,49158-0506-10,etodolac 300 mg Cap,1.95
Pharmacy,67386-0611-52,benztropine 2  Soln,730.9
Pharmacy,54569-2279-02,tetracycline 250 mg Cap,1.95
Pharmacy,00006-4047-01,rotavirus vaccine Susp,408.8
Pharmacy,42543-0140-50,hydrocortisone 5 mg Tab,1.7
Pharmacy,08065-1839-05,sodium chondroitin-hyaluronate 40 mg-30 mg/mL Soln,782.8
Pharmacy,59762-0182-02,venlafaxine 150 mg Cap,25.45
Pharmacy,76329-3304-01,calcium chloride 100 mg/mL Sol,54
Pharmacy,16500-0023-24,aluminum sulfate-calcium acetate topical - Pow,4
Pharmacy,43547-0270-10,rOPINIRole 1 mg Tab,12.5
Pharmacy,68094-0217-62,loperamide 1 mg/5 mL Liq,6.85
Pharmacy,61570-0047-50,neomycin-polymyxin B sulfate topical 40 mg-200000 units/mL Soln,297.5
Pharmacy,00054-3555-63,methadone 500  Soln,199.4
Pharmacy,00904-1086-61,dipyridamole 25 mg Tab,1.95
Pharmacy,51079-0090-01,meclizine 25 mg Tab,4.3
Pharmacy,00406-0154-01,methylphenidate 54 mg/24 hr Tab,35.8
Pharmacy,00002-7669-01,ramucirumab 10 mg/mL Sol,7809.3
Pharmacy,51672-1297-02,clobetasol topical 0.05% Cre,22.75
Pharmacy,63304-0205-18,midazolam 236  Syrup,5.5
Pharmacy,00409-1660-20,dexmedetomidine 4 mcg/mL-NaCl 0.9% Sol,2220.5
Pharmacy,00395-1219-91,iodine topical 7% Tin,2.8
Pharmacy,00527-1325-01,digoxin 250 mcg (0.25 mg) Tab,11.5
Pharmacy,00517-1019-05,sodium thiosulfate 10% Soln,181.1
Pharmacy,00713-0631-60,fluticasone topical 0.05% Cre,4.85
Pharmacy,55513-0073-30,cinacalcet 30 mg Tab - Inpatient - 55513-0073-30,161.4
Pharmacy,50242-0040-62,omalizumab 150 mg REC Injection,3828.3
Pharmacy,60505-6026-05,cefoxitin 2 g Pow,222.5
Pharmacy,00781-5382-92,atorvastatin 20 mg Tab,27.5
Pharmacy,00603-5167-21,phenobarbital 64.8 mg Tab,4.25
Pharmacy,52343-0025-99,simvastatin 80 mg Tab,24.65
Pharmacy,16714-0393-02,cefdinir 250 mg/5 mL Pow,7.9
Pharmacy,00472-5002-08,phenytoin 125 mg/5 mL Sus,2.85
Pharmacy,59630-0300-65,nitroglycerin 0.4 mg Spr,968.3
Pharmacy,61748-0044-08,aminocaproic acid 1.25 g/5 mL Syr,19.3
Pharmacy,51991-0941-17,vancomycin 1 g Pow,84.5
Pharmacy,00093-3060-56,rasagiline 0.5 mg Tab,125
Pharmacy,55513-0190-01,pegfilgrastim 6 mg Soln,26795
Pharmacy,51672-2114-02,acetaminophen 80 mg Sup,4.05
Pharmacy,51079-0035-20,levofloxacin 500 mg Tab,96.4
Pharmacy,00173-0742-00,abacavir-lamivudine 600 mg-300 mg Tab,178.9
Pharmacy,AMBMED1183,morphine inj 2mg/1mL,20
Pharmacy,00054-0109-25,ramipril 10 mg Cap,1.3
Pharmacy,00603-2214-21,amitriptyline 50 mg Tab,6.35
Pharmacy,00143-1763-01,trihexyphenidyl 5 mg Tab,1.85
Pharmacy,00904-6453-61,DULoxetine 30 mg Cap,29.65
Pharmacy,41100-0820-73,polyethylene glycol 3350 REC Powder,43.95
Pharmacy,66993-0680-30,OLANZapine 2.5 mg Tab,55.95
Pharmacy,00000-0501-01,pentobarbital 50 mg/mL Soln-Inj,180.3
Pharmacy,42291-0367-10,lamoTRIgine 100 mg Tab,23.7
Pharmacy,10019-0926-02,ifosfamide 3 g Pow,901.7
Pharmacy,00603-4248-21,LORazepam 2 mg Tab,6.45
Pharmacy,62175-0892-41,atorvastatin 40 mg Tab,28.85
Pharmacy,43386-0090-19,polyethylene glycol 3350 with electrolytes - Pow,105.6
Pharmacy,63323-0406-03,caffeine citrate 20 mg/mL Liq,242.3
Pharmacy,00536-3112-01,nicotine 2 mg Gum,2
Pharmacy,51079-0425-20,glimepiride 2 mg Tab,6.15
Pharmacy,36000-0162-10,norepinephrine 1 mg/mL Sol,112.1
Pharmacy,63739-0265-10,lithium 300 mg Cap,1.1
Pharmacy,78112-0011-03,phenol topical 1.4% Spr,22.8
Pharmacy,65250-0266-09,bupivacaine liposome 1.3% (13.3 mg/mL) Sus,962.8
Pharmacy,00121-0638-05,dextromethorphan-guaifenesin 10 mg-100 mg/5 mL Liquid,3.3
Pharmacy,67253-0203-20,penicillin V potassium 250 mg/5 mL Pow,35
Pharmacy,00409-3178-02,EPINEPHrine-lidocaine 1:100000-1% Inj Sol 30 mL,106.2
Pharmacy,00378-3701-59,rizatriptan 5 mg Tab,147.8
Pharmacy,59417-0104-10,lisdexamfetamine 40 mg Cap,54.15
Pharmacy,00172-5312-00,ciprofloxacin 500 mg Tab,27
Pharmacy,57664-0118-88,verapamil 240 mg/12 hours Tab,13
Pharmacy,60429-0662-01,ursodiol 300 mg Cap,26.3
Pharmacy,45802-0580-84,scopolamine 1.3 mg Fil,96.3
Pharmacy,00078-0860-01,ribociclib 200 mg Tab,1055.8
Pharmacy,43598-0210-50,silver sulfADIAZINE topical 1% Cre,74.4
Pharmacy,00005-1971-01,pneumococcal 13-valent vaccine 1 - Susp-Inj,1524.7
Pharmacy,00832-0086-00,fluoxymesterone 10 mg Tab,28.9
Pharmacy,67877-0561-01,metFORMIN 500 mg Tab,3.6
Pharmacy,51407-0524-01,clonazePAM 0.5 mg Tab,1.3
Pharmacy,00074-4456-04,sevoflurane Liquid,841.1
Pharmacy,68382-0196-16,pramipexole 0.125 mg Tab,16.25
Pharmacy,00004-0259-01,mycophenolate mofetil 250 mg Cap,46.3
Pharmacy,24208-0385-56,"sodium chloride, hypertonic, ophthalmic 5% Oin",73.85
Pharmacy,31722-0574-47,levETIRAcetam 100 mg/mL Sol,3.3
Pharmacy,58160-0812-52,"diphtheria/pertussis,acel/tetanus/polio - Sus",356.1
Pharmacy,66582-0312-31,ezetimibe-simvastatin 10 mg-20 mg Tab,62.2
Pharmacy,51079-0881-01,clonazepam 0 mg Tab,4
Pharmacy,23155-0120-01,acetaZOLAMIDE 500 mg Cap,21.5
Pharmacy,00075-0623-00,enoxaparin 100  Soln,636.3
Pharmacy,00555-0899-02,estradiol 0.5 mg Tab,2.8
Pharmacy,00003-0894-21,apixaban 5 mg Tab,38.85
Pharmacy,00093-0039-01,lamotrigine 25 mg Tab,20.8
Pharmacy,76478-0711-40,chlorothiazide 0.5 g Pow,2399.3
Pharmacy,60977-0141-01,pralidoxime 1 gm REC Injection,774.2
Pharmacy,00069-3130-19,azithromycin 200 mg/5 mL Pow,38.8
Pharmacy,47335-0082-50,DOXOrubicin liposomal 2 mg/mL Soln-IV,6922.5
Pharmacy,00078-0518-24,ocular lubricant preserved Sol,36.75
Pharmacy,00168-0275-45,metronidazole topical 0.75% Gel,697.1
Pharmacy,63739-0442-01,ibuprofen 400 mg Tab,1.1
Pharmacy,00115-1030-01,primidone 50 mg Tab,2.5
Pharmacy,00603-2109-28,amLODIPine 5 mg Tab,9.55
Pharmacy,60574-4114-01,palivizumab 50  Soln,6801.2
Pharmacy,00056-0510-30,efavirenz 600 mg Tab,192.9
Pharmacy,00121-0577-16,lactulose 10 g/15 mL Syr,173.5
Pharmacy,51079-0886-20,metoclopramide 5 mg Tab,4.55
Pharmacy,62756-0250-83,anastrozole 1 mg Tab,67.5
Pharmacy,24208-0411-05,brimonidine ophthalmic 0.2% Soln,91
Pharmacy,51079-0538-01,loratadine 10 mg Tab,4.3
Pharmacy,00641-6015-10,diltiazem 5 mg/mL Sol,79.55
Pharmacy,00536-1086-91,ocular lubricant - Oint-Ophth,79.05
Pharmacy,49348-0905-47,guaiFENesin 600 mg Tab,2.5
Pharmacy,00093-4235-01,nadolol 20 mg Tab,17
Pharmacy,00000-0527-04,methadone 10 mg/mL Soln-Oral Conc,2.1
Pharmacy,59365-6065-01,ferric subsulfate topical - Sol,7.4
Pharmacy,24486-0602-10,hyoscyamine 0 mg Tab-ER,8.1
Pharmacy,13668-0010-05,citalopram 20 mg Tab,12.85
Pharmacy,63323-0269-10,propofol 10 mg/mL EMU,50.35
Pharmacy,00049-3990-60,ziprasidone 80 mg Cap,140.1
Pharmacy,51224-0162-12,aluminum sulfate-calcium acetate topical - Pow,5.7
Pharmacy,58160-0821-46,hepatitis B vaccine adult 20 mcg/mL Sus,295
Pharmacy,00641-6044-25,LORazepam 2 mg/mL Sol,85
Pharmacy,66685-1012-02,amoxicillin-clavulanate 400 mg-57 mg/5 mL Pow,3.45
Pharmacy,00603-5765-21,spironolactone 100 mg Tab,7.15
Pharmacy,00548-1140-00,phytonadione 1 mg/0.5 mL Sol,64.45
Pharmacy,00904-6506-61,memantine 10 mg Tab,4.8
Pharmacy,41167-0580-05,triamcinolone nasal 55 mcg/spray Spray-Nasal,93.6
Pharmacy,00182-1535-89,doxycycline 100 mg Tab,2.65
Pharmacy,00536-3029-23,nicotine 2 mg Gum,1.45
Pharmacy,61314-0016-01,proparacaine ophthalmic 0.5% Sol,138
Pharmacy,51079-0170-20,metoprolol 50 mg Tab,5.85
Pharmacy,58914-0170-14,sucralfate 1 g/10 mL Sus,8.95
Pharmacy,00781-1397-01,haloperidol 10 mg Tab,7.2
Pharmacy,00378-0028-01,nadolol 20 mg Tab,17
Pharmacy,16714-0613-04,sertraline 100 mg Tab,13.8
Pharmacy,55513-0546-01,filgrastim 480 mcg/1.6 mL Sol,2029.6
Pharmacy,00000-0245-05,acetaminophen-codeine 120 mg-12 mg/5 mL Soln-Oral,1.55
Pharmacy,00172-5413-60,fluconazole 200 mg Tab,68.05
Pharmacy,51079-0450-01,amlodipine 2.5 mg Tab,8.65
Pharmacy,42023-0105-01,methohexital 500 mg REC Injection,585.1
Pharmacy,00054-0229-20,QUEtiapine 50 mg Tab,32.85
Pharmacy,00078-0526-87,nilotinib 200 mg Cap,579.9
Pharmacy,60505-0260-01,metformin 500 mg Tab,3.75
Pharmacy,68084-0269-11,hydroxychloroquine 200 mg Tab,3
Pharmacy,00093-7351-56,lansoprazole 30 mg Cap,11.3
Pharmacy,49884-0406-01,metoprolol 100 mg Tab-ER,7.95
Pharmacy,49884-0907-38,megestrol 40 mg/mL Sus,3
Pharmacy,61553-0107-02,fentaNYL 5 mcg/mL-0.9% Sol,297.1
Pharmacy,61314-0204-15,pilocarpine ophthalmic 2% Soln,428.5
Pharmacy,66758-0043-01,paclitaxel 30  Soln,479.5
Pharmacy,00002-1433-80,dulaglutide 0.75 mg/0.5 mL Sol,1105.6
Pharmacy,59011-0440-20,oxycodone 40 mg Tab-ER,65.7
Pharmacy,51862-0273-01,cloZAPine 100 mg Tab,16.65
Pharmacy,59676-0303-00,epoetin alfa 3000  Soln,376.4
Pharmacy,00006-3941-01,fosaprepitant 150 mg Powder-Inj,210.8
Pharmacy,00781-6153-94,penicillin G sodium 5000000 units Pow,456.3
Pharmacy,76329-3339-01,atropine 0.1 mg/mL Sol,114.9
Pharmacy,00536-1995-53,selenium sulfide topical 1% Sha,22.85
Pharmacy,53746-0253-05,ranitidine 150 mg Tab,8.6
Pharmacy,62584-0693-21,doxycycline hyclate 100 mg Tab,27.95
Pharmacy,00574-7050-12,bisacodyl 10 mg Sup,1.15
Pharmacy,63323-0269-50,propofol 500  Emulsion,188
Pharmacy,51079-0462-01,risperidone 1 mg Tab,227.1
Pharmacy,00406-9960-01,temazepam 7.5 mg Cap,49.75
Pharmacy,43547-0414-50,lisinopril 2.5 mg Tab,3.25
Pharmacy,51079-0598-01,clindamycin 150 mg Cap,5.75
Pharmacy,68084-0875-01,montelukast 10 mg Tab,27.6
Pharmacy,50458-0563-01,paliperidone 156 mg/mL Sus,6331.2
Pharmacy,00713-0102-06,glycerin 1 - Supp,1.1
Pharmacy,00264-3153-11,ceftriaxone 1  Soln,143.6
Pharmacy,63739-0266-10,ranitidine 150 mg Tab,8
Pharmacy,00173-0113-18,zidovudine 2400  Syrup,321.2
Pharmacy,48102-0007-35,bacitracin ophthalmic Ointment,329.4
Pharmacy,63323-0495-07,lidocaine 2% preservative-free Sol,88.1
Pharmacy,62175-0581-37,verapamil 180 mg Cap-ER,35
Pharmacy,49281-0860-10,"poliovirus vaccine, inactivated Susp",1623.9
Pharmacy,57237-0041-01,penicillin V potassium 500 mg Tab,3.9
Pharmacy,00065-0246-10,betaxolol ophthalmic 0.25% Susp,1460.1
Pharmacy,00071-1019-68,pregabalin 225 mg Cap,40.95
Pharmacy,00378-4028-01,doxazosin 8 mg Tab,7.45
Pharmacy,00093-2268-05,amoxicillin 250 mg Tab-Chew,3.3
Pharmacy,00004-0143-01,calcitriol 0.25 mcg Cap,7
Pharmacy,00093-1721-01,warfarin 5 mg Tab,3.35
Pharmacy,60977-0155-03,glycopyrrolate 0.2 mg/mL Sol,85
Pharmacy,00409-7923-13,LVP solution Dextrose 5% in Water Sol,36.05
Pharmacy,00409-4031-01,mannitol 25% Sol,37.6
Pharmacy,00603-4486-21,methocarbamol 750 mg Tab,3.65
Pharmacy,00074-7069-11,levothyroxine 150 mcg (0.15 mg) Tab,6.6
Pharmacy,69918-0301-30,tranexamic acid 650 mg Tab,26.1
Pharmacy,00597-0053-45,glucagon recombinant 1 mg Pow,1043.2
Pharmacy,44206-0438-20,immune globulin intravenous 10% Sol,15999.5
Pharmacy,10119-0002-52,"ophthalmic irrigation, extraocular - Sol",16.9
Pharmacy,37000-0803-01,oxymetazoline nasal 0.05% Spr,29.75
Pharmacy,00006-3941-32,fosaprepitant 150 mg Pow,1883.5
Pharmacy,58160-0811-11,"diphtheria/hepB/pertussis,acel/polio/tetanus Susp",397.7
Pharmacy,00187-5164-20,tretinoin topical 0.1% Cre,880.2
Pharmacy,63032-0090-25,acitretin 10 mg Cap,97.9
Pharmacy,39822-0412-06,tobramycin 1 gm REC Injection,1415.5
Pharmacy,00904-6585-61,buPROPion 150 mg/12 hours Tab,3.6
Pharmacy,51079-0892-20,bumetanide 1 mg Tab,2.05
Pharmacy,00003-3774-12,nivolumab 100 mg/mL Soln-Inj,18615.5
Pharmacy,00904-6422-13,polyethylene glycol 3350 - Pow,5.35
Pharmacy,61703-0359-93,epirubicin 2 mg/mL Sol,459.7
Pharmacy,00378-5210-05,amLODIPine 10 mg Tab,11.9
Pharmacy,63739-0454-10,metoprolol 100 mg Tab,8.7
Pharmacy,45802-0210-02,nitroglycerin 0.4 mg Spr,1424.5
Pharmacy,00409-6727-23,magnesium sulfate 1 g/100 mL-D5% 1000  Soln,99.1
