NewYork-Presbyterian Standard Hospital Charges 2019,,
,,
Category,Charge Description,Price
IMPLANTABLES/MEDICAL SUPPLIES,HYPERSOFT 3D COIL 4.0MMX6CM,"$3,675.00"
IMPLANTABLES/MEDICAL SUPPLIES,HYPERSOFT 3D COIL 4.0MMX8CM,"$3,675.00"
IMPLANTABLES/MEDICAL SUPPLIES,HYPERSOFT 3D COIL 5.0MMX10CM,"$3,675.00"
IMPLANTABLES/MEDICAL SUPPLIES,HYPERSOFT 3D COIL 5.0MMX15CM,"$3,675.00"
IMPLANTABLES/MEDICAL SUPPLIES,HYPERSOFT SD VASC COIL 2MMX6CM,"$3,675.00"
IMPLANTABLES/MEDICAL SUPPLIES,HYPERSOFT SD VASC COIL 2MMX8CM,"$3,675.00"
IMPLANTABLES/MEDICAL SUPPLIES,HYPERSOFT SD VASC COIL 2.5MMX8,"$3,675.00"
IMPLANTABLES/MEDICAL SUPPLIES,HYPERSOFT SD VASC COIL 3MMX8CM,"$3,675.00"
IMPLANTABLES/MEDICAL SUPPLIES,HYPERSOFT SD VASC COIL 3MMX10,"$3,675.00"
IMPLANTABLES/MEDICAL SUPPLIES,HYPERSOFT SD VASC COIL 4MMX15,"$3,675.00"
IMPLANTABLES/MEDICAL SUPPLIES,HYPERSOFT SD VASC COIL5MMX20CM,"$3,675.00"
IMPLANTABLES/MEDICAL SUPPLIES,HYPERSOFT SD VASC COIL6MMX20CM,"$3,675.00"
IMPLANTABLES/MEDICAL SUPPLIES,MESH MICRO 120X120X.2MM,"$3,696.00"
IMPLANTABLES/MEDICAL SUPPLIES,CONSTELLA ENDOILLUMINATOR 20G,"$3,696.00"
IMPLANTABLES/MEDICAL SUPPLIES,PLATE P/HUM LNG 6SH 3.5X160MM,"$3,698.21"
IMPLANTABLES/MEDICAL SUPPLIES,DELTA HIP HEAD +5X28MM,"$3,699.50"
IMPLANTABLES/MEDICAL SUPPLIES,NAIL-EX FEM CANN TI STL 13X340,"$3,706.53"
IMPLANTABLES/MEDICAL SUPPLIES,NAIL-EX FEM CANN TI 13X380MM,"$3,706.53"
IMPLANTABLES/MEDICAL SUPPLIES,TENDON GRACILIS,"$3,710.00"
IMPLANTABLES/MEDICAL SUPPLIES,64 CONTACT ELECTRODE GRID,"$3,718.40"
IMPLANTABLES/MEDICAL SUPPLIES,RECT PTFE PATCH 9.4X4.8MM,$2.24
IMPLANTABLES/MEDICAL SUPPLIES,RX BAL PTA CATH 4X40MMX130CM,"$3,500.00"
IMPLANTABLES/MEDICAL SUPPLIES,RX BAL PTA CATH 4X80MMX130CM,"$3,500.00"
IMPLANTABLES/MEDICAL SUPPLIES,RX BAL PTA CATH 5X100MMX130CM,"$3,500.00"
IMPLANTABLES/MEDICAL SUPPLIES,RX BAL PTA CATH 5X40MMX130CM,"$3,500.00"
IMPLANTABLES/MEDICAL SUPPLIES,SPACER CORT/CANC ACF LORDC 5MM,"$3,729.60"
IMPLANTABLES/MEDICAL SUPPLIES,SPACER CORT/CANC ACF LORDC 6MM,"$3,729.60"
IMPLANTABLES/MEDICAL SUPPLIES,SPACER CORT/CANC ACF LORDC 8MM,"$3,729.60"
IMPLANTABLES/MEDICAL SUPPLIES,SPACER CORT/CANC ACF LORDC 7MM,"$3,729.60"
IMPLANTABLES/MEDICAL SUPPLIES,RT LNG PROX HUM NAIL 8X240MM,"$3,735.68"
IMPLANTABLES/MEDICAL SUPPLIES,UPSYLON Y-MESH,"$3,738.00"
IMPLANTABLES/MEDICAL SUPPLIES,SUBS BONE EXTENDER GRAFT 5.0CC,"$3,738.00"
IMPLANTABLES/MEDICAL SUPPLIES,PLATE TIB PROX 4H 3.5X87MM R,"$3,747.54"
IMPLANTABLES/MEDICAL SUPPLIES,SPACER ALLOGRAFT 7DEG 10X16MM,"$3,752.00"
IMPLANTABLES/MEDICAL SUPPLIES,REFLEX DISTAL CATH 5FX8X125CM,"$3,768.80"
IMPLANTABLES/MEDICAL SUPPLIES,REFLEX DISTAL CATH 5FX8X115CM,"$3,768.80"
IMPLANTABLES/MEDICAL SUPPLIES,TISS EXPANDR 400CC 6.3X11X12,"$3,780.00"
IMPLANTABLES/MEDICAL SUPPLIES,TISS EXPANDR 500CC 6.7X12X13,"$3,780.00"
IMPLANTABLES/MEDICAL SUPPLIES,TISS EXPANDR 600CC 7.1X13X14,"$3,780.00"
IMPLANTABLES/MEDICAL SUPPLIES,SCREW CORT FIX FENEST 5X35MM,"$3,780.00"
IMPLANTABLES/MEDICAL SUPPLIES,12H LT XART DIST HUM PLATE 166,"$3,806.18"
IMPLANTABLES/MEDICAL SUPPLIES,PSL CERAMIC HA HIP CUP 48MM,"$3,808.48"
IMPLANTABLES/MEDICAL SUPPLIES,VAR ANG MESH LOCK PLATE 5X12H,"$3,811.65"
IMPLANTABLES/MEDICAL SUPPLIES,WRI MED.TECH VA PLATES/SCREWS,"$3,813.60"
IMPLANTABLES/MEDICAL SUPPLIES,SCREW TI POLY CANC 3.5X10MM,"$3,819.20"
IMPLANTABLES/MEDICAL SUPPLIES,SCREW POLY CANC 3.5X16MM,"$3,819.20"
IMPLANTABLES/MEDICAL SUPPLIES,SCREW TI POLY CANC 3.5X20MM,"$3,819.20"
IMPLANTABLES/MEDICAL SUPPLIES,SCREW POLY CANN PANGEA 7X40MM,"$3,823.68"
IMPLANTABLES/MEDICAL SUPPLIES,MESH SURG RECT PHASIX ST7X10CM,"$3,824.16"
IMPLANTABLES/MEDICAL SUPPLIES,PROBE MARKING NVISIONVLE 17MM,"$3,832.50"
IMPLANTABLES/MEDICAL SUPPLIES,PROBE MARKING NVISIONVLE 20MM,"$3,832.50"
IMPLANTABLES/MEDICAL SUPPLIES,PLATE TI 1 LVL 12MM VECTRA,"$3,840.60"
IMPLANTABLES/MEDICAL SUPPLIES,8H PROX HUM PLATE 3.5X196MM,"$3,841.49"
IMPLANTABLES/MEDICAL SUPPLIES,LT TROCH NAIL 130D 10X34MM,"$3,849.05"
IMPLANTABLES/MEDICAL SUPPLIES,IMP TESTICLE SALINE LG,"$3,850.00"
IMPLANTABLES/MEDICAL SUPPLIES,IMP TESTICLE SALINE MED,"$3,850.00"
IMPLANTABLES/MEDICAL SUPPLIES,IMP TESTICLE SALINE SM,"$3,850.00"
IMPLANTABLES/MEDICAL SUPPLIES,PROMUS MR COR STENT 2.25X8MM,"$3,850.00"
IMPLANTABLES/MEDICAL SUPPLIES,PROMUS MR COR STENT 2.25X12MM,"$3,850.00"
IMPLANTABLES/MEDICAL SUPPLIES,PROMUS MR COR STENT 2.25X20MM,"$3,850.00"
IMPLANTABLES/MEDICAL SUPPLIES,PROMUS MR COR STENT 2.25X32MM,"$3,850.00"
IMPLANTABLES/MEDICAL SUPPLIES,PROMUS MR COR STENT 2.50X12MM,"$3,850.00"
IMPLANTABLES/MEDICAL SUPPLIES,PROMUS MR COR STENT 2.50X16MM,"$3,850.00"
IMPLANTABLES/MEDICAL SUPPLIES,PROMUS MR COR STENT 2.50X20MM,"$3,850.00"
IMPLANTABLES/MEDICAL SUPPLIES,PROMUS MR COR STENT 2.50X38MM,"$3,850.00"
IMPLANTABLES/MEDICAL SUPPLIES,PROMUS MR COR STENT 2.75X20MM,"$3,850.00"
IMPLANTABLES/MEDICAL SUPPLIES,PROMUS MR COR STENT 2.75X32MM,"$3,850.00"
IMPLANTABLES/MEDICAL SUPPLIES,PROMUS MR COR STENT 3.00X12MM,"$3,850.00"
IMPLANTABLES/MEDICAL SUPPLIES,PROMUS MR COR STENT 3.00X16MM,"$3,850.00"
IMPLANTABLES/MEDICAL SUPPLIES,PROMUS MR COR STENT 3.00X20MM,"$3,850.00"
IMPLANTABLES/MEDICAL SUPPLIES,PROMUS MR COR STENT 3.00X28MM,"$3,850.00"
IMPLANTABLES/MEDICAL SUPPLIES,PROMUS MR COR STENT 3.00X38MM,"$3,850.00"
IMPLANTABLES/MEDICAL SUPPLIES,PROMUS MR COR STENT 3.50X12MM,"$3,850.00"
IMPLANTABLES/MEDICAL SUPPLIES,PROMUS MR COR STENT 3.50X16MM,"$3,850.00"
IMPLANTABLES/MEDICAL SUPPLIES,PROMUS MR COR STENT 3.50X20MM,"$3,850.00"
IMPLANTABLES/MEDICAL SUPPLIES,PROMUS MR COR STENT 3.50X24MM,"$3,850.00"
IMPLANTABLES/MEDICAL SUPPLIES,PROMUS MR COR STENT 3.50X32MM,"$3,850.00"
IMPLANTABLES/MEDICAL SUPPLIES,PROMUS MR COR STENT 3.50X38MM,"$3,850.00"
IMPLANTABLES/MEDICAL SUPPLIES,PROMUS MR COR STENT 4.00X8MM,"$3,850.00"
IMPLANTABLES/MEDICAL SUPPLIES,PROMUS MR COR STENT 4.00X16MM,"$3,850.00"
IMPLANTABLES/MEDICAL SUPPLIES,PROMUS MR COR STENT 4.00X20MM,"$3,850.00"
IMPLANTABLES/MEDICAL SUPPLIES,PROMUS MR COR STENT 4.00X24MM,"$3,850.00"
IMPLANTABLES/MEDICAL SUPPLIES,PROMUS MR COR STENT 4.00X38MM,"$3,850.00"
IMPLANTABLES/MEDICAL SUPPLIES,4H LT PROX TIB PLATE 3.5X87MM,"$3,880.51"
IMPLANTABLES/MEDICAL SUPPLIES,HALO360 ABLAT CATH 4X25X3CM,"$3,886.40"
IMPLANTABLES/MEDICAL SUPPLIES,PLATE TIB DIST STL 8H 172MM L,"$3,907.01"
IMPLANTABLES/MEDICAL SUPPLIES,IMAGING CATH 2.7F X 135CM,"$3,920.00"
IMPLANTABLES/MEDICAL SUPPLIES,COMPLIANT OCCL CATH 4X10MM,"$3,920.00"
IMPLANTABLES/MEDICAL SUPPLIES,COMPLIANT OCCL CATH 4X15MM,"$3,920.00"
IMPLANTABLES/MEDICAL SUPPLIES,COMPLIANT OCCL CATH 4X20MM,"$3,920.00"
IMPLANTABLES/MEDICAL SUPPLIES,PROMUS MR COR STENT 3.00X24MM,"$3,920.00"
IMPLANTABLES/MEDICAL SUPPLIES,PREMIER OTW STENT 4.00X20MM,"$3,920.00"
IMPLANTABLES/MEDICAL SUPPLIES,FEM HIP STEM 132D SZ6 37X158MM,"$3,920.00"
IMPLANTABLES/MEDICAL SUPPLIES,FEM HIP STEM 132D SZ4 35X137MM,"$3,920.00"
IMPLANTABLES/MEDICAL SUPPLIES,FEM HIP STEM 132D SZ5 145X37MM,"$3,920.00"
IMPLANTABLES/MEDICAL SUPPLIES,FEM HIP STEM 132D SZ3 131X35MM,"$3,920.00"
IMPLANTABLES/MEDICAL SUPPLIES,DEVICE PATIENT SLEEP REMOTE,"$3,920.00"
IMPLANTABLES/MEDICAL SUPPLIES,STEM FEM HIP 132D SZ7 158MM,"$3,920.00"
IMPLANTABLES/MEDICAL SUPPLIES,STEM FEM HIP 127D SZ5 145MM,"$3,920.00"
IMPLANTABLES/MEDICAL SUPPLIES,RX BAL PTA CATH 6X40MMX130CM,"$3,500.00"
IMPLANTABLES/MEDICAL SUPPLIES,STEM HIP FEM CMNT 2X124MM,"$3,920.00"
IMPLANTABLES/MEDICAL SUPPLIES,4H RT PROX TIB PLATE 3.5X87MM,"$3,924.48"
IMPLANTABLES/MEDICAL SUPPLIES,SCREW CANN MULT-AX 9.5X100MM,"$3,955.00"
IMPLANTABLES/MEDICAL SUPPLIES,SCREW CANN MULT-AX 9.5X90MM,"$3,955.00"
IMPLANTABLES/MEDICAL SUPPLIES,SCREW TI CORTEX POLY 3.5X 26MM,"$3,955.84"
IMPLANTABLES/MEDICAL SUPPLIES,SCREW TI POLY CANC 4.5X22MM,"$3,955.84"
IMPLANTABLES/MEDICAL SUPPLIES,SCREW TI CORTEX POLY 3.5 X36MM,"$3,955.84"
IMPLANTABLES/MEDICAL SUPPLIES,PLATE TIB PROX 4H 3.5X87MM L,"$3,962.95"
IMPLANTABLES/MEDICAL SUPPLIES,PLATE TIB PROX 6H 3.5X117MM R,"$3,969.73"
IMPLANTABLES/MEDICAL SUPPLIES,10H LNG P/HUM PLATE 3.5X232MM,"$3,984.76"
IMPLANTABLES/MEDICAL SUPPLIES,22P SPLIT HANDLE CATH 15-25MM,"$3,992.80"
IMPLANTABLES/MEDICAL SUPPLIES,6H RT PROX TIB PLATE 3.5X117MM,"$4,008.65"
IMPLANTABLES/MEDICAL SUPPLIES,6H LT PROX TIB PLATE 3.5X117MM,"$4,008.65"
IMPLANTABLES/MEDICAL SUPPLIES,6H LT PROX FIB PLATE 3.5X117MM,"$4,008.65"
IMPLANTABLES/MEDICAL SUPPLIES,OVAL SURG MESH 20X30X1MM,"$4,020.80"
IMPLANTABLES/MEDICAL SUPPLIES,SYNECORE BIOMAT 15X20CM MESH,"$4,020.80"
IMPLANTABLES/MEDICAL SUPPLIES,SDK3900 LOCATABLE PROC GUIDE,"$4,021.50"
IMPLANTABLES/MEDICAL SUPPLIES,PROCEDURE KIT 45 DEG EDGE,"$4,021.50"
IMPLANTABLES/MEDICAL SUPPLIES,EDGE 180 PROCEDURE KIT,"$4,021.50"
IMPLANTABLES/MEDICAL SUPPLIES,RESORB-XG MESH 52X52MM,"$4,034.80"
IMPLANTABLES/MEDICAL SUPPLIES,K2 QUAD EP ABLAT CATH 8FX10MM,"$4,060.00"
IMPLANTABLES/MEDICAL SUPPLIES,STD CURV ABLAT CATH 8F 10MM,"$4,060.00"
IMPLANTABLES/MEDICAL SUPPLIES,QUICKCAS CATH ADVANCEMENT SYS,"$4,060.00"
IMPLANTABLES/MEDICAL SUPPLIES,ACTICON BALL SPHINCT 51-60CM,"$4,063.55"
IMPLANTABLES/MEDICAL SUPPLIES,ACTICON BALL SPHINCT 71-80CM,"$4,063.55"
IMPLANTABLES/MEDICAL SUPPLIES,ROD TI OCCIPITAL PLATE,"$4,100.04"
IMPLANTABLES/MEDICAL SUPPLIES,PLATE TIB DIST 6H 112MM L,"$4,109.36"
IMPLANTABLES/MEDICAL SUPPLIES,PERIPH NERVE GUIDE 2MMX2CM,"$4,116.00"
IMPLANTABLES/MEDICAL SUPPLIES,S18 BILIARY STENT 4.5X16MM,"$4,116.00"
IMPLANTABLES/MEDICAL SUPPLIES,S18 BILIARY STENT 4.5X26MM,"$4,116.00"
IMPLANTABLES/MEDICAL SUPPLIES,S18 BILIARY STENT 4.5X36MM,"$4,116.00"
IMPLANTABLES/MEDICAL SUPPLIES,ELLIPSE HERNIA MESH 8X10IN,"$4,138.40"
IMPLANTABLES/MEDICAL SUPPLIES,OMNI ULTRA THROMB CATH 6FX90CM,"$4,144.00"
IMPLANTABLES/MEDICAL SUPPLIES,RX PTCA BALL CATH,$336.00
IMPLANTABLES/MEDICAL SUPPLIES,MESH PREPERITONEAL OVAL15X20CM,"$4,144.00"
IMPLANTABLES/MEDICAL SUPPLIES,ENDO WALLSTENT 18X90X100CM,"$4,152.07"
IMPLANTABLES/MEDICAL SUPPLIES,CAROTID STENT 8X6X30X135CM,"$4,158.00"
IMPLANTABLES/MEDICAL SUPPLIES,HERNIA REPAIR MESH 8.7X10.7IN,"$4,163.60"
IMPLANTABLES/MEDICAL SUPPLIES,INDIGO SEPARATOR 6,"$4,182.50"
IMPLANTABLES/MEDICAL SUPPLIES,STENT BIL NON COV,"$4,186.00"
IMPLANTABLES/MEDICAL SUPPLIES,CATH RFA ENDOHPB,"$4,186.00"
IMPLANTABLES/MEDICAL SUPPLIES,SYS IMP ANCHOR SYNDESMOSIS TI,"$4,186.00"
IMPLANTABLES/MEDICAL SUPPLIES,MANTIS CANN PA SCREW 6.5X30MM,"$4,187.40"
IMPLANTABLES/MEDICAL SUPPLIES,PLATE TIB DIST 10H 172MM R,"$4,192.41"
IMPLANTABLES/MEDICAL SUPPLIES,BI300 IMPLANT 3MM,"$4,200.00"
IMPLANTABLES/MEDICAL SUPPLIES,HELIFX GUIDE,"$4,200.00"
IMPLANTABLES/MEDICAL SUPPLIES,CIRCUIT W/2 BUBBLE TRAPS,"$4,200.00"
IMPLANTABLES/MEDICAL SUPPLIES,SYNMESH 12MM DIA 18MM HEIGHT,"$4,213.44"
IMPLANTABLES/MEDICAL SUPPLIES,AVIATOR 1-LEV ACF PLATE 12MM,"$4,246.67"
IMPLANTABLES/MEDICAL SUPPLIES,PLATE LCP FEM HOOK16H4.5X385MM,"$4,269.89"
IMPLANTABLES/MEDICAL SUPPLIES,X-SFT DETCH HLX COIL 1.5MMX2CM,"$4,270.00"
IMPLANTABLES/MEDICAL SUPPLIES,X-SFT DETCH HLX COIL 2.0MMX4CM,"$4,270.00"
IMPLANTABLES/MEDICAL SUPPLIES,X-SFT DETCH HLX COIL 2.0MMX8CM,"$4,270.00"
IMPLANTABLES/MEDICAL SUPPLIES,X-SFT DETCH HLX COIL 3MMX10CM,"$4,270.00"
IMPLANTABLES/MEDICAL SUPPLIES,PLATE TIB DIST STL 8H 142MM R,"$4,277.56"
IMPLANTABLES/MEDICAL SUPPLIES,PLATE LCP CRVD 12H 4.5X266MM L,"$4,279.97"
IMPLANTABLES/MEDICAL SUPPLIES,STD DETACH COIL 5MMX20CM,"$4,285.65"
IMPLANTABLES/MEDICAL SUPPLIES,MITRAL/TRICUS ANNUL RING 26MM,"$4,337.20"
IMPLANTABLES/MEDICAL SUPPLIES,MITRAL/TRICUS ANNUL RING 28MM,"$4,337.20"
IMPLANTABLES/MEDICAL SUPPLIES,MITRAL/TRICUS ANNUL RING 30MM,"$4,337.20"
IMPLANTABLES/MEDICAL SUPPLIES,MITRAL/TRICUS ANNUL RING 32MM,"$4,337.20"
IMPLANTABLES/MEDICAL SUPPLIES,MITRAL/TRICUS ANNUL RING 34MM,"$4,337.20"
IMPLANTABLES/MEDICAL SUPPLIES,MITRAL/TRICUS ANNUL RING 38MM,"$4,337.20"
IMPLANTABLES/MEDICAL SUPPLIES,MITRAL/TRICUS ANNUL RING 36MM,"$4,337.20"
IMPLANTABLES/MEDICAL SUPPLIES,CRYOABLAT CATH MED BLUE 7F,"$4,340.00"
IMPLANTABLES/MEDICAL SUPPLIES,HALO90 V2 ABLATION CATH,"$4,340.00"
IMPLANTABLES/MEDICAL SUPPLIES,XMI THROMBECTMY CATH 4FX135CM,"$4,340.00"
IMPLANTABLES/MEDICAL SUPPLIES,AVIATOR 1-LEV ACF PLATE 16MM,"$4,340.00"
IMPLANTABLES/MEDICAL SUPPLIES,HERNIA MESH 15X20X2MM,"$4,340.56"
IMPLANTABLES/MEDICAL SUPPLIES,PLATE SPNL 3LVL TI VECTRA 42MM,"$4,343.22"
IMPLANTABLES/MEDICAL SUPPLIES,TI LVL-1 ANT CERV PLATE 28MM,"$4,350.42"
IMPLANTABLES/MEDICAL SUPPLIES,TI LVL-1 ANT CERV PLATE 30MM,"$4,350.42"
IMPLANTABLES/MEDICAL SUPPLIES,PENTARAY D-CRV CATH 2-6-2MM 7F,"$4,384.80"
IMPLANTABLES/MEDICAL SUPPLIES,PENTARAY F-CRV CATH 2-6-2MM 7F,"$4,384.80"
IMPLANTABLES/MEDICAL SUPPLIES,PENTARAY D-CRV CATH 4-4-4MM 7F,"$4,384.80"
IMPLANTABLES/MEDICAL SUPPLIES,COMPRESS BLUE EMB MICROSPHERE,"$4,410.00"
IMPLANTABLES/MEDICAL SUPPLIES,ELITE SPY SGL VIAL,"$4,410.00"
IMPLANTABLES/MEDICAL SUPPLIES,SPACER CORT 7D LORDC LG 7MM,"$4,410.00"
IMPLANTABLES/MEDICAL SUPPLIES,3D ORBITAL PLATE FLOOR SM L,"$4,410.00"
IMPLANTABLES/MEDICAL SUPPLIES,LEAD PACE LV PROMRI S 85/29,"$4,410.00"
IMPLANTABLES/MEDICAL SUPPLIES,LEAD PACE LV PROMRI L 85/49,"$4,410.00"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT TISS REPAIR MATRIX 8X12CM,"$4,410.56"
IMPLANTABLES/MEDICAL SUPPLIES,PLATE TIB PROX 8H 3.5X147MM L,"$4,426.13"
IMPLANTABLES/MEDICAL SUPPLIES,PLATE SPNL 1 LVL TI 16X25MM,"$4,452.00"
IMPLANTABLES/MEDICAL SUPPLIES,5 HOLE HUMERAL SUTUREPLATE,"$4,466.00"
IMPLANTABLES/MEDICAL SUPPLIES,SUPERA BIL STENT 5.5X40X120CM,"$4,466.00"
IMPLANTABLES/MEDICAL SUPPLIES,SUPERA BIL STENT 5.5X60X120CM,"$4,466.00"
IMPLANTABLES/MEDICAL SUPPLIES,SUPERA BIL STENT 5.5X80X120CM,"$4,466.00"
IMPLANTABLES/MEDICAL SUPPLIES,SUPERA BIL STENT 5.5X100X120CM,"$4,466.00"
IMPLANTABLES/MEDICAL SUPPLIES,SUPERA BIL STENT 5.5X120X120CM,"$4,466.00"
IMPLANTABLES/MEDICAL SUPPLIES,SUPERA BIL STENT 6.5X40X120CM,"$4,466.00"
IMPLANTABLES/MEDICAL SUPPLIES,SUPERA BIL STENT 6.5X80X120CM,"$4,466.00"
IMPLANTABLES/MEDICAL SUPPLIES,SUPERA BIL STENT 6.5X120X120CM,"$4,466.00"
IMPLANTABLES/MEDICAL SUPPLIES,PLATE TIB PROX 10H 3.5X177MM R,"$4,476.92"
IMPLANTABLES/MEDICAL SUPPLIES,IMP NAIL PROX 130D 11X170MM R,"$4,493.66"
IMPLANTABLES/MEDICAL SUPPLIES,STEM FEM HIP 127D SZ7 158X40MM,"$4,527.60"
IMPLANTABLES/MEDICAL SUPPLIES,PLATE TI 2 LEVEL 34MM VECTRA,"$4,538.24"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT DETACH COIL 4MMX8CM,"$4,538.49"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT DETACH COIL 4MMX10CM,"$4,538.49"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT DETACH COIL 5MMX10CM,"$4,538.49"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT DETACH COIL 5MMX15CM,"$4,538.49"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT DETACH COIL 6MMX10CM,"$4,538.49"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT DETACH COIL 6MMX15CM,"$4,538.49"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT DETACH COIL 7MMX20CM,"$4,538.49"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT DETACH COIL 3MMX10CM,"$4,538.49"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT DETACH COIL 4MMX15CM,"$4,538.49"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT DETACH COIL 5MMX20CM,"$4,538.49"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT DETACH COIL 6MMX20CM,"$4,538.49"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT DETACH COIL 6MMX30CM,"$4,538.49"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT DETACH COIL 7MMX30CM,"$4,538.49"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT DETACH COIL 8MMX30CM,"$4,538.49"
IMPLANTABLES/MEDICAL SUPPLIES,TARGET 3D DETCH COIL 10MMX30CM,"$4,538.49"
IMPLANTABLES/MEDICAL SUPPLIES,TARGET 3D DETCH COIL 8MMX25CM,"$4,538.49"
IMPLANTABLES/MEDICAL SUPPLIES,MDM LINER INSERT 38DGX22.2MM,"$4,542.61"
IMPLANTABLES/MEDICAL SUPPLIES,PROGRAMER PATIENT6.8X10.77X2.6,"$4,550.00"
IMPLANTABLES/MEDICAL SUPPLIES,US CA EXT CURV TIP 36KHZ,"$4,560.33"
IMPLANTABLES/MEDICAL SUPPLIES,NEUROSTIM TRIAL LEAD 60CM,"$4,564.00"
IMPLANTABLES/MEDICAL SUPPLIES,3MAX REPERFUSION CATH,"$4,564.00"
IMPLANTABLES/MEDICAL SUPPLIES,SEPTAL BUTTON,$159.80
IMPLANTABLES/MEDICAL SUPPLIES,SEPTAL OCCLUDER 10MM,"$17,334.80"
IMPLANTABLES/MEDICAL SUPPLIES,LCP PLATE CRVD 14H 4.5X301MM R,"$4,567.25"
IMPLANTABLES/MEDICAL SUPPLIES,BILAYER WOUND MATRIX 2X2,"$4,573.80"
IMPLANTABLES/MEDICAL SUPPLIES,TENDON ANTERIOR TIBIAL,"$4,598.16"
IMPLANTABLES/MEDICAL SUPPLIES,AVIATOR 2-LEV ACF PLATE 24MM,"$4,620.00"
IMPLANTABLES/MEDICAL SUPPLIES,AVIATOR 2-LEV ACF PLATE 26MM,"$4,620.00"
IMPLANTABLES/MEDICAL SUPPLIES,AVIATOR 2-LEV ACF PLATE 28MM,"$4,620.00"
IMPLANTABLES/MEDICAL SUPPLIES,AVIATOR 2-LEV ACF PLATE 30MM,"$4,620.00"
IMPLANTABLES/MEDICAL SUPPLIES,AVIATOR 2-LEV ACF PLATE 32MM,"$4,620.00"
IMPLANTABLES/MEDICAL SUPPLIES,COMPLIANT OCCL CATH 4X11MM,"$4,620.00"
IMPLANTABLES/MEDICAL SUPPLIES,MAIN BODY ENDO GRAFT 24X58MM,"$4,620.00"
IMPLANTABLES/MEDICAL SUPPLIES,IMP NAIL SRT STL 130D 11X200 R,"$4,628.48"
IMPLANTABLES/MEDICAL SUPPLIES,CHANNEL RFA ABLAT CATH,"$4,634.00"
IMPLANTABLES/MEDICAL SUPPLIES,14H LT CRVD LCP PLATE 4.5X301,"$4,635.75"
IMPLANTABLES/MEDICAL SUPPLIES,KIT REMOTE CONTROL F/SPNL CORD,"$4,644.50"
IMPLANTABLES/MEDICAL SUPPLIES,16H RT LCP CRV PLATE 4.5X336MM,"$4,655.34"
IMPLANTABLES/MEDICAL SUPPLIES,STERNALOCK PLATE STR 24H  BLU,"$4,678.80"
IMPLANTABLES/MEDICAL SUPPLIES,CLOVERLEAF RESERVOIR 75CC,"$4,690.00"
IMPLANTABLES/MEDICAL SUPPLIES,SYS IMP MPFL ACL BIOCOMPOSITE,"$4,723.60"
IMPLANTABLES/MEDICAL SUPPLIES,PLATE PRE-CONTOURED 12-HOLE,"$4,734.80"
IMPLANTABLES/MEDICAL SUPPLIES,WALLFLEX FC ESOPH STENT 28X23,"$4,746.00"
IMPLANTABLES/MEDICAL SUPPLIES,IMP HEAD 20MM EVOLVE PROLINE,"$4,746.00"
IMPLANTABLES/MEDICAL SUPPLIES,HYDROFRAME VASC COIL 2MMX2CM,"$4,746.00"
IMPLANTABLES/MEDICAL SUPPLIES,HYDROFRAME VASC COIL 2.5MMX4CM,"$4,746.00"
IMPLANTABLES/MEDICAL SUPPLIES,HYDROFRAME VASC COIL 3MMX6CM,"$4,746.00"
IMPLANTABLES/MEDICAL SUPPLIES,HYDROFRAME VASC COIL 6MMX12CM,"$4,746.00"
IMPLANTABLES/MEDICAL SUPPLIES,HYDROFRAME VASC COIL 6MMX19CM,"$4,746.00"
IMPLANTABLES/MEDICAL SUPPLIES,HYDROFRAME VASC COIL 7MMX15CM,"$4,746.00"
IMPLANTABLES/MEDICAL SUPPLIES,HYDROFRAME VASC COIL 7MMX28CM,"$4,746.00"
IMPLANTABLES/MEDICAL SUPPLIES,HYDROFRAME VASC COIL 8MMX17CM,"$4,746.00"
IMPLANTABLES/MEDICAL SUPPLIES,HYDROFRAME VASC COIL 8MMX33CM,"$4,746.00"
IMPLANTABLES/MEDICAL SUPPLIES,HYDROFRAME VASC COIL 5MMX20CM,"$4,746.00"
IMPLANTABLES/MEDICAL SUPPLIES,PROTEC WRAP NERVE IMPL 2X20MM,"$4,757.94"
IMPLANTABLES/MEDICAL SUPPLIES,STENT BIL NON COV,"$4,760.00"
IMPLANTABLES/MEDICAL SUPPLIES,STEM EVOLVE PROLINE 6.5MM,"$4,760.00"
IMPLANTABLES/MEDICAL SUPPLIES,AVIATOR 3-LEV ACF PLATE 39MM,"$4,760.00"
IMPLANTABLES/MEDICAL SUPPLIES,AVIATOR 3-LEV ACF PLATE 45MM,"$4,760.00"
