CDM_NBR [corp],HOSP,DEPT_DESC [corp],CDM_DESC [corp],CURR_PRICE
8006406,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,960120 PATELLA,"$1,544.00 "
8006407,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,960121 PATELLA,"$1,521.00 "
8006408,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,960122 PATELLA,"$1,544.00 "
8006409,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,960535 TIBIALINSERT,"$6,023.00 "
8006410,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,960551 TIBIALINSERT,"$6,023.00 "
8006411,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,960552 TIBIALINSERT,"$5,832.00 "
8006412,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,960821 SIGMADISTALAUG,"$2,941.00 "
8006413,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,960841 DISTALAUG,"$3,037.00 "
8006414,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,960843 DISTALAUG,"$3,037.00 "
8006415,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,960848 AUGCEMENTED,"$2,941.00 "
8006416,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,960862 DISTALAUG,"$3,037.00 "
8006417,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,960869 DISTALCOMBO,"$2,941.00 "
8006418,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,960882 DISTALAUG,"$2,941.00 "
8006419,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,960902 DISTALAUG,"$2,941.00 "
8006420,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,960903 DISTALAUG,"$2,941.00 "
8006421,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,962013 TIBIALINSERT,"$2,981.00 "
8006422,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,962044 TIBIALINSERT,"$2,955.00 "
8006423,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,962062 TIBIALINSERT,"$2,955.00 "
8006424,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,962063 TIBIALINSERT,"$2,889.00 "
8006425,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,962115 TIBIALINSERT,"$3,290.00 "
8006426,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,962125 TIBIALINSERT,"$3,290.00 "
8006427,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,962135 RBSTAB,"$2,955.00 "
8006428,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,962136 TIBIALINSERT,"$2,955.00 "
8006429,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,962146 TIBIALINSERT,"$2,955.00 "
8006430,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,962147 RPSTABTIBISRT,"$3,290.00 "
8006431,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,962332 TIBIALINSERT,"$7,697.00 "
8006432,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,962341 TIBIALINSERT,"$7,697.00 "
8006433,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,962342 TIBIALINSERT,"$7,697.00 "
8006434,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,96-450-1329 TESTPROSTH,"$5,935.00 "
8006435,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,970431 TIBIALINSERT,"$3,554.00 "
8006436,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,970441 TIBIALINSERT,"$3,636.00 "
8006437,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,970451 TIBIALINSERT,"$3,554.00 "
8006438,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,970461 TIBIALINSERT,"$3,636.00 "
8006439,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,980135 TIBIALTRAY,"$9,601.00 "
8006440,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,981163 TIBIALTRAY,"$9,296.00 "
8006441,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,9M52-1545W ARTICOMP,"$7,383.00 "
8006442,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,A252-5/C75-O20 AORTICEXT,"$11,540.00 "
8006443,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,A28-28/C55-O20 AORTICEXT,"$11,219.00 "
8006444,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,A34-34/C10-O20 AORTICEXT,"$15,777.00 "
8006445,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,A-4300.62 PLATE,$989.00 
8006446,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,A-4645.10 PLATE,$902.00 
8006447,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,A-4650.13 PLATE,"$1,547.00 "
8006448,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,A-520.07 SCREW,$257.00 
8006449,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,A-5200.09 SCREW,$257.00 
8006450,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,A-5200.11 SCREW,$257.00 
8006451,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,A-5200.12 SCREW,$257.00 
8006452,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,A-5400.15 SCREW,$257.00 
8006453,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,A-540006 SCREW,$257.00 
8006454,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,A-5450.12 SCREW,$414.00 
8006455,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,A-5500.07 SCREW,$257.00 
8006456,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,A-5500.08 SCREW,$257.00 
8006457,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,A60-12040 CORTSCREW,$600.00 
8006458,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,ABS1445 SCREW,"$1,685.00 "
8006459,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AG-2520 GRAFT,"$2,472.00 "
8006460,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AG-3535 AMNIOGRAFT,"$2,680.00 "
8006461,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR-1349L WASHER,$459.00 
8006462,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR-1350-55 TENOSCREW,"$1,217.00 "
8006463,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR-1355 CANNSCREW,$411.00 
8006464,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR-1391T SCREW,$305.00 
8006465,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR-1530B SCREW,"$1,538.00 "
8006466,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR-1570PS SCREW,$915.00 
8006467,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR-1655PS-12 SCREW,"$1,310.00 "
8006468,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR-1662BC ANCHOR SUT,"$1,316.00 "
8006469,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR-5090AB SCREW,$456.00 
8006470,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR-5100-10 GRAFTBOLTTIB,"$1,268.00 "
8006471,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR-8825B ANCHOR SUT,"$1,156.00 "
8006472,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR-8830-18 SCREW,$112.00 
8006473,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR-8835-10 SCREW,$112.00 
8006474,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR-8870W WASHER,$103.00 
8006475,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR-8928P-CP ACHLESSBRIDGE,"$5,585.00 "
8006476,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR-8943C-12 PLATE,"$3,188.00 "
8006477,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR-9100-12F FRACTSTEM,"$12,497.00 "
8006478,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR-9150-19F FRACTHEAD,"$5,733.00 "
8006479,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AT2-M16-S SCREW,"$1,679.00 "
8006480,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AT2-M18 SCREW,"$1,438.00 "
8006481,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AT2-M24-S BONESCREW,"$1,438.00 "
8006482,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AT2-M30-S BONESCREW,"$1,679.00 "
8006483,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AT432 CONDYLE,"$8,667.00 "
8006484,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AT447 FEM HEAD,"$3,210.00 "
8006485,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,ATF-220-S FUSIONDEVICE,"$1,149.00 "
8006486,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,ATS-M26-S ACUTRKSCREW,"$1,323.00 "
8006487,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,B3305 STENT,$578.00 
8006488,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,B60-13060 CANNSCREW,$600.00 
8006489,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,BA22-80/I13-40 STENT,"$36,257.00 "
8006490,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,BA28-70/I16-30 STENT,"$36,257.00 "
8006491,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,BCL2645 BALLOONCATH,"$2,176.00 "
8006492,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,C07B BONEFILLER,"$10,272.00 "
8006493,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,C09060SL VASC STENT,"$2,241.00 "
8006494,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,C145541-3T CAGE,"$8,667.00 "
8006495,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,C146551-3T CAGE,"$8,667.00 "
8006496,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,C147561-3T CAGE,"$8,667.00 "
8006497,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,CA-4120 SCREW,$234.00 
8006498,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,CA-4140 SCREW,$234.00 
8006499,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,CA-4160 SCREW,$238.00 
8006500,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,CA-4260 SCREW,$238.00 
8006501,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,CM-2910 PERFIXFEM,"$3,258.00 "
8006502,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,CM-3010C TIBIALPEEK,"$1,589.00 "
8006503,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,CM-3011C TIBIALAPERFIX,"$1,525.00 "
8006505,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,CO-2712 SCREW,$209.00 
8006506,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,CO-2755 SCREW,$324.00 
8006507,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,CO-3200 SCREW,$189.00 
8006508,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,CO-3220-S SCREW,$212.00 
8006509,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,CO-3260 SCREW,$189.00 
8006510,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,CO-3280 SCREW,$212.00 
8006511,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,CO-3300 SCREW,$212.00 
8006512,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,CO-3400 SCREW,$212.00 
8006513,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,CO-3450 SCREW,$212.00 
8006514,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,CO-S2310 PEG,$257.00 
8006515,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,COL-2100 SCREW,$292.00 
8006516,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,COL-2120 SCREW,$292.00 
8006517,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,COL-2140 SCREW,$292.00 
8006518,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,COL-2160 SCREW,$292.00 
8006519,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,COL-2200 SCREW,$324.00 
8006520,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,CO-S2312 SCREW,$257.00 
8006521,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,CO-S2326 PEG,$286.00 
8006522,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,DB2040 ROD,"$1,091.00 "
8006523,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,DB2065 ROD,"$1,091.00 "
8006524,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,DBMW02 INTERGRO,"$1,587.00 "
8006525,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,DR80104 DORADO BALLOON,$626.00 
8006526,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,DR8064 DORADO CATH,$626.00 
8006527,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,DR8074 BLLN CATH,$626.00 
8006528,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,DVRAWR PLATEWIDE,"$2,450.00 "
8006529,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,ENBF2513C145E STENTGRAFT,"$32,020.00 "
8006530,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,ENBF2513C166E STENTGRAFT,"$32,020.00 "
8006531,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,ENBF2816C145E STENTGRAFT,"$32,020.00 "
8006532,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,ENEW1010C82E STENTGRAFT,"$14,365.00 "
8006533,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,ENEW1313C82E STENTGRAFT,"$14,927.00 "
8006534,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,ENEW2020C82E STENTGRAFT,"$15,569.00 "
8006535,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,ENLW1610C124E STENTGRAFT,"$15,970.00 "
8006536,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,ENLW1610C82E STENTGRAFT,"$15,569.00 "
8006537,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,ENLW1610C93E STENTGRAFT,"$15,809.00 "
8006538,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,ENLW1613C82E STENTGRAFT,"$15,569.00 "
8006539,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,ENLW1613C93E STENTGRAFT,"$15,809.00 "
8006540,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,ENLW1616C124ESTENTGRAFT,"$15,809.00 "
8006541,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,ENTLW1620C93E STENTGRAFT,"$15,809.00 "
8006542,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,ETBF2516C145E GRAFT,"$32,020.00 "
8006543,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,ETLW1610C124E STENTGRAFT,"$15,970.00 "
8006544,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,ETLW1610C93E GRAFT,"$15,809.00 "
8006545,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,ETLW1616C124E STENTGRAFT,"$15,809.00 "
8006546,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,ETLW1624C124E GRAFT,"$15,970.00 "
8006547,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,EXP2681SU EXTRATOR,"$1,926.00 "
8006548,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,GC070 CATH GUIDE,"$5,016.00 "
8006549,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,H965451090 POWERPORT,$960.00 
8006550,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,HCS01022S SCREW,$909.00 
8006551,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,HCS01025 SCREW,$758.00 
8006552,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,HCS-010-32-16S SCREW,$758.00 
8006553,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,HCS-010-32-18L SCREW,$758.00 
8006554,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,HCS-010-32-22S SCREW,$957.00 
8006555,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,HCS-010-32L SCREW,$644.00 
8006556,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,HS-3045 HEARTSTRING,"$6,683.00 "
8006557,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,IS20-25/C55 LIMB EXTEN,"$10,577.00 "
8006560,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,KPT1003 INTRODUCER,"$12,599.00 "
8006561,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,KPT1504 ADDFXTRAY,"$8,330.00 "
8006562,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,KPT2004 ADDL FRACT TRAY,"$8,330.00 "
8006563,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,KPX153PB KYPHOTRAY,"$13,867.00 "
8006564,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,L20318 FEMORALSTEM,"$10,617.00 "
8006565,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,LABS200 BIOPSY NEEDLE,"$1,445.00 "
8006566,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,LXA19 HEART VALVE,"$14,766.00 "
8006567,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,M00533760 BILIARYSTENT,$318.00 
8006568,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,MC625 BONE SCALPEL,"$8,025.00 "
8006569,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,MD26 SCREW,$321.00 
8006570,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,MSXLT110V MICROSHEATH,$947.00 
8006571,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,MXM-002-2A PLATE6HOLE,"$4,237.00 "
8006572,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,N60000103 PLATE,"$2,440.00 "
8006573,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,N60000116 CERVPLATE,"$3,354.00 "
8006574,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,N60000140 SCREW,$754.00 
8006575,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,NL850-1212 MAYA RESERV,"$1,040.00 "
8006576,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,NL850-1215 MAYA RESERV,"$1,151.00 "
8006577,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,NL850-5077 CAROTID SHUNT,"$1,528.00 "
8006578,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,NL850-5079 CAROTID SHUNT,"$1,483.00 "
8006580,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,P3008 PYTHON CAGE,"$11,556.00 "
8006581,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,PG2950BPX GENESISSTENT,"$2,915.00 "
8006582,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,PLSL3030 LOCKSCREW,$860.00 
8006583,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,PLSS3014 NONLOCKSCREW,$406.00 
8006584,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,PLSS3030 NONLOCKSCREW,$591.00 
8006585,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,PNOCCRPUA CRANIPAK,"$1,138.00 "
8006586,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,PXC231200 EXCLUDER,"$13,161.00 "
8006587,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,PXC231400 EXCLUDER,"$13,482.00 "
8006588,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,PXC271000 EXCLUDER,"$13,161.00 "
8006589,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,R1019945 SEMIRIGIDRING,"$6,420.00 "
8006590,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,5350-4521 REUNIONHUMHEAD,"$8,834.00 "
8006591,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,5351-4512 REUNIONFRACSTM,"$17,735.00 "
8006592,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,G34111 URETSTENT,"$2,783.00 "
8006593,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,RMT231416 GRAFT,"$32,084.00 "
8006594,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,RSO616M SINUS BALL CATH,"$5,807.00 "
8006595,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,SBFN062 BONE FIXATION SYSTEM,$671.00 
8006596,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,SBFS062 BONE FIXATION SYSTEM,$992.00 
8006597,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,SC-2218-70 LEAD PACER,"$6,741.00 "
8006599,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,SDV2228 DRYSEALSHEATH,"$1,043.00 "
8006600,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,SPD-2-US-030-320 SPIDERIX,"$4,157.00 "
8006601,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,SSPR3 PLATE,"$3,938.00 "
8006602,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,STP25 PEG,$263.00 
8006603,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,STP35 PEG,$263.00 
8006604,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,STP45 PEG,$263.00 
8006605,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,TGT3115 THORAENDOPROSTH,"$45,020.00 "
8006606,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,TGU373715 THORAENDOPROSTH,"$47,348.00 "
8006607,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,UH1-46-28 UNIVERSALHEAD,"$4,494.00 "
8006608,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,UH1-52-28 UNIVERSALHEAD,"$4,494.00 "
8006609,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,UH1-53-28 UNIVERSALHEAD,"$4,494.00 "
8006610,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,UH1-55-28 UNIVERSALHEAD,"$4,494.00 "
8006611,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,UML1 ULTRAMESH,"$1,786.00 "
8006612,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,V1430120 VASCUTRAKBALL,"$2,231.00 "
8006613,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,VSA100024 VERTEVIEWPLATE,"$3,786.00 "
8006614,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,VSA200044 PLATE,"$3,290.00 "
8006615,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,VSA200046 PLATE,"$4,319.00 "
8006616,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,VSS042112 SCREW,$825.00 
8006617,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,VSS042114 SCREW,$825.00 
8006618,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,Z9002 IOL,$433.00 
8006619,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,ZBM09080 ELUMINEX STENT,"$3,210.00 "
8006620,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,1100030055 CONTRROD,$899.00 
8006621,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,1106017550 SCREW,$674.00 
8006623,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,FP0616 FISTULA PLUG,"$2,703.00 "
8006624,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,300-01-11 HUMERALSTEM,"$6,991.00 "
8006625,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,21AFGN-756 MECH VALVE,"$14,888.00 "
8006627,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,40-35612 SCREW,$466.00 
8006628,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,702449 DRILL,$900.00 
8006629,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,1005205  GUIDEWIRE,$257.00 
8006630,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,1005206 SPARTUORE,$257.00 
8006631,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,10719503 GUIDING CATH,$70.00 
8006633,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,10732203 OMNI FLUSH,$112.00 
8006634,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,10732302 OMNI FLUSH,$59.00 
8006640,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,160245F CATH,"$1,074.00 "
8006641,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,160246F CATH,"$1,074.00 "
8006655,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,39032-50101 BALLOON CATH,$915.00 
8006656,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,39032-60101 BALLOON CATH,$915.00 
8006664,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,49-147 GUIDEWIRE,$49.00 
8006666,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,49-156 GUIDEWIRE,$39.00 
8006670,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,518-038 QUICK CROSS,$536.00 
8006676,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,60090-01 CATJ,"$1,445.00 "
8006692,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AT-75124 ATLAS CATH,$947.00 
8006695,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,CG506 STRAIGHT TAPER,$163.00 
8006696,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,CG507 ANGLE GLIDECATH,$163.00 
8006697,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,CG508 STRGHT GLIDECATH,$163.00 
8006700,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,DR8094 DORADO PTA,$626.00 
8006701,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,EXPORTTAP CATH,"$1,268.00 "
8006702,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,G08956 INTRODUCER SET,$213.00 
8006703,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,G08957 INTRODUCER SET,$196.00 
8006705,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,G11633 INTRODUCER,$131.00 
8006710,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,G32212  INTRODUCER,$258.00 
8006712,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,G32373 INTRODUCER SET,$401.00 
8006715,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,G53178 TRACH TUBE,"$1,610.00 "
8006716,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,G01264 GUIDEWIRE,$34.00 
8006719,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,GR3503 STRAIGHT GLIDEWIRE,$138.00 
