Charge Code,Charge Description, Charge Amount ,Comments
25000001,WHITE PETROLATUM-MINERAL OIL TOPICAL CREAM [11371], $134.90 ,
25000001,WHITE PETROLATUM-MINERAL OIL TOPICAL OINTMENT [121469], $80.10 ,
25000001,WHITE PETROLATUM-ZINC TOPICAL PASTE [118244], $84.30 ,
25000001,WITCH HAZEL 50 % TOPICAL PADS [126205], $2.00 ,
25000001,WOUND DRESSINGS TOPICAL PASTE [116562], $221.50 ,
25000001,ZAFIRLUKAST 10 MG PARTIAL TABLET [40840404], $15.50 ,
25000001,ZAFIRLUKAST 20 MG TABLET [17960], $29.20 ,
25000001,ZALEPLON 5 MG CAPSULE [25997], $77.10 ,
25000001,ZANAMIVIR 5 MG/ACTUATION BLISTER POWDER FOR INHALATION [28245], $47.80 ,
63600002,ZIDOVUDINE 10 MG/ML INTRAVENOUS SOLUTION [11691], $472.80 ,
25000001,ZIDOVUDINE 10 MG/ML SYRUP [11693], $26.60 ,
25000001,ZIDOVUDINE 100 MG CAPSULE [11692], $27.30 ,
25000001,ZIDOVUDINE 300 MG TABLET [17961], $81.30 ,
25000001,ZINC CHLORIDE 1 MG/ML INTRAVENOUS SOLUTION [8865], $314.90 ,
25000001,ZINC OXIDE 16 % TOPICAL OINTMENT [28827], $53.90 ,
25000001,ZINC OXIDE 20 % TOPICAL OINTMENT [8874], $64.30 ,
25000001,ZINC OXIDE 40 % TOPICAL OINTMENT [125688], $56.20 ,
25000001,ZINC OXIDE-COD LIVER OIL 40 % TOPICAL PASTE [126175], $2.00 ,
25000001,ZINC SULFATE 1 MG/ML INTRAVENOUS SOLUTION [8878], $430.70 ,
25000001,ZINC SULFATE 220 MG (50 MG) CAPSULE [8880], $0.40 ,
25000001,ZINC SULFATE 5 MG/ML INTRAVENOUS SOLUTION [8879], $791.10 ,
25000001,ZIPRASIDONE 20 MG CAPSULE [29778], $311.60 ,
63600002,ZIPRASIDONE 20 MG/ML (FINAL CONCENTRATION) INTRAMUSCULAR SOLUTION [33175], $804.90 ,
63600002,ZOLEDRONIC ACID 4 MG/100 ML-MANNITOL-0.9 % NACL INTRAVENOUS PIGGYBACK [165041]," $2,916.00 ",
63600002,ZOLEDRONIC ACID 4 MG/5 ML INTRAVENOUS SOLUTION [35640]," $14,944.30 ",
63600002,ZOLEDRONIC ACID 5 MG/100 ML IN MANNITOL 5 %-WATER INTRAVENOUS PIGGYBCK [81434]," $17,558.10 ",
25000001,ZOLMITRIPTAN 1.25 MG PARTIAL TABLET [40840405], $131.40 ,
25000001,ZOLMITRIPTAN 2.5 MG TABLET [21588]," $1,578.90 ",
25000001,ZOLPIDEM 10 MG TABLET [11700], $62.40 ,
25000001,ZOLPIDEM 2.5 MG PARTIAL TABLET [40840454], $31.50 ,
25000001,ZOLPIDEM 5 MG TABLET [11701], $272.70 ,
25000001,ZONISAMIDE 10 MG/ML ORAL SUSPENSION [40848118], $26.60 ,
25000001,ZONISAMIDE 100 MG CAPSULE [27780], $26.70 ,
25000001,ZONISAMIDE 25 MG CAPSULE [36987], $7.40 ,
63600002,"ZOSTER VACCINE LIVE (PF) 19,400 UNIT/0.65 ML SUBCUTANEOUS SUSPENSION [76518]"," $3,193.60 ",
25000001,"ACAMPROSATE 333 MG TABLET,DELAYED RELEASE [39720]", $23.80 ,
25000001,ACARBOSE 50 MG TABLET [15895], $12.00 ,
25000001,"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) IV (ONE STEP) [40840618]", $650.70 ,
25000001,ACETAMINOPHEN 160 MG/5 ML (5 ML) ORAL SOLUTION [126008], $26.30 ,
25000001,ACETAMINOPHEN 160 MG/5 ML ORAL LIQUID [100], $3.50 ,
25000001,ACETAMINOPHEN 500 MG GELCAP [40841575], $1.20 ,
25000001,ACETAMINOPHEN 80 MG DISINTEGRATING TABLET [27883], $1.40 ,
25000001,ACETAZOLAMIDE 125 MG PARTIAL TABLET [40841476], $2.70 ,
25000001,ACETONE LIQUID [121], $157.20 ,
25000001,AL HYD-MG TR-ALG AC-SOD BICARB 80 MG-14.2 MG CHEWABLE TABLET [88365], $1.10 ,
63600002,ALBUTEROL SULFATE 1.25 MG/3 ML SOLUTION FOR NEBULIZATION [31578], $22.40 ,
25000001,ALCLOMETASONE 0.05 % TOPICAL OINTMENT [8986], $270.00 ,
25000001,ALCOHOL SWABS [28196],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,ALENDRONATE 10 MG TABLET [15661], $39.50 ,
25000001,ALENDRONATE 35 MG TABLET [29072], $278.60 ,
25000001,ALENDRONATE 5 MG TABLET [20784], $39.60 ,
25000001,ALENDRONATE 70 MG TABLET [29048], $276.30 ,
25000001,"ALENDRONATE 70 MG-CHOLECALCIFEROL (VITAMIN D3) 2,800 UNIT TABLET [41188]", $702.00 ,
25000001,"ALENDRONATE 70 MG-CHOLECALCIFEROL (VITAMIN D3) 5,600 UNIT TABLET [81886]", $702.00 ,
25000001,ALENDRONATE 70 MG/75 ML ORAL SOLUTION [37640], $26.60 ,
25000001,ALPRAZOLAM 1 MG TABLET [326], $13.70 ,
63600002,ALTEPLASE (TPA) FOR PULMONARY EMBOLISM - CUSTOM [40841689]," $142,565.90 ",
63600002,ALTEPLASE 100 MG IV INJ FOR PE (NO MAX DOSE LIMIT) [40841471]," $142,565.90 ",
25000001,ALUMINUM-MAG HYDROXIDE-SIMETHICONE 400 MG-400 MG-40 MG/5 ML ORAL SUSP [9014], $3.50 ,
25000001,"AMINOCAPROIC ACID 1,000 MG TABLET [39594]", $659.70 ,
63600002,"AMIODARONE 150 MG/100 ML (1.5 MG/ML) IN DEXTROSE, ISO-OSMOTIC IV [110257]", $561.60 ,
25000001,AMITRIPTYLINE 100 MG TABLET [433], $34.30 ,
25000001,AMITRIPTYLINE 75 MG TABLET [437], $25.80 ,
25000001,AMLODIPINE 10 MG-BENAZEPRIL 20 MG CAPSULE [33111], $44.90 ,
25000001,AMLODIPINE 5 MG-BENAZEPRIL 10 MG CAPSULE [14821], $36.60 ,
25000001,AMLODIPINE 5 MG-BENAZEPRIL 20 MG CAPSULE [14822], $38.60 ,
25000001,AMMONIUM LACTATE 12 % LOTION [10380], $164.10 ,
25000001,AMOXICILLIN 250 MG-POTASSIUM CLAVULANATE 125 MG TABLET [22992], $79.90 ,
25000001,"AMOXICILLIN-POTASSIUM CLAVULANATE 1,000 MG-62.5 MG TABLET,EXT.REL 12HR [33862]", $90.50 ,
63600002,AMPHOTERICIN B LIPID COMPLEX 5 MG/ML INTRAVENOUS SUSPENSION [22981]," $3,183.30 ",
25000001,AMPICILLIN 125 MG/5 ML ORAL SUSPENSION [467], $26.60 ,
63600002,AMPICILLIN-SULBACTAM 15 GRAM SOLUTION FOR INJECTION [14057], $520.90 ,
63600002,"ANTITHROMBIN III, HUMAN RECOMBINANT 525 UNIT INTRAVENOUS SOLUTION [163929]"," $19,915.90 ",
63600002,APREPITANT 80 MG CAPSULE [35488]," $2,934.20 ",
25000001,ARIPIPRAZOLE 1 MG/ML ORAL SOLUTION [40446], $26.60 ,
25000001,ARIPIPRAZOLE 10 MG TABLET [34369], $481.70 ,
25000001,ARIPIPRAZOLE 7.5 MG PARTIAL TABLET [40840198], $242.70 ,
25000001,ARMODAFINIL 125 MG PARTIAL TABLET [40840199], $180.90 ,
25000001,ARMODAFINIL 250 MG TABLET [96967], $359.10 ,
25000001,ASCORBIC ACID (VITAMIN C) 250 MG CHEWABLE TABLET [117027], $0.50 ,
25000001,ASCORBIC ACID (VITAMIN C) 500 MG CHEWABLE TABLET [657], $0.90 ,
25000001,ASCORBIC ACID-ASCORBATE SODIUM (VITAMIN C) 500 MG CHEWABLE TABLET [128030], $1.10 ,
25000001,ASENAPINE 10 MG SUBLINGUAL TABLET [99755], $324.30 ,
25000001,ASENAPINE 5 MG SUBLINGUAL TABLET [99754], $324.30 ,
25000001,ASPIRIN 600 MG RECTAL SUPPOSITORY [696], $20.40 ,
25000001,"ASPIRIN-SOD BICARB-CITRIC ACID 325 MG-1,916 MG-1,000 MG EFFERVES TAB [123206]", $1.80 ,
25000001,ATAZANAVIR 300 MG CAPSULE [77648], $782.70 ,
25000001,ATENOLOL 100 MG TABLET [716], $20.20 ,
25000001,ATOMOXETINE 10 MG CAPSULE [34444], $213.60 ,
25000001,ATOMOXETINE 25 MG CAPSULE [34446], $213.60 ,
25000001,ATOMOXETINE 40 MG CAPSULE [34447], $232.00 ,
25000001,ATOMOXETINE 60 MG CAPSULE [34448], $232.00 ,
63600002,AZITHROMYCIN 500 MG IN 250 ML D5W (CC ER PYXIS) [40841218]," $12,150.00 ",
63600002,AZITHROMYCIN 500 MG IVPB IN 250 ML NS (PYXIS) [40840934], $159.80 ,
25000001,AZITHROMYCIN 500 MG TABLET [17482], $256.30 ,
63600002,AZTREONAM 1 GRAM SOLUTION FOR INJECTION (CC) [40840963], $469.80 ,
25000001,"BACITRACIN 50,000 UNIT FOR ORAL USE [40841111]", $179.70 ,
63600002,BACLOFEN 50 MCG/ML (1 ML) INTRATHECAL SYRINGE [107798]," $1,296.00 ",
25000001,BECAPLERMIN 0.01 % TOPICAL GEL [22220]," $17,261.10 ",
25000001,BECLOMETHASONE DIPROPIONATE (AQUEOUS) 42 MCG (0.042 %) NASAL SPRAY [77822]," $4,752.40 ",
25000001,BENAZEPRIL 40 MG TABLET [9222], $14.20 ,
25000001,BENZOCAINE 20 % MUCOSAL AEROSOL SPRAY (ONE STEP) [40840599], $549.50 ,
25000001,BENZOCAINE 20 % MUCOSAL SWAB [27665], $5.90 ,
25000001,BENZOCAINE-MENTHOL 15 MG-2.6 MG LOZENGES [127273], $2.50 ,
25000001,BENZOIN TOPICAL TINCTURE [9244], $101.20 ,
25000001,BENZOYL PEROXIDE 5 % TOPICAL GEL [991], $273.80 ,
25000001,BENZTROPINE 0.5 MG PARTIAL TABLET [40840207], $3.50 ,
25000001,BENZTROPINE 1 MG TABLET [999], $5.60 ,
25000001,BETAMETHASONE DIPROPIONATE 0.05 % TOPICAL OINTMENT [1029], $830.10 ,
25000001,"BETAMETHASONE, AUGMENTED 0.05 % TOPICAL OINTMENT [9178]", $856.40 ,
25000001,BEXAROTENE 75 MG CAPSULE [27027]," $3,622.70 ",
25000001,BIMATOPROST 0.03 % EYE DROPS [29904]," $1,817.60 ",
25000001,BISOPROLOL 10 MG-HYDROCHLOROTHIAZIDE 6.25 MG TABLET [18289], $15.50 ,
25000001,BISOPROLOL 2.5 MG-HYDROCHLOROTHIAZIDE 6.25 MG TABLET [18291], $15.30 ,
25000001,BISOPROLOL 5 MG-HYDROCHLOROTHIAZIDE 6.25 MG TABLET [18290], $15.30 ,
25000001,BMX DOUBLE STRENGTH (BENADRYL-MYLANTA DS-LIDOCAINE) SUSPENSION [400477], $26.60 ,
25000001,BROMFENAC 0.09 % EYE DROPS [41146]," $2,734.10 ",
25000001,BROMPHENIRAMINE-PSEUDOEPHEDRINE 1 MG-15 MG/5 ML ORAL LIQUID [29801], $3.50 ,
25000001,BUMETANIDE 0.5 MG PARTIAL TABLET [40840212], $2.80 ,
63600002,BUPRENORPHINE HCL 0.3 MG/ML INJECTION SOLUTION [123039], $245.80 ,
25000001,BUPROPION HCL 37.5 MG PARTIAL TABLET [40841460], $10.60 ,
25000001,CALCIPOTRIENE 0.005 % TOPICAL CREAM [16034]," $11,294.70 ",
25000001,CALCIUM CARBONATE 100 MG (250 MG) CHEWABLE PARTIAL TABLET [40841152], $0.20 ,
25000001,"CALCIUM CARBONATE 500 MG CALCIUM (1,250 MG) CAPSULE [9357]", $1.90 ,
25000001,"CALCIUM CARBONATE 600 MG (1,500 MG)-VITAMIN D3 400 UNIT TABLET [76978]", $9.10 ,
25000001,"CALCIUM CARBONATE 600 MG CALCIUM (1,500 MG) TABLET [1302]", $1.50 ,
25000001,CALCIUM CARBONATE-VITAMIN D3 250 MG-125 UNIT TABLET [123232], $0.30 ,
25000001,CALCIUM CITRATE-VITAMIN D3 315 MG-200 UNIT TABLET [28572], $1.50 ,
25000001,CAMPHOR-MENTHOL 0.5 %-0.5 % LOTION [23063], $66.00 ,
25000001,CANDESARTAN 16 MG TABLET [23231], $57.60 ,
25000001,CANDESARTAN 4 MG TABLET [23229], $57.60 ,
25000001,CARBAMAZEPINE 200 MG/10 ML ORAL SUSPENSION [1356], $61.50 ,
25000001,CARBIDOPA 25 MG TABLET [26703], $426.60 ,
25000001,CARBIDOPA 25 MG-LEVODOPA 250 MG DISINTEGRATING TABLET [39498], $23.60 ,
25000001,"CARBIDOPA ER 48.75 MG-LEVODOPA 195 MG CAPSULE,EXTENDED RELEASE [172951]", $47.30 ,
25000001,CASTOR OIL [15209], $59.80 ,
25000001,CEFACLOR 250 MG/5 ML ORAL SUSPENSION [9434], $26.60 ,
25000001,CEFACLOR 500 MG CAPSULE [9431], $52.60 ,
25000001,CEFOTETAN 1 GRAM SOLUTION FOR INJECTION (CC) [40840968], $311.60 ,
63600002,CEFTAZIDIME 2 GRAM SOLUTION FOR INJECTION (CC) [40840976], $178.20 ,
25000001,CEFTRIAXONE 1 GRAM IV ADD-VANTAGE [40840408], $63.20 ,
63600002,CEFTRIAXONE 2 GRAM SOLUTION FOR IM INJECTION (CC) [40841147]," $1,234.10 ",
25000001,CEFUROXIME AXETIL 250 MG/5 ML ORAL SUSPENSION [21396], $26.60 ,
25000001,CEFUROXIME AXETIL 500 MG TABLET [9496], $108.30 ,
25000001,CEVIMELINE 30 MG CAPSULE [27253], $114.30 ,
63600002,CHLORAMPHENICOL SODIUM SUCCINATE 1 GRAM INTRAVENOUS SOLUTION [25518], $630.60 ,
25000001,CHOLESTYRAMINE (WITH SUGAR) 4 GRAM ORAL POWDER [9589]," $1,770.80 ",
25000001,CHOLESTYRAMINE (WITH SUGAR) 4 GRAM POWDER FOR SUSP IN A PACKET [9588], $45.50 ,
25000001,CICLOPIROX 0.77 % TOPICAL CREAM [9598], $426.70 ,
25000001,CICLOPIROX 8 % TOPICAL SOLUTION [27158], $812.50 ,
63600002,CIPROFLOXACIN 0.2 % EAR DROPS IN A DROPPERETTE [97915], $138.70 ,
25000001,"CIPROFLOXACIN 0.2 %-HYDROCORTISONE 1 % EAR DROPS,SUSPENSION [22986]"," $4,827.50 ",
25000001,CIPROFLOXACIN 0.3 % EYE OINTMENT [23234]," $3,472.60 ",
25000001,CITALOPRAM 10 MG/5 ML ORAL SOLUTION [28228], $26.60 ,
25000001,CITRIC AC-GLUCONO-MG CARB 6.602 GRAM-3.268 GRAM/100 ML IRRIGATION SOLN [178884], $86.30 ,
25000001,CLARITHROMYCIN 250 MG/5 ML ORAL SUSPENSION [12886], $26.60 ,
25000001,CLARITHROMYCIN 500 MG TABLET [9617], $81.30 ,
25000001,"CLARITHROMYCIN ER 500 MG TABLET,EXTENDED RELEASE 24 HR [27602]", $67.60 ,
63600002,CLINDAMYCIN 300 MG/2 ML INTRAVENOUS SOLUTION [108135], $36.30 ,
25000001,CLINDAMYCIN HCL 300 MG CAPSULE [9621], $50.80 ,
25000001,CLOBETASOL 0.05 % SCALP SOLUTION [9632]," $1,392.60 ",
25000001,CLOBETASOL-EMOLLIENT 0.05 % TOPICAL CREAM [34484], $920.00 ,
25000001,CLOMIPHENE CITRATE 50 MG TABLET [1753], $92.60 ,
25000001,COAL TAR 0.5 % SHAMPOO [27670], $116.70 ,
25000001,COAL TAR 1 % SHAMPOO [117434], $95.60 ,
25000001,COAL TAR 2 % TOPICAL OINTMENT [36961], $121.40 ,
25000001,COBICISTAT 150 MG TABLET [171762], $118.80 ,
25000001,CONJ ESTROGEN-MEDROXYPROGESTERONE 0.3 MG-1.5 MG TABLET [37459], $106.50 ,
25000001,CONJ ESTROGEN-MEDROXYPROGESTERONE 0.45 MG-1.5 MG TABLET [35957], $106.50 ,
25000001,CONJ ESTROGEN-MEDROXYPROGESTERONE 0.625 MG-2.5 MG TABLET [14196], $106.50 ,
25000001,CONJ ESTROGEN-MEDROXYPROGESTERONE 0.625 MG-5 MG TABLET [14197], $106.50 ,
25000001,CONJUGATED ESTROGENS 0.9 MG TABLET [9975], $86.80 ,
25000001,CONJUGATED ESTROGENS 1.25 MG TABLET [2938], $86.80 ,
25000001,CROMOLYN 4 % EYE DROPS [9691], $502.90 ,
25000001,CYANOCOBALAMIN (VIT B-12) 250 MCG TABLET [2010], $0.50 ,
63600002,CYTARABINE (PF) 100 MG/5 ML (20 MG/ML) INJECTION SOLUTION [125634], $101.30 ,
25000001,D-XYLOSE (BULK) POWDER [2064], $307.80 ,
63600002,DAUNORUBICIN 20 MG INTRAVENOUS SOLUTION [9721]," $1,701.00 ",
25000001,DEMECLOCYCLINE 75 MG PARTIAL TABLET [40841776], $72.00 ,
25000001,DESIPRAMINE 50 MG TABLET [2287], $46.40 ,
25000001,DESOXIMETASONE 0.05 % TOPICAL CREAM [2295]," $4,960.50 ",
25000001,DESOXIMETASONE 0.25 % TOPICAL CREAM [2296]," $1,366.90 ",
25000001,"DESVENLAFAXINE ER 50 MG TABLET,EXTENDED RELEASE 24 HR [165383]", $78.40 ,
25000001,DEXAMETHASONE (NON-ETOH) 1 MG/ML ORAL SOLN - ED ONLY [40841379], $26.60 ,
25000001,"DEXAMETHASONE 0.1 % EYE DROPS,SUSPENSION [19596]"," $1,221.70 ",
63600002,DEXAMETHASONE 0.5 MG/5 ML ORAL ELIXIR [2319], $26.60 ,
25000001,DEXAMETHASONE 0.5 MG/5 ML ORAL SOLUTION [2320], $26.60 ,
25000001,DEXAMETHASONE 1 MG TABLET [2324], $5.10 ,
25000001,DEXMETHYLPHENIDATE 5 MG TABLET [31846], $13.20 ,
,DEXTROSE 10 % IN WATER (D10W) IV PUSH [40841763], $84.40 ,
25000001,"DIDANOSINE 200 MG CAPSULE,DELAYED RELEASE [29108]", $83.40 ,
25000001,"DILTIAZEM CD 120 MG CAPSULE,EXTENDED RELEASE 24 HR [27480]", $20.30 ,
25000001,"DILTIAZEM CD 180 MG CAPSULE,EXTENDED RELEASE 24 HR [29272]", $24.40 ,
25000001,"DILTIAZEM CD 240 MG CAPSULE,EXTENDED RELEASE 24 HR [29274]", $34.70 ,
25000001,"DILTIAZEM CD 300 MG CAPSULE,EXTENDED RELEASE 24 HR [29276]", $36.20 ,
25000001,"DILTIAZEM ER 120 MG CAPSULE,EXTENDED RELEASE 12 HR [11892]", $63.80 ,
25000001,DIPHENHYDRAMINE-ZINC ACETATE 1 %-0.1 % TOPICAL CREAM [22409], $51.20 ,
25000001,"DIVALPROEX 500 MG TABLET,DELAYED RELEASE [2553]", $104.30 ,
25000001,"DIVALPROEX ER 500 MG TABLET,EXTENDED RELEASE 24 HR [81426]", $95.50 ,
63600002,DOCETAXEL 80 MG/8 ML (10 MG/ML) INTRAVENOUS SOLUTION [108907]," $4,455.00 ",
25000001,DOCOSANOL 10 % TOPICAL CREAM [29287], $250.50 ,
25000001,DONEPEZIL 23 MG TABLET [105906], $153.40 ,
63600002,DOPAMINE 400 MG/5 ML (80 MG/ML) INTRAVENOUS SOLUTION [2596], $53.00 ,
63600002,"DOPAMINE 800 MG/250 ML (3,200 MCG/ML) IN 5 % DEXTROSE INTRAVENOUS SOLN [14846]", $273.40 ,
25000001,DOXAZOSIN 0.5 MG PARTIAL TABLET [163462], $12.80 ,
25000001,DOXAZOSIN 4 MG TABLET [9896], $53.30 ,
25000001,DOXEPIN 5 % TOPICAL CREAM [12666]," $9,602.20 ",
25000001,DOXEPIN 50 MG CAPSULE [2612], $15.90 ,
63600002,DOXORUBICIN CHEMOEMBOLIZATION W/LC LUMI BEADS (LIQUID) [510072], $540.00 ,
25000001,DOXYCYCLINE HYCLATE 50 MG CAPSULE [2624], $30.50 ,
25000001,"DULOXETINE 60 MG CAPSULE,DELAYED RELEASE [39277]", $129.50 ,
25000001,ECHOTHIOPHATE IODIDE 0.125 % EYE DROPS [9914]," $1,436.40 ",
63600002,EDETATE CALCIUM DISODIUM 200 MG/ML INJECTION SOLUTION [9916]," $26,744.60 ",
25000001,ELECTROLYTE-A INTRAVENOUS SOLUTION [28113], $202.50 ,
25000001,EMTRICITABINE 200 MG-RILPIVIRINE 25 MG-TENOFOVIR DISPROX 300 MG TABLET [111273]," $1,447.70 ",
25000001,ENALAPRIL MALEATE 20 MG TABLET [9926], $37.40 ,
63600002,EPINEPHRINE 1 MG IN 250 ML NS (PYXIS) [40841850], $33.80 ,
25000001,EPROSARTAN 600 MG TABLET [26076], $46.30 ,
25000001,ESTERIFIED ESTROGENS 0.3 MG TABLET [9963], $28.50 ,
25000001,ESTERIFIED ESTROGENS 0.625 MG TABLET [9964], $40.50 ,
25000001,ESTRADIOL 0.01% (0.1 MG/GRAM) VAGINAL CREAM [9969]," $5,100.70 ",
25000001,ESTRADIOL-NORETHINDRONE ACET 1 MG-0.5 MG TABLET [28169], $66.00 ,
25000001,ESTROPIPATE 3 MG TABLET [12402], $34.60 ,
25000001,ESZOPICLONE 3 MG TABLET [40322], $254.10 ,
25000001,ETHIONAMIDE 250 MG TABLET [9988], $89.50 ,
63610000,ETHYL ESTERS OF IODIZED FATTY ACIDS (LIPIODOL) INJECTION [40841138]," $10,692.00 ",
25000001,ETODOLAC 200 MG CAPSULE [9997], $19.40 ,
63600002,EVEROLIMUS (IMMUNOSUPPRESSIVE) 0.5 MG TABLET [104877], $273.90 ,
25000001,EXENATIDE 5 MCG/DOSE (250 MCG/ML)1.2 ML SUBCUTANEOUS PEN INJECTOR [105628]," $11,475.90 ",
25000001,EZETIMIBE 10 MG-SIMVASTATIN 20 MG TABLET [39221], $184.60 ,
25000001,EZETIMIBE 10 MG-SIMVASTATIN 40 MG TABLET [39222], $184.60 ,
25000001,EZETIMIBE 10 MG-SIMVASTATIN 80 MG TABLET [39223], $184.60 ,
25000001,FELBAMATE 600 MG/5 ML ORAL SUSPENSION [10023], $26.60 ,
25000001,FENTANYL 800 MCG LOZENGE ON A HANDLE [27916], $466.80 ,
25000001,FERROUS GLUCONATE 324 MG (37.5 MG IRON) TABLET [111196], $1.00 ,
25000001,"FEXOFENADINE-PSEUDOEPHEDRINE ER 180 MG-240 MG TABLET,EXT.RELEASE 24 HR [40389]", $16.90 ,
25000001,FINASTERIDE 1 MG TABLET [22243], $33.00 ,
25000001,FLEXIBLE COLLODION (BULK) LIQUID [117483],,"Place holder,static, order communication, zero charge item or charge panel"
63600002,FLUCONAZOLE 100 MG/50 ML IN SODIUM CHLORIDE(ISO) INTRAVENOUS PIGGYBACK [100721], $149.20 ,
25000001,FLUMAZENIL 0.1 MG/ML IV (ONE STEP) [40840610], $151.70 ,
25000001,FLUOCINOLONE 0.01 % TOPICAL CREAM [3183], $601.10 ,
25000001,FLUOCINOLONE 0.01 % TOPICAL SOLUTION [3186]," $2,430.00 ",
25000001,FLUOCINOLONE 0.025 % TOPICAL OINTMENT [3185], $455.90 ,
25000001,"FLUOROMETHOLONE ACETATE 0.1 % EYE DROPS,SUSPENSION [10063]"," $1,134.20 ",
63600002,FLUOROURACIL 1 GRAM/20 ML INTRAVENOUS SOLUTION [82204], $97.20 ,
25000001,FLUOROURACIL 5 % TOPICAL CREAM [10065]," $3,474.90 ",
25000001,FLUPHENAZINE 5 MG TABLET [3221], $10.80 ,
25000001,FLUVOXAMINE 50 MG TABLET [10085], $34.80 ,
25000001,FUROSEMIDE 40 MG/4 ML ORAL SOLUTION [97803], $33.30 ,
25000001,FUROSEMIDE 40 MG/5 ML (8 MG/ML) ORAL SOLUTION [3293], $26.60 ,
25000001,GABAPENTIN 100 MG/2 ML (2 ML) ORAL SOLUTION (CC) [40841753], $26.60 ,
25000001,"GALANTAMINE ER 24 MG 24 HR CAPSULE,EXTENDED RELEASE [41140]", $82.50 ,
63600002,GEMCITABINE 1 GRAM INTRAVENOUS SOLUTION [17122], $745.20 ,
63600002,GEMCITABINE 200 MG INTRAVENOUS SOLUTION [17121]," $2,400.80 ",
63600002,GENTAMICIN 100 MG/50 ML IN SODIUM CHLORIDE(ISO) IVPB PREMIX (CC) [500354], $57.40 ,
63600002,GENTAMICIN 80 MG/100 ML IN SODIUM CHLORIDE(ISO) INTRAVENOUS PIGGYBACK [10106], $55.40 ,
63600002,GENTAMICIN 80 MG/50 ML IN SODIUM CHLORIDE(ISO) INTRAVENOUS PIGGYBACK [10111], $56.70 ,
63600002,GENTAMICIN 80 MG/50 ML IN SODIUM CHLORIDE(ISO) IVPB PREMIX (CC) [500353], $56.70 ,
25000001,GLUCOSAMINE-CHONDROIT-VIT C-MN 500 MG-400 MG CAPSULE [120273], $5.70 ,
25000001,GLYBURIDE 1.25 MG-METFORMIN 250 MG TABLET [28723], $12.00 ,
25000001,GLYBURIDE 2.5 MG-METFORMIN 500 MG TABLET [28724], $14.30 ,
25000001,GLYBURIDE 5 MG-METFORMIN 500 MG TABLET [28725], $14.30 ,
25000001,GLYCOPYRROLATE 2 MG TABLET [10131], $29.70 ,
63600002,GRANISETRON (PF) 1 MG/ML (1 ML) INTRAVENOUS SOLUTION [124871], $162.00 ,
25000001,GRISEOFULVIN ULTRAMICROSIZE 125 MG TABLET [3534], $83.80 ,
25000001,HALOBETASOL PROPIONATE 0.05 % TOPICAL CREAM [10159]," $2,583.30 ",
25000001,HALOBETASOL PROPIONATE 0.05 % TOPICAL OINTMENT [10160]," $2,920.80 ",
63600002,"HEPARIN INFUSION 25,000 UNIT/500 ML (IMPELLA) [40841577]", $101.30 ,
63600002,"HEPARIN, PORCINE (PF) 5,000 UNIT/0.5 ML INJECTION SYRINGE [123379]", $46.50 ,
25000001,HYDRALAZINE 1 MG/ML ORAL SOLUTION [40840120], $26.60 ,
25000001,HYDROCODONE-HOMATROPINE 5 MG-1.5 MG TABLET [10204], $13.30 ,
25000001,HYDROCORTISONE 2.5 % TOPICAL CREAM WITH PERINEAL APPLICATOR [28824]," $1,179.00 ",
25000001,HYDROCORTISONE 20 MG TABLET [3734], $14.70 ,
63600002,HYDROMORPHONE 1 MG/ML INJECTION SOLUTION [180886], $26.10 ,
63600002,HYDROXYZINE PAMOATE 25 MG CAPSULE [3777], $7.70 ,
63600002,HYDROXYZINE PAMOATE 50 MG CAPSULE [3778], $8.30 ,
25000001,"IBUPROFEN 50 MG/1.25 ML ORAL DROPS,SUSPENSION [15419]", $3.50 ,
25000001,IBUPROFEN 800 MG TABLET [3845], $5.80 ,
63600002,IFOSFAMIDE 1 GRAM INTRAVENOUS SOLUTION [10248], $940.50 ,
63600002,IMIPENEM-CILASTATIN 250 MG INTRAVENOUS SOLUTION (CC) [40840985], $281.10 ,
63600002,IMIPENEM-CILASTATIN 500 MG INTRAVENOUS SOLUTION (CC) [40840986], $529.00 ,
25000001,IMIPRAMINE 50 MG TABLET [3862], $19.80 ,
25000001,INULIN 1.5 GRAM CHEWABLE TABLET [164822], $1.20 ,
25000001,INV CSL112_3001 STUDY DRUG OR PLACEBO [40841851],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,INV RESEARCH STUDY DRUG ORAL - DABIGATRAN 110 MG [40841594],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,INV RESEARCH STUDY DRUG ORAL - DABIGATRAN 150 MG [40841595],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,INV RESEARCH STUDY DRUG ORAL - WARFARIN 1 MG [40841597],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,INV RESEARCH STUDY DRUG ORAL - WARFARIN 3 MG [40841598],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,INV RESEARCH STUDY DRUG ORAL - WARFARIN 5 MG [40841599],,"Place holder,static, order communication, zero charge item or charge panel"
63610000,IODIXANOL 270 MG IODINE/ML INTRAVENOUS SOLUTION [17594], $462.50 ,
