HOSPITAL NAME:   FOOTHILLS REGIONAL MEDICAL CENTER,,,,
OSHPD ID:   106301357,,,,
EFFECTIVE DATE OF SERVICE:   06-01-2018,,,,
,,,,
,,,,
Fac,Charge #,Description,Price,GL Key
513,47189428, CHLOROTHIAZIDE SUSP 250MG/5ML  ,11,4710
513,47189436, FAMOTIDINE SUSP 40MG/5ML       ,23,4710
513,47189444, GABAPENTIN SUSP 250MG/5ML      ,11,4710
513,47189451, NEUTRAPHOS 250MG TAB           ,11,4710
513,47189469, RANITIDINE 75MG TAB            ,11,4710
513,47189477, ZONISAMIDE 25MG CAP            ,11,4710
513,47189485, ZONISAMIDE 50MG CAP            ,11,4710
513,47189493, BACLOFEN 20MG TAB              ,11,4710
513,47189501, FUROSEMIDE ORAL 40MG/4ML       ,11,4710
513,47189519, AMOXICILLIN SUSP 200MG/5ML     ,11,4710
513,47189527, OMEPRAZOLE 10 MG CAP           ,11,4710
513,47189535, GLYCOPYRROLATE 2MG TAB         ,11,4710
513,47189543, BACTRIM SUSP 200-40MG/5ML      ,11,4710
513,47189550, DELAFLEX 1.25% 2500ML DIAL SOL ,109,471
513,47189568, DELAFLEX 2.5% 2500ML DIAL SOLN ,109,4710
513,47189576, DELAFLEX 4.25% 2500ML DIAL SOL ,109,4710
513,47189584, CEFOTETAN 2GM INJECTION VIAL   ,87.5,4710
513,47189592, NALTREXONE 50MG TABLET         ,11,4710
513,47189600, METHYLPREDNISOLONE 125MG INJ   ,33.5,4710
513,47189816, SERTALINE  25MG TAB            ,11,4710
513,47190129, Barium Sulfate  Sol            ,191.5,4710
513,47190137, AMLODIPINE (NORVASC) 2.5MG TAB ,11,4710
513,47190145, ATORVASTATIN (LIPITOR)80MG TAB ,11,4710
513,47190152, Nicardipine 2.5mg/ml           ,125,4710
513,47190160, Heparin 1000 units/ml 10ml     ,11,4710
513,47190186, TRANEXAMIC ACID1000mg/10ml Inj ,40.2,4710
513,47190194, FIRST MTHWASH SUSP 119ML       ,138.6,4710
513,47190202, FAMOTIDINE 40MG/4ML SOL 4ML    ,11,4710
513,47190210, SOD.CHLORIDE BACTER. 0.9% SOL  ,16.75,4710
513,47190228, AMPICILLIN 250MG INJ           ,63.85,4710
513,47190236, DICYCLOMINE 20MG TAB           ,22.35,4710
513,47190244, TENOFOVIR DIS. FUM. 200 MG TAB ,166.65,4710
513,47190251, PANCRELIPASE(CREON)6K-19K-30K  ,11,4710
513,47190269, METHADONE 5MG                  ,18,4710
513,47190277, MORPHINE 20MG ORAL SOL         ,21.42,4710
513,47190285, OPIUM TINCTURE 10MG TOP        ,46,4710
513,47190293, OXYCODONE CR 10MG              ,11,4710
513,47190301, PHENOBARBITAL 130MG INJ        ,137,4710
513,47190319, TRIAZOLAM 0.125MG TAB          ,18,4710
513,47190327, HYDROMORPHONE 40MG/20ML/1ML    ,21,4710
513,47190335, HEPARIN PORCINE 1000UN/ML 30ML ,11,4710
513,47190343, BALSAM PER-CASTOR OIL 87MG TOP ,76,4710
513,47190350, ESTROGEN CONJUGATED 25MG VL    ,1500,4710
513,47190368, PROBENECID 500MG TAB           ,11,4710
513,47190376, GADOTERIDOL 279.3/ML(10ML)     ,270,4710
513,47200019, AEROSOL INHAL (1ST HR)         ,116,4720
513,47200027, AEROSOL INHAL (ADD'L HR)       ,116,4720
513,47200035, BIPAP VENT (INIT'L DAY)        ,4907,4720
513,47200043, BIPAP VENT (SUBSEQ DAY)        ,4353,4720
513,47200050, MDI (1ST TREATMNT/DAY)         ,567,4720
513,47200068, MDI (AD'L TREATMNT/DAY)        ,567,4720
513,47200076, VOLUME VENT(INITIAL DAY)       ,5060,4720
513,47200084, VOLUME VENT (SUBSEQ/DAY)       ,4634,4720
513,47200092, WEANING PARAMETERS             ,116,4720
513,47200134, OXYGEN (DAILY)                 ,2244,4720
513,47200142, HHN (1ST TREATMNT/DAY)         ,567,4720
513,47200167, IPPB (1ST TREATMNT/DAY)        ,567,4720
513,47200183, OXYGEN (HOURLY)                ,50,4720
513,47200209, PD&P TREATMENT(INITIAL)        ,105,4720
513,47200290, PEAK FLOW                      ,445,4720
513,47200308, TRACHEOSTOMY TUBE CHANGE       ,248,4720
513,47200316, SPUTUM INDUCTION               ,342,4720
513,47200340, USN CONT (24hrs)               ,20,4720
513,47200431, CPAP INITIATION/MGMT           ,48,4720
513,47200456, HHN (ADD'L TREATMNT/DAY)       ,567,4720
513,47200472, IPPB (AD'L TREATMNT/DAY)       ,567,4720
513,47200498, PD&P TREATMENT(SUBSEQ)         ,105,4720
513,47200514, SPUTM IND(AD'L TRTMT/DAY)      ,567,4720
513,47200563, AEROSOL TREATMENT DAILY        ,393,4720
513,47200571, SUCTIONING CATHETER/TRACH CARE ,33,4720
513,47200589, MECHANICAL CHEST WALL OSCILLAT ,194,4720
513,47200597, PULM STRESS TEST/COMPLEX       ,1650,4720
513,47200605, PULMONARY STRESS TEST/SIMPLE   ,1200,4720
513,47200613, CHEST WALL MNPLTN INITITAL     ,465,4720
513,47200621, CHEST WALL MNPLTN SUBSEQ       ,250,4720
513,47300504, PFT PRE/POST                   ,385,4730
513,47300512, NEONATAL RESUSCIATATION        ,1485,4730
513,47300538, NEWBORN ATTENDANCE STABILIZATI ,178,4730
513,47300546, DLCO                           ,147,4730
513,47300579, PULMONARY COMPLIANCE           ,205,4730
513,47300587, ABG PUNCTURE                   ,191,4730
513,47300603, ABG STUDY                      ,385,4730
513,47300611, CODE BLUE (CPR)                ,1100,4730
513,47300645, RT ASSISTANCE                  ,0,4730
513,47300652, INTUBATION ENDOTRACHEAL        ,825,4730
513,47300678, ABG FULL PANEL                 ,0,                 
513,47600101, TREATMENT RM-GI LAB. (1HR.)    ,603,4760
513,47600135, COLONOSCOPY PROCED             ,887,4760
513,47600143, ENDOSCOPY PROCED               ,550,4760
513,47600150, ESOPHAGEAL DILATION            ,306,4760
513,47600168, SIGMOIDOSCOPY PROCED           ,887,4760
513,47600333, LIGATOR  BAND                  ,1210,4760
513,47600374, US SINGLE ORGAN                ,892,4760
513,47700026, PT HOT OR COLD PACK EA TX      ,136,4770
513,47700034, PT MECHANICAL TRACTION EA TX   ,117,4770
513,47700042, PT ELECTRICAL STIM EA TX UNATT ,121,4770
513,47700067, PT PARAFFIN BATH               ,131,4770
513,47700075, PT WHIRLPOOL EA TX             ,180,4770
513,47700091, PT ELECTRICAL STIM EA 15MIN AT ,146,4770
513,47700117, PT CONTRAST BATH EA 15MIN      ,154,4770
513,47700125, PT ULTRASOUND EA 15 MIN        ,152,4770
513,47700133, PT DEBRIDEMENT                 ,146,4770
513,47700141, PT THERAPEUTIC EX EA 15 MIN    ,298,4770
513,47700158, PT NEUROMUSCULAR RE-EDUCATION  ,146,4770
513,47700166, PT GAIT TRAINING EA 15 MIN     ,146,4770
513,47700174, PT MASSAGE EA 15 MIN           ,304,4770
513,47700182, PT MAN CER/PELV TRACT EA 15MIN ,147,4770
513,47700190, PT MANUEL THERAPY EA 15 MIN    ,200,4770
513,47700208, PT MANUEL LUMB TRAC EA 15 MIN  ,143,4770
513,47700224, PT MYOFASCIAL RELEASE EA 15MIN ,142,4770
513,47700232, PT THERAPEUTIC ACTIV EA 15 MIN ,311,4770
513,47700265, PT WHEELCHAIR TRAINING EA 15MI ,142,4770
513,47700323, PT CRUTCH FITTING              ,77,4770
513,47700331, PT CRUTCH TRAINING             ,77,4770
513,47700406, PT BUCKS TRACTION              ,121,4770
513,47700430, PT BRACE FITTING (15)          ,143,4770
513,47709688, WOUND CARE - 15 Min            ,204,4770
513,47709696, NEG PRESSURE </=50 SQ CM       ,220,4770
513,47709704, NEG PRESSURE >50 SQ CM         ,1024,4770
513,47709746, PT SELF CARE HOME TRAIN/15M    ,146,4770
513,47709753, PT ORTHOTICS FITTING/TRAIN/15M ,146,4770
513,47709761, PT PROS TRAIN/15M              ,146,4770
513,47709779, PT TENS                        ,146,4770
513,47709787, WOUND CARE EA TX               ,204,4770
513,47712161, PT-CH MOBILITY CURRENT STATUS  ,0.01,4770
513,47712179, PT-CH MOBILITY GOAL STATUS     ,0.01,4770
513,47712187, PT-CH MOBILITY D/C STATUS      ,0.01,4770
513,47712195, PT-CH BODY POS CURRENT STATUS  ,0.01,4770
513,47712203, PT-CH BODY POS GOAL STATUS     ,0.01,4770
513,47712211, PT-CH BODY POS D/C STATUS      ,0.01,4770
513,47712229, PT-CH CARRY CURRENT STATUS     ,0.01,4770
513,47712237, PT-CH CARRY GOAL STATUS        ,0.01,4770
513,47712245, PT-CH CARRY D/C STATUS         ,0.01,4770
513,47712252, PT-CH SELF CARE CURRENT STATUS ,0.01,4770
513,47712260, PT-CH SELF CARE GOAL STATUS    ,0.01,4770
513,47712278, PT-CH SELF CARE D/C STATUS     ,0.01,4770
513,47712286, PT-CH OTH PRI CURRENT STATUS   ,0.01,4770
513,47712294, PT-CH OTH PRIMARY GOAL STATUS  ,0.01,4770
513,47712302, PT-CH OTHER PRIMARY D/C STATUS ,0.01,4770
513,47712310, PT-CH OTH SECONDARY CURR STAT  ,0.01,4770
513,47712328, PT-CH OTH SECONDARY GOAL STAT  ,0.01,4770
513,47712336, PT-CH OTH SECONDARY D/C STATUS ,0.01,4770
513,47712344, PT-CI MOBILITY CURRENT STATUS  ,0.01,4770
513,47712351, PT-CI MOBILITY GOAL STATUS     ,0.01,4770
513,47712369, PT-CI MOBILITY D/C STATUS      ,0.01,4770
513,47712377, PT-CI BODY POS CURRENT STATUS  ,0.01,4770
513,47712385, PT-CI BODY POS GOAL STATUS     ,0.01,4770
513,47712393, PT-CI BODY POS D/C STATUS      ,0.01,4770
513,47712401, PT-CI CARRY CURRENT STATUS     ,0.01,4770
513,47712419, PT-CI CARRY GOAL STATUS        ,0.01,4770
513,47712427, PT-CI CARRY D/C STATUS         ,0.01,4770
513,47712435, PT-CI SELF CARE CURRENT STATUS ,0.01,4770
513,47712443, PT-CI SELF CARE GOAL STATUS    ,0.01,4770
513,47712450, PT-CI SELF CARE D/C STATUS     ,0.01,4770
513,47712468, PT-CI OTH PRI CURRENT STATUS   ,0.01,4770
513,47712476, PT-CI OTH PRIMARY GOAL STATUS  ,0.01,4770
513,47712484, PT-CI OTHER PRIMARY D/C STATUS ,0.01,4770
513,47712492, PT-CI OTH SECONDARY CURR STAT  ,0.01,4770
513,47712500, PT-CI OTH SECONDARY GOAL STA   ,0.01,4770
513,47712518, PT-CI OTH SECONDARY D/C STATUS ,0.01,4770
513,47712526, PT-CJ MOBILITY CURRENT STATUS  ,0.01,4770
513,47712534, PT-CJ MOBILITY GOAL STATUS     ,0.01,4770
513,47712542, PT-CJ MOBILITY D/C STATUS      ,0.01,4770
513,47712559, PT-CJ BODY POS CURRENT STATUS  ,0.01,                 
513,47712567, PT-CJ BODY POS GOAL STATUS     ,0.01,4770
513,47712575, PT-CJ BODY POS D/C STATUS      ,0.01,4770
513,47712583, PT-CJ CARRY CURRENT STATUS     ,0.01,4770
513,47712591, PT-CJ CARRY GOAL STATUS        ,0.01,4770
513,47712609, PT-CJ CARRY D/C STATUS         ,0.01,4770
513,47712617, PT-CJ SELF CARE CURRENT STATUS ,0.01,4770
513,47712625, PT-CJ SELF CARE GOAL STATUS    ,0.01,4770
513,47712633, PT-CJ SELF CARE D/C STATUS     ,0.01,4770
513,47712641, PT-CJ OTH PRIMARY CUR STATUS   ,0.01,4770
513,47712658, PT-CJ OTH PRIMARY GOAL STATUS  ,0.01,4770
513,47712666, PT-CJ OTH PRIMARY D/C STATUS   ,0.01,4770
513,47712674, PT-CJ OTH SECONDARY CUR STATUS ,0.01,4770
513,47712682, PT-CJ OTH SECONDARY GOAL STAT  ,0.01,4770
513,47712690, PT-CJ OTH SECONDARY D/C STATUS ,0.01,4770
513,47712708, PT-CK MOBILITY CURRENT STATUS  ,0.01,4770
513,47712716, PT-CK MOBILITY GOAL STATUS     ,0.01,4770
513,47712724, PT-CK MOBILITY D/C STATUS      ,0.01,4770
513,47712732, PT-CK BODY POS CURRENT STATUS  ,0.01,4770
513,47712740, PT-CK BODY POS GOAL STATUS     ,0.01,4770
513,47712757, PT-CK BODY POS D/C STATUS      ,0.01,4770
513,47712765, PT-CK CARRY CURRENT STATUS     ,0.01,4770
513,47712773, PT-CK CARRY GOAL STATUS        ,0.01,4770
513,47712781, PT-CK CARRY D/C STATUS         ,0.01,4770
513,47712799, PT-CK SELF CARE CURRENT STATUS ,0.01,4770
513,47712807, PT-CK SELF CARE GOAL STATUS    ,0.01,4770
513,47712815, PT-CK SELF CARE D/C STATUS     ,0.01,4770
513,47712823, PT-CK OTH PRIM CURRENT STATUS  ,0.01,4770
513,47712831, PT-CK OTH PRIM GOAL STATUS     ,0.01,4770
513,47712849, PT-CK OTH PRIMARY D/C STATUS   ,0.01,4770
513,47712856, PT-CK OTH SEC CURRENT STATUS   ,0.01,4770
513,47712864, PT-CK OTH SEC GOAL STATUS      ,0.01,4770
513,47712872, PT-CK OTH SEC D/C STATUS       ,0.01,4770
513,47712880, PT-CL MOBILITY CURRENT STATUS  ,0.01,4770
513,47712898, PT-CL MOBILITY GOAL STATUS     ,0.01,4770
513,47712906, PT-CL MOBILITY D/C STATUS      ,0.01,4780
513,47712914, PT-CL BODY POS CURRENT STATUS  ,0.01,4770
513,47712922, PT-CL BODY POS GOAL STATUS     ,0.01,4770
513,47712930, PT-CL BODY POS D/C STATUS      ,0.01,4770
513,47712948, PT-CL CARRY CURRENT STATUS     ,0.01,4770
513,47712955, PT-CL CARRY GOAL STATUS        ,0.01,4770
513,47712963, PT-CL CARRY D/C STATUS         ,0.01,4770
513,47712971, PT-CL SELF CARE CURRENT STATUS ,0.01,4770
513,47712989, PT-CL SELF CARE GOAL STATUS    ,0.01,4770
513,47712997, PT-CL SELF CARE D/C STATUS     ,0.01,4770
513,47713003, PT-CL OTH PRIM CURRENT STATUS  ,0.01,4770
513,47713011, PT-CL OTH PRIM GOAL STATUS     ,0.01,4770
513,47713029, PT-CL OTH PRIMARY D/C STATUS   ,0.01,4770
513,47713037, PT-CL OTH SEC CURRENT STATUS   ,0.01,4770
513,47713045, PT-CL OTH SEC GOAL STATUS      ,0.01,4770
513,47713052, PT-CL OTH SEC D/C STATUS       ,0.01,4770
513,47713060, PT-CM MOBILITY CURRENT STATUS  ,0.01,4770
513,47713078, PT-CM MOBILITY GOAL STATUS     ,0.01,4770
513,47713086, PT-CM MOBILITY D/C STATUS      ,0.01,4770
513,47713094, PT-CM BODY POS CURRENT STATUS  ,0.01,4770
513,47713102, PT-CM BODY POS GOAL STATUS     ,0.01,4770
513,47713110, PT-CM BODY POS D/C STATUS      ,0.01,4770
513,47713128, PT-CM CARRY CURRENT STATUS     ,0.01,4770
513,47713136, PT-CM CARRY GOAL STATUS        ,0.01,4770
513,47713144, PT-CM CARRY D/C STATUS         ,0.01,4770
513,47713151, PT-CM SELF CARE CURRENT STATUS ,0.01,4770
513,47713169, PT-CM SELF CARE GOAL STATUS    ,0.01,4770
513,47713177, PT-CM SELF CARE D/C STATUS     ,0.01,4770
513,47713185, PT-CM OTH PRIM CURRENT STATUS  ,0.01,4770
513,47713193, PT-CM OTH PRIM GOAL STATUS     ,0.01,4770
513,47713201, PT-CM OTH PRIMARY D/C STATUS   ,0.01,4770
513,47713219, PT-CM OTH SEC CURRENT STATUS   ,0.01,4770
513,47713227, PT-CM OTH SEC GOAL STATUS      ,0.01,4770
513,47713235, PT-CM OTH SECONDARY D/C STATUS ,0.01,4770
513,47713243, PT-CN MOBILITY CURRENT STATUS  ,0.01,4770
513,47713250, PT-CN MOBILITY GOAL STATUS     ,0.01,4770
513,47713268, PT-CN MOBILITY D/C STATUS      ,0.01,4770
513,47713276, PT-CN BODY POS CURRENT STATUS  ,0.01,4770
513,47713284, PT-CN BODY POS GOAL STATUS     ,0.01,4770
513,47713292, PT-CN BODY POS D/C STATUS      ,0.01,4770
513,47713300, PT-CN CARRY CURRENT STATUS     ,0.01,4770
513,47713318, PT-CN CARRY GOAL STATUS        ,0.01,4770
513,47713326, PT-CN CARRY D/C STATUS         ,0.01,4770
513,47713334, PT-CN SELF CARE CURRENT STATUS ,0.01,4770
513,47713342, PT-CN SELF CARE GOAL STATUS    ,0.01,4770
513,47713359, PT-CN SELF CARE D/C STATUS     ,0.01,4770
513,47713367, PT-CN OTH PRIM CURRENT STATUS  ,0.01,4770
513,47713375, PT-CN OTH PRIM GOAL STATUS     ,0.01,4770
513,47713383, PT-CN OTH PRIMARY D/C STATUS   ,0.01,4770
513,47713391, PT-CN OTH SEC CURRENT STATUS   ,0.01,4770
513,47713409, PT-CN OTH SEC GOAL STATUS      ,0.01,4770
513,47713417, PT-CN OTH SECONDARY D/C STATUS ,0.01,4770
513,47713599, PT EVAL LOW COMPLEX 20 MIN     ,371,4770
513,47713607, PT EVAL MOD COMPLEX 30 MIN     ,391,4770
513,47713615, PT EVAL HIGH COMPLEX 45 MIN    ,410,4770
513,47713623, PT RE-EVAL EST PLAN CARE       ,227,4770
513,47800420, SPEECH & LANGUAGE EVAL.        ,349,4780
513,47800438, SPEECH/SWALLOWING EVALUATION   ,400,4780
513,47800503, SPEECH/LANGUAGE TREATMENT      ,548,4780
513,47800511, SWALLOWING TREATMENT           ,548,4780
513,47800529, APHASIA EVALUATION             ,349,4780
513,47800537, SPEECH/LANG RE-EVAL LTD        ,167,4780
513,47800552, SPEECH/LANG EVAL INT           ,416,4780
513,47800560, EVAL SPEECH LIMITED            ,205,4780
513,47800578, EVAL SPEECH CMPLX              ,825,4780
513,47800586, ST NEUROMUSC RE-ED/15M         ,146,4780
513,47800594, ST SWALLOW EVAL WITH DYE       ,348,4780
513,47800602, ST PASSY MUIR EVAL             ,348,4780
513,47800610, ST PASSY MUIR TRAINING         ,348,4780
513,47800628, ST VIDEO SWALL EVAL            ,348,4780
513,47800636, SPEECH EVAL FLUENCY            ,413,4780
513,47800644, SPEECH EVAL SOUND PRODUCTION   ,413,4780
513,47800651, SPEECH EVAL LANG COMP & EXPRES ,825,4780
513,47800669, SPEECH RESONANCE ANALYSIS      ,413,4780
513,47800677, ST-CN SWALLOW CURRENT STATUS   ,0.01,4780
513,47800685, ST-CN SWALLOW GOAL STATUS      ,0.01,4780
513,47800693, ST-CN SWALLOW D/C STATUS       ,0.01,4790
513,47800701, ST-CN MOTOR SPEECH CRNT STATUS ,0.01,4780
513,47800719, ST-CN MOTOR SPEECH GOAL STATUS ,0.01,4780
513,47800727, ST-CN MOTOR SPEECH D/C STATUS  ,0.01,4780
513,47800735, ST-CN LANG COMP CURRENT STATUS ,0.01,4780
513,47800743, ST-CN LANG COMP GOAL STATUS    ,0.01,4780
513,47800750, ST-CN LANG COMP D/C STATUS     ,0.01,4780
513,47800768, ST-CN LANG EXPRESS CRNT STATUS ,0.01,4780
513,47800776, ST-CN LANG EXPRESS GOAL STATUS ,0.01,4780
513,47800784, ST-CN LANG EXPRESS D/C STATUS  ,0.01,4780
513,47800792, ST-CN ATTEN CURRENT STATUS     ,0.01,4780
513,47800800, ST-CN ATTEN GOAL STATUS        ,0.01,4780
513,47800818, ST-CN ATTEN D/C STATUS         ,0.01,4780
513,47800826, ST-CN MEMORY CURRENT STATUS    ,0.01,4780
513,47800834, ST-CN MEMORY GOAL STATUS       ,0.01,4780
513,47800842, ST-CN MEMORY D/C STATUS        ,0.01,4780
513,47800859, ST-CN VOICE CURRENT STATUS     ,0.01,4780
513,47800867, ST-CN VOICE GOAL STATUS        ,0.01,4780
513,47800875, ST-CN VOICE D/C STATUS         ,0.01,4780
513,47800883, ST-CN SPEECH LANG CURRENT STAT ,0.01,4780
513,47800891, ST-CN SPEECH LANG GOAL STATUS  ,0.01,4780
513,47800909, ST-CN SPEECH LANG D/C STATUS   ,0.01,4780
513,47800917, ST-CH SWALLOW CURRENT STATUS   ,0.01,4780
513,47800925, ST-CH SWALLOW GOAL STATUS      ,0.01,4780
513,47800933, ST-CH SWALLOW D/C STATUS       ,0.01,4780
513,47800941, ST-CH MOTOR SPEECH CRNT STATUS ,0.01,4780
513,47800958, ST-CH MOTOR SPEECH GOAL STATUS ,0.01,4780
513,47800966, ST-CH MOTOR SPEECH D/C STATUS  ,0.01,4780
513,47800974, ST-CH LANG COMP CURRENT STATUS ,0.01,4780
513,47800982, ST-CH LANG COMP GOAL STATUS    ,0.01,4780
513,47800990, ST-CH LANG COMP D/C STATUS     ,0.01,4780
513,47801006, ST-CH LANG EXPRESS CRNT STATUS ,0.01,4780
513,47801014, ST-CH LANG EXPRESS GOAL STATUS ,0.01,4780
513,47801022, ST-CH LANG EXPRESS D/C STATUS  ,0.01,4780
513,47801030, ST-CH ATTEN CURRENT STATUS     ,0.01,4780
513,47801048, ST-CH ATTEN GOAL STATUS        ,0.01,4780
513,47801055, ST-CH ATTEN D/C STATUS         ,0.01,4780
513,47801063, ST-CH MEMORY CURRENT STATUS    ,0.01,4780
513,47801071, ST-CH MEMORY GOAL STATUS       ,0.01,4780
513,47801089, ST-CH MEMORY D/C STATUS        ,0.01,4780
513,47801097, ST-CH VOICE CURRENT STATUS     ,0.01,4780
513,47801105, ST-CH VOICE GOAL STATUS        ,0.01,4780
513,47801113, ST-CH VOICE D/C STATUS         ,0.01,4780
513,47801121, ST-CH SPEECH LANG CRNT STATUS  ,0.01,4780
513,47801139, ST-CH SPEECH LANG GOAL STATUS  ,0.01,4780
513,47801147, ST-CH SPEECH LANG D/C STATUS   ,0.01,4780
513,47801154, ST-CI SWALLOW CURRENT STATUS   ,0.01,4780
513,47801162, ST-CI SWALLOW GOAL STATUS      ,0.01,4780
513,47801170, ST-CI SWALLOW D/C STATUS       ,0.01,4780
513,47801188, ST-CI MOTOR SPEECH CRNT STATUS ,0.01,4780
513,47801196, ST-CI MOTOR SPEECH GOAL STATUS ,0.01,4780
513,47801204, ST-CI MOTOR SPEECH D/C STATUS  ,0.01,4780
513,47801212, ST-CI LANG COMP CURRENT STATUS ,0.01,4780
513,47801220, ST-CI LANG COMP GOAL STATUS    ,0.01,4780
513,47801238, ST-CI LANG COMP D/C STATUS     ,0.01,4780
513,47801246, ST-CI LANG EXPRESS CRNT STATUS ,0.01,4780
513,47801253, ST-CI LANG EXPRESS GOALS STAT  ,0.01,4780
513,47801261, ST-CI LANG EXPRESS D/C STATUS  ,0.01,4780
513,47801279, ST-CI ATTEN CURRENT STATUS     ,0.01,4780
513,47801287, ST-CI ATTEN GOAL STATUS        ,0.01,4780
513,47801295, ST-CI ATTEN D/C STATUS         ,0.01,4780
513,47801303, ST-CI MEMORY CURRENT STATUS    ,0.01,4780
513,47801311, ST-CI MEMORY GOAL STATUS       ,0.01,4780
513,47801329, ST-CI MEMORY D/C STATUS        ,0.01,4780
513,47801337, ST-CI  VOICE CURRENT STATUS    ,0.01,4780
513,47801345, ST-CI VOICE GOAL STATUS        ,0.01,4780
513,47801352, ST-CI VOICE D/C STATUS         ,0.01,4780
513,47801360, ST-CI SPEECH LANG CRNT STATUS  ,0.01,4780
513,47801378, ST-CI SPEECH LANG GOAL STATUS  ,0.01,4780
513,47801386, ST-CI SPEECH LANG D/C STATUS   ,0.01,4780
513,47801394, ST-CJ SWALLOW CURRENT STATUS   ,0.01,4780
513,47801402, ST-CJ SWALLOW GOAL STATUS      ,0.01,4780
513,47801410, ST-CJ SWALLOW D/C STATUS       ,0.01,4780
513,47801428, ST-CJ MOTOR SPEECH CRNT STATUS ,0.01,4780
513,47801436, ST-CJ MOTOR SPEECH GOAL STATUS ,0.01,4780
513,47801444, ST-CJ MOTOR SPEECH D/C STATUS  ,0.01,4780
513,47801451, ST-CJ LANG COMP CURRENT STATUS ,0.01,4780
513,47801469, ST-CJ LANG COMP D/C STATUS     ,0.01,4780
513,47801477, ST-CJ LANG COMP D/C STATUS     ,0.01,4780
513,47801485, ST-CJ LANG EXPRESS CRNT STATUS ,0.01,4780
513,47801493, ST-CJ LANG EXPRESS GOAL STATUS ,0.01,4780
513,47801501, ST-CJ LANG EXPRESS D/C STATUS  ,0.01,4780
513,47801519, ST-CJ ATTEN CURRENT STATUS     ,0.01,4780
513,47801527, ST-CJ ATTEN GOAL STATUS        ,0.01,4780
513,47801535, ST-CJ ATTEN D/C STATUS         ,0.01,4780
513,47801543, ST-CJ MEMORY CURRENT STATUS    ,0.01,4780
513,47801550, ST-CJ MEMORY GOAL STATUS       ,0.01,4780
513,47801568, ST-CJ MEMORY D/C STATUS        ,0.01,4780
513,47801576, ST-CJ VOICE CURRENT STATUS     ,0.01,4780
513,47801584, ST-CJ VOICE GOAL STATUS        ,0.01,4780
513,47801592, ST-CJ VOICE D/C STATUS         ,0.01,4780
513,47801600, ST-CJ SPEECH LAND CRNT STATUS  ,0.01,4780
513,47801618, ST-CJ SPEECH LANG GOAL STATUS  ,0.01,4780
513,47801626, ST-CJ SPEECH LANG D/C STATUS   ,0.01,4780
513,47801634, ST-CK SWALLOW CURRENT STATUS   ,0.01,4780
513,47801642, ST-CK SWALLOW GOAL STATUS      ,0.01,4780
513,47801659, ST-CK SWALLOW D/C STATUS       ,0.01,4780
513,47801667, ST-CK MOTOR SPEECH CRNT STATUS ,0.01,4780
513,47801675, ST-CK MOTOR GOAL STATUS        ,0.01,4780
513,47801683, ST-CK MOTOR SPEECH D/C STATUS  ,0.01,4780
513,47801691, ST-CK LANG COMP CURRENT STATUS ,0.01,4780
513,47801709, ST-CK LANG COMP GOAL STATUS    ,0.01,4780
513,47801717, ST-CK LANG COMP D/C STATUS     ,0.01,4780
513,47801725, ST-CK LANG EXPRESS CRNT STATUS ,0.01,4780
513,47801733, ST-CK LANG EXPRESS GOAL STATUS ,0.01,4780
513,47801741, ST-CK LANG EXPRESS D/C STATUS  ,0.01,4780
513,47801758, ST-CK ATTEN CURRENT STATUS     ,0.01,4780
513,47801766, ST-CK ATTEN GOAL STATUS        ,0.01,4780
513,47801774, ST-CK ATTEN D/C STATUS         ,0.01,4780
513,47801782, ST-CK MEMORY CURRENT STATUS    ,0.01,4780
513,47801790, ST-CK MEMORY GOAL STATUS       ,0.01,4780
513,47801808, ST-CK MEMORY D/C STATUS        ,0.01,4780
513,47801816, ST-CK VOICE CURRENT STATUS     ,0.01,4780
513,47801824, ST-CK VOICE GOAL STATUS        ,0.01,4780
513,47801832, ST-CK VOICE D/C STATUS         ,0.01,4780
513,47801840, ST-CK SPEECH LANG CRNT STATUS  ,0.01,4780
513,47801857, ST-CK SPEECH LANG GOAL STATUS  ,0.01,4780
513,47801865, ST-CK SPEECH LANG D/C STATUS   ,0.01,4780
513,47801873, ST-CL SWALLOW CRNT STATUS      ,0,4780
513,47801881, ST-CL SWALLOW GOAL STATUS      ,0.01,4780
513,47801899, ST-CL SWALLOW D/C STATUS       ,0.01,4780
513,47801907, ST-CL MEMORY CURRENT STATUS    ,0.01,4780
513,47801915, ST-CL MEMORY GOAL STATUS       ,0.01,4780
513,47801923, ST-CL MEMORY D/C STATUS        ,0.01,4780
513,47801931, ST-CL VOICE CURRENT STATUS     ,0.01,4780
513,47801949, ST-CL VOICE GOAL STATUS        ,0.01,4780
513,47801956, ST-CL VOICE D/C STATUS         ,0.01,4780
513,47801964, ST-CL SPEECH LANG CRNT STATUS  ,0.01,4780
513,47801972, ST-CL SPEECH LANG GOAL STATUS  ,0.01,4780
513,47801980, ST-CL SPEECH LANG D/C STATUS   ,0.01,4780
513,47801998, ST-CM SWALLOW CURRENT STATUS   ,0.01,4780
513,47802004, ST-CM SWALLOW GOAL STATUS      ,0.01,4780
513,47802012, ST-CM SWALLOW D/C STATUS       ,0.01,4780
513,47802020, ST-CM MOTOR SPEECH CRNT STATUS ,0.01,4780
513,47802038, ST-CM MOTOR SPEECH GOAL STATUS ,0.01,4780
513,47802046, ST-CM MOTOR SPEECH D/C STATUS  ,0.01,4780
