Description, Total Price 
HB PICC MST SAFETY KIT, $40.00 
HB PIGGYBACK WIRE CONVERTER, $585.00 
HB PIN PLUG 6725 US CONNECTOR PORT, $90.00 
HB PIN PLUG KIT, $300.00 
HB PIPELINE EMBOLIC DEVICE LVL 53," $43,500.00 "
HB PITON PACK, $8.00 
HB PL STNT TRNSCATH CAROT W/ LT," $9,750.00 "
HB PL STNT TRNSCATH CAROT W/ RT," $9,750.00 "
HB PLACE AMNIOTIC MEMBRA OCULAR SURFACE W/O SUTURES, $469.00 
HB PLACEMENT NG/OG TUBE BY PHYSICIAN, $316.00 
HB PLACEMENT OF SETON," $1,550.00 "
HB PLASMA FROZEN 18-24 HRS AFTER COLLECTION, $282.00 
HB PLASMA LIQUID CRYOPRECIPITATE REDUCED, $422.00 
HB PLASTER CAST SUPPLIES, $39.00 
HB PLATELET LUK/RED EACH UNIT, $443.00 
HB PLATELET LUK/RED IRR EA UN, $637.00 
HB PLATELET PHERESIS LUK/RED IRR EA UN," $2,374.00 "
HB PLATELT HLA LUK/RED APHER/PHER," $2,923.00 "
HB PLATLT PHERES LUK/RED EA UN," $1,813.00 "
"HB PLCMNT SOFT TISSUE LOCAL DEVICE(S), PERQ, IMAG GUID; ADDL LESION", $226.00 
"HB PLCMNT SOFT TISSUE LOCAL DEVICE(S), PERQ, IMAG GUID;1ST LESION", $526.00 
HB PLCMT VASC OCCLUSIVE DEVICE, $600.00 
HB PLETHSOMGRPHY DETRM LUNG VOLME/AIRWAY RESIST, $213.00 
"HB PLEURAL DRNG, PERC, W/ INS INDW CATH; W/ IMG GD", $450.00 
HB PLEURX DRAINAGE LINE, $51.00 
"HB PLMNT BILIARY DRAINAGE CATH, INT./EXT."," $2,800.00 "
HB PLMT BILIARY DRAINAGE CATH," $2,800.00 "
HB PLMT NEPHROSTOMY CATHETER," $1,807.00 "
"HB PLMT NEPHROURETERAL CATHETER, NEW ACCESS"," $1,807.00 "
HB PLMT URETERAL STENT PRQ," $2,580.00 "
"HB PLMT URETERAL STENT PRQ, NEW ACCESS,W/O CATH"," $2,692.00 "
"HB PLMT URETERAL STENT PRQ,NEW ACCESS W/NEPH CATH"," $2,917.00 "
HB PLUG FLEX EAGLE, $97.50 
HB PLUG PUNCTUM TAPERED SHAFT SINGLE, $69.00 
HB PNEUMATIC VAD DRIVER," $75,000.00 "
HB PNEUMATIC/ELECTRICAL VAD LEAD, $825.00 
HB POCKET CONTROLLER," $16,500.00 "
HB POCKET CONTROLLER CATALOG #106762," $16,500.00 "
HB POLARCATH NITROUS OXIDE, $184.50 
HB POLYHESIVE PATIENT RETURN ELECTRODE, $3.00 
HB POLYMARK FIDUCIAL MARKER, $210.00 
HB POLYPECTOMY SNARE 27MM FLEXIBLE, $967.00 
HB POLYSM 4+ PARMT CPAP ATTNDED," $2,650.00 "
HB POLYSMGM 4+ PARMTR ATTNDED," $2,150.00 "
HB POLYSOM <6YRS SLEEP STAGE 4+ ADDL PARAM ATTND," $1,850.00 "
HB POLYSOM <6YRS SLEEP W/CPAP/BILVL VENT 4+ PARAM," $2,025.00 "
HB PORT INDWELLING LVL 10," $1,350.00 "
HB PORT INDWELLING LVL 11," $1,650.00 "
HB PORT INDWELLING LVL 12," $1,950.00 "
HB PORT INDWELLING LVL 13," $2,250.00 "
HB PORT INDWELLING LVL 14," $2,550.00 "
HB PORT INDWELLING LVL 15," $2,850.00 "
HB PORT INDWELLING LVL 21," $4,650.00 "
HB PORT INDWELLING LVL 3, $225.00 
HB PORT INDWELLING LVL 36," $9,375.00 "
HB PORT INDWELLING LVL 4, $375.00 
HB PORT INDWELLING LVL 7, $825.00 
HB PORT INDWELLING LVL 8, $975.00 
HB PORT INDWELLING LVL 9," $1,125.00 "
HB PORT PIN PLUG MEDTRONIC, $120.00 
HB PORT VASCULAR ACCESS PLASTIC 10FR, $828.00 
HB PORTABLE PUMP ASSIST 1ST 1/2 HR, $370.00 
HB PORTABLE PUMP ASSIST EA ADDL 1/2 HR, $168.00 
HB PORTABLE WIR MOUSE CCTV, $200.00 
HB POSITION NYSTAGM TST = 4 POSIT, $111.00 
HB POSITIONER 9IN RING BAGEL, $116.00 
HB POST PARTUM VISIT DEL-HFMG MD, $528.00 
HB POST-OP SHOE, $25.00 
HB POST-OP SQUARED TOE SHOE, $17.00 
HB POSTOP SQUARED TOE SHOE ALL SIZES, $17.00 
HB POUCH 14IN 3/8-4IN OSTOMY 1 PC, $18.00 
HB POUCH DRN TRNS .75-2.5 IN, $4.00 
HB POUCH RETRACTED PENIS URINE 7-1/2, $10.00 
HB POWER +14 COIL OS & OD, $100.00 
HB POWER +14 OU +B5, $120.00 
HB POWER 10X PEAK CLIP ON, $160.00 
HB POWER 4X WALTERS 12&16 B TS, $120.00 
HB POWER 6.3 X WALTERS TS, $150.00 
HB POWER 7X CLIP ON, $80.00 
HB POWER 8X AGFA CLIP ON, $150.00 
HB POWER CLIP ON, $50.00 
HB POWER CLIP ON WALTERS, $30.00 
HB POWER COIL MAXDETAIL, $175.00 
HB POWER COIL MAXTV, $150.00 
HB POWER COIL OD & OS, $80.00 
HB POWER COIL-PEWTER, $120.00 
HB POWER COILS, $100.00 
HB POWER HICKMAN CENTRAL VENOUS CATH DUAL LUMEN," $2,118.00 "
HB POWER MAG 24D 28D 39D 48D 56D, $70.00 
HB POWER MAG 39D 48D 56D, $65.00 
HB POWER MAG 3X & 3.5X HAND MAG, $75.00 
HB POWER MAG STAND, $95.00 
HB POWER MODULE  GO GEAR," $23,400.00 "
HB POWER OPTISIGHT 3X 4X 5X, $50.00 
HB POWER OPTIVISOR 2.5X, $80.00 
HB POWER PACK BASE FOR VAD," $18,300.00 "
HB POWERGLIDE MIDLINE CATH 20GA 10CM CATH ONLY, $60.00 
HB POWERGLIDE MIDLINE CATH 20GA 10CM FULL KIT, $180.00 
HB POWERLINE POLYURETHANE CATH," $1,456.00 "
HB PRE/POST NATAL CLINIC VISIT, $60.00 
HB PRECISION INJECTOR, $294.00 
HB PRECURVED ERCP CATH GRADUATED TAPER, $150.00 
HB PREFAB ANKLE FOOT ORTHOTIC, $50.38 
"HB PREGNANT UTERUS FOR 3D/4D ULTRASOUND, PT PAY", $100.00 
HB PRE-OP PROCEDURE PER 1/2 HR, $550.00 
HB PREP & INSTILLATION FECAL MICROBIOTA, $750.00 
HB PREP TUMOR CAVITY IORT W/PARTIAL MASTECTOMY," $1,198.00 "
HB PREPARE FECAL MICROBIOTA FOR INSTILLATION, $250.00 
HB PRESSURE MONITORING LINE LVL 0, $5.00 
HB PRESSURE TUBING, $6.00 
HB PRESSURE TUBING TRUWAVE, $22.00 
HB PREV CONSEL GROUP 60 MIN, $92.00 
HB PREV COUNSELING INDIVID 15 MIN, $35.00 
HB PREV COUNSELING INDIVID 30 MIN, $55.00 
HB PREV COUNSELING INDIVID 45 MIN, $100.00 
HB PREV COUNSELING INDIVID 60 MIN, $158.00 
HB PREV MED EDUC INDIV 15M, $35.00 
HB PREV MED EDUC INDIV 30M, $55.00 
HB PREV MED EDUC INDIV 45M, $100.00 
HB PREV MED EDUC INDIV 60M, $135.00 
HB PREV.MED.EDUC.GROUP 30 MIN, $10.00 
HB PREVENT EXER PROG PER 12 MO MEM, $530.00 
HB PREVENT EXER PROG PER 3 MO MEM, $140.00 
HB PREVENT EXER PROG PER 6 MO MEM, $270.00 
HB PREVENT EXER PROG PER 9 MO MEM, $400.00 
HB PREVENT EXER PROG PER DUAL MEM, $90.00 
HB PREVENT EXER PROG PER MO, $50.00 
HB PREVENT EXER PROG PER VISIT, $7.00 
HB PREVENTIVE MED COUNSELING GROUP 60M, $10.00 
HB PRGRMG DEV EVAL IMPLNTBL SC LEAD DEFIB SYSTM, $93.00 
HB PRIORITY PACK 20/30 LVL 3, $225.00 
HB PRIVATE ROOM W TELEMETRY," $2,550.00 "
HB PRLNGD OPD SRVC-ADDL 30 MIN, $68.00 
HB PRO+ THERAPY ULTRA RICH NIGHT RPR CREAM, $110.00 
HB PROBE, $450.00 
HB PROBE BEAMER ARGON - 1.8MM X 320CM, $645.00 
HB PROBE BEAMER ARGON - 2.3MM X 230CM, $720.00 
HB PROBE BIPOLAR 300CM, $465.00 
HB PROBE BRSTBIO 11GA MAMTM BLADD, $777.60 
HB PROBE BRSTBIO 8GA MAMTM STROTC, $843.00 
HB PROBE COVER, $36.00 
HB PROBE CRYOABLATION LVL 18," $3,750.00 "
HB PROBE CRYOABLATION LVL 19," $4,050.00 "
HB PROBE CRYOABLATION LVL 23," $5,250.00 "
HB PROBE CRYOABLATION LVL 28," $6,750.00 "
HB PROBE CRYOABLATION LVL 36," $9,375.00 "
HB PROBE CRYOABLATION LVL 40," $12,525.00 "
HB PROBE FLEXIBLE, $600.00 
HB PROBE LVL 10," $1,350.00 "
HB PROBE LVL 18," $3,750.00 "
HB PROBE LVL 23," $5,250.00 "
HB PROBE NASOLACRIMAL DUCT, $125.00 
HB PROBE SPYGLASS TM DIRECT VISUALIZATION," $10,800.00 "
HB PROBE TEMP L.5 MR CO-SET CARD, $650.00 
HB PROBE ULSND DELTEX SNGL PT STR, $450.00 
HB PROBLE SPYGLASS TM DIRECT VISUALIZATION," $3,600.00 "
HB PROC TRAY (STABS), $36.00 
HB PROCEDURE PLEURX DRAINAGE KIT, $108.00 
HB PROCTOSGMOIDOSCOPY DX W OR WO COLLECT SPEC BY BRUSH/WASH, $175.00 
HB PROCTOSIGMOIDOSCOPY RIGID CONTROL BLEEDING," $1,550.00 "
HB PROCTOSIGMOIDOSCOPY RIGID REMOV SINGL LESN BY SNARE," $1,550.00 "
HB PROCTOSIGMOIDOSCOPY RIGID W BIOPSY SINGLE/MULTIPLE," $1,550.00 "
"HB PROCTOSIGMOIDOSCOPY,REMV F.B."," $2,601.00 "
HB PRODIGY CCTV," $3,165.00 "
HB PROFORE COMPRESSION BANDAGE, $42.00 
HB PROGMMING DEV EVAL MULTI  LEAD PCMKR SYSTM, $160.00 
HB PROGRM DEV EVAL DUAL LEAD ICD SYSTM, $165.00 
HB PROGRM DEV EVAL DUAL LEAD PCMK SYSTM, $135.00 
HB PROGRM DEV EVAL MULTI LEAD ICD SYSTM, $185.00 
HB PROGRM DEV EVAL SGL LEAD ICD SYSTM, $145.00 
"HB PROGRM EVAL (IN PERSON) IMPLNT DEV, 1 LD/LEADLESS  PCEMAKR SYS", $130.00 
"HB PROGRM EVAL (IN PERSON) IMPLNT DEVICE, SUBQ CARDIAC RHYTHM MNTR SYS", $115.00 
HB PROLONGED OPD SRVC-1ST HR, $68.00 
HB PROMOGRAN WND DRESSING, $180.00 
"HB PROSTATE CA SCREENING, DIGITAL RECTAL EXAM", $27.00 
HB PROSTATIC RADIOFREQ THERMOTX," $1,550.00 "
HB PROTECTA SYSTEM," $46,800.00 "
HB PROTECTA XT VR DEVICE," $44,340.00 "
HB PROTEK DUO DUAL LUMEN CANNULA LVL 56," $52,500.00 "
HB PROTEK SOLO VENOUS CANNULA CARDIAC ASSIST," $3,000.00 "
HB PRP STAGED LASER, $850.00 
HB PRQ IMPLTJ NEUROSTIMULATOR ELTRD SACRAL NERVE," $1,750.00 "
HB PRQ TRANSCATHETER RTRVL INTRVAS FB WITH IMAGE," $2,896.00 "
HB PRQ TRLUML CORONARY ANGIO/ATHEREC ADDL ART/BRNCH, $805.00 
HB PRQ TRLUML CORONARY BYP GRFT REVASC 1 VSL W/ DIAG," $1,500.00 "
HB PRQ TRLUML CORONARY BYP GRFT REVASC ADDL VESSEL, $805.00 
HB PRQ TRLUML CORONARY BYP GRFT REVASC ONE VESSEL," $6,360.00 "
HB PRQ TRLUML CORONARY STENT W/ANGIO ADDL ART/BRNCH, $805.00 
HB PRQ TRLUML CORONARY STENT W/ANGIO ONE ART/BRNCH," $6,975.00 "
HB PRQ TRLUML CORONARY STENT/ATH/ANGIO ADDL BRANCH, $805.00 
HB PRQ TRLUML CORONRY CHRNIC OCCLUS REVASC ADDL VSL, $805.00 
HB PRQ TRLUML CORONRY CHRONIC OCCLUS REVASC ONE VSL," $6,360.00 "
HB PRQ TRLUML CORONRY STENT/ATH/ANGIO ONE ART/BRNCH," $6,360.00 "
HB PRQ TRLUML CORONRY TOT OCCLUS REVASC MI ONE VSL," $7,190.00 "
HB PSYCHIATRIC DIAG INTERV EXAM, $220.00 
HB PSYCHIATRIC DIAGNOSTIC EVAL W/MEDICAL SERVICES, $106.00 
HB PSYCHIATRIC DIAGNOSTIC EVALUATION, $65.00 
"HB PSYCHIATRIC DIAGNOSTIC EVALUATION, BY NEUROPSYCH", $190.00 
HB PSYCHIATRIC EVALUATION PHD, $126.00 
HB PSYCHOLOGICAL TST EVAL SVC PHYS/QHP EA ADDL HOUR, $95.00 
HB PSYCHOLOGICAL TST EVAL SVC PHYS/QHP FIRST HOUR, $95.00 
HB PSYCHOSOCIAL TRAIN/ED PER 45M SESSION, $100.00 
HB PSYCHOTHERAPY FOR CRISIS EACH ADDL 30 MINUTES, $32.00 
HB PSYCHOTHERAPY FOR CRISIS INITIAL 60 MINUTES, $63.00 
HB PSYCHOTHERAPY PATIENT 30 MINUTES, $42.00 
HB PSYCHOTHERAPY PATIENT 45 MINUTES, $57.00 
HB PSYCHOTHERAPY PATIENT 60 MINUTES, $42.00 
HB PSYCL/NRPSYCL TST ELEC PLATFORM AUTO RESULT, $120.00 
HB PSYCL/NRPSYCL TST PHYS/QHP 2+ TST EA ADDL 30 MIN, $45.00 
HB PSYCL/NRPSYCL TST TECH 2+ TST 1ST 30 MIN, $120.00 
HB PSYCL/NRPSYCL TST TECH 2+ TST EA ADDL 30 MIN, $100.00 
HB PSYL/NRPSYCL TST PHYS/QHP 2+ TST 1ST 30 MIN, $45.00 
HB PT ADL TRAINING EA 15 MIN, $90.00 
HB PT APPL CONTRAST BATHS EA 15 MIN, $55.00 
HB PT APPL E-STIM EA 15 MIN, $59.00 
HB PT APPL HUBBARD TANK EA 15 MIN, $159.00 
HB PT APPL IONTOPHORESIS EA 15 MIN, $59.00 
HB PT APPL MECHANICAL TRACTION, $59.00 
HB PT APPL PARAFFIN BATH, $55.00 
HB PT APPL ULTRASOUND EA 15 MIN, $55.00 
HB PT APPL VASOPNEUMATIC DEVICE, $55.00 
HB PT APPL WHIRLPOOL, $59.00 
HB PT APPLICATION  HOT/COLD PACKS, $55.00 
HB PT AQUATIC THERAPY EA 15 MIN, $90.00 
HB PT CHAIR MASSAGE 10 MINS, $5.00 
HB PT CHAIR MASSAGE PUNCH CARD (5 TOTAL), $20.00 
HB PT COMM/WORK REINTEGR EA 15 MIN, $90.00 
HB PT E-STIM UNATTENDED, $59.00 
HB PT E-STIM UNATTENDED PRESS ULCER, $59.00 
HB PT EVAL/ HIGH COMPLEXITY, $290.00 
HB PT EVAL/ MOD COMPLEXITY, $260.00 
HB PT EVAL/LOW COMPLEXITY, $230.00 
HB PT GAIT TRAINING EA 15 MIN, $90.00 
HB PT MANUAL THERAPY EA 15 MIN, $90.00 
HB PT MASSAGE EA 15 MIN, $90.00 
HB PT NEUROMUSCULAR RE-ED EA 15 MIN, $90.00 
HB PT ORTHOTIC MNGMT/TRAIN EA 15 MIN, $90.00 
HB PT ORTHOTIC/PROSTTHETIC MGMT &/OR TRAINING EA 15 MINS, $90.00 
HB PT PHYS PERF TEST EA 15 MIN, $90.00 
HB PT PHYS PERFORM TEST W/REPRT EA 15MN PP WC, $40.00 
HB PT PROGR NEUROSTIMULATOR," $1,000.00 "
HB PT PROSTHETIC TRAINING EA 15 MIN, $90.00 
HB PT RE-EVAL, $125.00 
HB PT THERAPEUTIC ACTIVITIES  EA 15 MIN, $90.00 
HB PT THERAPEUTIC EXERCISE  EA 15 MIN, $90.00 
HB PT THERAPEUTIC PROC GROUP, $55.00 
HB PT WHEELCHAIR MGMT EA 15 MIN, $90.00 
HB PT WORK HARDENING/CONDITIONING INITIAL 2 HRS, $350.00 
HB PTCA  EACH ADDL BRANCH, $805.00 
HB PTCA (AKA ANGIOPLASTY) ONE ART/BRANCH," $7,000.00 "
HB PTCA ATHERECTOMY ONE ART/BRNCH," $4,500.00 "
HB PTCA STAND-BY PER HR, $300.00 
HB PTCA W/DIAG HEART CATH(BILL 92920 W/ HEART CATH )," $1,500.00 "
HB PTMD ULTIMATE LIFE & CORRECT EYE CREAM, $75.00 
HB PULM EX STRGT RESP MUSC 15M, $61.00 
HB PULM EXER IMP FNCTN IND 15MIN, $61.00 
HB PULM REHAB MAINT 1 MONTH, $60.00 
HB PULM REHAB MAINT 3 MONTHS, $162.00 
HB PULM REHAB PER VISIT, $5.00 
HB PULMONARY EXERERCISE GROUP, $139.00 
HB PULMONARY IMAGING SPECT STUDY," $1,750.00 "
HB PULMONARY REHAB W EXER 1HR PER SESSION, $183.00 
HB PULMONARY STRESS TEST COMPLX, $454.00 
HB PULMONARY STRESS TESTING, $335.00 
HB PULSE GENERATOR SQ-RX S-ICD," $82,500.00 "
HB PULSE OX; O2 SAT MULTI DET, $98.00 
HB PULSE OX; O2 SAT OVERNIGHT MONTRING, $227.00 
HB PULSE OX; O2 SAT SNGLE DET, $76.00 
HB PULSE SPRAY, $102.00 
HB PULSERA HEMOSTASIS, $141.00 
HB PUMP LVL 1, $51.00 
HB PUMP LVL 2, $108.00 
HB PUMP LVL 3, $225.00 
HB PUMP LVL 4, $375.00 
HB PUMP SET BASIC VISTA, $3.00 
HB PUMP SET IMPELLA 2.5 INFUSION," $60,000.00 "
HB PUNCH BIOPSY SKIN EA SEP/ADDITIONAL LESION, $15.00 
HB PUNCH BIOPSY SKIN SINGLE LESION, $175.00 
HB PUNCTURE ASP OF ABSCESS HEMATOMA BULLA/CYST, $175.00 
HB PUREPOINT EYE LASER - ALCON, $675.00 
HB PUSH TRANSFUSN BLD AGE <=2 YRS, $371.00 
HB PUSHER COIL16 177CM, $533.00 
HB PUSHER SURG VASC L195 CM OD.01," $1,293.00 "
HB PVAD PUMP," $138,000.00 "
HB PVAD/IVAD ELECTRICAL LEAD," $3,360.00 "
HB PVAD/IVAD EQUIPMENT PER DIEM," $1,650.00 "
HB PVAD/LVAD ADAPTOR, $300.00 
HB PVL (PARAVALVULAR LEAK)," $7,180.00 "
HB PWR ADAPTER FOR PNEUMATIC VAD, $900.00 
HB PWR ADAPTER PNEUMATIC VAD HEARTWARE," $6,000.00 "
HB PWRPICC SOLO CATH W/SHERLOCK 3CG (TPS) 5F MAXIMAL BARRIER TRAY, $750.00 
HB PX600F DISP PRESSURE TRANSDUCER KIT, $50.00 
HB QUICKFIT KNEE IMMOBILIZER 18 IN, $38.00 
HB QUICKFIT KNEE IMMOBILIZER 22 IN, $45.00 
HB QUICKFIT KNEE IMMOBILIZER 26IN, $51.00 
HB QUIKCAS," $4,350.00 "
HB R&B BMT NEGATIVE PRESSURE," $2,550.00 "
HB R&B CCU," $4,888.00 "
HB R&B CORONARY ICU," $4,888.00 "
HB R&B ICU," $5,240.00 "
HB R&B MEDICAL ICU," $4,536.00 "
HB R&B NEURO ICU," $5,471.00 "
HB R&B NEWBORN LVL 4," $4,257.00 "
HB R&B NURSERY LEVEL I," $1,305.00 "
HB R&B NURSERY LEVEL II - PROGRESSIVE," $1,727.00 "
HB R&B NURSERY LEVEL II - TRANSITIONAL," $1,787.00 "
HB R&B NURSERY LEVEL III," $1,962.00 "
HB R&B OB PRIVATE ROOM," $1,995.00 "
HB R&B PEDIATRIC ICU," $4,536.00 "
HB R&B PRIVATE GENERAL," $1,995.00 "
HB R&B PRIVATE PSYCH," $1,413.00 "
HB R&B PRIVATE REHAB," $1,520.00 "
HB R&B SEMI PRIVATE GENERAL," $1,995.00 "
HB R&B SEMI PRIVATE OB," $1,995.00 "
HB R&B SEMI PRIVATE PSYCH," $1,440.00 "
HB R&B SEMI PRIVATE TELEMETRY," $2,550.00 "
HB R&B STEPDOWN /INTERMED ICU," $3,410.00 "
HB RA-223 (XOFIGO) PER MICROCURIE, $372.00 
"HB RAD EXCIS JOINT LINING, FLEXOR, EACH", $450.00 
"HB RAD EXCIS WRIST SYNOV/TENDON, EXTEN", $950.00 
HB RAD PAD, $65.00 
HB RAD RESECTION TUMOR SOFT TISSUE FACE/SCALP <2CM, $850.00 
HB RAD RESECTION TUMOR SOFT TISSUE FACE/SCALP 2+CM, $850.00 
HB RAD. TRMT. SRS CRANIAL LESION LINEAR ACCEL BASED," $6,660.00 "
HB RADBARRIER POSITION SHIELD, $71.00 
"HB RADIAITON DELIVERY STEREOTACTIC CRAINAL, LINEAR"," $3,500.00 "
HB RADIAL ARTERY CATHERIZATION SET, $9.00 
HB RADIAL COMPRESSION DEVICE, $885.00 
HB RADIAL FX/EPIPH SEP TRT-W MAN, $350.00 
HB RADIAL FX/EPIPH SEP TRT-WO MAN, $175.00 
HB RADIAL HEAD FX TRT-W MAN, $750.00 
HB RADIAL HEAD FX TRT-WO MAN, $175.00 
"HB RADIAL JAW FORCEPS, SC 240CM, W/NEEDLE", $24.00 
HB RADIAL SHFT TX TRT-W MANIP, $850.00 
HB RADIAL SHFT TX TRT-WO MANIP, $175.00 
HB RADIAL SHFT& ULNR JNT DISLOC TRT, $850.00 
HB RADIAL&ULNAR SHFT FX TRT-W MAN, $850.00 
HB RADIAL&ULNAR SHFT FX TRT-WO MAN, $175.00 
HB RADIATION ATTENUATING SURGICAL GLOVES, $162.00 
HB RADIOISOTOPE-STRONTIUM-89 CHLORIDE BRAND," $2,053.00 "
"HB RADIOLOGIC GUIDANCE, PERCUTANEOUS DRAIN PLACEMENT", $760.00 
HB RADIOLUCENT ELECTRODE, $4.00 
"HB RADIOPAQUE MARKER, LVL 1", $51.00 
HB RADIOPAQUE MARKING TAPE W/CM 30CM LENGTH, $159.00 
HB RADIOPHARM RX AGENT NOC, $175.00 
HB RADIOULNAR DISLOC CLSD TRT-W MAN, $175.00 
HB RADIUS ULNAR ARM BRACE, $720.00 
HB RAD'N TRMT SRS 1 SESS. CRANIAL LESION MULTI SOURCE COLBAT 60," $11,100.00 "
HB RADPAD SHIELD LVL 1, $51.00 
HB RAMP CATHETER, $240.00 
HB RAPTOR GRASPING DEVICE (FORCEPS)," $1,650.00 "
HB RBC DEGLYCEROLIZED EA UNIT," $2,015.00 "
HB RBC LEUKOREDUCED EACH UN, $698.00 
HB RBC LEUKOREDUCED IRR EA UN, $989.00 
HB RBC PACKED EA UNIT, $543.00 
HB RBC WASHED EA UNIT," $1,460.00 "
"HB RCM IMAGE ACQUISITION ONLY, EACH ADDITIONAL LESION", $40.00 
"HB RCM IMAGE ACQUISITION ONLY, FIRST LESION", $120.00 
HB RD PROPHYLAXIS STAGED LASER, $850.00 
"HB READING STAND, PP", $40.00 
"HB RECONST POLYDACT DIGIT, SOFT TISSUE & BONE"," $1,250.00 "
"HB RECONSTRUC EYELID, SECOND STAGE"," $1,154.00 "
HB RECONSTRUC OF NAIL BED W GRAFT, $750.00 
HB RECOVERY RM (OVERNIGHT)," $1,815.00 "
HB RECOVERY RM 1ST HOUR, $389.00 
HB RECOVERY RM EA ADDL 1/2 HOUR, $190.00 
HB RECOVERY RM EXTENDED PER HR, $400.00 
HB RECOVERY RM L&D-LEVEL 1 ADDL 1/2 HR, $109.00 
HB RECOVERY RM L&D-LEVEL 2 ADDL 1/2 HR, $121.00 
HB RECOVERY RM-L&D-LEVEL 1 1ST HR, $377.00 
HB RECOVERY RM-L&D-LEVEL 2 1ST HR, $432.00 
HB RECOVERY RM-OR EA ADDL 1/2 HR, $195.00 
"HB RECOVERY RM-OR, 1ST 1/2 HR", $570.00 
HB RECOVERY ROOM - COSMETIC, $50.00 
"HB RECTAL SENSATION, TONE & COMPLNC TEST", $850.00 
HB RECTAL TUBE INSERTION, $750.00 
HB RED HIGH OUTPUT POUCH, $24.00 
HB RED WAFER, $11.00 
"HB REDUCE TEMPOROMANDIBL DISLOC,COMP"," $1,246.00 "
HB REDUCTION OF LARGE BREAST," $2,450.00 "
HB REFERENCE PATCH," $1,158.00 "
HB REFILL/MAINT IMPLANTED PUMP, $450.00 
HB REFILL/MAINT PUMP/RSVR BY PHY, $145.00 
HB REFRESHER CHILDBIRTH, $25.00 
"HB REFRESHER CHILDBIRTH, PATIENT PAY", $25.00 
HB REHB LACERATION <2.5CM POSTERIOR TONGUE, $213.00 
HB REIKI 50 MINUTES (PT PAY), $70.00 
"HB REIKI, 25 MINUTES (PT PAY)", $45.00 
"HB RELEAS VITREOUS, SUBRET/CHOROID FLUID"," $1,150.00 "
HB RELEASE INTERPHALANGEAL JOINT CONTRACTURE," $1,250.00 "
HB RELEASE METACARPOPHALANGEAL JOINT CONTRACTURE," $1,250.00 "
HB RELEASE OF NASAL ADHESIONS, $175.00 
"HB RELEASE PALM CONTRACT, OPEN, PARTIAL", $175.00 
"HB RELEASE PALM CONTRACT, PERCUT", $350.00 
HB REM FB CONJUNCTIVA EMBD, $250.00 
HB REM FB CORNEA W/O SLIT, $175.00 
HB REM FB CORNEA W/SLIT, $125.00 
HB REM FB EMBEDDED IN EYELID," $1,150.00 "
HB REM FB EXT AUD CANAL W/O ANES, $125.00 
"HB REM IMPACTED CERUMEN USING IRRIGATION/LAVAGE, UNILATERAL", $85.00 
HB REM MONTR PHYSIOL PARAM 1ST DEV SUPPLY RECORD/TRANS EA 30 DAYS, $120.00 
HB REM MONTR PHYSIOL PARAM INITIAL SET UP AND PT EDUCA EQUP, $250.00 
HB REM/REP ICD GENRTR DUAL LEAD," $5,500.00 "
HB REM/REP ICD GENRTR MULT LEAD," $18,500.00 "
HB REM/REP ICD GENRTR SGL LEAD," $26,900.00 "
HB REM/REP PPM GENRTR MULT LEAD," $10,029.00 "
HB REMOTE IMAGE RETINA FOR DETECTION OF DISEASE, $40.00 
HB REMOTE PHYSIOLOGIC MONITORING 20 MIN+ PER MONTH, $80.00 
HB REMOTE RETINAL IMAGING MGMT, $316.00 
HB REMOV PERM PACEM PULS GENERAT W/ REPL PACEM PULS GENERAT DUAL LEAD," $4,575.00 "
HB REMOV SINGLE/ DUAL CHAMB PACN CARDIOV DEFIB TRANSVS EXTRACT," $3,650.00 "
HB REMOVAL  DEVITAL TISSUE W/O ANESTHESIA, $156.00 
"HB REMOVAL ANAL FISTULA, SUBCUTANEOUS"," $1,550.00 "
HB REMOVAL DRUG IMPLANT DEVICE, $175.00 
HB REMOVAL DUCT GALLBLDR CALCULI, $842.00 
HB REMOVAL FB DEEP ARM/ELBOW," $1,839.00 "
HB REMOVAL FOREIGN BODY IN MUSCLE OR TENDON SHEATH; SIMPLE, $250.00 
"HB REMOVAL FOREIGN BODY,MOUTH,COMPLEX", $250.00 
"HB REMOVAL FOREIGN BODY,MOUTH,SIMPLE", $250.00 
HB REMOVAL GAUNTLET BOOT OR BODY, $175.00 
"HB REMOVAL IMPACTED CERUMEN REQUIRING INSTRUMENTATION, BILATERAL", $85.00 
HB REMOVAL OF ANAL TAGS," $1,550.00 "
HB REMOVAL OF BILIARY DRAINAGE CATH, $628.00 
HB REMOVAL OF CONTRACEPTIVE CAPSUL, $175.00 
HB REMOVAL OF ELBOW BURSA, $350.00 
HB REMOVAL OF FOOT FOREIGN BODY, $450.00 
HB REMOVAL OF FOREIGN BODY DEEP/COMPLIC, $850.00 
HB REMOVAL OF IUD, $125.00 
HB REMOVAL OF NAIL BED, $175.00 
HB REMOVAL OF SCROTAL FOR.BODY," $1,974.00 "
HB REMOVAL OF SKIN TAGS UP TO & INCLUD 15, $85.00 
HB REMOVAL OF SPERM DUCT(S), $750.00 
HB REMOVAL OF SUPPORT IMPLANT," $1,250.00 "
HB REMOVAL PERCUTANEOUS VAD DIFFERENT SESSION," $2,950.00 "
"HB REMOVAL SALIVARY STONE, UNCOMPLIC", $350.00 
