St. Vincent Medical Center # 106190762,,,
SVMC Dept#,Charge Number,Charge Description, 06/01/18 Default Price 
00,0040634,TRANSPLANT CSU  TCSU        TCUS," $14,235.00 "
00,0040378,TRANSPLANT ICU  TICU        TICU," $14,235.00 "
18,1861418,TRANSSEPTAL NEEDLE," $1,068.00 "
18,1861400,TRANSSEPTAL SHEATH, $609.00 
08,0811356,TRASNP PLACE NDL/CATH PROSTATE," $11,992.00 "
94,9456401,TRASTUZUMAB 10MG INJECTION MDV, $551.25 
03,0311613,TRAY BIOPSY, $44.00 
13,1301688,TRAY BIOPSY, $44.00 
12,1215458,TRAY CATH SUPRAPUBIC/CYSTOSCOPIC, $394.00 
19,1938265,TRAY EPIDURAL CONTINUOUS, $285.00 
12,1215441,"TRAY FOLEY W/BAG, METER", $60.00 
03,0311597,TRAY LUMBAR PUNCTURE, $328.00 
12,1215185,TRAY LUMBAR PUNCTURE, $49.00 
03,0311589,TRAY MYELOGRAM, $420.00 
12,1215391,TRAY OBSTRUCTED URETHRA, $783.00 
12,1215177,TRAY OPTHALMIC DRSG KIT, $41.00 
03,0311605,TRAY PICC LINE," $2,098.00 "
13,1301670,TRAY PICC LINE," $2,098.00 "
03,0311571,TRAY SPECIALS, $135.00 
13,1301662,TRAY SPECIALS, $135.00 
19,1937234,TRAY SPINAL, $709.00 
03,0311621,TRAY SUTURE REMOVAL, $203.00 
13,1301696,TRAY SUTURE REMOVAL, $203.00 
12,1215193,TRAY THORACENTESIS, $79.00 
19,1910215,TRAY TOTAL KNEE STRYKER," $3,000.00 "
94,9434804,TRAZODONE HCL 100MG TAB, $13.00 
94,9434812,TRAZODONE HCL 50MG TABLET, $11.25 
08,0810457,TREAT DEVICES DESIGN & CONST COMPLX," $2,178.00 "
08,0811174,TREAT DEVICES DESIGN & CONST INTMD," $1,158.00 "
08,0811166,TREAT DEVICES DESIGN & CONST SIMPLE, $915.00 
13,1301910,TRI LOBE BALLOON," $2,275.00 "
94,9434986,TRIAMCINOLONE 0.025% CREAM 15G, $53.75 
94,9435033,TRIAMCINOLONE 0.025% LOT 60ML, $212.00 
94,9434994,TRIAMCINOLONE 0.025% OINT 15G, $65.00 
94,9435009,TRIAMCINOLONE 0.1% CREAM 15G, $61.25 
94,9435066,TRIAMCINOLONE 0.1% CREAM 80G, $121.25 
94,9435041,TRIAMCINOLONE 0.1% LOT 60ML, $417.00 
94,9435017,TRIAMCINOLONE 0.1% OINT 15G, $61.25 
94,9435074,TRIAMCINOLONE 0.1% OINT 80G, $97.00 
94,9434911,TRIAMCINOLONE 0.1% PASTE 5G, $376.25 
94,9434929,TRIAMCINOLONE 0.5% CREAM 15G, $85.00 
94,9434937,TRIAMCINOLONE 0.5% OINT 15G, $80.00 
94,9431628,TRIAMCINOLONE 400MG/10ML INJ, $363.00 
31,3101524,"TRIAMCINOLONE 40MG/ML, 1ML INJ", $93.00 
94,9431602,"TRIAMCINOLONE 40MG/ML, 1ML INJ", $81.25 
94,9434960,TRIAMCINOLONE 55MCG/SPRY 16.5G, $80.00 
94,9436403,TRIAMTERENE 50MG CAPSULE, $37.00 
94,9436411,TRIAMTERENE-HCTZ 37.5-25MG CAP, $11.25 
94,9436429,TRIAMTERENE-HCTZ 37.5-25MG TAB, $10.00 
94,9436452,TRIAZOLAM 0.125 MG TABLET, $27.00 
94,9436460,TRIAZOLAM 0.25MG TABLET, $33.00 
94,9436478,TRIFLUOPERAZINE HCL 1MG TABLET, $13.75 
94,9436502,TRIFLUOPERAZINE HCL 5MG TABLET, $19.00 
94,9432683,TRIFLURIDINE 1% OPH SOL 7.5ML, $691.25 
94,9436510,TRIHEXYPHENIDYL 2MG TABLET, $9.00 
48,4802468,TRIIODOTHYRONINE T3 REVERSE [AP, $17.16 
94,9431438,TRIMETHOBENZAMIDE 200MG INJ, $73.75 
13,1301951,TRIPLE LUMEN CATHETER, $824.00 
94,9455593,TRIPROLIDINE PSEUDO TAB, $8.00 
19,1904218,TROCAR (11-50), $166.00 
19,1932516,TROCAR 10MM, $368.00 
19,1932508,TROCAR 5MM, $289.00 
19,1943679,TROCAR BLADELESS, $320.00 
19,1920784,TROCAR GELPT BALON 12X100," $1,308.00 "
19,1920768,TROCAR OPT ACS KII 11X100, $866.00 
19,1920750,TROCAR OPT ACS KII 12X100, $866.00 
94,9432303,TROPICAMIDE 0.5% OPH SOL 15ML, $157.00 
94,9432311,TROPICAMIDE 1% OPHTH SOL 15ML, $82.50 
94,9432329,TROPICAMIDE 1% OPHTH SOL 2ML, $78.75 
94,9432337,TROPICAMIDE 1% OPHTH SOL 3ML, $102.00 
03,0301408,TRUEPATH CTO DEVICE," $9,000.00 "
94,9418641,TRUVADA 200-300MG TABLET, $232.50 
94,9432345,TRYPAN BLUE 0.06% OPHTH SOL, $273.00 
19,1906494,TUBE (11-50), $166.00 
19,1972231,TUBE CLIP CLOSED G3 STRKR, $723.00 
19,1941962,TUBE ENDOTRACHEAL (301-400)," $1,641.00 "
30,3002839,TUBE ENDOTRACHEAL 7MM 28689," $1,566.00 "
12,1203884,TUBE GASTROSTOMY, $155.00 
19,1943190,TUBE GASTROSTOMY, $613.00 
23,2300622,TUBE JEJUNOSTOMY, $405.00 
12,1203892,TUBE NASOGASTRIC, $19.00 
23,2301091,TUBE NONBALLOON METH 20FR, $393.00 
19,1943240,TUBE PENROSE, $19.00 
30,3006285,TUBE PENROSE, $19.00 
03,0397117,TUBE PERICARDIOSTOMY," $2,725.00 "
23,2300614,TUBE PORT RADOPQ 20/22FR, $163.00 
19,1943828,TUBE TRACH, $214.00 
13,1302157,"TUBE, GASTROSTOMY FEEDING MIC", $124.00 
30,3005238,"TUBE,MYRINGOTOMY", $95.00 
94,9432360,TUBERCULIN PPD 5U/0.1 ML INJ, $58.75 
30,3001567,TUBING & EXTENDER FILTER SET," $1,730.00 "
19,1900265,TUBING (11-50), $166.00 
19,1932847,TUBING (51-100), $384.00 
30,3007143,TUBING DISPOSABLE (11-50), $166.00 
30,3005279,TUBING DISPOSABLE (251-300)," $1,007.00 "
30,3005014,TUBING DISPOSABLE (301-400)," $1,641.00 "
30,3005188,TUBING DISPOSABLE (401-500)," $2,079.00 "
30,3004884,TUBING DISPOSABLE (51-100), $384.00 
30,3006012,TUBING HI SPEED COOLANT (11-50), $166.00 
03,0311423,TUBING INJECTOR WITH CLIP, $21.00 
13,1301530,TUBING INJECTOR WITH CLIP, $21.00 
19,1904192,TUBING INSUFFLATION, $40.00 
30,3000767,TUBING IRRIGATION TRANSNASAL, $133.00 
03,0311431,TUBING MEASU PRESS W MANIF, $101.00 
13,1301548,TUBING MEASU PRESS W MANIF, $101.00 
19,1983212,TUBING PERFUSION (11-50), $166.00 
30,3004108,TUBING VISAO COOLANT (51-100), $384.00 
19,1901412,"TUBING, LEVEL ONE", $70.00 
30,3003092,"TUBING, LEVEL ONE", $70.00 
19,1938513,TUNNELING STYLET (11-50), $166.00 
19,1937473,TUR SET, $115.00 
19,1972082,TWO SPIKE IRRIG STRYKER, $96.00 
12,1214071,TX/PROD/DX INJ SAME DRUG, $327.00 
23,2300002,UGI ENDOSCOPY," $3,129.00 "
19,1971969,ULTRA DRIVE IMPL KIT BIMT," $5,625.00 "
19,1976786,ULTRA DRIVE TOOL BIOMET," $1,729.00 "
05,0501148,ULTRASOUND, $257.00 
06,0615526,ULTRASOUND 15 MIN, $257.00 
19,1970060,ULTRASOUND INTRAOP SCANOR," $6,251.00 "
24,2400836,"UNIT PROCEDURE, OP"," $1,016.00 "
27,2700201,UNIT RCVRY PER HR-6TH FLR, $434.00 
27,2701480,UNIT RCVRY PER HR-7KP, $434.00 
27,2700227,UNIT RCVRY PER HR-7ONC, $434.00 
27,2700219,UNIT RCVRY PER HR-7S, $434.00 
27,2700375,UNIT RCVRY PER HR-CCU, $434.00 
27,2701696,UNIT RCVRY PER HR-TELE, $434.00 
94,9441197,UNIVISC 20MG/2ML INJECTION, $607.50 
18,1817295,UNLISTED DX RADIOGRAPHIC PROCEDURE, $254.00 
08,0811349,UNLISTED NONOBS FEMALE GENITAL SYS, $581.00 
53,5300363,UNLISTED PROCEDURE URINARY SYSTEM," $14,918.00 "
03,0310623,UNLISTED PROCEDURE VASCULAR INJ," $1,193.00 "
11,1100031,UNSCHEDULED DIALYSIS TX ESRD," $5,255.00 "
18,1800770,UPGRADE PMKR 1 TO 2 CHAMBER SYSTEM," $35,328.00 "
22,2201010,UPPER EXT DUPLEX UNILAT," $1,509.00 "
22,2201077,UPPER EXTREMITY DUPLEX COMPLETE," $2,502.00 "
23,2310431,UPPER GI ENDO W/BIOPSY," $4,209.00 "
23,2310233,UPPER GI ENDO-SIMPLE PRIM EXAM," $3,129.00 "
23,2310456,UPPER GI ENDO-W/BAND LIGATION," $4,391.00 "
23,2310266,UPPER GI ENDO-W/BLN DILAT<30MM," $4,761.00 "
23,2310514,UPPER GI ENDO-W/CONTROL BLD," $5,485.00 "
23,2310464,UPPER GI ENDO-W/DIL GASTRC OUT," $4,761.00 "
23,2310480,UPPER GI ENDO-W/FB REMOV," $4,391.00 "
23,2310258,UPPER GI ENDO-W/GDWIRE PLC/DIL," $4,761.00 "
23,2310449,UPPER GI ENDO-W/INJ SCLEROSIS," $4,024.00 "
23,2310472,UPPER GI ENDO-W/PLC PEG TUBE," $5,050.00 "
23,2310506,UPPER GI ENDO-W/POLYP," $3,660.00 "
23,2310274,UPPER GI ENDO-W/TMR/PLYP ABLAT," $5,485.00 "
23,2310241,UPPER GI ENDO-W/TUBE/CATH PLCMNT," $3,292.00 "
23,2310423,UPPER GI ENDO-W/WO SPEC CLCT," $3,365.00 "
22,2200012,UPR/LWR EXT ART STDY 1-2 LVL BILAT," $1,401.00 "
38,3801407,UPR/LWR EXT ART STDY 1-2 LVL BILAT," $1,401.00 "
21,2110617,UPR/LWR EXT ART STDY 3+ LVL BILAT," $1,997.00 "
38,3801399,UPR/LWR EXT ART STDY 3+ LVL BILAT," $1,997.00 "
01,0136218,URINALYSIS AUTO W/O SCOPE, $126.00 
01,0136242,URINALYSIS AUTO W/O SCOPE, $126.00 
01,0137604,URINALYSIS AUTO W/O SCOPE, $126.00 
12,1204221,URINALYSIS AUTO W/O SCOPE, $65.00 
01,0137596,URINALYSIS AUTO W/SCOPE, $216.00 
01,0103127,URINALYSIS MICROSCOPIC ONLY, $117.00 
12,1204106,URINALYSIS NONAUTO W/O SCOPE, $129.00 
01,0102202,URINE PREGNANCY TEST VISUAL, $178.00 
12,1203611,URINE PREGNANCY TEST VISUAL, $178.00 
19,1933217,UROSTOMY BAG GENTLE TOUCH, $23.00 
94,9435215,URSODIOL 250MG TABLET, $32.00 
94,9435223,URSODIOL 300MG CAPSULE, $27.00 
54,5400379,US ABD PARACENTESIS GUIDANCE," $2,242.00 "
12,1206549,US ABDOMINAL REAL TIME COMPLETE," $2,382.00 "
54,5415781,US ABDOMINAL REAL TIME COMPLETE," $2,382.00 "
12,1206556,US ABDOMINAL REAL TIME LIMITED," $1,551.00 "
54,5421789,US ABDOMINAL REAL TIME LIMITED," $1,551.00 "
54,5400486,US BREAST UNILAT REAL TIME COMP," $1,228.00 "
54,5400502,US BREAST UNILAT REAL TIME COMP BI," $1,228.00 "
54,5400494,US BREAST UNILAT REAL TIME LIM," $1,228.00 "
54,5400510,US BREAST UNILAT REAL TIME LIM BI," $1,228.00 "
12,1206531,US CHEST W/MEDIASTINUM REAL TIME," $1,425.00 "
54,5421755,US CHEST W/MEDIASTINUM REAL TIME," $1,425.00 "
54,5400080,US DUPLEX SCAN LOW EXT BI," $2,510.00 "
38,3801423,US DUPLEX SCAN LOW EXT LT," $1,596.00 "
54,5400098,US DUPLEX SCAN LOW EXT LT," $1,596.00 "
38,3801431,US DUPLEX SCAN LOW EXT RT," $1,596.00 "
54,5400106,US DUPLEX SCAN LOW EXT RT," $1,596.00 "
54,5400114,US DUPLEX SCAN UPP EXT BI," $2,502.00 "
54,5400122,US DUPLEX SCAN UPP EXT LT," $1,509.00 "
54,5400130,US DUPLEX SCAN UPP EXT RT," $1,509.00 "
54,5420070,US ECHOENCEPHALOGRAPHY," $5,815.00 "
54,5406426,US EXAM HEAD AND NECK," $1,855.00 "
54,5420062,US EXAM PELVIC (NON OB) COMPLETE," $1,977.00 "
12,1206598,US EXAM PELVIC (NON-OB) LIMITED," $1,248.00 "
54,5400163,US EXAM PELVIC (NON-OB) LIMITED," $1,248.00 "
12,1206580,US EXAM TRANSVAGINAL NON OB," $2,156.00 "
54,5416144,US EXAM TRANSVAGINAL NON OB," $2,156.00 "
31,3101771,US EXTREMITY NONVASCULAR COMP," $1,609.00 "
54,5400148,US EXTREMITY NONVASCULAR COMP," $1,609.00 "
03,0397109,US GUIDANCE FOR PERICARDIOCENTESIS," $2,005.00 "
13,1302074,US GUIDANCE FOR PERICARDIOCENTESIS," $2,005.00 "
18,1809623,US GUIDANCE FOR PERICARDIOCENTESIS," $2,005.00 "
54,5422183,US GUIDANCE INTRAOPERATIVE," $2,536.00 "
54,5400353,US GUIDANCE MONITOR TISSUE ABLATION," $1,122.00 "
54,5416193,US GUIDED COMPRESSION REPAIR," $1,975.00 "
12,1206770,US GUIDED NEEDLE PLACE BIOPSY," $2,168.00 "
54,5436100,US GUIDED NEEDLE PLACE BIOPSY," $2,168.00 "
12,1204098,US GUIDED VASCULAR ACCESS ADD ON, $951.00 
13,1302777,US GUIDED VASCULAR ACCESS ADD ON, $553.00 
18,1817196,US GUIDED VASCULAR ACCESS ADD ON, $951.00 
54,5400155,US GUIDED VASCULAR ACCESS ADD ON, $951.00 
08,0810739,US INTERSTITIAL RADIOTHERAPY," $1,714.00 "
39,3950243,US KIDNEY TRANSPL W/DOPPLER PORT," $2,121.00 "
54,5436118,US KIDNEY TRANSPL W/DOPPLER PORT," $2,121.00 "
54,5400395,US MEASURE POST-VOID URINE, $295.00 
54,5400445,US PERC BREAST DEV  1ST LSN," $2,751.00 "
54,5400452,US PERC BREAST DEV  EA ADDL LSN," $1,376.00 "
12,1215631,US PREGNANCY <14 WKS SING/1ST GEST," $1,662.00 "
54,5420021,US PREGNANCY >14 WKS SING/1ST GEST," $1,696.00 "
12,1215623,US PREGNANCY FOLLOWUP PER FETUS, $691.00 
12,1206572,US PREGNANT UTERUS LIMITED FETUS(S), $810.00 
54,5400346,US PREGNANT UTERUS LIMITED FETUS(S), $810.00 
54,5420054,US PREGNANT UTERUS LIMITED FETUS(S), $810.00 
12,1204080,US PREGNANT UTERUS TRANSVAGINAL," $1,372.00 "
12,1206564,US RETROPERITONEAL REAL TIME COMP," $1,939.00 "
54,5415708,US RETROPERITONEAL REAL TIME COMP," $1,939.00 "
54,5415732,US RETROPERITONEAL REAL TIME COMP," $1,939.00 "
39,3950235,US RETROPERITONEAL REAL TIME LIM," $1,529.00 "
54,5436126,US RETROPERITONEAL REAL TIME LIM," $1,529.00 "
54,5436134,US RETROPERITONEAL REAL TIME LIM," $1,529.00 "
54,5416003,US SCROTUM AND CONTENTS," $1,872.00 "
54,5420294,US TRANSRECTAL," $1,813.00 "
54,5430400,US TRANSRECTAL," $1,813.00 "
94,9435249,VALACYCLOVIR 500MG TABLET, $68.00 
94,9435256,VALGANCICLOVIR 450MG TAB, $346.25 
94,9432394,VALPROATE SODIUM 500MG/5ML INJ, $78.00 
94,9435264,VALPROIC ACID 250MG CAPSULE, $13.00 
94,9435272,VALPROIC ACID 250MG/5ML SYRP, $22.50 
94,9460783,"VALPROIC ACID 250MG/5ML, 10ML SYRP", $18.00 
94,9435280,VALSARTAN 160MG TABLET, $41.25 
94,9435314,VALSARTAN 80MG TABLET, $43.75 
04,0410589,VALVE I.V. EXTENSION SMALLBORE, $66.00 
19,1931690,VALVE ICD SUPPLY MEDTRON, $154.00 
30,3006319,VALVE POLARIS W CHAMBER," $8,235.00 "
19,1902634,VALVE PROGRAMMABLE (5.5-6K)," $19,126.00 "
30,3003845,VALVE PROGRAMMABLE (5501-6000)," $19,126.00 "
30,3007424,VALVE PROGRAMMABLE (6001-6500)," $20,158.00 "
30,3003837,VALVE SHUNT (4501-5000)," $16,408.00 "
30,3000981,VALVE SHUNT (5501-6000)," $19,126.00 "
30,3004124,VALVE SHUNT (6001-6500)," $20,158.00 "
19,1943794,VALVE SUCTION BRONCH DISP, $18.00 
18,1861459,VALVULOPLASTY BALLOON," $9,139.00 "
18,1841048,VALVUPLASTY AORTIC VALVE," $17,530.00 "
94,9431743,VANCOMYCIN 1000MG INJECTION, $76.25 
94,9431719,VANCOMYCIN 10G INJECTION, $338.75 
94,9431727,VANCOMYCIN 10MG/1ML OPTH INJ, $178.75 
94,9448903,"VANCOMYCIN 250MG/5ML ORAL SOLN, 5ML", $74.00 
94,9431750,VANCOMYCIN 500MG INJECTION, $53.00 
94,9458480,VANCOMYCIN 500MG/NS 100ML ENEMA, $51.25 
94,9452673,VANCOMYCIN 5G INJECTION, $203.75 
94,9457052,VANCOMYCIN 5MG/ML INJ 200ML D5W BAG, $226.25 
48,4802559,VANILLYLMANDELIC ACID URINE VMA [AP, $16.87 
29,2900314,VAPOTHERM BAG, $56.00 
29,2900306,VAPOTHERM CANNULA, $49.00 
29,2900298,VAPOTHERM CIRCUIT, $96.00 
18,1803261,VASC EMBOLIZE/OCCLUDE ORGAN," $55,159.00 "
18,1809987,VASC EMBOLIZE/OCCLUDE VENOUS S & I," $42,918.00 "
19,1918572,VASCULAR CLOSURE DEVICE (11-50), $166.00 
19,1918267,VASCULAR CLOSURE DEVICE (201-250), $832.00 
13,1302280,VASCULAR GUIDEWIRE (501-600)," $2,516.00 "
13,1301803,VASCULAR PLUG," $1,582.00 "
19,1932805,VASCULAR PLUG (701-800)," $3,391.00 "
03,0300673,VASCULAR PLUG LARGE," $2,800.00 "
13,1300862,VASCULAR PLUG LARGE," $2,800.00 "
19,1905975,VASCULAR TUNNELER/SHEATH, $149.00 
48,4802492,VASOACTIVE INTESTINAL PEPTIDE [AP, $17.37 
48,4800207,VASOPRESSIN (ADH) [AP, $36.95 
94,9432428,VASOPRESSIN 20U/1ML INJECTION, $60.00 
94,9432436,VECURONIUM 10MG INJ, $66.25 
94,9432444,VECURONIUM BROMIDE 20MG INJ, $142.50 
19,1937507,VEIN STRIPPER, $291.00 
19,1917509,VENA CAVA FILTER  (701-800)," $3,391.00 "
19,1921147,VENA CAVA FILTER (1001-1500)," $5,158.00 "
94,9454273,VENLAFAXINE 150MG EXTEN REL CAP, $76.25 
94,9435405,VENLAFAXINE 37.5MG ER CAP, $63.00 
94,9435397,VENLAFAXINE 37.5MG TABLET, $25.00 
94,9435439,VENLAFAXINE 75MG ER CAP, $70.00 
94,9435421,VENLAFAXINE 75MG TABLET, $23.00 
94,9435413,VENLAFAXINE HCL 50MG TABLET, $22.00 
03,0338111,VENOGRAM HEPATIC W/HEMODYNAMICS," $10,058.00 "
13,1300524,VENOGRAM HEPATIC W/HEMODYNAMICS," $10,058.00 "
03,0338095,VENOGRAM HEPATIC W/O HEMODYNAMICS," $14,024.00 "
13,1300532,VENOGRAM HEPATIC W/O HEMODYNAMICS," $14,024.00 "
13,1300474,VENOGRAM VENOUS SINUS/JUG LIM," $3,750.00 "
13,1300466,VENOGRAPHY ADRENAL BILAT SELECT," $11,756.00 "
13,1300458,VENOGRAPHY ADRENAL UNI SELECTIVE LT," $7,837.00 "
13,1300441,VENOGRAPHY ADRENAL UNI SELECTIVE RT," $7,837.00 "
03,0336545,VENOGRAPHY CAVAL INFERIOR W/SERIAL," $7,612.00 "
13,1300391,VENOGRAPHY CAVAL INFERIOR W/SERIAL," $7,612.00 "
18,1860949,VENOGRAPHY CAVAL INFERIOR W/SERIAL," $7,612.00 "
03,0376954,VENOGRAPHY CAVAL SUPER W/SERIALGPHY," $6,570.00 "
13,1300409,VENOGRAPHY CAVAL SUPER W/SERIALGPHY," $6,570.00 "
18,1860956,VENOGRAPHY CAVAL SUPER W/SERIALGPHY," $6,570.00 "
03,0336537,VENOGRAPHY EXTREMITY BILATERAL," $3,561.00 "
03,0396747,VENOGRAPHY EXTREMITY BILATERAL," $3,561.00 "
13,1300383,VENOGRAPHY EXTREMITY BILATERAL," $3,561.00 "
18,1860931,VENOGRAPHY EXTREMITY BILATERAL," $3,561.00 "
03,0302042,VENOGRAPHY EXTREMITY UNILAT LT," $2,979.00 "
03,0396739,VENOGRAPHY EXTREMITY UNILAT LT," $2,979.00 "
13,1300367,VENOGRAPHY EXTREMITY UNILAT LT," $2,979.00 "
18,1861186,VENOGRAPHY EXTREMITY UNILAT LT," $2,979.00 "
03,0302059,VENOGRAPHY EXTREMITY UNILAT RT," $2,979.00 "
03,0396721,VENOGRAPHY EXTREMITY UNILAT RT," $2,979.00 "
13,1300375,VENOGRAPHY EXTREMITY UNILAT RT," $2,979.00 "
18,1851484,VENOGRAPHY EXTREMITY UNILAT RT," $2,979.00 "
13,1300490,VENOGRAPHY ORBITAL," $3,726.00 "
13,1300433,VENOGRAPHY RENAL BILAT SELECTIVE," $11,418.00 "
13,1300417,VENOGRAPHY RENAL UNILAT SELECT LT," $7,612.00 "
03,0302075,VENOGRAPHY RENAL UNILAT SELECT RT," $7,612.00 "
13,1300425,VENOGRAPHY RENAL UNILAT SELECT RT," $7,612.00 "
13,1300482,VENOGRAPHY SUPERIOR SAGITTAL SINUS," $3,726.00 "
19,1908037,VENOUS OUTFLOW COMPONENT HERO 53930," $8,644.00 "
13,1300540,VENOUS SAMPLING CATH W OR W/O ANGIO," $7,612.00 "
29,2900249,VENT CIRCUIT, $23.00 
19,1902931,VENT L.V., $140.00 
29,2900199,VENTI COMP BAG, $23.00 
29,2900702,VENTILATION MGMT INITIAL DAY Q2," $7,526.00 "
29,2920569,VENTILATION MGMT SUBSEQUENT DAY Q2," $6,830.00 "
94,9451311,VERAPAMIL 120MG ER CAPSULE, $17.00 
94,9435454,VERAPAMIL 120MG ER TABLET, $17.00 
94,9435447,VERAPAMIL 120MG TABLET, $13.00 
94,9459199,VERAPAMIL 180MG ER CAPSULE, $17.00 
94,9435462,VERAPAMIL 180MG ER TABLET, $17.00 
94,9435470,VERAPAMIL 240MG ER TABLET, $12.00 
94,9435488,VERAPAMIL 40MG TABLET, $10.00 
94,9432451,VERAPAMIL 5MG/2ML INJ, $35.00 
94,9435496,VERAPAMIL 80MG TABLET, $12.00 
19,1933159,VERSAJET HANDPIECE (401-500)," $2,079.00 "
19,1939404,VESSEL LOOPS, $53.00 
30,3004850,VESSEL LOOPS, $53.00 
38,3801511,VESSEL MAPPINIG FOR HEMODIALYSIS LT, $900.00 
38,3801503,VESSEL MAPPINIG FOR HEMODIALYSIS RT, $900.00 
19,1917681,VESSEL OCCLUDER (51-100), $384.00 
19,1922012,VESSEL OCCLUDER DISP, $429.00 
29,2900405,VEST SUPPLY SYSTEM, $390.00 
94,9431966,VINCRISTINE 2MG/2ML INJ, $301.25 
94,9431982,VINORELBINE 50MG/5ML INJ, $570.00 
03,0301564,VIPER GUIDEWIRE, $831.00 
13,1301043,VIPER GUIDEWIRE, $831.00 
19,1913896,VIPERSLIDE LUBRICANT (51-100), $384.00 
48,4811477,VIRUS ISOL TISSUE/CYTOPATHIC [AP, $21.87 
48,4804761,VIRUS ISOL TISSUE/CYTOPATHIC [FOC, $35.75 
48,4800512,VIRUS ISOL VIAL ID W/IMM STN [AP, $5.41 
48,4801528,VIRUS ISOL VIAL ID W/IMM STN [AP, $5.41 
48,4803425,VIRUS ISOLATION TISSUE EA ADDL [AP, $16.00 
48,4811485,VIRUS ISOLATION TISSUE EA ADDL [AP, $16.00 
48,4804779,VIRUS ISOLATION TISSUE EA ADDL [FOC, $35.75 
48,4802518,VISCOSITY [AP, $12.71 
03,0311720,VISIPAQUE 320MG/ML  50ML INJ, $256.00 
13,1301712,VISIPAQUE 320MG/ML  50ML INJ, $256.00 
18,1810381,VISIPAQUE 320MG/ML  50ML INJ, $86.00 
94,9419060,VISIPAQUE 320MG/ML  50ML INJ, $315.00 
03,0311738,VISIPAQUE 320MG/ML 100ML INJ, $488.00 
13,1301720,VISIPAQUE 320MG/ML 100ML INJ, $488.00 
18,1810399,VISIPAQUE 320MG/ML 100ML INJ, $173.00 
94,9419078,VISIPAQUE 320MG/ML 100ML INJ, $134.00 
18,1809631,VISIPAQUE 320MG/ML 150ML INJ, $238.00 
94,9435751,VIT B12-B6-FOL 2-25-2.5MG TAB, $11.25 
12,1204148,VITAL CAPACITY/PEAK FLOW EVAL, $431.00 
28,2800449,VITAL CAPACITY/PEAK FLOW EVAL, $431.00 
29,2900587,VITAL CAPACITY/PEAK FLOW EVAL, $431.00 
94,9435504,"VITAMIN A 10,000U CAPSULE", $8.00 
94,9456161,VITAMIN A&D OINTMENT 113GM, $62.00 
94,9435728,VITAMIN B COMPLEX -C-FOLATE TAB, $11.25 
48,4802534,VITAMIN D 1 25 DIHYDROXY W/FRCT [AP, $33.59 
01,0100826,VITAMIN D 25 HYDROXY W/FRCT IF DONE, $194.00 
94,9434440,VITAMIN E 1000U CAPSULE, $10.00 
94,9434432,VITAMIN E 100U CAPSULE, $8.00 
94,9435611,VITAMINS A&D OINTMENT 5G, $25.00 
94,9435629,VITAMINS A&D OINTMENT 60G, $46.25 
94,9435702,VITAMINS B COMPLEX-C TABLET, $8.00 
22,2200020,VL ART DUPLE DOPP UPP EXT BIL," $1,997.00 "
22,2201051,VL ARTERIAL DPLX DOPPLR LWR EXT BIL," $2,510.00 "
22,2201291,VL ARTERIAL DPLX DOPPLR LWR EXT UNI," $1,596.00 "
01,0100347,VOLUME MEASUREMENT TIMED COLL EA, $14.00 
94,9431768,VORICONAZOLE 200MG INJECTION, $694.00 
94,9435926,VORICONAZOLE 200MG TABLET, $350.00 
30,3051265,VP SHUNT CODMAN PROGRAMBL," $13,494.00 "
30,3000437,VP SHUNT REGULAR STRATA MDTRNC," $10,257.00 "
18,1800614,VSD CLOSURE," $44,064.00 "
18,1800671,W/ LA PAC/REC-CS/LA," $11,787.00 "
18,1800697,W/DRUG INFUSION," $9,144.00 "
94,9435967,WARFARIN 10MG TABLET, $27.50 
94,9435959,WARFARIN 1MG TABLET, $21.25 
94,9435983,WARFARIN 2.5MG TABLET, $22.50 
94,9435975,WARFARIN 2MG TABLET, $21.25 
94,9435991,WARFARIN 3MG TABLET, $22.00 
94,9436007,WARFARIN 4MG TABLET, $22.00 
94,9436015,WARFARIN 5MG TABLET, $22.00 
94,9436031,WARFARIN 7.5MG TABLET, $27.00 
19,1902188,WATER PIK MULTI ORIFIC TIP, $155.00 
29,2900132,WATER TRAP, $15.00 
19,1943612,WAX BONE, $19.00 
30,3006889,WAX BONE, $19.00 
48,4801601,WBC ALKALINE PHOSPHATASE COUNT [AP, $9.50 
04,0455337,WEBRIL - DRESSING, $81.00 
19,1924273,WET FIELD ERASER, $74.00 
05,0520031,WHEELCHAIR MANAGEMENT EA 15 MIN, $194.00 
06,0601047,WHEELCHAIR MANAGEMENT EA 15 MIN, $194.00 
06,0630038,WHEELCHAIR MANAGEMENT EA 15 MIN, $194.00 
41,4101960,WHOLE BLOOD 1 UNIT ARC, $498.00 
18,1810159,WHOLEY GUIDE WIRE, $300.00 
19,1920602,WIRE GUIDE EXTRA STIFF, $696.00 
19,1932904,WIRE GUIDE FOR SCREW, $530.00 
19,1906700,WIRE STERNAL DBL A&E, $334.00 
19,1984996,WIRLY BIRD STRYKER," $2,800.00 "
94,9450354,WITCH HAZEL PAD (EA), $23.00 
19,1917186,WOUND VAC SUPPLIES DISP (101-150), $603.00 
19,1939420,WOUND VAC SUPPLIES DISP (51-100), $384.00 
18,1803477,WRENCH ASSEMBLY KIT (11-50), $166.00 
19,1975937,WRENCH GUIDANT, $166.00 
04,0498907,WRIST/HAND ORTHOSIS, $656.00 
