WATSONVILLE COMMUNITY HOSPITAL,,,
,,,
SVCCD,DESC, PRICE1 , PRICE2 
1219215,CIMETIDINE 300MG/5ML, 8.38 , -   
1219217,CIPROFLOX 250/5 100M, 63.59 , -   
1219218,CIPROFLOXA .3% 5ML, 451.94 , -   
1219226,CLINDAMYCI 900MG/6ML, 118.27 , -   
1219231,CLOBETA .05% EM CR30, 93.58 , -   
1219238,CLOTRIM VAG 1%CRM45G, 72.98 , -   
1219249,COLLAGENA 250OIN 30G, 182.44 , -   
1219260,DEXTROM POLI 30MG/5M, 6.91 , -   
1219261,DIAZEPAM 5MG/5ML LIQ, 18.67 , -   
1219267,DILTIAZEM 50MG/10ML, 490.09 , -   
1219281,DUTASTERIDE 0.5MG CP, 36.83 , -   
1219282,ECONAZOLE 1% CR 15GM, 252.75 , -   
1219285,ENALAPRILAT 2.5MG/2M, 582.54 , -   
1219293,ERYTHROMYC 250MG TAB, 50.69 , -   
1219298,ESTRADI.1MG/GM C 43G, 463.66 , -   
1219309,FAT EMULS 20% 100ML, 646.85 , -   
1219310,FAT EMULS 20% 500ML," 2,545.89 ", -   
1219326,FLUOCINON.05%CRM 15G, 53.08 , -   
1219332,FLUORESC NA 1MG STRP, 8.40 , -   
1219333,FLUORESCITE 10% 5ML, 14.81 , -   
1219349,GABAPEN 250MG/5ML 5M, 8.40 , -   
1219358,GLYCERIN LIQUID 1ML, 65.29 , -   
1219360,GLYCOPYR 0.2MG/ML 2M, 133.90 , -   
1219361,GLYCOPYRRO 1MG/5ML I, 443.57 , -   
1219369,GUAIFEN 200MG/10ML, 43.51 , -   
1219379,HOMATROP HBR5%OS 5ML, 149.19 , -   
1219383,HYALURONATE7.7MG/.55," 1,773.80 ", -   
1219394,HYDROCORT 100MG ENEM, 302.98 , -   
1219401,HYDROXYUREA 500MG CP, 98.75 , -   
1219403,HYDROXYZINE 50MG TAB, 33.79 , -   
1219416,LABETALOL 20MG/4ML, 893.82 , -   
1219417,LEVOBUNOL .5%OS 5ML, 137.82 , -   
1219419,LEVOTHYROX 112MCG TB, 10.04 , -   
1219420,LIDOCAIN 2%/EPI 50ML, 406.73 , -   
1219421,LIDOCAIN 1%/EPI 50ML, 376.60 , -   
1219423,LIDOCAIN 2%/EPI 20ML, 165.08 , -   
1219427,LIDOCAI 1.5%/EPI 30M, 764.97 , -   
1219434,AL HYD95-MG CA358/15, 10.04 , -   
1219445,MENTHOL/CAMPHOR LOT, 16.85 , -   
1219453,METRONIDA 250/50 SYR, 760.25 , -   
1219454,METRONID 500MG/100ML," 1,521.51 ", -   
1219456,MINERAL OIL 1ML, 112.64 , -   
1219459,MUL-VIT FE W/MIN LIQ, 6.69 , -   
1219475,SOD CHLOR .9% 3000ML, 59.69 , -   
1219494,PHENOBARB 20MG/5 UD, 117.14 , -   
1219504,PHYSOSTIG 2MG/2M AMP, 729.63 , -   
1219526,POT IODID 1GM/ML 30M, 62.60 , -   
1219538,PROPRANOLOL 20MG/5ML, 4.90 , -   
1219544,PYRIDOSTIGM 10MG/2ML, 133.90 , -   
1219551,ROCURONIUM 100MG/10M, 785.79 , -   
1219554,SELENIUM 1% SHAMPO, 18.54 , -   
1219558,SENNOSI 8.8MG/5ML 5M, 5.03 , -   
1219561,SILV SULF 1%CRM 25GM, 118.00 , -   
1219565,OPTHAL IRR EXTR 120M, 306.31 , -   
1219569,SOD PHOS 15MM/5ML VI, 78.97 , -   
1219573,STREPTOMYCIN 1GM VL, 376.60 , -   
1219592,TETRACAINE.5% OS UD, 24.78 , -   
1219607,TRIAMCIN.025%OIN 15G, 77.02 , -   
1219631,NIFEDIPINE 90MG SRTB, 107.13 , -   
1219636,ERYTHRO 200MG/5 100M, 40.25 , -   
1219637,SOD BIC 8.4% 50ML VL, 401.73 , -   
1219638,ETOMIDATE 2MG/ML 20M," 1,476.32 ", -   
1219647,DM-GUAIF 20-200/10ML, 10.04 , -   
1219651,BUPIVACAIN .75% 10ML, 306.31 , -   
1219653,TRIAMCINOL.1%OIN 80G, 98.75 , -   
1219666,SALINE.65%NAS SP 45M, 28.12 , -   
1219674,CARBAMAZE 200MG/10ML, 60.24 , -   
1219685,CAFFEINE CIT 60MG/3M, 292.92 , -   
1219691,DILTIAZE 120MG SR CP, 81.99 , -   
1219701,LIDOCAINE 4% CR 5GM, 219.40 , -   
1219708,BETHANECHOL 10MG TAB, 10.04 , -   
1219712,DESMOPR .1MG NAS 2.5, 545.56 , -   
1219713,DISOPYRAMIDE SR 150M, 65.29 , -   
1219734,CALC ACET/AL SULF PK, 65.29 , -   
1219744,CODEINE SULF 15MG TB, 32.64 , -   
1219754,DICYCLOMINE 10MG CAP, 5.03 , -   
1219767,GABAPENTIN 600MG TAB, 71.97 , -   
1219768,GRISOFULVN MIC 250MG, 70.64 , -   
1219780,LIDOCAINE 1% 50ML, 235.99 , -   
1219792,MORPHINE 100MG/100ML, 611.23 , -   
1219799,NUTRITIONAL SUPPLMNT, 6.38 , -   
1219801,OXYCODONE 80MG SR TB, 347.64 , -   
1219807,PEN-VK250MG/5ML 100M, 177.44 , -   
1219809,PETROLATUM GEL 5GM, 10.84 , -   
1219810,PETROLATUM GEL 30GM, 65.29 , -   
1219811,PHENOXYBENZA 10MG CP, 71.97 , -   
1219820,PRAMIPEXOLE .25MG TB, 50.22 , -   
1219829,SENNOSIDES 8.6MG TAB, 5.03 , -   
1219847,VORICONAZOL 200MG TB, 299.59 , -   
1219849,ZINC OX 20% OINT 60G, 77.02 , -   
1219867,MAG HYD400MG/5ML 30M, 10.04 , -   
1219874,AZTREONAM IV 2GM VL," 1,023.82 ", -   
1219878,ACTIVTD CHARC/SORBIT, 252.75 , -   
1219884,BENZO/MENTH 6-10 LOZ, 5.03 , -   
1219890,VITAMIN A&D OIN 60GM, 98.75 , -   
1219895,CLOT1/BETA.05%CR 15G, 69.60 , -   
1219898,DILTIAZEM 25MG/5ML V, 245.04 , -   
1219899,TRIAMCINOL.1%OIN 15G, 77.02 , -   
1219902,SINEMET CR 50-200TAB, 98.75 , -   
1219903,HYDROCORT 0.5%CR 30G, 98.75 , -   
1219916,OXYMETAZLN HCL.05%15, 10.78 , -   
1219918,PHENYTOIN 100MG/4ML, 42.26 , -   
1219920,PREDNISOLON 15MG/5ML, 62.78 , -   
1219927,SPS 15GM/60ML SUSP, 318.02 , -   
1219935,BETAM AUG.05%CRM 15G, 47.25 , -   
1219942,CAPSAICIN.075%CR60GM, 144.28 , -   
1219951,TRIAMCIN.025%CR 15GM, 77.02 , -   
1219953,TRIAMCINOLN.1%CR15GM, 77.02 , -   
1219956,OYST SHL CALC500MGTB, 5.03 , -   
1219959,ERYTHROMYC 500MGDRTB, 10.04 , -   
1219960,NITROGLYCRN 2%OINTPK, 8.38 , -   
1219980,LIDOCAIN 1%/EPI 20ML, 247.28 , -   
1219997,LIDO2%EPI1:200000/10, 461.97 , -   
1220192,AA5D20W/LYTES1000ML," 2,457.18 ", -   
1221000,D5LR UP TO 1000ML," 1,235.26 ", -   
1221001,D5NS+KCL 20MEQ 1000M, 246.07 , -   
1221002,DEX 5%/WATER 100ML, 830.21 , -   
1221003,D5W/KCL 20MEQ 1000ML, 507.14 , -   
1221004,D10W 1000ML, 836.92 , -   
1221005,D10W 250ML, 830.21 , -   
1221007,D5W/0.45%NACL 500ML, 709.71 , -   
1221008,D5.45NS/KCL20 1000ML, 687.95 , -   
1221011,D5-0.2% NACL 1000ML, 840.26 , -   
1221014,RINGER LAC UP TO 1L, 563.30 , -   
1221015,RINGER LAC UP TO 1L, 502.14 , -   
1221016,RINGER LAC UP TO 1L, 334.75 , -   
1221017,D5LR UP TO 1000ML, 828.57 , -   
1221024,DEXTROSE 70% 500ML," 1,462.60 ", -   
1221028,STERILE WATER 1000ML, 879.01 , -   
1221029,STERILE WATER 20ML, 84.49 , -   
1221044,SOD CHLOR .45%1000ML," 1,007.65 ", -   
1221046,SOD CHLOR .45% 500ML, 709.71 , -   
1221061,KCL20-NS.2-D5W1000ML, 698.00 , -   
1221065,MANNITOL 20% 500ML, 383.31 , -   
1221085,SOD CHLOR .9% 100ML, 545.67 , -   
1221086,NS W/ KCL 20MEQ/1000, 227.63 , -   
1221088,KCL 20MEQ/.45%NS1000, 771.65 , -   
1221104,SOD CHLOR 3% 500ML," 1,118.10 ", -   
1221109,D5W/0.45%NACL 1000ML," 1,093.00 ", -   
1221112,D5-0.2% NACL 500ML, 709.71 , -   
1221139,AA 5%/D20W 2000ML," 3,000.00 ", -   
1221140,D10W 500ML, 736.48 , -   
1221149,SOD CHLOR .9% 50ML, 302.98 , -   
1221150,SOD CHLOR .9% 100ML, 545.67 , -   
1221159,AA5 D25W-LYTES-CA 2L," 3,154.00 ", -   
1221174,D10.225NS/KCL5 250ML, 846.49 , -   
1221175,AA5D20W/LYTES2000ML," 3,154.00 ", -   
1221178,AA 5%/D20W 1000ML," 2,303.60 ", -   
1221181,FAT EMULSION 20% 250," 1,617.14 ", -   
1221185,PHENYLEPH 50MG/250ML, 568.59 , -   
1221222,PHENYLEPH 100MG/500, 719.62 , -   
1221223,NICARDIP 20MG/200 NS, 277.83 , -   
1221228,AMINO ACID 6% 500ML," 1,157.63 ", -   
1221233,AA5/D15 LYTES 1000ML," 2,457.18 ", -   
1221243,AA275/D10 LYTES 1000," 2,457.18 ", -   
1221269,POT PHOS 22MEQ/250ML, 570.95 , -   
1221271,AMINO ACID 10% 1000," 1,157.63 ", -   
1221280,KCL20-NS.225-D5W1000, 698.00 , -   
1221300,SOD CHLOR .9% 50ML, 302.98 , -   
1240001,LD ORLVL 1 INI 15MIN," 1,603.39 ", -   
1240002,LD ORLVL 2 INI 15MIN," 3,206.81 ", -   
1240003,LD ORLVL 3 INI 15MIN," 4,810.16 ", -   
1240004,LD ORLVL 4 INI 15MIN," 6,413.57 ", -   
1240011,LD ORLVL 1 EA ADDMIN, 61.34 , -   
1240012,LD ORLVL 2 EA ADDMIN, 122.72 , -   
1240013,LD ORLVL 3 EA ADDMIN, 184.04 , -   
1240014,LD ORLVL 4 EA ADDMIN, 245.46 , -   
1311073,BLOOD PRODUCT IRRAD, 92.05 , -   
1314000,PHLEBOTOMY THERAPEUT, 577.35 , -   
1314001,FFP THAWING, 67.26 , -   
1314002,BLD PREP FOR FREEZE, 283.61 , -   
1314003,FROZ BLD THAWING, 235.75 , -   
1314006,RBC PRETREAT CHEM, 77.35 , -   
1314009,SPLIT BLOOD OR PROD, 246.77 , -   
1314010,"AUTO COMPONENT,PROCS", 202.57 , -   
1314014,RBC PRETREAT DIFF EA, 112.33 , -   
1314026,CARBAMAZEPINE TOTAL," 1,898.69 ", 508.39 
1314033,ETHOSUXIMIDE, 16.36 , -   
1314036,HALOPERIDOL, 30.09 , -   
1314038,LIDOCAINE," 1,056.15 ", 354.69 
1314039,LITHIUM, 561.13 , 241.82 
1314041,PHENOBARBITAL," 1,117.85 ", 539.94 
1314042,PHENYTOIN TOTAL," 1,088.36 ", 490.68 
1314043,PHENYTOIN FREE, 13.70 , -   
1314044,PRIMIDONE, 20.98 , -   
1314050,THEOPHYLLINE," 1,974.20 ", 496.58 
1314051,TOBRAMYCIN, 20.22 , 445.33 
1314054,DRUG UNSPEC QUANT, 86.68 , -   
1314083,BLOOD TYPING ABO, 480.66 , 151.74 
1314084,BLOOD TYPING RH D, 459.46 , 151.74 
1314087,BLD TYPING OTHER AG, 84.00 , -   
1314088,BLD TYPING RH PHENO, 73.50 , -   
1314091,COMPATIB TEST IS," 1,144.55 ", -   
1314093,COMPATIB TEST AHG, 613.75 , -   
1314098,ACETON-KETON SERM QL, 700.73 , 167.51 
1314105,ALBUMIN SERUM, 11.80 , -   
1314106,ALBUMIN FLUID, 4.53 , -   
1314109,ELECTROLYTE PANEL, 850.80 , 153.68 
1314110,COMP METAB PANEL," 2,074.54 ", 451.22 
1314111,OBSTETRIC PANEL," 1,798.31 ", 656.16 
1314112,LIPID PANEL," 1,198.87 ", 317.25 
1314113,RENAL FUNCTION PANEL," 1,781.76 ", 362.59 
1314115,HEPATIC FUNCTION PAN," 1,252.28 ", 232.52 
1314116,MICROALB QNT," 1,029.00 ", -   
1314117,MICROALBUMIN SEMIQ, 380.29 , 212.82 
1314119,ETHANOL BREATH ANAL, 58.23 , -   
1314122,ALKALOIDS NOS MS, 519.40 , -   
1314124,ALPHA 1-ANTITRYP PHE, 102.24 , -   
1314127,ALUMINUM, 13.32 , -   
1314130,AMINO ACID MULT QUAL, 18.26 , -   
1314132,ALA DELTA, 10.62 , -   
1314135,AMMONIA, 790.94 , 398.04 
1314138,AMYLASE," 1,696.12 ", -   
1314140,ANDROSTENEDIONE, 65.50 , -   
1314141,ANDROSTERONE, 244.13 , -   
1314144,APOLIPOPROTEIN EACH, 6.34 , -   
1314146,ASCORBIC ACID, 9.19 , -   
1314148,BARBITURATES MS, 23.10 , -   
1314152,BILIRUBIN TOTAL, 965.02 , 281.80 
1314153,BILIRUBIN DIRECT, 965.02 , 260.23 
1314156,BLD OCCULT FECES 1-3, 480.66 , 199.03 
1314160,CADMIUM, 50.94 , -   
1314164,CALCIUM TOTAL, 3.69 , -   
1314167,CALCIUM URI QN TIMED," 1,051.58 ", 756.70 
1314173,CARBON DIOXIDE CO2," 1,283.61 ", 210.85 
1314174,CARBON MONOXIDE QUAN," 1,252.28 ", 354.19 
1314176,CARCINOEMBRYONIC AG, 6.85 , -   
1314184,CHEMILUM ASSAY NOS, 101.16 , -   
1314186,CHLORIDE BLOOD, 965.02 , 210.85 
1314190,CHOLESTEROL TOTAL, 965.02 , 210.85 
1314207,CORTISOL TOTAL, 315.00 , -   
1314208,CREATINE, 81.00 , -   
1314213,CPK TOTAL," 1,051.58 ", 206.90 
1314214,CPK ISOENZYMES, 12.48 , -   
1314215,CPK MB FRACTION, 928.13 , 541.87 
1314217,CREATININE BLOOD, 790.94 , 201.02 
1314218,CREATININE UR-OTHER, 962.98 , -   
1314219,CREATININE CLEARANCE," 1,375.68 ", 285.73 
1314220,CRYOFIBRINOGEN, 53.85 , -   
1314223,VITAMIN B-12," 1,804.75 ", 425.63 
1314226,DHEA, 17.94 , -   
1314229,DEOXYCORTISOL, 58.07 , -   
1314230,DIBUCAINE NUMBER, 13.61 , -   
1314234,DIHYDROXY VITAMIN D," 1,803.90 ", 428.40 
1314236,ENZYME ACTIVITY NOS, 172.78 , -   
1314238,ELECTROPHORETIC TECH, 49.50 , -   
1314254,FERRITIN, 933.69 , 413.79 
1314255,FETAL FIBRONECTIN, 723.73 , 480.29 
1314258,FOLIC ACID SERUM," 1,804.75 ", 425.63 
1314268,GASES BLOOD PH," 1,051.58 ", 575.38 
1314269,"BLD GAS-PH,PO2,PCO2"," 1,563.49 ", -   
1314275,"GASTRIN, POST STIM", 13.20 , -   
1314278,"GLUCOSE, BODY FLUID", 912.50 , 494.59 
1314280,"GLUCOSE, QUANT", 855.39 , 167.51 
1314282,"GLUCOSE, POST DOSE", 961.31 , -   
1314283,GTT 3 SPEC," 2,269.75 ", 413.79 
1314284,GTT ADD SP, 415.29 , -   
1314292,GGT, 801.10 , 210.85 
1314303,"H PYLORI,BREATH TEST", 161.99 , -   
1314304,"H PYLORI, DRUG ADMIN", 14.60 , -   
1314321,"HEMOSIDERIN, QUAL", 26.25 , -   
1314323,B-HEXOSAMINIDASE, 175.33 , -   
1314340,IRON, 961.31 , 258.14 
1314341,IRON BINDING CAPACIT," 1,499.97 ", -   
1314346,LACTIC ACID," 1,838.80 ", 317.25 
1314347,LACTATE DEHYDROLDH," 1,051.58 ", 177.35 
1314353,"FETAL LUNG,L-S RATIO", 107.47 , -   
1314358,LIPASE," 1,097.87 ", 364.51 
1314360,"LIPOPROTEIN,HIGH RES", 21.42 , -   
1314361,"LIPOPROTEIN, HDL", 933.69 , 258.14 
1314363,"LIPOPROTEIN, LDL", 467.69 , -   
1314365,MAGNESIUM, 945.66 , 199.03 
1314373,METHADONE MS, 23.12 , -   
1314400,OLIGOCLONAL BANDS, 45.92 , -   
1314402,"ORGAN ACID,QUAL,EA", 148.52 , -   
1314403,"ORGAN ACID,SIN,QUAN", 32.60 , -   
1314418,"PHOSPHATASE, PROSTAT", 10.43 , -   
1314419,"PHOSPHATASE,ALKALINE", 965.02 , 199.03 
1314422,PHOSPHATIDYLGLYCEROL, 108.47 , -   
1314425,"PHOSPHORUS, BLOOD"," 1,047.87 ", 177.35 
1314426,"PHOSPHORUS, URINE", 2.82 , -   
1314433,POTASSIUM SER PL WB, 887.68 , 177.35 
1314434,"POTASSIUM, URINE"," 1,051.58 ", 177.35 
1314438,PREGNENOLONE, 64.08 , -   
1314444,"PSA, TOTAL"," 1,412.49 ", -   
1314446,PROTEIN TOT SER PLWB," 1,042.34 ", 210.85 
1314469,"SODIUM,SER PL OR WB", 965.02 , 210.85 
1314470,"SODIUM, URINE RANDOM"," 1,283.61 ", 234.50 
1314473,"SPECTROPHOTO, NOS", 59.04 , -   
1314474,SPECIFIC GRAVITY, 126.88 , -   
1314476,"SUGARS, SING, QUAL", 33.21 , -   
1314486,"THYROXINE T4,TOTAL", 692.44 , 260.13 
1314488,"THYROXINE T4, FREE", 790.94 , 413.79 
1314489,THYROXINE BIND GLOB, 10.30 , -   
1314490,THYROID STIM TSH," 1,412.49 ", 463.07 
1314491,THYROID STIM IMMUNO, 65.50 , -   
1314494,TRANSFERASE AST," 1,283.61 ", 210.85 
1314495,TRANSFERASE ALT," 1,283.61 ", 210.85 
1314496,TRANSFERRIN, 202.93 , -   
1314497,TRIGLYCERIDES, 741.24 , 210.85 
1314499,"T3,TOTAL"," 1,088.36 ", 260.13 
1314502,"TROPONIN,QNT", 372.93 , 262.06 
1314508,"UREA NITROGEN,QUAN", 790.94 , 153.68 
1314510,"UREA NITROGEN,URINE", 933.69 , 177.35 
1314512,"URIC ACID, BLOOD"," 1,051.58 ", 153.68 
1314513,"URIC ACID,URINE RAND", 489.88 , 285.73 
1314519,VASOINTESTINAL PEP, 105.91 , -   
1314520,VASOPRESSIN, 94.94 , -   
1314523,VITAMIN K, 65.95 , -   
1314524,VOLATILES, 17.19 , -   
1314529,"HCG, QUAL"," 1,117.85 ", 281.80 
1314532,"ANTIBODY SCREEN, RBC", 878.43 , 299.51 
1314534,"ANTIBODY ID,EA PANEL"," 1,720.06 ", -   
1314535,DIRECT COOMBS TEST, 727.42 , -   
1314536,IDAT QUAL EA RGT RBC, 459.46 , -   
1314560,"PSA, SCREENING"," 1,412.49 ", 662.11 
1314566,PLT ASSOC IMMUNOGLOB, 51.84 , -   
1314572,"CRP,HIGHLY SENS", 790.94 , 266.05 
1314573,BETA-2 GLYCOPROT AB, 10.50 , -   
1314578,"COLD AGG, TITER", 5.23 , -   
1314580,"LACTOFERRIN,FEC QAL", 61.43 , -   
1314584,PROT E-PHOR-URIN-CSF, 16.41 , -   
1314589,DEOXYRIBONUCLEASE AB, 26.25 , -   
1314594,RSV ASSAY W-OPTIC, 824.11 , -   
1314609,HETEROPHILE AB SCREE, 674.03 , 232.52 
1314612,"TUMOR AG, OTHER", 99.97 , -   
1314613,INF AGENT IMMUNO QUA, 61.95 , -   
1314614,"INF AGENT,IMMUNO QUA", 59.66 , -   
1314619,"IMMUNODIFF, OUCHTER", 36.00 , -   
1314623,INSULIN AB, 146.29 , -   
1314627,LEUKO PHAGOCYTOSIS, 213.83 , -   
1314631,"T CELL, ABSO CD4", 36.25 , -   
1314636,PART AGGLUT.SCREEN, 83.55 , -   
1314637,PART AGGLUT. TITER, 137.12 , -   
1314638,"RHEUMATOID FACT,QUAL", 648.24 , 299.51 
1314646,"SYPHILIS TEST, QUAL", 674.03 , -   
1314649,ADENOVIRUS AB, 11.39 , -   
1314660,CANDIDA AB, 29.44 , -   
1314661,CHLAMYDIA AB, 8.53 , -   
1314671,"ENCEPH, ST LOUIS", 262.01 , -   
1314674,"EPSTEIN-BARR AB, EA", 9.71 , -   
1314677,EHRLICHIA AB, 106.25 , -   
1314679,"FUNGUS AB, NOS", 108.81 , -   
1314681,H PYLORI AB QL, 390.41 , -   
1314687,"HEPATITIS, DELTA AGE", 13.62 , -   
1314694,HIV1-HIV2 AB SNG RES, 801.10 , 346.80 
1314697,HEP B SURF AB PREGN, 193.73 , -   
1314704,LEPTOSPIRA AB, 56.37 , -   
1314710,MYCOPLASMA AB, 12.25 , -   
1314719,RUBELLA AB, 727.42 , 277.86 
1314720,RUBEOLA AB, 3.53 , -   
1314729,"VIRUS AB, NOS", 45.70 , -   
1314740,"HLA, DR-DQ SINGLE", 148.34 , -   
1314741,"HLA, DR-DQ MULTI", 230.13 , -   
1314746,BLEEDING TIME, 989.85 , 463.07 
1314747,"WBC DIFF, MAN", 15.29 , -   
1314750,"HEMATOCRIT, SPUN", 478.82 , -   
1314751,"HEMATOCRIT, OTHER", 4.04 , -   
1314752,HEMOGLOBIN, 286.77 , -   
1314753,CBC W-PLT AUTO COMPD, 989.85 , 234.50 
1314754,CBC W-PLT," 1,463.12 ", 323.18 
1314756,"RETIC COUNT, MANUAL", 675.87 , 258.14 
1314759,WBC COUNT, 648.24 , 258.14 
1314766,FACTOR VII ASSAY, 77.36 , -   
1314768,FACTOR VIII REL AG, 178.45 , -   
1314771,"FACT VIII,VW,MULTIME", 630.00 , -   
1314773,FACTOR X, 160.21 , -   
1314782,"PROTEIN C, AG", 17.80 , -   
1314784,"PROTEIN S, TOTAL", 17.80 , -   
1314786,PROTEIN C ACTIVATED, 65.27 , -   
1314796,"D-DIMER, SEMIQUANT"," 1,528.54 ", 675.89 
1314797,"D-DIMER, QUANT", 957.61 , 187.20 
1314798,FIBRINOGEN ACTIVITY," 1,250.45 ", 277.86 
1314808,FETAL HGB KLEIH-BETK," 1,931.82 "," 1,058.18 "
1314809,"FETAL HGB, ROSETTE", 362.81 , -   
1314819,RBC OSMOTIC FRAGW-IN, 34.67 , -   
1314820,PLATELET AGGREGATION, 267.33 , -   
1314822,PROTHROMBIN TIME, 116.03 , 94.58 
1314827,SED RATE NONAUTOMATE, 445.66 , 167.51 
1314830,THROMBIN TIME, 5.29 , -   
1314833,THROMBOPLAST TIMEPTT, 372.93 , -   
1314834,PTT SUBSTITUT, 146.13 , -   
1314835,VISCOSITY EXAM, 13.69 , -   
1314836,"HEME-COAG PROC, NOS", 53.01 , -   
1314843,CULTURE BLOOD BACTER," 1,150.07 ", -   
1314844,CULT STL BACT W-ISOL," 1,137.17 ", 610.85 
1314845,CULT STL BACT EA ADD, 285.43 , 153.68 
1314846,CULTURE BACTERIA OTH," 1,069.05 ", -   
1314849,CULT BACT ANA ANY SO," 1,602.17 ", 664.06 
1314850,CULT ANAERO IDENT EA," 1,456.69 ", 530.07 
1314851,CULT AEROBIC IDENTIF, 569.05 , 197.05 
1314852,CULTURE SCREEN ONLY, 674.03 , 234.50 
1314854,CULT URINE-COLONY CT," 1,069.05 ", 362.59 
1314855,CULT URINE W-P ID, 337.94 , -   
1314867,"CULT TYPE,IMMUNOLOGI", 119.67 , 84.74 
1314878,MICROB SUSCEP DIFFUS, 264.26 , -   
1314879,MICROBE SUSCEP DISK," 1,051.58 ", 488.67 
1314881,MICROBE SUSCEPT MIC," 1,702.54 ", -   
1314882,MICROBE SUSCEPT MLC, 989.85 , 258.14 
1314883,MICRO SUSCEP MACROBR, 264.26 , 183.26 
1314888,"SMEAR,GRAM STAIN", 674.03 , 232.52 
1314890,"SMEAR,SPECIAL STAIN"," 1,100.36 ", 398.04 
1314891,SMEARWET MOUNT SAL-I, 674.03 , 197.05 
1314892,TISSUE EX FOR FUNGI, 648.24 , 197.05 
1314896,VIRUS INOCU TIS ADDL, 89.51 , -   
1314904,"INFLUENZA B, AG, IF", 37.13 , -   
1314905,"INFLUENZA A, AG, IF", 37.13 , -   
1314908,"PARAINFLUENZA AG,IF", 18.89 , -   
1314909,"RESP SYNCYTIAL AG,IF", 30.17 , -   
1314910,PNEUMOCYSTIS CAR AGI, 117.60 , -   
1314915,AG DETECT POLYVAL IF, 29.85 , -   
1314918,CLOSTRIDIUM DIF TOXN, 941.99 , -   
1314919,CRYPTOCOCCUS NEOF AG, 289.13 , -   
1314922,"E COLI O157 AG,EIA", 536.79 , 383.68 
1314927,HBSAG PREGNANT, 209.22 , -   
1314931,HISTOPLASM CAPSU AGE, 129.36 , -   
1314934,"INFLUENZA A AG,EIA", 406.99 , 271.95 
1314935,"RESP SYNCYTIAL AG,EI", 824.11 , 541.87 
1314943,BARTONELLA DNA AMPPR, 161.99 , -   
1314954,CHLMYD TRACH DNA DIR, 8.73 , -   
1314958,CYTOMEG DNA AMP PROB, 148.34 , -   
1314967,"HEPATITIS C,RNA,AMPP", 249.22 , -   
1314991,"M.TUBERCULO,DNA,AMPP", 189.88 , -   
1314994,"M.AVIUM-INTR,DNA,AMP", 205.23 , -   
1315009,"DETECT AGNTNOS,DNAAM", 50.19 , -   
1315012,"DETECT AGT MULT,DNAA", 163.75 , -   
1315015,INFLUENZA ASSAY W-OP, 406.99 , -   
1315018,STREP A ASSAY W-OPTI, 746.74 , 151.74 
1315019,AGENT NOS ASSAY W-OP, 264.68 , -   
1315020,MICROBIOLOGY PROCEDU, 218.24 , -   
1315021,"UA, NONAUTO W-SCOPE", 29.12 , -   
1315022,"UA, AUTO W-SCOPE", 188.78 , 94.58 
1315023,UA NONAUTO W-O SCOPE, 29.12 , -   
1315024,"UA, AUTO, W-O SCOPE", 359.08 , 167.51 
1315025,URINALYSIS, 8.87 , -   
1315027,MICROSCOPIC EX OF UR, 8.87 , -   
1315029,URINE PREG TEST QL, 39.30 , -   
1315030,"URINALYSIS,VOL MEASU", 102.20 , 102.20 
1315038,CELL CTW-DIF BODYFLU," 1,100.36 ", 234.50 
1315049,NASAL SMEAR-EOSINOPH, 478.82 , -   
1315067,SPERM ANTIBODY TEST, 32.31 , -   
1315076,NATRIURETIC PEPTIDE, 525.00 , 177.35 
1315078,MAN CELL CT ELP, 65.69 , -   
1315079,CBC-PLT AUTORP CDM, 878.43 , 94.58 
1315084,LEUKOCY ASSES FEC QL, 692.44 , 177.35 
1315091,PROT TOTL RANDOM URI," 1,221.92 ", 331.07 
1315092,PROTEIN TOT OTHR SRC," 1,283.61 ", 210.85 
1315123,BLD OCC NON CA SCREE, 480.00 , -   
1315125,"LACTOFERRIN,FEC QUAN", 142.71 , -   
1315146,WEST NILE VIR AB IGM, 45.70 , -   
1315147,WEST NILE VIR AB, 45.70 , -   
1315148,ASPERGILLUS AG EIA, 138.27 , -   
1315152,"STREP B,DNA,PROBE", 50.19 , -   
1315154,LIPOPROTEIN LP-PLA2, 180.09 , -   
1315155,AFP-L3 AND TOTL AFP, 56.08 , -   
1315157,"VENIPUNCTURE,ROUTINE", 56.15 , 29.56 
1315822,GENTAMICIN," 1,563.49 ", -   
1315826,VANCOMYCIN, 933.69 , -   
1315834,CHLORIDE URINE RAN, 965.02 , 210.85 
1315845,"PH FLUID,NOS"," 1,283.61 ", -   
1315863,AMIKACIN, 26.22 , -   
1315893,HEMOGLOBIN A1C, 859.11 , 281.80 
1316334,CYSTATIN C, 87.48 , -   
1316335,CALPROTECTIN FECAL, 152.15 , -   
1316342,BASIC METABO CA TOTA," 1,463.12 ", 277.86 
1316361,HCG QUANT," 1,243.06 ", 496.58 
1316362,"GLU,HOME USE DIAGNOS", 96.67 , -   
1316364,"CRYSTAL ID,TISSUE,FL", 648.24 , 360.59 
1316382,PROCALCITONIN PCT, 123.48 , -   
1316386,PAMG-1 QUALITATIVE, 204.37 , -   
1316412,CELL FUNCT ASSAY STI, 300.23 , -   
1316418,C DIFF AMPLI PROBE," 1,029.00 ", -   
1316426,INFLU DNA AMP PROBE, 259.92 , -   
1316446,GENOTYPE DNA HEP B, 469.95 , -   
