Procedure ID,Description,Amount
761577,BX PANCREAS             ,5430.5
761602,INJ NEURO SUBAROHNOIS   ,2654.75
761726,INJ FACET C/T SGL FLU/CT,991
761748,SC INJ CATH ABS/CYST    ,514.25
761759,SC EXCHNG CATH ABS/CYS  ,1009.25
761771,XR RIBS BI W/CXR 4 + V  ,1847.5
761782,XR UGI W/AIR W/SM INTEST,4280.5
763659,CTA ABDOMEN             ,7118.5
764887,XR NERVE BLK BRACH PLEX-,1548.75
764898,XR NERVE BLK CEUAL PLEX-,2713
764901,INJ FCT L/S SGL FL/CT   ,2406.75
764923,INJ NEURO EPI CERV THOR ,3244
764934,INJ NEURO EPI LUMB SACR ,3880.5
764956,ANES SUP HYPOGASTRC PLEX,2554.25
764967,XR NERVE BLK INTRCOST M-,2322
764989,ARTH JNTBRS MJR WO US BI,7406.25
764990,XR NERVE BCK SYMP LUM   ,2322
765004,XR NERVE BLK STELATE GN ,1673.5
765026,XR NERVE BLK INTRCOST S ,1470.25
765048,INJ EPI L-SPINE CONT    ,2095.75
765060,US ENCEPHALOGRAM        ,1650.5
765082,SC THORACENTESIS        ,2042.5
765093,SC ASP CYST BREAST INI  ,1227
765106,ASP/INJ CYST REN/PEL    ,3147
765286,SC BX THYROID           ,1799.25
765297,SC BX LIVER             ,2813.25
765300,SC BX RENAL             ,4559.25
765322,SC BX INJ PROSTATE      ,3239.25
765333,SC BX PANCREAS          ,5738
765344,SC BX ABD/RETROPERITO   ,3127.75
765355,US HEAD AND NECK        ,1620
765366,SC BX MUSCLE PERC       ,2095.75
765377,SC BX INJ LYMPH NODE    ,2417.5
765399,IVUS CATHETER           ,1416
765402,SC IVUS NON COR         ,1245.25
765413,SC IVUS NON COR AD      ,949.75
766049,CT VTI SUPPLY-          ,109
766118,SC BX ABD/RETROPERITO   ,3415.75
766129,SC BX BONE DEEP         ,4093.5
766140,SC BX BONE SUPERFICIAL  ,2400.75
766151,SC BX LUNG PERC         ,3363.75
766162,SC BX LIVER             ,3048
766173,SC BX PANCREAS          ,6518.25
766184,SC BX RENAL             ,4907.75
766195,ASP/INJ CYST REN/PEL    ,3387
766209,SC BXPELVIS DEEP        ,12737.75
766220,SC BXPELVIS SUPER       ,2988.75
766231,SC BX LYMPHNODE         ,2596.5
766242,SC BX THYROID           ,1926.5
766264,CTA HEAD                ,6390.75
766275,CTA NECK                ,7083.5
766286,CTA CHEST               ,7045
766297,CTA PELVIS              ,7118.5
766356,CT CHEST W/CONTRAST     ,4988.75
766367,CT CHEST W&W/O CONT     ,5310.75
766389,CT T-SPINE W/CONTRAST   ,4791.75
766403,CT C-SPINE W/CONTRAST   ,6735
766470,CT NECK W/CONTRAST      ,5068
766492,CT NECK W/O CONTRAST    ,4472
766516,CT HEAD/BRAIN W/O CONT  ,4184
766527,CT ORBIT/SELLA/IAC W    ,4158.25
766538,CT HD/BR W&W/O CONT     ,4811.5
766549,CT CHEST W/O CONTRAST   ,4779.75
766550,CT ABDOMEN W/CONT       ,4517.25
766561,CTA UPPER EXTREMITY     ,9922.5
766572,CT PELVIS W/O CONTRAST  ,4342.5
766607,CT L-SPINE W/O CONTRAST ,4555
766618,CT T-SPINE W/O CONTRAST ,4555
766629,CT C-SPINE W/O CONTRAST ,4555
766674,CT MAXIFAC W&W/O CONT   ,3711.5
766696,CT MAXIFAC W/O CNT      ,2660.5
766738,CT L-SPINE W/CONTRAST   ,4791.75
766743,CT ORBIT/SELLA/IAC WO   ,3905
766754,CT ORBIT/SELLA/IAC W&WO ,4297
766765,CT NECK W&W/O CONT      ,5351.5
766776,CT PELVIS W/CONTRAST    ,4517.25
766787,CT PELVIS W&W/O CONT    ,5388.75
766798,CT MAXIFAC W/CONTRAST   ,3277.5
766801,SP PERC DRAIN           ,2730.5
766812,CT ABDOMEN W/O CONT     ,4342.5
766834,CT C-SPINE W&W/O CONT   ,7271.25
766845,CT HEAD/BRAIN W/CONT    ,4537.25
766878,CT L-SPINE W&W/O CONT   ,5643
766889,CT T-SPINE W&W/O CONT   ,6302
766890,CT UP EXTREM W/CONT BI  ,9025.5
766914,CT SUPPLY BIOPSY        ,81
767006,US ABDOMEN COMPLETE     ,1974.75
767051,CT ABDOMEN W&WO CONT    ,5388.75
767073,CT LTD/LOC              ,2216.25
767084,US PELVIC LTD OR FU     ,1707.5
767211,US SCROTUM AND CNTS     ,1656.25
767233,US PROSTATE VOLUME      ,1980.5
767309,US RETROPERITONEAL COM  ,1745
767653,US RETRO LTD            ,1411.25
767700,US ABDOMEN LTD          ,1375
767835,US SIS                  ,937.75
767846,SC CTH HYSTEROSALPING   ,1074.5
767879,US TRANSVAGINAL         ,1248
767880,US TRANSRECTAL          ,1980.5
767904,US CHST W/MEDIASTINUM   ,1342.5
767915,USG NDL PLACEMENT       ,3287
768052,US PRG AFT 1ST TRI AD   ,1196.75
768063,US PREGNANCY FLW UP     ,1116.25
768100,US PREG AFTER 1ST TRI   ,1640
768165,US PREGNANCY LTD        ,1155.75
768507,US PELVIC COMPLETE      ,1707.5
769269,DUP AB/PEL/SC COMP      ,2560.5
769451,SP PERC DRAIN           ,1640
769473,USG AMNIOCENTESIS       ,1640
769895,US INFANT HIP DYNAM     ,1650.5
769950,US FETAL BIOPHYS PROF   ,1194.5
770001,REMOVAL TUNNELED CATH   ,1690.5
770008,SP VENOGM SIN/JUG CATH  ,2203.25
770010,INJ FACET C/T 2ND FLU/CT,375
770011,INJ FACET L/S >=3 FLU/CT,467
770012,INJ FACET L/S 2ND FLU/CT,319.5
770013,INJ FACET C/T >=3 FLU/CT,380
770014,CTA LOW EXTREMITY RT    ,6962.25
770015,CTA LOW EXTREMITY LT    ,6962.25
770016,CTA LOW EXTREMITY BI    ,10441.75
770018,RPLC DUO OR JEJSTMY TUBE,738
770019,RPLC GASTROJEJNSTY TUBE ,1153
770020,INJ ANES INTCOS NERV SGL,1825
770021,INJ ANES INTCOS NER MULT,2500
770026,MRA SPINE W WO CON      ,3139.75
770027,MRA SPINE WO CONT       ,3139.75
770028,MRA SPINE W CONT        ,3139.75
770038,MRA UP EXT WWO CONT RT  ,4205
770039,MRA UP EXT WWO CONT LT  ,4205
770040,MRA UP EXT WWO CONT BI  ,8412
770041,MRA UP EXT WO CONT RT   ,4205
770042,MRA UP EXT WO CONT LT   ,4205
770043,MRA UP EXT WO CONT BI   ,8412
770044,MRA UP EXT W CONT RT    ,4205
770045,MRA UP EXT W CONT LT    ,4205
770046,MRA UP EXT W CONT BI    ,8412
770047,CHEMO CNS SPINAL PUNC   ,2238.25
770049,REMVL INTRAPERI CATH    ,2428.5
770051,REMVL PLEURL CATH W/CUFF,445.25
770052,CT ABD&PELVIS W&WO CONT ,9797.75
770053,CT ABD&PELVIS W/CONT    ,8209
770054,CT ABD&PELVIS W/O CONT  ,7891.75
770055,US EXTREM NON VASC LTD  ,829.5
770056,US JOINT COMP           ,1603.75
770057,XR TOE(S) 2 + V BI      ,1893
770058,PTA ILIAC INITIAL       ,26201.5
770059,ILIAC STENT INITIAL     ,29712.75
770060,PTA ILIAC ADDITIONAL    ,18807
770061,ILIAC STENT ADDITIONAL  ,11518
770062,PTA FEM POP             ,27842
770063,ATHERECTOMY FEM POP     ,31201
770064,STENT FEM POP           ,29566.25
770065,STENT ATHER FEM POP     ,50210
770066,PTA TIBIOPERONEAL       ,25574.5
770067,ATHERECTOMY TIBIA       ,31201
770068,STENT TIBIOPERONEAL     ,29566.25
770069,STENT ATHER TIBPERONEAL ,50210
770070,PTA TIBIOPERONEAL ADD   ,18186.25
770071,ATHER TIBIA ADDITIONAL  ,26598.25
770072,STENT TIBIOPERONEAL ADD ,18906.25
770073,STENT ATHER TIBPERON ADD,39552.5
770074,CONT INJ GS/ DU/ JJ/ GJ/,1969.75
770075,RPLC GAST OR CECO TUBE  ,5233.25
770078,TRANSCATHETER BIOPSY    ,14700.5
770079,SP TRANSCATH BIOPSY     ,277.5
770080,PLC PORTACATH DUAL SITE ,15927.25
770081,US GUIDANCE VASC ACCESS ,777.5
770083,PLC PORTACATH CV        ,9914.75
770085,REVISE TRANSHEPATIC TIPS,4140.75
770086,INSERT HEPATIC SHUNT TIP,8495.25
770089,INSERT NON-TUN CVC      ,1879
770090,VENOUS THROMBECTOMY     ,12300
770091,CHEMO INTRA ART PUSH    ,515.5
770092,ARTERIAL CATH           ,676.5
770093,CATH 1ST OD RENAL BIL   ,16744
770094,CATH 1ST OD RENAL       ,9790
770095,INS ENDOVAS VC FLTR     ,38717.5
770096,REM ENDOVAS VC FILTER   ,23877
770097,CATH 1 OR M 2ND OD RNLBI,21081.75
770098,CATH 1 OR M 2ND OD RNL  ,14126.75
770099,CTA ABD&PEL W CONT      ,14237
770100,PARACENTESIS W IMAGE    ,3768
770101,PARACENTESIS W IMAGE    ,3768
770102,HEPA IMAG INCL GB       ,7753
770103,HEPA IMAG INCL GB W PHA ,8615.25
770104,PULM VENT & PERF IMAG   ,9460.75
770105,PULM VENT IMAGING       ,6914.5
770106,QUANT DIF PULM PRF & VNT,6914.5
770107,QUANT DIF PULM PERF     ,6914.5
,,
,,
,,
,,
770115,INJ SACIL JNT ARTHRO  LT,3239.25
770116,3D CT/MRI/US/OTH IND    ,2303.75
770117,XR JOINT SURVEY 1 V     ,277.5
770118,INJ PERITONEAL CAVITY   ,1191.75
770120,XR DILAT INTRALUM       ,2972
770128,INSERT PLEURAL CATH     ,2671.75
770129,INSERT PLEURAL CATH     ,2671.75
770131,THORACENTESIS W/ IMAG   ,2042.5
770132,SP VENOGM HEP W/DYN     ,3620.5
770133,SP VENOGM HEP W/O DYN   ,3622.75
770134,NM PARATHY SPECT        ,2234.75
770136,INSERT TUNNELED CV CATH ,1785.75
770138,INJ FCT L/S SGL FL/CT BI,4810.75
770139,INJ FCT L/S 2ND FL/CT BI,2800
770140,INJ FCT L/S>=3 FL/CT BI ,858
770141,INJ FCT C/T SGL FL/CT BI,1816
770142,INJ FCT C/T 2ND FL/CT BI,686.25
770143,INJ FCT C/T>=3 FL/CT BI ,696.75
770144,XR BONE SURVEY INFANT   ,2012
770146,ABSCESS DRAIN CATH EXCH ,728.5
770147,TRANSCATH TX ART INIT   ,10200
770148,TRANSCATH TX VEN INIT   ,8978
770149,DOP VELOCMTY UMBILCL ART,666
770150,DOP VELOCM MID CEREB ART,923.75
770151,US PREG W/FTL AN EX SGL ,2163.75
770152,TRANSCATH TX A/V SUBSEQ ,6230
770153,TRANSCATH TX A/V SUB SES,3260
770154,CT UP EXTREM W/CONT LT  ,4519.75
770155,CT UP EXTREM W/CONT RT  ,4519.75
770156,CT UP EXTRM W&W/O CON BI,11569.5
770157,CT UP EXTRM W&W/O CON LT,5792.25
770158,CT UP EXTRM W&W/O CON RT,5792.25
770159,CTA UPPER EXTREMITY     ,6466.5
770160,CTA UPPER EXTREMITY     ,6466.5
770161,US SPINAL CANAL         ,1498.75
770162,US FET BIO PH PR W/O NST,1042.75
770163,ABLATE BONE TUMOR(S) PER,5028.75
770164,ABLATE BONE TUMOR(S) PER,5028.75
770166,RFA 1/MORE PULM TU PC   ,3221
770167,RFA 1/MORE RENL TU PC   ,2317.25
770168,ABL 1/MORE RENL TU PC RF,2390.75
770169,TRANSCTH STNT PLC IA    ,28997.75
770170,TRANSCTH STNT PLC EA AD ,18343.5
770171,DXA BONE DENSITY PERIPHL,157.5
770172,VASC EMBOLIZ VENOUS     ,15007.5
770173,VASC EMBOLIZ ARTERIAL   ,16367.75
770174,VASC EMBOL TUM/ORG/INF  ,17727.5
770175,VASC EMBOL ART VEN HEM  ,2372.75
770176,US GUIDANCE TISSUE ABLAT,1498.75
770177,CHLECYSTOSTMY PERC      ,4617.25
770179,BX LIVER W/OTHER PROC   ,837.5
770180,PL INT DEV RAD GUID PROS,1328.5
770181,ASPIR/INJ THYROID CYST  ,651
770182,ASP/INJ CYST REN/PEL    ,793.75
770183,PERC PLEUR DRN W/ IMG   ,2647.5
770185,SACROPLASTY LT INCL BLN ,8827
770186,SACROPLASTY RT INCL BLN ,8827
770187,SACROPLASTY BI INCL BLN ,5642.25
770188,BONE MARROW BX          ,2751.75
770190,MRA W/O CONT LWR EXT BI ,8649
770191,MRA W/O CONT LWR EXT LT ,4323.75
770192,MRA W/O CONT LWR EXT RT ,4323.75
770193,MRA W/CONT LWR EXT BI   ,9611.25
770194,MRA W/CONT LWR EXT LT   ,4806.75
770195,MRA W/CONT LWR EXT RT   ,4806.75
770196,MRA WO W CONT LWR EXT BI,18997.25
770197,MRA WO W CONT LWR EXT LT,9499.25
770198,MRA WO W CONT LWR EXT RT,9499.25
770199,FLUID DRAIN PERI/RETRO  ,7350.75
770200,FLUID DRAIN PERI/RETRO  ,7350.75
770201,FLUID DRAIN PERI/RETRO  ,7350.75
770202,FLUID DRAIN SOFT TISSUE ,8239
770203,FLUID DRAIN SOFT TISSUE ,8239
770204,FLUID DRAIN SOFT TISSUE ,8239
770205,FLUID DRAIN CATH VISC   ,8732.75
770206,FLUID DRAIN CATH VISC   ,8732.75
770207,FLUID DRAIN CATH VISC   ,8732.75
770208,BX PLEURA PERC          ,1503
770209,BX LUNG PERC            ,1803
770210,FLD DRN TRANS VAG/RECTAL,7039.75
770211,ARTH JNTBRS MJR WO US BI,7406.25
770212,DX PERC ASP NP/DISC/TISS,2216.75
770213,ASP/INJ CYST REN/PEL BI ,2663
770214,ASP/INJ CYST REN/PEL LT ,1331
770215,ASP/INJ CYST REN/PEL RT ,1331
770216,ASPIR/INJ THYROID CYST  ,683.75
770217,BX MUSCLE PERC          ,2095.75
770218,BX PLEURA PERC          ,1503
770219,BX SALIVARY GLAND       ,1380.5
770295,INJ ARTHRO HIP W/O AN BI,3387
770296,INJ ARTHRO HIP W/O AN LT,1694
770297,INJ ARTHRO HIP W/O AN RT,1694
770298,XR ARTHROGRAM HIP BI    ,4942
770299,XR ARTHROGRAM HIP LT    ,2470.5
770300,XR ARTHROGRAM HIP RT    ,2470.5
770301,INJ S/M TRG PT 1OR2 MUS ,953.5
770302,INJ S/M TR PT 3ORMORE MS,1227
770303,INJ SACIL JNT ARTHRO  RT,3239.25
770304,INJ SACIL JNT ARTHRO  LT,3239.25
770307,MRI LOW EXT W/CONT BI   ,11278
770308,MRI LOW EXT W/CONT LT   ,5639.5
770309,MRI LOW EXT W/CONT RT   ,5639.5
770310,MRI LOW EXT W/O CONT BI ,9509.75
770311,MRI LOW EXT W/O CONT LT ,4755.5
770312,MRI LOW EXT W/O CONT RT ,4755.5
770313,INJ BLOOD PATCH         ,2745.5
770314,PUNCTURE LUMBAR DX      ,1881.5
770317,REMV NEPHR TUBE W/FLUORO,1898.5
770319,US BRST BX 1ST LESION LT,5696.75
770320,US BRST BX 1ST LESION RT,5696.75
770322,US BRST BX ADD LESION LT,1389
770323,US BRST BX ADD LESION RT,1389
770324,XR FINGER(S) 2 + V BI   ,1374
770325,XR FINGER(S) 2 + V LT   ,887.75
770326,XR FINGER(S) 2 + V RT   ,887.75
770331,DRAIN CSF CATH/NDL      ,2624.5
770333,FLUORO GUID CTRL ACC DEV,2788.75
770334,ARTERIAL THROMBECTOMY   ,14088
770335,SP VENOCAVAGM SUP       ,4626
770336,SP VENOCAVAGM INF       ,4544.25
770338,XR SI JOINTS < 3 V      ,1132.75
770339,SP ANGIO EXT UNI RT     ,7182.75
770340,SP ANGIO EXT UNI LT     ,7182.75
770341,SP ANGIO EXT BI         ,8570.5
770342,SP AORTOGM TH W/FILM    ,6720.75
770343,SP AORTOGM ABD W/FILM   ,6134.25
770344,PUNCTURE LUMBAR DX      ,2927
770345,INJ PERC EXTREM PSEAN BI,6727.5
770346,INJ PERC EXTREM PSEAN LT,3365
770347,INJ PERC EXTREM PSEAN RT,3365
770348,VERT W FRAC RED & BB EAD,3839.25
770349,VERT W FRAC RED & BB LU ,6409.5
770350,VERT W FRAC RED & BB TH ,6615.25
770351,VERT W FRAC RED & BB EAD,3839.25
770352,VERT W FRAC RED & BB LU ,6409.5
770353,VERT W FRAC RED & BB TH ,6615.25
770354,VERTEBRO EA ADD CER/LUMB,4199.75
770355,VERTEBRO LUMBOSACRAL    ,6770
770356,VERETEBRO CERVICOTHOR   ,6975.75
770357,VERTEBRO EA ADD CER/LUMB,4199.75
770358,VERTEBRO LUMBOSACRAL    ,6770
770359,VERETEBRO CERVICOTHOR   ,6975.75
770360,ARTH JNTBRS MJR WO US LT,3703.75
770361,ARTH JNTBRS MJR WO US RT,3703.75
770362,ADENOSINE 6 MG INJ      ,195
770363,US BRST BI W AX LTD     ,792
770364,US BRST UNI LT W AX LTD ,395.25
770365,US BRST UNI RT W AX LTD ,395.25
770366,US BRST BI W AX COMP    ,1055.75
770367,US BRST UNI LT W AX COMP,528.5
770368,US BRST UNI RT W AX COMP,528.5
,,
,,
,,
,,
,,
,,
,,
,,
770377,ARTH JNTBRS MJR WO US LT,3703.75
770378,ARTH JNTBRS MJR WO US RT,3703.75
770379,ARTH JNT BRS SM WO US BI,1851.25
770380,ARTH JNT BRS SM WO US LT,925.75
770381,ARTH JNT BRS SM WO US RT,925.75
770382,ARTH JNTBRS INT WO US LT,1846.25
770383,ARTH JNTBRS INT WO US RT,1846.25
770384,ARTH JNTBRS MJR WO US LT,3703.75
770385,ARTH JNTBRS MJR WO US RT,3703.75
770386,VRT FRCT AS W DUAL DXA  ,1542
770387,MYELOGRAM C-SPINE LUMBAR,10609.25
770388,MYELOGRAM T-SPINE LUMBAR,10264.5
770389,MYELOGRAM L-SPINE LUMBAR,10436.25
770390,MYELOGR SPN 2/M REG LUMB,13974.5
770392,XR ABSCESS/FIST/SIN     ,2941.75
770393,SC INJ SINUS TRACT DX   ,3272
770394,TC99M TILMANOC DX 0.5MCI,1443
770395,CONT INJ GS/ DU/ JJ/ GJ/,1969.75
770397,NDL ELEC 1 EXT W/WO PA  ,768.75
770398,NDL ELEC 2 EXT W/WO PA  ,1077
770399,NDL ELEC 3 EXT W/WO PA  ,1329
770400,NDL ELEC 4 EXT W/WO PA  ,1515
770402,ARYSM VASC MALF IA EMBO ,31112.75
770403,EMBLZ INTRACRAN/SP      ,17801.5
770405,SP INCRAN ANGIO         ,5072.5
770406,SP INCRAN ANGIO BI      ,10144.75
770407,XR SPINE MIN 6 VIEWS    ,2765.5
770408,XR SPINE 4 OR 5 VIEWS   ,2387.5
770409,XR SPINE 2 OR 3 VIEWS   ,2009.5
770410,XR SPINE 1 VIEW         ,1632
770411,XR HIP W PEL BI MIN5 VW ,2721.25
770412,XR HIP W PEL BI 3-4 VIEW,2469.25
770413,XR HIP W PEL BI 2 VIEW  ,1965.25
770414,XR HIP W PEL UN MIN4 VW ,2343.25
770415,XR HIP W PEL UN 2-3 VIEW,1915
770416,XR HIP W PEL UNI 1 VIEW ,1561.75
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
770427,INJ CHOLANGIO NEW ACCES ,10683.25
770428,INJ CHOLANGIO EXST ACCES,4368
770429,INJ NEPH EXIST ACCESS   ,3735.25
770430,INJ NEPH EXIST ACCESS BI,7470.75
770431,PLCMT BILIARY TREE S BOW,23608.25
770432,PL STNT BILE DUCT SEP CT,27974
770433,PLCMT STNT BILE DUCT NEW,18939
770434,PLCMT STNT BILE DUCT    ,18939
770435,REMOVE BILIARY CATH     ,2532.5
770436,EXCHANGE BILIARY CATH   ,7122
770437,CONV EX BIL CTH INT/EXT ,27974
770438,PLC BILIARY CATH INT/EXT,23608.25
770439,PLCMT BILIARY CATH      ,15932.25
770440,INTVSC US NONCORN EADD  ,3593.75
770441,INTVSC US NONCORN INIT  ,4550.75
770442,NEPH CATH EXCHANGE      ,7992
770443,NEPH CATH EXCHANGE BI   ,15985.25
770444,PLC URTR STNT SEP CTH   ,12958
770445,PLC URTR STNT SEP CTH BI,25917
770446,PLCMT URETER STNT NEW   ,17423
770447,PLCMT URETER STNT NEW BI,34845.5
770448,PLCMT URETERAL STNT     ,7913.5
770449,PLCMT URETERAL STNT BI  ,15826.75
770450,PLCMT NEPH CATH         ,12028.5
770451,PLCMT NEPH CATH BI      ,24057.25
770452,REM CALCULI/DEBRIS      ,1714.75
,,
,,
770455,XR FEMUR MIN 2 VIEWS    ,1537.5
770456,XR FEMUR 1 VIEW         ,1285.5
770457,BONE MARROW ASPIRATION  ,2440.75
770459,SP VERT ANGIO BI        ,26114.25
770460,SP COM CAROTIDANGIO BI  ,23080.75
770461,SP INT CAROTID ANGIO BI ,25718.5
770462,INTRCRAN ANGPLSTY STENT ,24600.5
770463,IN111 AUTO WBC DX DOSE  ,5338.75
770464,USG NDL PLACEMENT       ,1531.5
770465,SP RMV OBSTR MAT CV LUM ,2100
770466,UNLISTED PROC VASC INJ ,3415.75
770468,CTHEART W CN STR MOR FNC,4119.75
770469,CT HEART W CN ART/GRAFTS,6122.5
770470,CATH PULM ART UNI BI    ,7575.75
770471,SP ANGIO PULM NS        ,3946
770472,SP VENOGM SP SAG SNS    ,3855
770474,XR SIALOGRAM            ,3092
770475,XR DILAT NEPHROSTOMY    ,2671
770476,SP PORTGM W/O HEMDYN    ,2751.5
770477,SP PORTOGM W/HEMODYN    ,2721.25
770478,XR FLUORO FOR SPINE INJ ,1481.25
770479,DX BRONCH/BRUSH         ,3798.25
770480,DX BRONCH/LAVAGE        ,3822.5
770481,BRONCH W/BIOPSY(S)      ,4368
770482,BRONCH/LUNG BX EA LOBE  ,4866.75
770483,BRONCH NDL ASP BX EA    ,5152.25
770484,BRONCH LUNG BX EA ADD   ,1281.5
770485,BRONCH NDL ASPBX EA ADD ,1638.5
770486,BRONCH W/FB REMOVAL     ,4866.75
770487,BRONCH RECLEAR AIRWAY   ,3608.25
770488,ENDOVASC PRO ADMIN      ,12452
770489,ENDOVASC PRO ADMIN ADD  ,5280
770490,CT HEAD/BRAIN W/O CONT  ,3874
770491,CT HEAD/BRAIN W/CONT    ,4201.25
770492,CT HD/BR W&W/O CONT     ,4455
770493,CT NECK W/O CONTRAST    ,4140.75
770494,CT NECK W/CONTRAST      ,4692.5
770495,CT NECK W&W/O CONT      ,4955
770496,CT CHEST W/O CONTRAST   ,4425.75
770497,CT CHEST W/CONTRAST     ,4619.25
770498,CT CHEST W&W/O CONT     ,4917.25
770499,CTA CHEST               ,6523.25
770500,CT C-SPINE W/O CONTRAST ,4217.5
770501,CT C-SPINE W/CONTRAST   ,6236
770502,CT C-SPINE W&W/O CONT   ,6732.75
770503,CT T-SPINE W/O CONTRAST ,4217.5
770504,CT T-SPINE W/CONTRAST   ,4436.75
770505,CT T-SPINE W&W/O CONT   ,5835.25
770506,CT L-SPINE W/O CONTRAST ,4217.5
770507,CT L-SPINE W/CONTRAST   ,4436.75
770508,CT L-SPINE W&W/O CONT   ,5225
770509,CT PELVIS W/O CONTRAST  ,4020.75
770510,CT PELVIS W/CONTRAST    ,4182.75
770511,CT PELVIS W&W/O CONT    ,4989.5
770512,CT UP EXTREM W/O CONT BI,7640
770513,CT UP EXTREM W/O CONT LT,3820
770514,CT UP EXTREM W/O CONT RT,3820
770515,CT UP EXTREM W/CONT BI  ,8357
770516,CT UP EXTREM W/CONT LT  ,4185
770517,CT UP EXTREM W/CONT RT  ,4185
770518,CT UP EXTRM W&W/O CON BI,10712.5
770519,CT UP EXTRM W&W/O CON LT,5363.25
770520,CT UP EXTRM W&W/O CON RT,5363.25
770521,CTA UPPER EXTREMITY LT  ,5987.5
770522,CTA UPPER EXTREMITY RT  ,5987.5
770523,CT LOWER EXTRM W/O C BI ,7819.25
770524,CT LOWER EXTRM W/O C LT ,3908.5
770525,CT LOWER EXTRM W/O C RT ,3908.5
770526,CT LOWER EXTRM W/CON BI ,8643.25
770527,CT LOWER EXTRM W/CON LT ,4322.25
770528,CT LOWER EXTRM W/CON RT ,4322.25
770529,CT LW EXTRM W&W/O CON BI,9672.5
770530,CT LW EXTRM W&W/O CON LT,4837.25
770531,CT LW EXTRM W&W/O CON RT,4837.25
770532,CTA LOW EXTREMITY BI    ,9668.25
770533,CTA LOW EXTREMITY LT    ,6446.5
770534,CTA LOW EXTREMITY RT    ,6446.5
770535,CT ABDOMEN W/O CONT     ,4020.75
770536,CT ABDOMEN W/CONT       ,4182.75
770537,CT ABDOMEN W&WO CONT    ,4989.5
770538,CTA ABD&PEL W CONT      ,13182.5
770539,CT ABD&PELVIS W/O CONT  ,7307.25
770540,CT ABD&PELVIS W/CONT    ,7601
770541,CT ABD&PELVIS W&WO CONT ,9072
770542,MRI OR/FCE/NCK W/O CONT ,4403.25
770543,MRI OR/FCE/NCK W/CONT   ,5221.75
770544,MRI OR/FCE/NCK W&WO     ,9658.5
770545,MRA HD W/O CONT         ,8657.25
770546,MRA HD W/CONTRAST       ,4450.75
770547,MRA HD W&WO CONTRAST    ,8657.25
770548,MRA NECK W/O CONT       ,4450.75
770549,MRA NECK W/CONTRAST     ,4450.75
770550,MRA NECK W&WO CONT      ,8657.25
770551,MRI BRAIN W/O CONTRAST  ,4450.75
770552,MRI BRAIN W/CONTRAST    ,5321.25
770553,MRI BRAIN W&WO CONT     ,9842
770554,MRA W/O CONT CHEST      ,4040.25
770555,MRA W/CONT CHEST        ,4450.75
770556,MRA W/O FOL W/CONT CHEST,8795.5
770557,MRI C-SPINE W/O CONT    ,4450.75
770558,MRI C-SPINE W/CONTRAST  ,5321.25
770559,MRI C-SPINE W&W/O CONT  ,9842
770560,MRI T-SPINE W/O CONT    ,4926
770561,MRI T-SPINE W/CONTRAST  ,5321.25
770562,MRI T-SPINE W&W/O CONT  ,9842
770563,MRI L-SPINE W/O CONT    ,4926
770564,MRI L-SPINE W/CONT      ,5321.25
770565,MRI L-SPINE W&W/O CONT  ,9842
770566,MRA SPINE WO CONT       ,2907.25
770567,MRA SPINE W CONT        ,2907.25
770568,MRA SPINE W WO CON      ,2907.25
770569,MRI UPPER EX W/O CONT BI,8804.25
770570,MRI UPPER EX W/O CONT LT,4403.25
770571,MRI UPPER EX W/O CONT RT,4403.25
770572,MRI UPPER EXT W/CONT BI ,10449
770573,MRI UPPER EX W/CONT LT  ,5221.75
770574,MRI UPPER EX W/CONT RT  ,5221.75
770575,MRI UP EX W&WO CONT BI  ,19319
770576,MRI UP EX W&WO CONT LT  ,9658.5
770577,MRI UP EX W&WO CONT RT  ,9658.5
770578,MRI UP JNT W/O CONT BI  ,8804.25
770579,MRI UP JNT W/O CONT LT  ,4403.25
770580,MRI UP JNT W/O CONT RT  ,4403.25
770581,MRI UP JNT W/CONT BI    ,10449
770582,MRI UP JNT W/CONT LT    ,5221.75
770583,MRI UP JNT W/CONT RT    ,5221.75
770584,MRI UP JNT W&WO CONT BI ,19319
770585,MRI UP JNT W&WO CONT LT ,9658.5
770586,MRI UP JNT W&WO CONT RT ,9658.5
770587,MRA UP EXT WO CONT BI   ,7789
770588,MRA UP EXT WO CONT LT   ,3893.5
770589,MRA UP EXT WO CONT RT   ,3893.5
770590,MRA UP EXT W CONT BI    ,7789
770591,MRA UP EXT W CONT LT    ,3893.5
770592,MRA UP EXT W CONT RT    ,3893.5
770593,MRA UP EXT WWO CONT BI  ,7789
770594,MRA UP EXT WWO CONT LT  ,3893.5
770595,MRA UP EXT WWO CONT RT  ,3893.5
770596,MRI LOW EXT W/O CONT BI ,8805.25
770597,MRI LOW EXT W/O CONT LT ,4403.25
770598,MRI LOW EXT W/O CONT RT ,4403.25
770599,MRI LOW EXT W/CONT BI   ,10442.5
770600,MRI LOW EXT W/CONT LT   ,5221.75
770601,MRI LOW EXT W/CONT RT   ,5221.75
770602,MRI LOW EXT W&WO CONT BI,19319
770603,MRI LOW EXT W&WO CONT LT,9658.5
770604,MRI LOW EXT W&WO CONT RT,9658.5
770605,MRI LW JNT W/O CONT BI  ,8804.25
770606,MRI LW JNT W/O CONT LT  ,4403.25
