Hospital Name:  Mercy St Francis SF,,,
OSHPD Facility No: 106380960,,,
"Effective Date of Charges: July 1, 2018",,,
,,,
"CDM
Number",Billing Description (25 char), Price ,Zero Price Inicator
8748220,INS TUN CV CATH WO PORT>5," 3,574.00 ",
8748238,INS PICC WO PORT/PUMP>5YR," 2,611.00 ",
8748246,REPL PICC WO PORT        ," 2,525.00 ",
8748253,INTERCOSTAL NRV INJ SGL  , 971.00 ,
8748303,INTERCOSTAL NRVS INJ MULT, 991.00 ,
8748352,NRV ILIOINGUINAL INJ     , 971.00 ,
8748402,ANES PUDENDAL NRV INJ    , 991.00 ,
8748659,SCIATIC NERVE INJ SGL    , 991.00 ,
8748709,OTHR PERIPH NRV/BRNCH INJ, 524.00 ,
8748758,ANES STELLATE GANGL INJ  , 991.00 ,
8748808,ANES LUMBR/THORACIC INJ  , 991.00 ,
8748857,ANES CELIAC PLEXUS INJ   ," 1,308.00 ",
8748907,DESTR NEUR TRIGEM NRV    ," 2,838.00 ",
8748956,DESTR NEUR TRI NRV 2/3DIV," 2,838.00 ",
8749004,DESTR NEUR TRI 2/3DIV RAD," 2,838.00 ",
8749020,PARACENTSIS ABD W IMAGING, 767.00 ,
8749046,CTH PLC RENAL ART SEL RT ," 4,323.00 ",
8749061,CTH PLC RENAL ART SEL LT ," 4,323.00 ",
8749079,CTH PLC RENAL ART SEL BIL," 6,533.00 ",
8749087,CTH PLC RENAL SUPRSEL RT ," 4,323.00 ",
8749095,CTH PLC RENAL SUPRSEL LT ," 4,323.00 ",
8749103,DESTR NEURLYT INTRCSTL   ," 2,838.00 ",
8749111,CTH PLC RENAL SUPRSEL BIL," 6,533.00 ",
8749129,INS IVC FILTER ENDOVAS   ," 7,269.00 ",
8749137,REPOS IVC FILTER ENDOVAS ," 3,999.00 ",
8749145,RETR IVC FILTER ENDOVAS  ," 3,999.00 ",
8749152,FACET JT NRV L/S DEST SNG," 15,827.00 ",
8749160,LIGATION VENA CAVA INFER ," 6,034.00 ",
8749202,FACET JT NRV L/S ADD JNT ," 2,743.00 ",
8749210,FACET JT/NRV L/S 2ND BIL ," 6,022.00 ",
8749228,FACET JT/NRV L/S 3RD+ BIL," 6,564.00 ",
8749236,FAC JT/NRV C/T SNG INJ BI," 4,361.00 ",
8749244,FAC JT/NRV C/T 2ND LVL BI," 4,833.00 ",
8749251,DESTR NEUR PUDENDAL NRV  ," 1,389.00 ",
8749269,FACET JT/NRV C/T 3RD+ BI ," 5,254.00 ",
8749277,FACET JT/NRV L/S SNG BIL ," 5,481.00 ",
8749285,ANES/STE EPI C/T SNGL INJ," 2,120.00 ",
8749293,ANES/STE EPI C/T ADDL LVL," 2,123.00 ",
8749301,DESTR NEUR PER NRV/BRANCH," 1,389.00 ",
8749319,ANES/STE EP L/S SNG IN BI," 3,558.00 ",
8749335,FACET JT NRV L/S DEST BIL," 15,827.00 ",
8749350,DESTR NEUR CELIAC PLXS   ," 2,287.00 ",
8749368,FACET JT NRV C/T DEST BIL," 16,037.00 ",
8749400,DISKECTOMY PERCUTANEOUS  ," 6,534.00 ",
8749434,FACET JT NRV C/T DEST SNG," 10,656.00 ",
8749442,FACET JT NRV C/T ADD JNT ," 3,165.00 ",
8749459,IMPLANT NEUROELECTRODES  ," 13,110.00 ",
8749475,LIVER TUMOR ABLAT RF PERC," 7,453.00 ",
8749509,CANUL INS/REP XTCORP CIRC," 4,312.00 ",
8749541,EVAL CV DVCE W FLUORO INJ, 698.00 ,
8749574,LAMINECTOMY RHIZO 1-2 SEG," 3,650.00 ",
8749582,LAMINECTOMY RHIZOT >2 SEG," 7,302.00 ",
8749616,IDET ANULOPLSTY 1ST LVL  ," 5,664.00 ",
8749624,IDET ANULOPLST EA ADD LVL," 5,664.00 ",
8749632,SIGMOID FLEX W STENT     ," 5,538.00 ",
8749640,IR ANGIO EXTREMITY OR LT ," 5,559.00 ",
8749657,IR ANGIO EXTREMITY OR RT ," 5,559.00 ",
8749665,ENDOVAS TEMP OCCL VES BAL," 18,474.00 ",
8749673,ART MECH THROMBECTMY PRIM," 8,073.00 ",
8749681,ART MECH THROMB PRIM ADD ," 8,073.00 ",
8749699,VENOUS MECH THROMBECTOMY ," 8,073.00 ",
8749707,VEN MECH THROMBECT EA ADD," 8,073.00 ",
8749715,URETERAL STENT REM&REPL  ," 5,230.00 ",
8749723,URETERAL STENT REMOVE    ," 3,788.00 ",
8749731,REM&REP NEPHROURE CTH EXT," 3,242.00 ",
8749756,OCCLUSIVE DEVICE ART/VEIN, 740.00 ,
8749764,NEPHRO TB REMOVE W FLUORO," 1,504.00 ",
8749772,BX PROSTATE NDL STEREO   ," 3,567.00 ",
8749780,INTERVRT DISC DX ASP PERC," 3,643.00 ",
8749798,ANES/STE PLNT DIG NRV INJ, 545.00 ,
8749806,PLANTAR DIGIT NRV DESTR  , 545.00 ,
8749814,SACROIL JT TX W/WO ARTHRO," 2,234.00 ",
8749855,FACET JT/NRV C/T SNG INJ ," 4,361.00 ",
8749863,FACET JT/NRV C/T 2ND LVL ," 4,833.00 ",
8749871,FACET JT/NRV C/T 3RD+ LV ," 5,254.00 ",
8749889,FACET JT/NRV L/S SNG INJ ," 5,481.00 ",
8749897,FACET JT/NRV L/S 2ND LVL ," 6,022.00 ",
8749905,FACET JT/NRV L/S 3RD+ LVL," 6,564.00 ",
8749913,INJ TENDON SHTH/LIG      ," 1,355.00 ",
8749921,ASP ABSC/HEMA/CYST/BULLA , 458.00 ,
8750069,CATH DECOMPRESSION       ," 4,500.00 ",
8750077,NEEDLE INTRODUCER        , 210.00 ,
8750101,CATH ANGIOGRAM           , 222.00 ,
8750309,CATH DILATION            , 129.00 ,
8750457,CATH NEPHROSTOMY         , 176.00 ,
8750507,CATH PTA BALLOON         , 963.00 ,
8750556,CATH THROMBOLYSIS        ," 1,504.00 ",
8750572,CEMENT VERTEB ADD EA     ," 1,525.00 ",
8750598,VASC CLOSURE ANGIOSEAL   , 903.00 ,
8750606,COIL OCCLUSION           , 226.00 ,
8750853,DIALATOR A 5-8F          , 29.00 ,
8750903,DIALATOR B 9-14F         , 56.00 ,
8751000,ETHIODOL 10ML            , 147.00 ,
8751059,FILTER IVC PERM          ," 6,400.00 ",
8751257,INFLATION DEVICE         , 203.00 ,
8751323,KIT INJECTOR VERTEB      ," 1,038.00 ",
8751687,TISSUE MARKER MK II      , 313.00 ,
8751851,NEEDLE CHIBA             , 112.00 ,
8751901,NEEDLE CRAWFORD          , 37.00 ,
8751950,NEEDLE GREENE            , 93.00 ,
8752008,NEEDLS KOPAN/HAWKINS     , 141.00 ,
8752057,NEEDLE PERCUTANEOUS ENTR , 121.00 ,
8752081,NEEDLE SPEC TECH         , 103.00 ,
8752107,NEEDLE SPINAL            , 119.00 ,
8752206,SET BILI DRAIN           , 592.00 ,
8752255,SET CATH FIX KT 8FR      , 85.00 ,
8752305,SET CORE BIOPSY NEEDLE   , 121.00 ,
8752354,SET DRAIN MULTIPURPOSE   , 85.00 ,
8752404,SET ENTROBAR             , 85.00 ,
8752453,SET INTRODUCER BIL/HEP   , 306.00 ,
8752487,RESIN VERTEBRAL ACRYLIC  , 343.00 ,
8752503,SET MICRO PUNCT          , 141.00 ,
8752552,SET NEEDLE GUIDE         , 74.00 ,
8752602,SET NEPHROSTOMY          , 657.00 ,
8752651,SET SKIN FIXATION        , 65.00 ,
8752701,SET STENT                , 554.00 ,
8752750,SET SUMP DRAIN           , 185.00 ,
8752800,SET THORACENTESIS        , 276.00 ,
8752859,SHEATH INTRODUCER        , 185.00 ,
8752909,SHEATH PEEL AWAY         , 210.00 ,
8752958,IMP STENT PERIPHERAL A   ," 2,768.00 ",
8753006,IMP STENT PERIPHERAL B   ," 4,275.00 ",
8753055,IMP STENT PERIPHERAL C   ," 4,612.00 ",
8753105,TORQUE DEVICE            , 56.00 ,
8753154,TRAY BIOPSY/PUNCTURE     , 167.00 ,
8753204,TRAY DRAINAGE            , 534.00 ,
8753253,TRAY MYELOGRAM           , 167.00 ,
8753303,TRAY PASSPORT            ," 1,127.00 ",
8753352,TRAY PICC DOUBLE LINE    , 400.00 ,
8753402,TRAY PICC SINGLE LINE    , 400.00 ,
8753451,TRAY THORACIC VENT       , 276.00 ,
8753477,TRAY VERTEBROPLASTY      , 242.00 ,
8753501,TRAY XRAY FULL           , 693.00 ,
8753550,TRAY XRAY LTD            , 276.00 ,
8753600,TRAY XRAY MED            , 516.00 ,
8753659,TUBE CONNECT HI PRESS    , 75.00 ,
8753717,TREROTOLA DEVICE         ," 2,265.00 ",
8753725,CUTTING BALLOON 6.2MM    ," 3,015.00 ",
8753733,IMP STENT 8X20           ," 6,200.00 ",
8753741,AGIL TRAC BALLOON 7/20   , 870.00 ,
8753758,CHITO SEAL               , 170.00 ,
8753766,IMP SMART STENT          ," 6,400.00 ",
8753782,XPEDDIOR CATH            ," 3,540.00 ",
8753790,PUMP SET                 , 850.00 ,
8753824,VAXCEL TUNNELED CATH     ," 1,666.00 ",
8753832,IMP GUIDANT STENT        ," 5,035.00 ",
8753840,IMP NEPHROURETERAL STENT , 545.00 ,
8753857,VALVE TUOHY/BORST        , 56.00 ,
8753865,ARROW SHEATH             , 210.00 ,
8753907,WIREGUIDE A              , 220.00 ,
8753956,WIREGUIDE B              , 475.00 ,
8754004,WIREGUIDE C              , 512.00 ,
8754053,WIREGUIDE D              , 534.00 ,
8754103,RFK DISP NEEDLE          , 64.00 ,
8754160,SHEATH CORDIS            , 88.00 ,
8754178,SHEATH BARD PEEL AWAY    , 88.00 ,
8754194,GUIDEWIRE CORDIS STR SV-5, 204.00 ,
8754202,CATH CORDIS PTA DILATN P3, 508.00 ,
8754228,TRAY EPIDURAL            , 448.00 ,
8754236,FEMOSTOP                 , 95.00 ,
8754285,IMP PISCES LEAD KIT      ," 3,350.00 ",
8754293,CATH HEMODIALYS TUN      ," 1,325.00 ",
8754301,CATH BIL/DRAIN VTCBG     , 235.00 ,
8754319,SNARE AMP GOOSE/NECK     , 688.00 ,
8754327,SNARE AMPLATZ 10MM       , 688.00 ,
8754343,CATH DRAIN APD           , 203.00 ,
8754350,KIT RENGD HI-FLO         ," 1,124.00 ",
8754368,MICROCATH RENGD          , 764.00 ,
8754376,COIL PUSHER              , 349.00 ,
8754384,NEEDLE NERVE/ROOT/BLK    , 760.00 ,
8754392,KIT INTRO TEAR/AWAY      , 124.00 ,
8754400,NEEDLE TUOHY             , 455.00 ,
8754418,CATH SUPER/FLEX          , 625.00 ,
8754426,SET SAFSITE SM BO        , 460.00 ,
8754434,NEEDLE PINPOINT          , 114.00 ,
8754459,NEEDLE BXSYS DELTA CUT   , 510.00 ,
8754467,CATH ASH SPLIT           ," 1,510.00 ",
8754491,NEEDLE TEMNO CUT 18X6    , 68.00 ,
8754509,NEEDLE TEMNO COAX 22X15  , 52.00 ,
8754517,NEEDLE ROTEX BIO .8X172  , 74.00 ,
8754525,NEEDLE ROTEX BIO .8X112  , 74.00 ,
8754533,PIGTAIL PNEUMO SET       , 255.00 ,
8754541,ONE STEP 10CM 5F         , 63.00 ,
8754558,ONE STEP 15CM 5F         , 63.00 ,
8754566,NEEDLE BX 22GX15CM IR    , 70.00 ,
8754574,IMP OPTEASE VENA CAV FLT ," 6,400.00 ",
8754582,RF CANNLA INTRODUCER     , 150.00 ,
8754590,CORDIS CUT BALLOON       ," 2,000.00 ",
8754608,IMP STENT HEPATIC/BILIARY," 2,922.00 ",
8754616,SHEATH MEDITECH SHORT    , 70.00 ,
8754624,INTRODUCER GUIDE         , 350.00 ,
8754632,SPINEWAND ARTHROCARE     ," 2,875.00 ",
8754640,TRAY XPANDER 15/3 SY     ," 8,985.00 ",
8754657,TRAY XPANDER 20/3 SY     ," 9,065.00 ",
8754665,TRAY EXPRESS 10/2 SY     ," 8,758.00 ",
8754673,CURET 8.5MM WEDG TIP     , 488.00 ,
8754681,BONE CEMENT MIXER        , 438.00 ,
8754699,BONE BIOPSY DEVICE       , 325.00 ,
8754707,DISCYPHOR CATH SYSTEM    ," 1,413.00 ",
8754715,DISCYPHOR NEEDLE KIT     , 88.00 ,
8754723,TRAY KYPHOPLASTY         ," 9,375.00 ",
8754731,IMP HVR BONE CEMENT/MIX  , 500.00 ,
8754749,INFLATABLE BONE TAMP     ," 3,125.00 ",
8754814,CATH DRAINAGE            , 225.00 ,
8754822,IMP VASC CATH DLYS LT    ," 1,667.00 ",
8754830,CATH CV INTERVENT INFUS  ," 2,300.00 ",
8754848,IMP VASC CATH DLYS ST    , 383.00 ,
8754855,CATH CV INTERV THROMB/EMB," 2,262.00 ",
8754863,CATH URNY URET           , 225.00 ,
8754871,IMP VASC PRT             ," 2,300.00 ",
8754889,IMP STENT COR COAT W     ," 7,899.00 ",
8754897,CATH CV INTERVENT GUIDING, 283.00 ,
8754905,IMP STENT NONCOR TEMP W  ," 8,225.00 ",
8754996,HOCM 250-299MG/ML IODINE , 1.60 ,
8755019,TEMNO CORE BX GUN        , 120.00 ,
8755027,TEMNO COAXIAL INTRO NDL  , 110.00 ,
8755035,INTER V COER BX GUN      , 165.00 ,
8755043,INTER V COAXIAL INTRO NDL, 100.00 ,
8755050,APDL DRAINAGE CATH       , 340.00 ,
8755068,URESIL DRAINAGE CATH     , 320.00 ,
8755076,DRAINAGE BAG             , 130.00 ,
8755084,IMP SUROS DEV/CLIPS      ," 1,500.00 ",
8755100,LOCM 200-299MG/ML IODINE , 6.82 ,
8755118,LOCM 300-399MG/ML IODINE , 3.18 ,
8755134,COOK NEPH ACCESS SET     , 271.00 ,
8755159,LIVER ACCESS/BX SET      ," 1,666.00 ",
8755167,CHECK FLO INTRO SHEATH   , 215.00 ,
8755175,SPIROFLX THROMBECTMY CATH," 5,636.00 ",
8755191,UNIFUSE INF CATH 4FR 90CM, 159.00 ,
8755209,GASTRTOMY KIT            , 85.00 ,
8755217,ARROW LG BORE CENTRL LINE, 303.00 ,
8755233,POWER PICC DUAL LUMEN    , 452.00 ,
8755241,INTRO GUIDE CATH RDC 1   , 470.00 ,
8755258,INTRO GUIDE CATH HS      , 470.00 ,
8755266,IMP PALMZ BLU STNT 5X15MM," 4,550.00 ",
8755274,IMP GENESIS STENT 7X29MM ," 3,959.00 ",
8755282,FLXR CHCK FLO INTR SHEATH, 426.00 ,
8755290,ACCUSTICK INTRO SET      , 285.00 ,
8755308,YUEH CENTESIS CATH       , 100.00 ,
8755316,HINCK DEPT GUIDE NEEDLE  , 37.00 ,
8755324,RENEG HIFLO MCROCTH 115CM, 580.00 ,
8755332,RENEG HIFLO MCROCTH 135CM, 595.00 ,
8755340,FLEXOR CHCK FLO INTRO SET, 260.00 ,
8755357,BS ULTR THIN SDS BAL     , 509.00 ,
8755365,GASTROT TUBE/GI ANCH SUT , 203.00 ,
8755373,COIL INTERLOCK           ," 1,139.00 ",
8755381,COIL VORTX               , 260.00 ,
8755399,COIL TORNADO             , 208.00 ,
8755407,COIL STRAIGHT PLATINUM   , 145.00 ,
8755415,COIL COMPLEX HELICAL     , 210.00 ,
8755423,COIL MULTI LOOP          , 216.00 ,
8755431,COIL NESTER              , 208.00 ,
8755449,COIL STAINLESS STEEL     , 144.00 ,
8755456,IMP FILTER IVC JUG/SUBCL ," 2,835.00 ",
8755464,IMP FILTER IVC FEMORAL   ," 2,835.00 ",
8755472,ABDOMINAL CATH KIT       ," 1,418.00 ",
8755480,ABD CATH DRAINAGE KIT    , 149.00 ,
8755498,LOCM 200-299MG/ML IODINE , 3.68 ,
8755506,LOCM 300-399MG/ML IODINE , 0.35 ,
8755514,LOCM 300-399MG/ML IODINE , 0.39 ,
8755522,LOCM 200-299MG/ML IODINE , 0.43 ,
8755530,FILTER RETRIEVAL KIT     ," 1,079.00 ",
8755548,CATH BLN EVERCROSS       , 471.00 ,
8755555,IMP STENT ILIAC SMART    ," 3,959.00 ",
8755563,CATH ATLAS BARD          ," 1,150.00 ",
8755571,IMP STENT VASC LIFE      ," 4,901.00 ",
8755589,WIRE GUIDE AMPLATZ HEPAT , 75.00 ,
8755597,GWIRE STD AN 0.035X180CM , 312.00 ,
8755605,GWIRE FIX STIFF 0.038X150, 197.00 ,
8755621,CATH TRIALYSIS 24CM      , 405.00 ,
8755639,CATH TRIALYSIS 15CM      , 405.00 ,
8758005,TRAY HYSTEROSALPINGOGRAM , 203.00 ,
8759995,MISCELLANEOUS SUPPLY XRAY, -   ,1
8760050,SIALOGRAM INJ            , 193.00 ,
8760068,HYSTERO NS/CON INTRO     , 356.00 ,
8760084,ARTHROGRAM SHOULDER INJ  , 325.00 ,
8760092,ARTHROGRAM ELBOW INJ     , 325.00 ,
8760100,ARTHROGRAM WRIST INJ     , 325.00 ,
8760134,ARTHROGRM HIP WO ANES INJ, 469.00 ,
8760142,MYELOGRAM/CT LUMBAR INJ  , 985.00 ,
8770067,MODERATE SEDAT ADD 15MIN , 226.00 ,
8770083,MOD SEDAT ADD 15M OTH MD , 297.00 ,
8770117,ANESTH MAC/REG 1ST 30MIN ," 1,585.00 ",
8770125,ANESTH MAC/REG ADDL 15MIN, 554.00 ,
8770133,ANESTH GENERAL 1ST 30MIN ," 2,156.00 ",
8770141,ANESTH GENERAL ADDL 15MIN, 754.00 ,
8770159,MA MAMMO DIAG W CAD RT   , 874.00 ,
8770160,MA MAMMO DIAG W CAD LT   , 874.00 ,
8770161,MA MAMMO DIAG W CAD BIL  ," 1,049.00 ",
8770162,MA MAMMO SCREEN W CAD RT , 862.00 ,
8770163,MA MAMMO SCREEN W CAD LT , 862.00 ,
8770164,MA MAMMO SCREEN W CAD BIL," 1,157.00 ",
8770165,MA MAM DX POST SCR CAD RT, 874.00 ,
8770166,MA MAM DX POST SCR CAD LT, 874.00 ,
8770167,INTRO CATH DIALY CIRCUIT ," 3,423.00 ",
8770168,INTRO CTH DIALY CIRCU BLN," 11,748.00 ",
8770169,INT CTH DIALY CIR IVAS ST," 13,861.00 ",
8770170,THROMBECT DIALY CIRCUIT  ," 11,748.00 ",
8770171,THROMB DIALY CIRCUIT BLN ," 13,861.00 ",
8770172,THROMB DIALY CIRC IVAS ST," 15,856.00 ",
8770173,ANGIO BLN CENT DIALY SEG ," 15,856.00 ",
8770174,ANGIO BLN TRANS ART INI  ," 11,748.00 ",
8770175,ANGIO BLN TRANS ART EAADD," 11,748.00 ",
8770176,ANGIO BLN TRANSL VEIN INI," 11,748.00 ",
8770177,ANGIO BLN TRAN VEIN EAADD," 11,748.00 ",
8770178,INJ EPI/SUBAR C/T W IMAG ," 1,804.00 ",
8770179,INJ EPI/SUBAR L/S W IMAG ," 3,211.00 ",
8770180,INJ EPI CONT W CTH C/T W ," 1,634.00 ",
8770181,INJ EPI/SUBAR C/T WO IMAG," 1,445.00 ",
8770182,INJ EPI/SUBAR L/S WO IMAG," 2,569.00 ",
8770183,INJ EPI CONT W CTH C/T WO," 1,308.00 ",
8770184,MOD SEDAT =>5YRS 1ST 15M , 267.00 ,
8770185,MOD SED =>5Y 1ST 15 OTHMD, 297.00 ,
8780140,XR FLUORO <1 HOUR NC     , -   ,1
8780157,XR FLUORO 1-2 HOURS NC   , -   ,1
8780165,XR FLUORO 2-3 HOURS NC   , -   ,1
8780173,XR FLUORO 3-4 HOURS NC   , -   ,1
8780181,XR FLUORO 4-5 HOURS NC   , -   ,1
8780199,XR FLUORO 5-6 HOURS NC   , -   ,1
8780207,XR FLUORO 6-7 HOURS NC   , -   ,1
8780215,XR FLUORO 7-8 HOURS NC   , -   ,1
8780223,XR FLUORO 8-9 HOURS NC   , -   ,1
8780231,XR FLUORO 9-10 HOURS NC  , -   ,1
8780249,MSI EXT LOW AP/LAT RT NC , -   ,1
8780256,MSI EXT LOW AP/LAT LT NC , -   ,1
8780264,MSI EXT UPPR AP/LAT LT NC, -   ,1
8780272,MSI EXT UPPR AP/LAT RT NC, -   ,1
8780280,MSI SPINE AP/PA/LATERL NC, -   ,1
8780298,MSI CHEST AP/OBLIQUE NC  , -   ,1
8780306,MSI CRANIUM AP/LATERAL NC, -   ,1
8780314,MSI ABDOMEN/PELVIS NC    , -   ,1
8780322,MSI VAGINA AND INLET NC  , -   ,1
8780447,REM TUBE OBSTR W FLUORO  , 805.00 ,
8780476,PLC BRST LOC DEV MAMM 1ST," 2,268.00 ",
8780478,PLC BRST LOC DEV MAMM ADD," 2,268.00 ",
8780491,STNT PLC TRANSCTH ART INI," 18,213.00 ",
8780492,STNT PLC TRANSCTH ART ADD," 12,436.00 ",
8780493,STNT PLC TRANSC VEIN INI ," 18,213.00 ",
8780494,STNT PLC TRANSC VEIN ADD ," 12,436.00 ",
8780495,OCC/EMB NON HEMORR VENOUS," 29,551.00 ",
8780496,OCC/EMB NON HEMORR ART   ," 29,551.00 ",
8780497,OCC/EMB TUMOR/ORGAN INFAR," 29,551.00 ",
8780498,OCC/EMB HEMORRHAG/LYMPH  ," 29,551.00 ",
8780499,IMAGE CATH FLUID VISCERAL," 5,913.00 ",
8780500,IMAGE CATH FLUID PERITO  ," 7,121.00 ",
8780501,CHEMODENERV NECK MSC UNI , 510.00 ,
8780502,CHEMODENER LARYNX MSC EMG, 931.00 ,
8780503,ARTHROCEN ASP MAJOR JT WO," 1,816.00 ",
8780504,VERTEBROPL INJ C/T W IMAG," 8,633.00 ",
8780505,VERTEBROPL INJ L/S W IMAG," 8,633.00 ",
8780506,VERTEBROPL INJ ADD W IMAG," 8,633.00 ",
8780507,VERTEB AUGM THORAC W IMAG," 19,225.00 ",
8780508,VERTEB AUGM LUMBAR W IMAG," 19,225.00 ",
8780509,VERTEB AUGM EA ADD W IMAG," 19,225.00 ",
8780510,MYELOGR>= 2 REG W INJ LUM," 2,338.00 ",
8780511,MYELOGRA CERVIC W INJ LUM," 2,338.00 ",
8780512,MYELOGRA LUMBOS W INJ LUM," 2,338.00 ",
8780513,MYELOGRA THORAC W INJ LUM," 2,338.00 ",
8780514,REM CALCULI BILI DUCT/GB ," 6,367.00 ",
8780515,PLC BILI DRN CTH EXT IMAG," 9,174.00 ",
8780516,PLC BILI DRN CTH INT-EXT ," 11,571.00 ",
8780517,CONV BILI DRN CTH INT-EXT," 7,163.00 ",
8780518,EXCH BILI DRN CATH W IMAG," 5,202.00 ",
8780519,REM BILI DRN CTH W FLUORO," 5,202.00 ",
8780520,PLC STENT BILE DUCT EXIST," 6,547.00 ",
8780521,PLC STENT BILE DUCT NEW  ," 6,547.00 ",
8780522,PLC STNT BILE DUCT CTH NW," 6,547.00 ",
8780523,CHOLANG NW ACCES INJ IMAG," 5,533.00 ",
8780524,CHOLANG EX ACCES INJ IMAG," 2,373.00 ",
8780525,PLC NEPHROSTOM CTH W IMAG," 8,781.00 ",
8780526,PLC NEPHROUR CTH IMAG NEW," 7,451.00 ",
8780527,CONV NEPHRS TO NEPHRU CTH," 7,451.00 ",
8780528,EXCHNG NEPHROS CTH W IMAG," 7,451.00 ",
8780529,ENDOLUM BX UETER/RNL PELV," 7,451.00 ",
8780530,PLC URETER STNT PRE EXIST," 10,200.00 ",
8780531,PLC URETER STNT NW ACCESS," 10,200.00 ",
8780532,PLC URETER STNT NEW W CTH," 10,200.00 ",
8780533,XR FEMUR 2+ VIEWS LT     , 717.00 ,
8780534,XR FEMUR 2+ VIEWS RT     , 717.00 ,
8780535,XR HIP W PELVIS 1 VIEW LT, 583.00 ,
8780536,XR HIP W PELVIS 1 VIEW RT, 583.00 ,
8780537,XR HIP W PEL 2-3 VIEWS LT, 845.00 ,
8780538,XR HIP W PEL 2-3 VIEWS RT, 845.00 ,
8780539,XR HIP W PELV 4+ VIEWS LT," 1,056.00 ",
8780540,XR HIP W PELV 4+ VIEWS RT," 1,056.00 ",
8780541,XR HIP W PELV 2 VIEWS BIL, 897.00 ,
8780542,XR HIP W PEL 3-4 VIEWS BI," 1,119.00 ",
8780543,XR HIP W PEL 5+ VIEWS BIL," 1,399.00 ",
8780544,XR SPINE ENTIRE 1 VIEW   ," 1,269.00 ",
8780545,XR SPINE ENTIRE 2-3 VIEWS," 1,726.00 ",
8780546,XR SPINE ENTIRE 4-5 VIEWS," 2,156.00 ",
8780547,XR SPINE ENTIRE 6+ VIEWS ," 2,694.00 ",
8780548,INJ ANTEGR NEPH&/URETE NW," 1,880.00 ",
8780549,INJ ANTEG NEPH&/URETER EX," 1,880.00 ",
8780550,ENDO INTR PRLNG AD RX INI," 5,022.00 ",
8780551,ENDO INTR PRLNG AD RX ADD," 5,022.00 ",
8780552,XR BONE DENSITY(DXA)AXAL ," 1,177.00 ",
8780553,DIATRIZOTE MEG/NA-66 30ML, 16.00 ,
8780554,PLACE NG/OG TUBE PHY SKIL," 1,450.00 ",
8780555,XR BONE SURVEY LIMITED FY," 1,115.00 ",
8780556,XR FACIAL BONES 3+VWS FY ," 1,416.00 ",
8780557,XR FACIAL BONES <3VWS FY , 992.00 ,
8780558,XR EYE FOREIGN BODY BI FY, 766.00 ,
8780559,XR MANDIBLE 4+ VIEWS FY  ," 1,547.00 ",
8780560,XR BONE SURVEY LIMITED FY," 1,177.00 ",
8780561,XR NASAL BONES 3+VIEWS FY, 761.00 ,
8780562,XR NECK SOFT TISSUE FY   , 776.00 ,
8780563,XR PHAR/LARY FLUO/MAG FY ," 2,101.00 ",
8780564,XR ORBITS 4+ VIEWS FY    ," 1,435.00 ",
8780565,XR SIALOGRAM RT FY       ," 1,435.00 ",
8780566,XR SIALOGRAM LT FY       ," 1,435.00 ",
8780567,XR SINUSES 3+ VIEWS FY   ," 1,102.00 ",
8780568,XR SINUSES <3 VIEWS FY   , 871.00 ,
8780569,XR SKULL 4+ VIEWS FY     ," 1,547.00 ",
8780570,XR SKULL <4 VIEWS FY     , 970.00 ,
8780571,XR TMJ OPEN/CLOSED BIL FY," 1,438.00 ",
8780572,XR TMJ OPEN/CLOSED LT FY , 748.00 ,
8780573,XR TMJ OPEN/CLOSED RT FY , 748.00 ,
8780574,XR RIBS W/CHEST 4+V BI FY," 1,337.00 ",
8780575,XR RIBS 3 VIEWS BIL FY   ," 1,020.00 ",
8780576,XR STERNOCLAV JT(S) 3+ FY," 1,087.00 ",
8780577,XR STERNUM 2+ VIEWS FY   , 908.00 ,
8780578,XR RIBS W CHEST 3+V LT FY, 991.00 ,
8780579,XR RIBS W CHEST 3+V RT FY, 991.00 ,
8780580,XR RIBS 2 VIEWS LT FY    , 822.00 ,
8780581,XR RIBS 2 VIEWS RT FY    , 822.00 ,
8780582,XR CLAVICLE COMPLET LT FY, 908.00 ,
8780583,XR CLAVICLE COMPLET RT FY, 908.00 ,
8780584,XR AC JTS W WO WTS BIL FY," 1,102.00 ",
8780585,XR ELBOW 3+ VIEWS LT FY  , 793.00 ,
8780586,XR ELBOW 3+ VIEWS RT FY  , 793.00 ,
8780587,XR ELBOW 2 VIEWS LT FY   , 665.00 ,
8780588,XR ELBOW 2 VIEWS RT FY   , 665.00 ,
8780589,XR HAND 3+ VIEWS RT FY   , 731.00 ,
8780590,XR FOREARM 2 VIEWS LT FY , 841.00 ,
8780591,XR FOREARM 2 VIEWS RT FY , 841.00 ,
8780592,XR HAND 3+ VIEWS LT FY   , 731.00 ,
8780593,XR HAND 2 VIEWS LT FY    , 614.00 ,
8780594,XR HAND 2 VIEWS RT FY    , 614.00 ,
8780595,XR HUMERUS 2+ VIEWS LT FY, 777.00 ,
8780596,XR HUMERUS 2+ VIEWS RT FY, 777.00 ,
8780597,XR SCAPULA COMPLETE LT FY, 908.00 ,
8780598,XR SCAPULA COMPLETE RT FY, 908.00 ,
8780599,XR WRIST 3+ VIEWS LT FY  , 856.00 ,
8780600,XR WRIST 2 VIEWS LT FY   , 711.00 ,
8780601,XR WRIST 2 VIEWS RT FY   , 711.00 ,
8780602,XR WRIST 3+ VIEWS RT FY  , 856.00 ,
