IVNUM,IVDESC,IVSW9,IVCPTCD,IVPRICE1,IVFPRICE1,IVFDATE1
45001332,ARANESP  40MCG/0.4ML VL,,,940.37,940.37,0
45001333,IBUPROFEN 800 MG TAB (NH),,,6.16,6.16,0
45001334,SODIUM BICARBONATE 10 GR TAB,,,4.1,4.1,0
45001335,VANCOCIN 250 MG CAP,,,132.71,132.71,0
45001336,ERYTHROMYCIN DR 250 MG TAB,,,30.24,30.24,0
45001337,ERYTHROMYCIN DELAYED-RELEA CAPSULE 250MG,,,4.1,4.1,0
45001338,IM/IVP BUMETANIDE INJ 0.25MG/ML (4ML),,,14.9,14.9,0
45001339,PIPERCILLIN/ TAZO 3.375 GM VL,,,74.07,74.07,0
45001340,OXACILLIN 1 GM VL,,,81.43,81.43,0
45001341,ETHYL CHLORIDE MED STREAM SPRAY 3.5OZ.,,,130.27,130.27,0
45001342,ZETIA 10 MG TAB,,,37.8,37.8,0
45001343,LABETALOL 300 MG TAB (NH),,,7.67,7.67,0
45001344,QUETIAPINE  25 MG TAB (NH),,,18.79,18.79,0
45001345,TERAZOSIN 10 MG CAP (NH),,,7.67,7.67,0
45001346,FOLIC ACID 1 MG TAB (NH),,,4.75,4.75,0
45001347,PENTOXIFYLLINE ER 400 MG TAB (NH),,,7.78,7.78,0
45001348,DONEPEZIL  5 MG TAB (NH),,,34.45,34.45,0
45001349,RELENZA 5 MG INH KIT,,,215.15,215.15,0
45001350,NITROFURANTOIN MACRO 100 MG CAP (NH),,,17.93,17.93,0
45001351,DOMEBORO PWD PKT,,,13.5,13.5,0
45001352,GABAPENTIN 100 MG CAP (NH),,,4.86,4.86,0
45001353,QUETIAPINE 200 MG TAB (NH),,,48.06,48.06,0
45001354,LOVENOX 30 MG PFS (NH),,,117.98,117.98,0
45001356,VENLAFAXINE ER  75 MG CAP (NH),,,21.82,21.82,0
45001357,TOPAMAX 100 MG TAB (NH),,,21.17,21.17,0
45001358,CLONAZEPAM 1 MG TAB (NH),,,10.58,10.58,0
45001359,TOPIRAMATE 200 MG TAB (NH),,,37.04,37.04,0
45001360,RIVASTIGMINE 9.5 MG PATCH,,,56.7,56.7,0
45001361,MEROPENEM 1 GM VL,,,212,212,0
45001362,ENDOCET 5/325 MG TAB (NHW),,,9.4,9.4,0
45001363,TAMIFLU 30 MG CAP (PER CAP),,,46.88,46.88,0
45001364,TAMIFLU 30 MG CAP (PER 10) ER,,,381.99,381.99,0
45001365,TAMIFLU 45 MG CAP (PER CAP),,,49.04,49.04,0
45001366,GLUCOSAMINE & CHONDROITIN,,,4.75,4.75,0
45001367,GLUCOSAMINE CHONDROITIN TAB,,,4.1,4.1,0
45001368,TAMIFLU 45 MG CAP (PER 10) ER,,,381.99,381.99,0
45001369,NOVOLOG 10 ML VL (NH),,,878.08,878.08,0
45001371,ADDERALL XR 20 MG,,,42.34,42.34,0
45001372,ASTRAMORPH 1 MG/ML AMP 10 ML,,,82.6,82.6,0
45001373,FLOXIN OTIC DRP 0.3% 10 ML,,,419.58,419.58,0
45001374,LEVOTHROID 200 MCG TAB (NH),,,4.75,4.75,0
45001375,ADVAIR 500/50 60 EA (NH),,,35.96,35.96,0
45001376,CITRUCEL 500 MG CAPLET,,,4.1,4.1,0
45001377,CALCITRATE 950 MG (Ca 200 MG) TAB,,,3.5,3.5,0
45001378,FLUCONAZOLE SUSP 40 MG/ML 35 ML,,,368.45,368.45,0
45001379,CAPTOPRIL 12.5 MG TAB (NH),,,8.1,8.1,0
45001380,ISOMETH/DICH/APAP 65/100/325MG CAPSULE,,,5.94,5.94,0
45001381,TOVIAZ ER 4 MG TAB,,,40.18,40.18,0
45001382,PRAMIPEXOLE 1 MG TAB,,,14.47,14.47,0
45001383,THYROID ORAL TABLET 30MG,,,4.75,4.75,0
45001384,GENTAMICIN 40MG/1ML (20ML) MDV (PER ML),,,21.82,21.82,0
45001385,TERBINAFINE  250 MG TAB,,,49.46,49.46,0
45001386,BYSTOLIC 10 MG TAB,,,20.31,20.31,0
45001387,BUPROPION 100 MG TAB,,,7.67,7.67,0
45001388,BUPROPION  75 MG TAB,,,6.05,6.05,0
45001389,NS FLUSH: 3ML DOSE (50ML VL),,,8.21,8.21,0
45001391,DICLOFENAC GEL 1% 100GM,,,168.05,168.05,0
45001392,BETOPTIC S 10 ML,,,386.61,386.61,0
45001393,MICONAZOLE VAGINAL CREAM 2% 45GM,,,42.55,42.55,0
45001394,VICTOZA PEN INJ 18MG/3ML,,,816.68,816.68,0
45001395,SULFA/TRIM 800/160 MG TAB,,,10.07,10.07,0
45001396,ESTRADIOL TRANS PATCH 0.05MG/24HRS,,,80.68,80.68,0
45001397,RIBAVIRIN 200 MG CAP,,,46.55,46.55,0
45001398,PREDNISOLONE SYR 15MG/5ML (PER 5ML),,,16.96,16.96,0
45001399,XOLAIR SUBQ 150MG,,,1627,1627,0
45001400,INSULIN LEVEMIR 100U/1ML 10ML (NH),,,892.22,892.22,0
45001401,AMILORIDE/HCTZ 5/50MG TAB,,,7.78,7.78,0
45001402,AZITHROMYCIN 250 MG TAB (NH),,,34.34,34.34,0
45001403,AMMONIUM CHLORIDE 100 MEQ VL (20ML),,,45.36,45.36,0
45001404,LEVOTHYROXINE 112 MCG TAB,,,5.51,5.51,0
45001405,NITRO-BID OINT 2% 1 GM PK,,,7.45,7.45,0
45001406,LEVOFLOXACIN 500 MG TAB,,,67.84,67.84,0
45001407,DEMEROL  50MG/ML AMP 1 ML,,,30.02,30.02,0
45001408,DEMEROL 100 MG AMP 1 ML,,,28.84,28.84,0
45001409,PREDNISONE 10 MG TAB (NH),,,6.7,6.7,0
45001410,DORZOLAMIDE HCL-TIMOLOL  OPHTH 10ML,,,347.87,347.87,0
45001411,ENTACAPONE 200 MG TAB,,,19.29,19.29,0
45001412,OXYCODONE 30 MG TAB,,,13.5,13.5,0
45001413,HYDROXYUREA 500 MG CAP,,,6.48,6.48,0
45001414,TOVIAZ ER 8 MG TAB,,,39.89,39.89,0
45001415,PILOCARPINE OPHTH 4% DRP 15ML,,,284.03,284.03,0
45001416,HYOSYNE ORAL DRP 15 ML,,,140.66,140.66,0
45001417,ALPHAGAN P 0.1% OPHTH SOL 5 ML,,,259.46,259.46,0
45001418,AZOPT 1% OPHTH SUSP 10ML,,,862.63,862.63,0
45001419,MIDODRINE 5 MG TAB (NH),,,12.31,12.31,0
45001420,GENTEAL EYE DROP 15 ML,,,42.01,42.01,0
45001421,AMLACTIN XL LOTION 5.6 OZ,,,102.83,102.83,0
45001422,CICLOPIROX 1% SHMP 120 ML,,,445.73,445.73,0
45001423,BUPROPION SR 150 MG TAB (TWICE DAILY) NH,,,10.54,10.54,0
45001424,BUPROPION 150 MG XL (ONCE DAILY),,,25.27,25.27,0
45001425,OXYBUTYNIN ER  5 MG TAB,,,15.88,15.88,0
45001426,OXYCONTIN CR 60 MG TAB,,,46.55,46.55,0
45001427,BACLOFEN 10 MG TAB (NH),,,12.53,12.53,0
45001428,AMITIZA  8 MCG CAP,,,28.3,28.3,0
45001429,FROVA 2.5 MG TAB,,,97.69,97.69,0
45001430,TETRAVISC OPHTH 0.5% 4ML (EYE TRAY),,,15.74,15.74,0
45001431,TOPAMAX 50MG TAB,,,25.7,25.7,0
45001433,MENEST 1.25 MG TAB,,,10.37,10.37,0
45001434,GUAIFENESIN 100MG/5ML 473ML,,,33.16,33.16,0
45001435,ASCORBIC ACID 500MG/ML INJ,,,87.85,87.85,0
45001436,AMPICILLIN 500 MG CAPS,,,4.21,4.21,0
45001437,MAGNESIUM 250 MG TAB,,,4.75,4.75,0
45001439,FENOFIBRIC ACID 135 MG CAP,,,27.11,27.11,0
45001440,RANEXA 500 MG TAB,,,27.41,27.41,0
45001441,PHENADOZ RECTAL SUPP 12.5MG,,,18.36,18.36,0
45001442,PANTOPRAZOLE 40 MG TAB (NH),,,22.09,22.09,0
45001443,PHENYLEPHRINE 1% 100MG/10ML,,,188.26,188.26,0
45001444,OXYCODONE 5MG TAB,,,8.1,8.1,0
45001445,COREG CR 40 MG CAP,,,21.82,21.82,0
45001446,DOCUSATE 100 MG CAP,,,3.78,3.78,0
45001447,TEKTURNA 300 MG TAB,,,18.25,18.25,0
45001449,PROCHLORPERAZINE 5MG/ML INJ (PER ML)MDV,,,30.02,30.02,0
45001450,SENSORCAINE W/EPI 0.5% 30ML (OR),,,69.03,69.03,0
45001451,TAMIFLU SUSP 12MG/ML (PER 5ML/60MG),,,33.59,33.59,0
45001452,MYCOCIDE NS SOL 39.9ML,,,52.38,52.38,0
45001453,ZIPRASIDONE 40MG CAP (NH),,,40.07,40.07,0
45001454,MYSOLINE 250MG TAB (NAME BRAND),,,28.3,28.3,0
45001455,NYSTATIN SUSP 60ML BOTTLE (PER ML) NH,,,4.75,4.75,0
45001456,TOPAMAX 50MG TAB,,,25.7,25.7,0
45001457,ULORIC 40 MG TAB,,,41.15,41.15,0
45001458,SOLU-MEDROL 2 GM VL,,,240.85,240.85,0
45001459,SOOTHE XP EYE LUBRICANT,,,55.96,55.96,0
45001460,METHOTREXATE 50MG/2ML INJ SOLN,,,57.25,57.25,0
45001461,LEVOTHYROXINE 150 MCG TAB (NH),,,4.75,4.75,0
45001462,LAMOTRIGINE 100 MG TAB,,,20.12,20.12,0
45001463,LEVOTHYROXINE 150 MCG TAB,,,4.75,4.75,0
45001464,BECONASE AQ NASAL SPRAY 42MCG (25GM),,,683.24,683.24,0
45001465,ANBESOL REGULAR STRENGTH GEL,,,40.61,40.61,0
45001466,ANBESOL MAXIMUM STRENGTH GEL,,,44.17,44.17,0
45001467,FLUZONE (PER DOSE),,Q2038,32.4,32.4,0
45001468,PHENYLEPHRINE HCL 10 MG TAB,,,4.75,4.75,0
45001469,HALOPERIDOL DECAN 100MG/1ML(MDV)PER ML,,,207.87,207.87,0
45001470,CALCIUM CARB SUSP 1250MG/5ML (PER 5ML),,,4.1,4.1,0
45001471,CLEOCIN VAGINAL CRM 2% 40GM,,,285.08,285.08,0
45001472,TOPAMAX 50 MG TAB,,,25.7,25.7,0
45001473,TOPAMAX 50 MG TAB,,,25.7,25.7,0
45001474,NITRO-BID TRANSDERMAL OINT 2% 60GM,,,155.4,155.4,0
45001475,GENTAMICIN 40MG/1ML (2ML) SDV,,,23.58,23.58,0
45001476,ZYPREXA 5 MG TAB (NH),,,53.71,53.71,0
45001477,NIACIN 500 MG TAB,,,4.75,4.75,0
45001478,HUMULIN N (NPH) 10ML (NH),,,344.4,344.4,0
45001479,IPRATROPIUM BRO SOL NEB 0.02% PER ML (NH,,,5.94,5.94,0
45001480,ADVAIR 100/50 14 CT (HOSPITAL),,,457.2,457.2,0
45001481,XYLOCAINE 2% JELLY 5ML TUBE,,,45.9,45.9,0
45001482,ZANTAC INJ 50MG/50ML PREMIXED BAG,,,53.57,53.57,0
45001483,PHISOHEX LIQUID 3% 473ML (1 PINT),,,163.88,163.88,0
45001484,EFFIENT 5 MG TAB,,,31.21,31.21,0
45001485,CARVEDILOL 25 MG TAB,,,11.45,11.45,0
45001486,ADVAIR 100/50 60 EA (NH),,,27.36,27.36,0
45001487,FLECAINIDE 50 MG TAB,,,11.23,11.23,0
45001488,ANTACID 500 MG TAB (BTL) NH,,,15.12,15.12,0
45001489,FUL-GLO OPHTH TEST STRIPS 0.6 MG,,,7.67,7.67,0
45001490,AMLACTIN XL LOTION,,,95.87,95.87,0
45001491,TRAZODONE 150 MG TAB (NH),,,13.82,13.82,0
45001492,TETRACAINE HCL INJ SOLN 1%,,,48.82,48.82,0
45001493,EPSOM SALT PWD 454GM (16OZ),,,15.01,15.01,0
45001494,VITAMIN  B2 100MG TAB,,,4.75,4.75,0
45001495,OBECALP CAPSULE,,,4.1,4.1,0
45001496,HUMULIN R 100U/ML 10 ML (NH),,,444.89,444.89,0
45001497,KETOROLAC 30MG/1ML (1ML C/J),,,20.3,20.3,0
45001498,KETOROLAC 30 MG/1ML (1ML SDV),,,23.3,23.3,0
45001499,NALOXONE  2MG/2ML (PFS),,,104,104,0
45001500,ADACEL IM SUSP 0.5ML (TDAP),,90715,203.63,203.63,0
45001501,ACETAMIN/COD #3 ELIXIR 60ML (ER),,,16.83,16.83,0
45001502,REGLAN IV 5MG/1ML (SDV) 10ML,,,27.65,27.65,0
45001503,RETAVASE IV 10.4U (HALF KIT),,,7334.82,7334.82,0
45001504,LIDO/DEXTROSE 0.4/5% 500ML BAG,,,38.88,38.88,0
45001505,OXYBUTYNIN 5 MG TAB (NH),,,5.94,5.94,0
45001506,ADVAIR 250/50 14 CT (HOSPITAL),,,457.2,457.2,0
45001507,VITAMIN D TAB 1000IU,,,4.1,4.1,0
45001508,KETOROLAC TROM OPHTH SOLN 0.5%,,,325.61,325.61,0
45001509,DILANTIN ER 100 MG CAP,,,5.29,5.29,0
45001510,HALLS COUGH DROPS (PER EACH),,,4.1,4.1,0
45001511,CLONIDINE 0.2 MG TAB (NH),,,4.75,4.75,0
45001512,AMLACTIN LOTION 12% 225 G,,,49.57,49.57,0
45001513,METOPROLOL 50 MG TAB (NH),,,4.1,4.1,0
45001514,MORPHINE ER  60 MG TAB,,,31.54,31.54,0
45001515,IM AZTREONAM 1 GM VL,,S0073,187.2,187.2,0
45001516,IM AZTREONAM 2GM,,,261.03,261.03,0
45001518,IM AMPICILLIN  500 MG VL,,,47.09,47.09,0
45001519,IM AMPICILLIN 1 GM VL,,,71.69,71.69,0
45001520,IM AMPICILLIN 2 GM VL,,,92.45,92.45,0
45001521,IM CEFAZOLIN  500 MG VL,,J0690,37.04,37.04,0
45001522,IM CEFAZOLIN 1 GM VL,,J0690,56.6,56.6,0
45001523,IM CEFTRIAXONE  250 MG VL,,,29.48,29.48,0
45001524,IM NAFCILLIN 2 GM VL,,,81.43,81.43,0
45001525,IM CEFTRIAXONE 1 GM VL,,J0696,72.76,72.76,0
45001526,IM CEFTRIAXONE 2 GM VL,,J0696,283.82,283.82,0
45001528,IM CLAFORAN 1 GM VL,,,34.13,34.13,0
45001529,IM CLAFORAN 2 GM VL,,,54.25,54.25,0
45001530,IM CLINDAMYCIN 150MG,,,41.8,41.8,0
45001531,IM GENTAMICIN 40MG,,,20.63,20.63,0
45001532,IM OXACILLIN 1GM VL,,,81.43,81.43,0
45001533,IM CEFTAZIDIME 1 GM VL,,,91.27,91.27,0
45001534,IM AMPICILLIN/SULBACTAM 3 GM VL,,,78,78,0
45001535,IM AMPICILLIN/SULBACTAM 1.5 GM VL,,,42.98,42.98,0
45001536,IM/IVP KETOROLAC 30MG/ML VL,,,50.65,50.65,0
45001537,IM PROMETHAZINE 50MG/ML,,,28.84,28.84,0
45001538,POVIDINE SOL 10% 16OZ,,,29.48,29.48,0
45001539,CEFAZOLIN 2X1GM = 2GM TOTAL,,,28.73,28.73,0
45001540,DULERA INH 100/5MC 60,,,581.91,581.91,0
45001541,DULERA INH 200/5MC 120,,,794.98,794.98,0
45001542,EEMT HS ORAL TABLET 0.625MG-1.25MG,,,10.69,10.69,0
45001543,CITRIC ACID-SODIUM CITRATE SOLN 30ML,,,3.5,3.5,0
45001544,"PROCRIT 20,000U (PER 1000UN)",,Q4081,118.05,118.05,0
45001545,NALBUPHINE 20MG/ML (PER 10MG),,,23.54,23.54,0
45001546,IM NALBUPHINE 10MG/ML PERML,,,29.48,29.48,0
45001547,BLISTEX STK,,,8.21,8.21,0
45001548,VASOLEX OINT 30GM,,,108.23,108.23,0
45001549,DIAPER RASH OINT 40% ZINC OX 114GM,,,25.92,25.92,0
45001550,FUROSEMIDE 10MG/ML ORAL 60ML,,,44.6,44.6,0
45001551,LACTULOSE 10G/15ML (240ML),,,70.3,70.3,0
45001552,TYGACIL 50 MG VL,,,460.95,460.95,0
45001553,LOVENOX  80 MG (PER 0.8ML) NH,,,232.26,232.26,0
45001554,BETOPTIC S OPHTH SUSP 0.25%,,,864.85,864.85,0
45001555,TIMOLOL MAL OPHT SOLN 0.25% (NH),,,19.44,19.44,0
45001556,FUROSEMIDE 10MG/ML ORAL SOL 120ML,,,70.83,70.83,0
45001557,TOPIRAMATE 50 MG TAB (NH),,,20.63,20.63,0
45001558,HYDROCODONE/APAP  7.5/325 MG TAB,,,9.5,9.5,0
45001559,CAFFEINE CIT 20MG/ML 3 ML,,,178.08,178.08,0
45001560,IODOSORB GEL 40G,,,388.08,388.08,0
45001561,SANTYL OINT 30GM,,,269.64,269.64,0
45001562,TAMSULOSIN 0.4 MG CAP,,,19.76,19.76,0
45001563,EYE DROPS (SYSTANE)15 ML LUBRICANT,,,19.98,19.98,0
45001564,PAMIDRONATE 90 MG VL,,,323.51,323.51,0
45001565,ONDANSETRON 4 MG DISSOLVE TAB (NH),,,75.76,75.76,0
45001566,DILTIAZEM 120 MG TAB,,,13.05,13.05,0
45001567,SIMVASTATIN 80 MG TABLET,,,22.68,22.68,0
45001568,ARIPIPRAZOLE    2 MG TAB,,,90.3,90.3,0
45001569,HALOPERIDOL 10 MG TAB,,,9.18,9.18,0
45001570,OLANZAPINE 10 MG TAB,,,71.26,71.26,0
45001571,CEFOXITIN 2 GM,,,75.65,75.65,0
45001572,IM DIPHENHYDRAMINE INJ 50MG/1ML VL,,,23.54,23.54,0
45001573,XGEVA 120MG/1ML (SDV),,,5210.98,5210.98,0
45001574,PROMETHAZINE/CODEINE SYR 60ML (ER),,,24.52,24.52,0
45001575,HYDROCORTISONE CRM 2.5% 20GM,,,27.22,27.22,0
45001576,OXYTOCIN 10UN/1ML (DELIVERY) IV,,J2590,42.12,42.12,0
45001577,SENSORCAINE-MPF/EPI 0.25%(30 ML) (OR),,,61.2,61.2,0
45001578,SILVER SULFADIAZINE CRM 1% 85G,,,58.21,58.21,0
45001579,IMIPRAMINE 50 MG TAB (NH),,,8.1,8.1,0
45001580,IM LINCOCIN 600MG/2ML VL,,,84.1,84.1,0
45001581,LINCOCIN 600 MG /2ML,,,137.23,137.23,0
45001582,IM/IVP PROMETHAZINE 25MG/1ML VL,,,22.74,22.74,0
45001583,PRADAXA 75 MG CAP,,,28.62,28.62,0
45001584,PRADAXA 150 MG CAP,,,20.41,20.41,0
45001585,RISPERIDONE 2 MG TAB,,,33.7,33.7,0
45001586,NALOXONE  0.4MG/ML (IV),,,107.8,107.8,0
45001587,LISINOPRIL 30 MG TAB (NH),,,9.5,9.5,0
45001588,GELNIQUE  GEL 10% 10MG,,,30.13,30.13,0
45001589,LOSARTAN/HCTZ 50/12.5MG TAB (NH),,,12.64,12.64,0
45001590,POTASSIUM GLUCONATE 550MG TAB (NH),,,4.1,4.1,0
45001591,SOLU-MEDROL 500 MG VL,,,86.28,86.28,0
45001592,ORAJEL .18 OZ,,,22.9,22.9,0
45001593,IM CORTROSYN INJ 0.25MG,,,366.98,366.98,0
45001594,PETROLATUM OINTMENT 1 LB,,,87.85,87.85,0
45001595,AMPICILLIN  2 GM VL,,,98.65,98.65,0
45001596,TOPAMAX 50MG TAB,,,25.7,25.7,0
45001597,OFIRMEV 10MG/ML VL,,,179.99,179.99,0
45001598,DALIRESP 500 MCG TAB,,,44.06,44.06,0
45001599,NEXTERONE 150MG/100ML IVPB,,,133.88,133.88,0
45001600,NEXTERONE 360MG/200ML IVPB,,,216.41,216.41,0
45001601,LIDO VIS/MYLANT/DIPHEN(30ML-EQUAL PARTS),,,11.77,11.77,0
45001602,BUMETANIDE IV 0.25MG/ML (10ML MDV)PER ML,,S0171,15.12,15.12,0
45001603,WARFARIN  2 MG TAB (NH),,,5.29,5.29,0
45001604,BUMETANIDE 1 MG TAB,,,4.32,4.32,0
45001605,LACRI-LUBE OPHTH OINTMENT 3.5GM,,,45.25,45.25,0
45001606,WARFARIN  3 MG TAB (NH),,,5.51,5.51,0
45001607,SPRIX NASAL SPRAY 15.75 MG,,,135.47,135.47,0
45001608,BUMETANIDE MDV : 3 MG/10M,,S0171,193.56,193.56,0
45001609,WARFARIN 2.5 MG TAB (NH),,,5.4,5.4,0
45001610,OXAPROZIN 600 MG TAB,,,17.39,17.39,0
45001611,SUFENTANIL INJ 50MCG/1ML,,,56.71,56.71,0
45001612,PREMARIN 25 MG IV,,,491.93,491.93,0
45001613,LOPERAMIDE 2 MG CAP (NH),,,7.34,7.34,0
45001614,IBUPROFEN 600 MG TAB (NH),,,3.78,3.78,0
45001615,ZYLET 0.5%/0.3% (2.5ML),,,192.6,192.6,0
45001616,TEKTURNA 150 MG TAB,,,18.68,18.68,0
45001617,CLOTRIM/BETA 1%/0.05%/APPLICATION,,,5.94,5.94,0
45001618,GUAIFENESIN ORAL S0L 100MG/5ML 473ML(NH),,,33.26,33.26,0
45001619,CARBATROL ER 200 MG CAPS,,,11.77,11.77,0
45001620,DILTIAZEM  30 MG TAB (NH),,,7.02,7.02,0
45001621,ALBUMIN  5% 250 ML,,,123.6,123.6,0
45001622,PREDNISONE 20 MG TAB,,,4.1,4.1,0
45001623,CARBI/LEVO 10/100 MG TAB (NH),,,5.94,5.94,0
45001624,METRONIDAZOLE 500 MG TAB (NH),,,5.83,5.83,0
45001625,CLINDAMYCIN 150 MG CAP (NH),,,7.99,7.99,0
45001626,FLECTOR 1.3% PATCH,,,42.66,42.66,0
45001627,METOPROLOL ER  50 MG TAB,,,7.67,7.67,0
45001628,DIAZEPAM ADULT RECTAL KIT 10MG,,,870.58,870.58,0
45001629,PRADAXA 75 MG CAP (NH),,,21.49,21.49,0
45001630,METOPROLOL 50 MG TAB,,,5.83,5.83,0
45001631,TRADJENTA 5 MG TAB,,,48.43,48.43,0
45001632,TRADJENTA 5MG TAB,,,35.86,35.86,0
45001633,RISPERIDONE 3 MG TAB,,,39.2,39.2,0
45001634,CARVEDILOL  6.25 MG TAB (NH),,,12.42,12.42,0
45001635,NOVOLOG MIX 70/30 (PER UNIT),,,2.27,2.27,0
45001636,NOVOLOG MIX 70/30 (NH),,,900.35,900.35,0
45001637,ASPIRIN RECTAL SUPPOSITORY 300MG,,,9.29,9.29,0
45001638,POT  *CRITICAL*  40MEQ/20ML  (VL),,,28.4,28.4,0
45001639,BYETTA 10 MCG (250MCG/2.4ML),,,2135.15,2135.15,0
45001640,IM CLINDAMYCIN 900MG/6ML VL,,,45.79,45.79,0
45001641,CLINDAMYCIN 900MG/6ML (IV),,,44.39,44.39,0
45001642,OXYCONTIN CR 30 MG TAB,,,41.8,41.8,0
45001643,CARBATROL ER 200MG CAPSULE,,,11.77,11.77,0
45001644,CALMOSEPTINE  OINTMENT 4 OZ.,,,39.1,39.1,0
45001645,DIPRIVAN 10MG/1ML (100ML),,,133.88,133.88,0
45001646,POT CHL 20MEQ/ 1/2 NS 1000ML,,,16.96,16.96,0
45001648,BYETTA  5 MCG (250MCG/1.2ML),,,2135.15,2135.15,0
45001649,POT CHL 20MEQ/ D5 1/2 NS 1000ML,,,22.14,22.14,0
45001650,BUSPIRONE 15 MG TAB,,,12.96,12.96,0
45001652,PROMETHAZINE 25 MG/ML IVPB,,,16.63,16.63,0
45001653,BUSPIRONE 15 MG TAB,,,11.12,11.12,0
45001654,CLINDAMYCIN 600MG/4ML (IV),,,41.8,41.8,0
45001655,MINERAL OIL 25 ML (TOPICAL),,,25.08,25.08,0
45001656,WARFARIN  5 MG TAB (NH),,,5.51,5.51,0
45001657,TOPAMAX 50MG TAB,,,25.7,25.7,0
45001658,ZMAX 2 GM (RAPE KIT),,,363.83,363.83,0
45001659,LEVOFLOXACIN 250 MG BAG,,,41.47,41.47,0
45001660,OXYCODONE IR 30 MG TAB (NOT CR),,,12.64,12.64,0
45001661,METOLAZONE  2.5 MG TAB (NH),,,8.53,8.53,0
45001662,IM/IVP HYDRALAZINE 20MG/1ML VL,,,88.81,88.81,0
45001663,DEXAMETHASONE  4 MG/1ML (VL),,,44.87,44.87,0
45001664,PRIMIDONE 250 MG TAB,,,7.02,7.02,0
45001666,HEP FLUSH 100UN/ML 5ML/10ML SYRINGE,,,17.6,17.6,0
45001667,ESOMEPRAZOLE DR 20 MG CAP,,,36.26,36.26,0
45001668,FERRIC SUBSULFATE SOLUTION (PER 5 ML),,,8.86,8.86,0
45001669,PREDNISOLONE OPHTH 1% 10 ML,,,99.08,99.08,0
45001670,GATIFLOXACIN OPHTH 0.5 % 2.5ML,,,335.48,335.48,0
45001671,OPTIVE REFRESH OPHTH DRP 15ML,,,55.64,55.64,0
45001672,BETAMETHASONE VAL OINT 0.1% 15G,,,73.3,73.3,0
45001673,BUTALBITAL/APAP/CAFFEINE 50/325/40MG TAB,,,4.1,4.1,0
45001674,HYOSCYAMINE 0.375 MG TAB,,,5.96,5.96,0
45001675,FLUOXETINE 40 MG CAP,,,24.41,24.41,0
45001676,XARELTO 10 MG TAB,,,52.28,52.28,0
45001677,ZOLEDRONIC 4 MG/5ML VL (PER 1 MG),,J3489,536.96,536.96,0
45001678,HEPATITIS A VAC. 1 ML VL,,90632,224.6,224.6,0
45001679,ORAJEL TOOTHACHE 11.9GM,,,29.27,29.27,0
45001680,ORAJEL MOUTH SORES 5.1GM,,,20.41,20.41,0
45001681,IM DEXAMETHASONE  4MG/ML 5ML(PER ML),,,16.96,16.96,0
45001682,IM ONDANSETRON 40MG/20ML (PER 2ML),,,34.02,34.02,0
45001701,TAMOXIFEN 10 MG TAB,,,11.34,11.34,0
45001702,ALBUTEROL INH/NEB 0.083% PER ML (NH),,,4.43,4.43,0
45001703,FORADIL INH CAP 12MCG (HOSP) 12 CAP,,,20.95,20.95,0
45001704,CITALOPRAM 40 MG TAB,,,13.39,13.39,0
45001705,SOOTHE OPHTH SOLU 15ML,,,42.77,42.77,0
45001706,ACIDOPHILUS CAPSULE,,,4.1,4.1,0
45001707,CALCIUM CHLORIDE LFS 10% SYR 1GM/10ML,,,67.73,67.73,0
45001708,DULOXETINE DR 60 MG CAP,,,29.48,29.48,0
45001709,ZOSTRIX DIABETIC FOOT PAIN CRM 0.075%,,,86.35,86.35,0
45001711,POTASSIUM CITRATE 10 MEQ TAB,,,15,16,20190101
45001712,SSD CRM 1% (400GM),,,187.09,187.09,0
45001713,LIDOCAINE 1% 20ML VIAL (PER 5ML),,,23.72,23.72,0
45001714,CIPROFLOXACIN OPHTH 0.3% 5 ML,,,56.6,56.6,0
45001715,COMBIGAN OPHTH 5 ML,,,489.1,489.1,0
45001716,FLUOXETINE 60 MG TAB,,,7.13,7.13,0
45001717,IM/IVP ORPHENADRINE 60MG/2ML VL,,,102.61,102.61,0
45001718,IM/IVP ONDANSETRON 4MG/2ML (SDV) 2ML,,,25.06,25.06,0
45001719,ACEBUTOLOL 200 MG CAP,,,7.13,7.13,0
45001720,CELLERATE RX TOPICAL GEL 60%,,,83.25,83.25,0
45001721,AMOX/CLAV 42.9MGPER5ML 200ML,,,192.18,192.18,0
45001722,STERILE WATER SDV 20ML,,,22.36,22.36,0
45001723,GEODON  20 MG/ML (SDV) IM ONLY,,,164.79,164.79,0
45001724,IM ORPHENADRINE CIT 60MG/2ML VL,,,70.09,70.09,0
45001725,PRUDOXIN 5% 45GM,,,423.89,423.89,0
45001726,TERAZOSIN  1 MG CAP,,,9.94,9.94,0
45001727,METHYLDOPA 250 MG TAB,,,4.1,4.1,0
45001728,SENSORCAINE 0.25% MPF 10ML VL,,,53.61,53.61,0
45001729,XYLOCAINE MPF 1.5% 15MG/ML 20ML VL,,,85.92,85.92,0
45001730,ORPHENADRINE CITRATE 60MG/2ML VL,,,102.61,102.61,0
45001731,DOXEPIN 10 MG CAP (NH),,,5.08,5.08,0
45001732,BENZTROPINE 2 MG/2ML VL,,,190,190,0
45001733,PROPRANOLOL 40 MG TAB,,,5.72,5.72,0
45001734,MELOXICAM 15 MG TAB,,,22.14,22.14,0
45001735,DEPO-TESTOSTERONE IM 200MG/1ML,,,130.7,130.7,0
45001736,CICLOPIROX OLAMINE CRM 0.77% 15GM,,,106.32,106.32,0
