MNEMONIC,DESC.,CUR PRICE 12/2018
ORS0371412,SCRW SQ LOCK 2.7x26MM,325
ORS0371413,SCREW MD 2.7x22MM,545
ORS0371414,SCREW LP NON LOCK 2.7x18MM,162.5
ORS0371415,SCREW SQ LOCK 2.7MM x 20MM,325
ORS0371416,SCREW SQ LOCK 2.7MM x 22MM,325
ORS0371417,BIT DRILL 2.9MM,297.5
ORS0371418,SYSTEM REFLEXION USAGE CHARGE,500
ORS0371419,ANCHOR FAST-FX 360 STR NDL DEL,1395
ORS0371420,ANCHOR FAST-FX 360 CRV NDL DEL,1125
ORS0371421,ANCHOR FAST-FX 360 KPSC CRV,407.5
ORS0371422,BIT DRILL 2.2MM,297.5
ORS0371423,SCREW SQ LOCK 2.7MM x 15MM,325
ORS0371424,SCREW SQ LOCK 2.7 x 16MM,325
ORS0371425,SCREW SQ LOCK 2.7 x 18MM,325
ORS0371426,SCREW DVR CROSSLOCK NARROW LT,2775
ORS0371428,SCREW CORT LP NONLCK 3.5x16MM,150
ORS0371429,SCRW CORT LP NONLCK 3.5x28MM,133.38
ORS0371430,SCRW CORT LP NONLCK 3.5x32MM,103.13
ORS0371431,ANCHOR BIOCOMP SUT-TAK SM JNT,762.5
ORS0371432,KT INSTR F/SM JNT SUT-TAK DISP,303.13
ORS0371433,ANCHOR HEALIX ADV KNTL BR 4.75,1027.5
ORS0371434,SCREW BONE CRT LCK 3.5x12MM,452.5
ORS0371435,SCREW BONE CRT LCK 3.5x14MM,425
ORS0371436,SCREW BONE CRT LCK 3.5x18MM,452.5
ORS0371437,PIN GUIDE BAYONET PT 2MM SNGL,100
ORS0371438,SCREW HEX CORT LOCK 3.0x26MM,195
ORS0371439,SCREW HEX CORT LOCK 3.0x22MM,195
ORS0371440,PLATE OLECRANON STAND 7H LEFT,2675
ORS0371441,SCREW HEX CORT LOCK 3.0x14MM,195
ORS0371442,SCREW HEX LOCKING 3.0x20MM,302.5
ORS0371443,SCREW HEX CORT LOCK 3.0x12MM,195
ORS0371444,SCREW HEX LOCKING 3.0x10MM,302.5
ORS0371445,STEM RADIAL HEAD 8x20.0MM,4090
ORS0371446,HEAD RADIAL 20MM LEFT,6717.5
ORS0371447,PLATE CORONOID LARGE LEFT,3075
ORS0371448,SCREW HEX CORT LOCK 3.0x24MM,195
ORS0371449,SCREW BONE CORT LP N-LK 3.2x22,197.5
ORS0371450,SCREW HEX LOCKING 3.0x50MM,302.5
ORS0371451,TROCAR KII THRD 5x100MM,80
ORS0371452,SCREW HEX LOCKING 2.7x10MM,302.5
ORS0371453,KIT CASS/TUBE OUTFLO DUAL WAVE,62.5
ORS0371454,ELECT NEUROTHERM RF 20CM SS,1875
ORS0371455,BLADE RECIP TPS SM 22.5x38MM,87
ORS0371456,MESH VENTRALT ST W/ECHO 4.5IN,2612
ORS0371457,MESH VENTRALT ST W/ECHO 4x6IN,646.25
ORS0371458,MESH VENTRALT ST W/ECHO 6IN,2000
ORS0371459,BIT DRL NON-CANNULATED 4MM,412.5
ORS0371460,BLADE OSTEOTOME LATARJET,447.5
ORS0371461,WASHER F/3.75MM SCREW TI,125
ORS0371462,GWIRE LONGE .062 x 6MM,143.75
ORS0371463,BIT DRILL CANN 2.75MM x .066,875
ORS0371464,GUIDEWIRE LONG .062 x 7MM,143.75
ORS0371465,ANCHOR HEALICOIL RSB SA 5.5 BK,997.5
ORS0371466,CANNULA CLEARTRC THRD GRAY7x72,75.8
ORS0371467,SCRW CORT LP NONLCK 3.5x55MM,87.5
ORS0371468,PLATE CLAV FX CNTRL 3RD LT SS,1237.5
ORS0371469,PLATE TUBULAR 1/3 LCKG 4H,562.5
ORS0371470,SLV KII 2 THREAD 5x100MM,27.5
ORS0371471,MESH VENTRALT ST CIRCLE 15CM,1375
ORS0371472,MESH VENTRALT ST CIRCLE 20CM,2400
ORS0371475,IMPL FINGER SWANSON SZ 0,3220
ORS0371476,IMPL FINGER SWANSON SZ 2,3220
ORS0371477,PLATE LCKNG DIST FIB SS LT 4H,1375
ORS0371478,SCRW INTR GRFTBLT TIB 5.5x7MM,1412.5
ORS0371481,CATH BLN MAMMOSITE M-L 3.5-5CM,7350
ORS0371482,CATH BALN CONTURA M-L 4.5-6CM,6875
ORS0371483,SCRW CANN FULL THRD 3.75x38MM,500
ORS0371484,ALGFT CHONDROFIX OSTEOCH 9MM,8422.5
ORS0371485,IMPL GREAT TOE LPTREG SZ #2,4997.5
ORS0371486,ANCHOR SUT SWVLCK PEEK 8MM,1357.5
ORS0371487,SCRW CANC FL-THRD SS 3x14MM,87.5
ORS0371488,PLATE LCKG DISTAL FIB SS RT 4H,1375
ORS0371489,MESH PCO OPT SHIRT 20x15CM,2291.25
ORS0371490,MESH PCO OPTIMIZED RND 20CM,2499.28
ORS0371491,SCREW LCKNG DIST FIB SS LT 6H,1812.5
ORS0371492,MESH PCO OPTIMIZED 20CM RND,2460.9
ORS0371493,REAMER PILOTED HEADED 1453,512.5
ORS0371494,PLATE DISTL TIB 10H 3.5x187MM,3823.08
ORS0371495,SCRW CANN CONICAL THRD 3.7x25,440
ORS0371496,SCREW CANN LOCKING 3.7x38MM,501.1
ORS0371497,GUIDE WIRE DRILL TIP 1.6x200MM,330
ORS0371498,SCREW CANN  LOCKING 3.7x50MM,501.1
ORS0371499,SCREW CANN LOCKING 3.7x38MM,501.1
ORS0371500,SCREW CANN LOCKING 3.7x40MM,501.1
ORS0371501,ANCHOR HEALIX ADV KNTL BR 5.5,1085
ORS0371502,SCREW CANN CONICAL THRD 3.7x46,440
ORS0371503,PLATE DSTL TIB 12H 3.5x213MM,3864.63
ORS0371504,PLUG PATCH PHASIX MESH LARGE,1118.75
ORS0371505,SCREW CANN LOCKING 3.7x32MM,501.1
ORS0371506,PLATE DVR CROSSLOCK MINI LEFT,2775
ORS0371507,SCREW SQ LOCK 2.7MM x  24MM,325
ORS0371508,SCREW SQ LOCK 2.7MM x 14MM,325
ORS0371509,SYS SPBRDG W/BIOCMP SWVLK SBS5,4250
ORS0371512,CATH VERSAFLEX-Z ZNIS +8R NEW,262.5
ORS0371513,TENDON GRAFTLINK,6040
ORS0371514,FLIPCUTTER II 7.0MM,812.5
ORS0371515,STENT SINUS PROPEL,1937.5
ORS0371516,STENT SINUS PROPEL MINI,1937.5
ORS0371517,PLATE BONE LC DCP 6H 26MM,771.38
ORS0371518,SCREW CRUCFRM MOD HAND 2.4x20,168.3
ORS0371519,MANIFOLD NEPTUNE 2 4PORT,58.75
ORS0371520,MANIFOLD NEPTUNE 2 SINGLEPORT,21.43
ORS0371521,PLATE CLV 8H NARROW LEFT,2405
ORS0371522,REAMER PILOTED HEADED 7MM,497.13
ORS0371523,REAMER PILOTED HEADED 8MM,461.25
ORS0371524,ANCHOR SUT SWVLCK TEN 7x19.5MM,982.13
ORS0371525,ANCHOR SUT SWVLCK TEN 8x19.5MM,1087.5
ORS0371526,ANCHOR MICRO BIO-COMP SUT-TAK,812.5
ORS0371527,ANCHOR MICRO SUTTAK 2.4x6.5MM,393.75
ORS0371528,ANCHOR SUTURE MICRO FT 2.2 40,641.25
ORS0371529,ANCHOR MINI CORKSCRW 2.7x7MM,641.25
ORS0371530,SLING DESARA BLUE 1.1 x 45CM,2991.6
ORS0371531,TIGHTROPE ABS BUTTON 14MM,535
ORS0371532,TIGHTROPE ABS OPEN,470.45
ORS0371535,*TISSUE ALLODERM / SQCM HC *P,81.23
ORS0371536,SCREW BONE SS CORT 3.5x12MM,31.5
ORS0371537,SCREW BONE CANC PT SS 4x20MM,31.5
ORS0371539,IMPL MAMM NATRLL SALINE 350ML,2250
ORS0371540,SCRW CMPRSN HDLSS L-T 2.4x36MM,831.1
ORS0371541,STNT MONOKA SLF THRDG MED 3MM,233.33
ORS0371544,SCREW LP NON LOCK 2.7x14MM,162.5
ORS0371545,*OASIS WOUND MATRIX/SQCM LC *P,43.37
ORS0371546,*INTEGRA BILYR MATRX/SQCM LC*P,612.88
ORS0371547,*GRAFT JACKT MATRIX/SQCM HC *P,500.71
ORS0371548,*INTEGRA MATRIX /SQCM LC  *P,325
ORS0371549,*DERMACELL / SQ CM      *P,20.98
ORS0371550,*ALLGF ALLOPATCH HD/SQCM LC *P,83.75
ORS0371551,*STRATTICE TM/SQ CM    *P,77.24
ORS0371552,*E-Z DERM BIOSYNTH LC  *P,6.1
ORS0371553,NEEDLE BLOCK NERVE STIMUQUICK,25.48
ORS0372353,ANCHOR BIOSCREW FW 2 4.5x15MM,641.25
ORS0372354,SCREW BONE COMPR SHORT 4.3x38,1057.5
ORS0372355,PLATE KEINBOCK RADIAL SHORT,3482.5
ORS0372356,BLADE SAW RAYHACK 40100110,215
ORS0372357,SCREW RYHCK GENRTN II 3.5x12MM,277.5
ORS0372358,SCREW RYHCK GENRTN II 3.5x14MM,255
ORS0372359,SCREW RYHCK GENRTN II 3.5x20MM,277.5
ORS0372360,SCREW RHYCK GENRTN II 2.7x14MM,255
ORS0372361,STEM SECURE FIT ADV 8.30x136,7102.88
ORS0372362,STEM FEM ACCII V40 SZ3 30x102,7371
ORS0372363,GUIDE-GAUGE DEPTH DRILL LOCKNG,832.5
ORS0372364,SCRW BONE COMPR SHORT 4.3x38,1057.5
ORS0372365,SCREW LP NON LOCK 2.7x12MM,162.5
ORS0372366,PLATE BONE DVR LOCK WIDE RIGHT,2775
ORS0372367,SCREW LP NON LOCK 2.7x20MM,162.5
ORS0372368,REAMER PILOTED HEADED 6.5MM,512.5
ORS0372369,ANCHOR SUT SWVLCK TEN6.25X19.1,1025
ORS0372370,SCRW LP NON LOCK 2.7x12MM,162.5
ORS0372371,SCREW LP NON LOCK 2.7x13MM,162.5
ORS0372372,SCREW BONE CANN SS 4.5x52MM,417.98
ORS0372380,PLATE CLAV FX CNTRL 3RD RT SS,1237.5
ORS0372381,ANCHOR JUGGERKNOT MINI W/N 1MM,990
ORS0372382,WIRE K DBL TRO SNGL NS .36x6,37.5
ORS0372383,WIRE K DBL TRO SNGL NS .45x6,37.5
ORS0372384,PEG BONE SMOOTH LOCK 2.2x14MM,325
ORS0372385,PEG BONE SMOOTH LOCK 2.2x20MM,325
ORS0372386,PLATE CLAV FRACT CNTRL 3RD LT,1237.5
ORS0372387,SCREW CANN SHORT THRD 3x40MM,409.55
ORS0372388,KIT EXPANDER II KYPHX 15/3,8640
ORS0372389,SCRW CRTX S-T STRDRV RECS 2x34,88.6
ORS0372390,SCREW CORT STARDRV 3.5x55MM,54.73
ORS0372393,KIT KYPHX XPEDE CEMENT & MIXER,812.38
ORS0372394,SCREW CORT  TI SLFTAP 1.5x12MM,110.1
ORS0372395,IMP MAMM SMOOTH ROUND 100ML,2187.5
ORS0372396,TUBE BRONCHIAL EZ BLOCKER 7FR,412.5
ORS0372397,CATH BALN DIL XPRESS W/L FIBR,4522.5
ORS0374390,ANCHOR GII QUICK-ANCHOR PLUS,1273.13
ORS0374392,IMP MAMM NATRELLE 410 SI 640ML,3312.5
ORS0374393,TUBE ET TIVANTAGE EMG SIZE 6,925
ORS0374394,TUBE ET TIVANTAGE EMG SIZE 7,925
ORS0374395,TUBE ET TIVANTAGE EMG SIZE 8,925
ORS0374397,SCRW LP NON LOCK 2.7X15MM,162.5
ORS0374398,BIT DRILL CALIBRATED 2.5MM,170
ORS0374399,BIT DRILL 1.7MM,197.5
ORS0374400,SCRW CORT LP VA LCK NEAR2.4X16,350
ORS0374401,SCRW CORT LP VA LCK NEAR2.4X20,350
ORS0374402,SCRW CORT LP VA LCK NEAR2.4X22,350
ORS0374403,PLATE DIST RAD VOLR TI 3H LT,1987.5
ORS0374404,SCRW LCKG TI 3.5X16MM,212.5
ORS0374405,SCREW LP NON LOCK 2.7x42MM,162.5
ORS0374406,PLATE DVR NARROWRIGHT,2775
ORS0374407,IMP MAMM SALN NATRL 68HP 500ML,1162.5
ORS0374408,BUTTON BICEPS TENODESIS PROX,1518.75
ORS0374409,ANCHOR SUT SWVLK TEN 6.25x19.1,950
ORS0374410,ANCHOR SUT SWVLK TEN 7x19.1MM,1555
ORS0374411,PLATE BONE BROAD 4.5 17H 318,2235.63
ORS0374412,GUIDE DRILL PERC THRD 4.3MM,875.15
ORS0374413,PLATE CLAV FX CNTRL 3 RT 2652,1237.5
ORS0374414,SCREW BONE CORT CRUCFRM 2x18MM,65
ORS0374415,BIT DRILL VERTEX 2.4x14MM,500
ORS0374416,IMP MAMMSALN NATRL 68HP 400ML,1162.5
ORS0374417,SCRW CRTX TI S-T 2.4x10MM,186.75
ORS0374418,SCRW CRTX TI S-T 2.4x11MM,186.75
ORS0374419,SCRW CRTX TI S-T 2.4x12MM,186.75
ORS0374420,SCRW CRTX TI S-T 2.4x13MM,186.75
ORS0374421,SCRW CRTX TI S-T 2.4x14MM,186.75
ORS0374422,ANCHOR PEEK SWIVELOCK C 5.5MM,709.98
ORS0374423,BIT DRILL MINI 1.8MM,147.25
ORS0374424,BIT DRILL MINI 12.4MM,147.25
ORS0374425,PAD DRI SAFE ABSORBENT BLUE,39.38
ORS0374426,PAD DRI SAFE ABSRBNT BLUE PLY,50
ORS0374427,SCREW BONE CANN PT SS 4.5x42MM,417.98
ORS0374428,SCRW CMPRSN HDLSS S-T 2.4x22MM,831.1
ORS0374429,SCREW BONE LCK 3.2x8MM,237.5
ORS0374430,SCREW BONE CANC HEX PT 4x16MM,32.75
ORS0374431,SCRW CMPRSN HDLSS S-T 2.4x22MM,831.1
ORS0374432,SCREW BONE HDLSS CANN 2.4x12MM,687.5
ORS0374433,SCREW BONE CORT HEX 3.2x10MM,337.5
ORS0374434,BIR DRILL 2.4MM,197.5
ORS0374435,SCREW CORT LP 2.4x20MM,275
ORS0374436,SCRW CORT LP NONLCK 3.5x22MM,150
ORS0374437,SCREW CORT LP NONLCK 3.5x24MM,150
ORS0374438,SCRW CORT LPLCK 3.5x30MM,140.63
ORS0374439,PLATE LISFRANC SMALL RIGHT,2000
ORS0374440,HEAD RADIAL RIGHT 24MM,6842.5
ORS0374441,STEM RADIAL HEAD 7x0MM,4167.5
ORS0374442,GWIRE TROCAR TIP .062,37.5
ORS0374443,CANNULA (PURPLE) 7.0x75MM,92.5
ORS0374444,TIGHTROPE SYS MPFL ACL BIOCOMP,6025
ORS0374445,*APPLIGRAFT SKN SUB/SQCM HC *P,89.46
ORS0374446,SCRW SQ LOCK 2.7x13MM,325
ORS0374447,PLAT CLAV FRACT CNTRL 3 LT 265,1237.5
ORS0374448,BB-TAK THREADED,212.5
ORS0374449,PLATE LCKG DISTAL FIB SS RT 8H,1987.5
ORS0374450,IMP MAMM SALN NATRL 68HP 350ML,1162.5
ORS0374451,PLATE LCP CLAV LT 7H 3.5 STR,2547.08
ORS0374452,CANN SMOOTH CLEAR 7.0x75MM,97.5
ORS0374453,TIGHTROPE BUTTON EXTENDER,462.5
ORS0374454,BUTTON KIT PEC LARGE,3712.5
ORS0374455,IMP SYSTM CMC MINI TIGHTROPE,1181.25
ORS0374456,CANN THRD YELLOW 8.5x75MM,97.5
ORS0374457,CANN SMOOTH 5.5x75MM,97.5
ORS0374458,DRILL BIT WRIGHT 2.0MM,647.5
ORS0374459,BUTTON CANN PASSPORT 10-30CM,64
ORS0374460,CANN THRD CLEAR 78.5x55MM,79
ORS0374461,BIT DRILL COUNTERSINK 2x2.5MM,225.25
ORS0374462,WIRE K DBL TRO SNGL NS .62x6,8.25
ORS0374463,CANN SMOOTH DSTL RIB 5.5x75MM,92.5
ORS0374464,PLATE DVR CROSSLOCK STNDRD LFT,2775
ORS0374465,PEG BONE SMOOTH LOCK 2.2x26MM,325
ORS0374466,SCREW MD 2.7x24MM,545
ORS0374467,SCREW CANN SHORT THRD 3x36MM,409.55
ORS0374468,WASHER SCREW THRD CANN SS 3MM,291.73
ORS0374469,SCREW CORT STAR DRV 3.5x10MM,54.73
ORS0374470,SCREW BONE CORT LAG 3.2X26MM,337.5
ORS0374471,DRIVER SHAFT & TAP AO 3.2,275
ORS0374472,IMP MAMM ROUND NATRELLE 210ML,1437.5
ORS0374473,ELECTRD SURG WDG VPR 2.3W/14HP,770
ORS0374474,STEM EVOLVE 5.5MM,5625
ORS0374475,HEAD EVOLVE 20MM,4732.5
ORS0374476,KIT AC ACUTE REPAIR,4020
ORS0374477,FASCIA LATA ASEP FD 10CMX15MM,3405
ORS0374478,PLATE CLAV FRACT 8H CNTRL 3 LT,1237.5
ORS0374479,SIZER MAMM MOD FULL PROJ 335ML,625
ORS0374480,TROCAR VP V2 BLDLS OPT STD 5MM,73.59
ORS0374481,CANNULA VP BLDS OPT STD 5MM,35
ORS0374482,TROCAR VP BLDS OPT SHRT5MM,72.5
ORS0374483,TROCAR VPV2 BLDLS OPT LNG12MM,85
ORS0374484,TROCAR VP PLUS BLDLS STD 15MM,137.5
ORS0374485,TROCAR BL-PT+ FOAM GRIP 5-12MM,85
ORS0374486,PROTECTR WOUND SML INC 2.5-6CM,82.75
ORS0374487,PROTECTR WOUND MED INC 5-9CM,82.75
ORS0374488,PROTECTR WOUND LRG INC 9-14CM,124.5
ORS0374489,APPL ENDO CLIP III 5MM,449.83
ORS0374490,TROCAR VPV2 BLDLS STD 11MM,98.96
ORS0374491,TROCAR VPV2 BLDLS OPT STD 12MM,86.28
ORS0374492,SCREW BONE CORT ST 4.5x20MM SS,40.7
ORS0374493,CEMENT QUICKSET KIT 5ML,3465
ORS0374494,BIT DRILL 1.2x25MM,317.5
ORS0374495,SCRW CORTX BONE GREEN 1.5x06MM,218.5
ORS0374496,SCRW CORTX BONE GREEN 1.5x08MM,218.5
ORS0374497,SCRW CORTX BONE GREEN 1.5x05MM,218.5
ORS0374498,BLD MCRO SHRT NRW DL-CT 18.5x7,167.48
ORS0374499,CANNULA VP BLDS OPT SHORT 5MM,35
ORS0374500,KIT ACP SERS II/F BIOCRTLG SYS,625
ORS0374501,CABLE PIN IMPLANT SET 35MM,1587.9
ORS0374502,ANCHOR GRYPHON P BR W'ORTHCD20,1355
ORS0374503,ANCHOR GRYPHN W/PERMACORD,927.5
ORS0374505,PACK CENSION MCP DISP,985.63
ORS0374506,COMPONENT DISTAL MCP,3807.25
ORS0374507,COMPONENT PROX MCP,5662.38
ORS0374508,IMP TENDN HNTR ACT PC 4MMx18CM,2030
ORS0374509,SCREW HEADLESS CANN 2x20MM,925
ORS0374510,DRILL CANN OSTEOMED,662.5
ORS0374511,BLD TENDON STRIPPER 10MM,437.5
ORS0374512,MESH HERNIA VENTRALEX ST SML,912.5
ORS0374513,MESH HERNIA VENTRALEX ST MED,1100
ORS0374514,MESH HERNIA VENTRALEX ST LRG,1400
ORS0374515,ADAPTER SIMPLICITY III,997.5
ORS0374516,NDL RF 22G CRV 10CM-1OMM A-T S,18.07
ORS0374517,NDL RF 22GA  CRV 10CM-10MM A-T,48.5
ORS0374518,CANN RF STR 15CM 10MM A-T DISP,17.4
ORS0374519,GRAFT PUTTY BDM GFTON 1ML,540
ORS0374520,GRAFT PUTTY DBM GFTON 10ML,2418
ORS0374521,TUBING INFLOW / OUTFLOW,342.5
ORS0374522,TRAY EXPRESS KYPHON KYPHOPAK,9375
ORS0374523,KIT PERC INSRTN F/3MM SUTRTAK,438.75
ORS0374524,PLATE VOLAR ANGL 5H 7PEG LFT,2500
ORS0374525,SCREW BONE STARDRV T8 2.7x8MM,293.28
ORS0374526,PLATE DISTL FIB 2.7/3.5 3H RT,1674.43
ORS0374527,NEEDLE SUTURE CURVTEK 7MM MED,21.67
ORS0374528,NEEDLE SUTURE CURVTEK 22MM XLG,21.67
ORS0374529,SCREW BONE CANN LONG THRD 3x20,409.55
ORS0374530,SCREW BONE CANC CANN LAG 3x36,475
ORS0374531,SCREW BONE CANC CANN LAG 3x38,475
ORS0374532,SCREW BONE CANC CANN LAG 3x40,475
ORS0374533,ANCHOR HEALIX/FORCE FBR BR 4.5,1172.5
ORS0374534,HEAD EVOLVE 20MM +2,4732.5
ORS0374535,STEM EVOLVE 7.5MM,5625
ORS0374536,PLATE BONE DIST CLAV 9H RIGHT,2405
ORS0375340,SCRW BONE ACUTRAK II STD 18MM,975
ORS0375341,SCREW LCKG LP 3.5x26MM,287.5
ORS0375342,GOWN BAIR PAWS FLEX SMALL,35.83
ORS0375343,BIT DRILL TORNIER 2.0MM,300
ORS0375344,TAP TORNIER 2.7MM,300
ORS0375345,SCREW RFS 2.7x24MM,925
ORS0375346,BIT DRILL TORNIER 2.5MM,300
ORS0375347,SCRW LP NON LOCK 2.7x16MM,88.25
ORS0375349,ANCHOR SUT HEALX ADV BR3 6.5MM,940
ORS0375355,SCRW LCKG TI SLF-TP 2.7x8MM,295.78
ORS0375356,SCRW LCKG TI SLF-TP 2.7x10MM,251.05
ORS0375357,SCRW LCKG TI-SLF-TP 2.7x12MM,251.05
ORS0375358,SCRW LCKG TI SLF-TP 2.7x14MM,251.05
ORS0375360,SCRW CORT LP 2.4x22MM,275
ORS0375361,SCRW CORT VAL NEAR TI 2.4x18MM,350
ORS0375362,SCRW CORT LP NONLCK 3.5x13MM,150
ORS0375363,SCRW CORT LP NONLCK 3.5x14MM,150
ORS0375364,SCRW CORTICAL 3.2x18MM,212.5
ORS0375365,PLATE CLAV FX CNTRL 3 RT 2655,1237.5
ORS0375366,IMMOB SHLDR SLING ORTHO LG/XL,112.5
ORS0375367,*BRA COMPRESSION  ALL SZ *P,112.5
ORS0375368,SCREW CORT LCK HEX 3.2X16 STRL,287.5
ORS0375369,SCREW CORT LCK HEX 3.2X18 STRL,287.5
ORS0375370,SCRW LCKG LP SS 3.5x12MM,275
ORS0375371,ANCHOR HEALIX ADVNC BR W/P 5.5,992.5
ORS0375372,DEV MYOSURE LITE TISSUE REMOVL,1975
ORS0375373,SEAL F/MYOSURE SCOPE,25
ORS0375374,DEV MYOSURE CLASSIC TISSUE REM,3500
ORS0375375,DEV MYOSURE XL TISSUE REMVL,4165
ORS0375376,CANN AQUILEX BEMIS W/TRAP,25.56
ORS0375377,SCRW LP SHT THRD 4.0x50MM,363.75
ORS0375378,SCRW CORT LP NONLCK 3.5x30MM,87.5
ORS0375380,IMP MAMM MOD HT MOD PROJ 450ML,3312.5
ORS0375381,IMP MAMM MOD HT FLL PROJ 580ML,3312.5
ORS0375382,IMP MAMM FLL HT PROJ 475ML,3375
ORS0375383,IMP MAMM FLL HT FLL PROJ 535ML,3375
ORS0375384,SCRW HEXALOBE N/LOCK 3.5x45MM,197.5
ORS0375385,SCRW HEXALOBE N/LOCK 3.5x12MM,197.5
ORS0375386,PLT OLECRANON STAND 3H RIGHT.,2675
ORS0375387,FEM VANGRD PS OPN INTL RT 67.5,8557.5
ORS0375388,SCREW SQ LOCK 2.7 x 30MM,325
ORS0375389,SCREW BONE HDLSS CANN 2.4x18MM,925
ORS0375390,SCREW BONE HDLSS CANN 2.4x22MM,925
ORS0375391,SIZER MAMM MOD HT FLL PROJ 580,625
ORS0375392,SIZER MAMM MOD HT MOD PROJ 450,625
ORS0375393,SIZER MAMM FLL HT FLL PROJ 475,625
ORS0375394,SCRW HEXALOBE CORTCL 2.7x24MM,197.5
ORS0375395,PLUG MESH LIGHT PERFIX SMALL,606.5
ORS0375396,PLUG MESH LIGHT PERFIX MEDIUM,609.25
ORS0375397,PLUG MESH LIGHT PERFIX LARGE,617.5
ORS0375398,PLUG MESH LIGHT PERFIX X-LARGE,719.5
ORS0375399,SCREW CANN LAG 4X12MM,475
ORS0375400,SCREW CANN LAG 4X30MM,475
ORS0375401,SCREW CANN LAG 4X32MM,475
ORS0375402,KIT INFLATOR BALN NUVENT 18IN,360.5
ORS0375403,BALN SEEKER EM MAXILLARY 5x7MM,831.25
ORS0375404,BALN SEEKER EM FRONTAL 5x17MM,1706.25
ORS0375405,BALN SEEKER EM SPHENOID 5x17MM,656.25
ORS0375406,BALN SEEKER EM MAXILLARY 7x7MM,855.75
ORS0375407,BALN SEEKER EM FRONTAL 7x17MM,1757
ORS0375408,BALN SEEKER EM SPHENOID 7x17MM,675.5
ORS0375409,SUCTION MALLEABLE STD TIP 9FR,700
ORS0375410,GRFT CNDYL FEM HEMI MEDIAL LFT,26125
ORS0375411,SCREW HEAD CART-FIRE 2.5x26MM,500
ORS0375412,IMP MAMM NATRL MOD FL-PROJ 525,3312.5
ORS0375413,SIZER MAMM FLL HT MOD PROJ 395,625
ORS0375414,IMP MAMM FLL HT MOD PROJ 395ML,3250
ORS0375415,IMP MAMM FLL HT MOD PROJ 440ML,3250
ORS0375416,IMP MAMM FLL HT MOD PROJ 500ML,3250
ORS0375417,BIT DRILL TWIST 2.0 SCREW 2,400
ORS0375418,REAMER COLLOR RAD HD 8MM DISP,1015
ORS0375419,SCRW HEXALOBE NON LCK 2.7x18M,197.5
ORS0375420,SCRW HEXALOBE NON LCK 2.7x20MM,197.5
ORS0375421,PLT OLECRANON STAND 7H RIGHT,3035
ORS0375422,PLATE CORONOID STD RIGHT,3390
ORS0375423,SCRW HEXALOBE CORTCL 2.7x32MM,197.5
ORS0375424,SCRW HEXALOB CORTCL 2.7x28MM,197.5
ORS0375425,SCRW HEXALOB CORTCL 3.0x18MM,197.5
ORS0375426,SCRW BIO-CMPRSN 3.5x24MM,1412.5
ORS0375427,SCRW BIO-CMPRSN 3.5x20MM,1412.5
ORS0375428,SCRW BIO-CMPRSN 3.5x16MM,1412.5
ORS0375429,SUT FBLOOP 4-0 10IN NDL 12.7MM,72.5
ORS0375430,GUIDE DRILL 2.0 / 2.7MM,400
ORS0375431,SCREW CORT STAR DRV 3.5x42MM,54.73
ORS0375432,PLATE BONE DSTL CLAV 13H 2.5RT,2650
ORS0375433,SCREW BONE HDLSS CANN 2.4x18MM,687.5
ORS0375434,SCREW BONE HDLSS CANN 2.4x20MM,687.5
ORS0375435,LRYNGSC GVL STAT 0 SINGLE-USE,57.25
ORS0375436,LRYNGSC GVL STAT 1 SINGLE-USE,57.25
ORS0375437,LRYNGSC GVL STAT 2 SINGLE-USE,57.25
ORS0375438,LRYNGSC GVL STAT 2.5 SNGL-USE,57.25
ORS0375439,SCREW BONE CANN LONG THRD 4X54,270.7
ORS0375440,PLT FOREARM CRV 10H B,3312.5
ORS0375441,TROCAR NON-BLADED 8MM,75
ORS0375442,PLATE CLAV DISTL LONG RT SS,1375
ORS0375443,PLT MTP ORTHO FUSN MED RT 10D,4135
ORS0375444,SCREW LOCKING 2.7 x 14MM,372.5
ORS0375445,SCREW LOCKING 2.7 x 18MM,605
ORS0375446,SCREW LOCKING 2.7 x 20MM,605
ORS0375447,SCREW LOCKING 2.7 x 22MM,605
ORS0375448,PIN FIX TEMP 1.1MM,205
ORS0375449,BIT DRILL 2.0,325
ORS0375450,SCREW HEADLESS 3.0x32MM,692.5
ORS0375451,PLATE DVR CROSSLOCK MED LFT,3125
ORS0375452,SCREW MD 2.7MM x 14MM,545
ORS0375453,SCREW HEAD DT-FIRE 2.5x18MM,500
ORS0375454,SCREW BONE ACUTRAK II STD 28MM,1240
ORS0375744,BRUSH CYTOLOGY 2.4MMx150CM,28.73
ORS0375745,BRA COMPRESSION WE-1XD W 2DTP,112.5
ORS0375746,BRA COMPRESSION WE-2X W 2DTP,112.5
ORS0375750,SCREW BONE MICRO ACUTREK II 26,1200
ORS0375751,IMP MAMM SIL STYLE 20 260ML,2125
ORS0375753,IMP MAMM SIL STYLE 20 230ML,2125
ORS0375754,SCREW HEX 4.3MM x 18MM,322.5
ORS0375755,SCREW HEX 4.3MM x 34MM,322.5
ORS0375756,SCREW HEX 4.3MM x 32MM,322.5
ORS0375757,SCREW HEX 4.3MM x 28MM,322.5
ORS0375758,PLATE HUM PROX 6 HOLE LEFT,3460
ORS0375759,DRILL TWIST AO 2MM,262.5
ORS0375760,SCREW BONE T7 2.7x16MM,227.5
