Report Name:,Daily CDM,
4929865,ALLERGY-ICE-QUEST,10.00
4929873,MYOGLOBIN SERUM-MAYO,25.22
4929881,ANA LUPUS PANEL-QUEST,96.48
4929899,"NTX-TELOPEPTIDE,CREAT URI",16.13
4929907,"NTX-TELOPEPTIDE,URINE CH2",13.13
4929915,"APLPH-1-ANTITRYPSIN,SERUM",11.18
4929923,"ALPHA-1-ANTITRYPSIN,PHENO",12.04
4929931,"MYELOPEROXIDASE AB,MPO-MA",6.24
4929949,ANCA PNL FOR VASCULITIS,18.95
4929956,DIPHTHERIA TOXOID IGG AB,35.79
4929964,"B.PERTUSSIS AB,IGG,S-MAYO",80.00
4929972,CREATININE BODY FLUID-MAY,28.37
4929980,ANGIOTENSIN CONVERTING EN,64.70
4929998,"LYSOZUME,SERUM-MAYO",76.60
4930004,"C.TRACH,MISC,RNA-MAYO",50.17
4930012,CAMPLYLOBACTER JEJUNI ANT,99.83
4930020,PANCREASTATIN-MAYO,165.00
4930038,HEPATITIS A TOTAL ANTIB-M,10.57
4930046,RHEUMATOID ARTHRITIS PANE,25.25
4930053,RHEUMATOID ARTHRTIS PANEL,25.25
4930061,RHEUMATOID ARTHRTIS PANEL,25.25
4930079,"FSH,PEDIATRICS-QUEST",93.63
4930087,"LH,PEDIATRICS-QUEST",93.64
4930095,"CYP2C19 GENOTYPE,B-MAYO",801.40
4930111,MVISTA HISTOPLASMA ANTI-M,119.00
4930129,BCR/ABL1 CYTOGENETICS DNA,84.11
4930137,BCR/ABL1 CYTOMOLECULRE-M,46.89
4930145,"ANTI-DNASE B TITER,S-MAYO",122.90
4930152,SRY YP11.3 CYTOGENETICS-M,161.96
4930160,SRY YP11.3 CYTOGENETICS-M,90.29
4930178,"CHLAMYDIA RNA,RECTAL-QUES",60.00
4930186,LIVER FIBROSIS TEST PANEL,250.00
4930194,MOTOR & SENSORY NEUROPATH,"2,500.00"
4930202,HLA-B 5801 GENOTYPE ALLOP,218.10
4930210,"BILIRUBIN,BODY FLUID-MAYO",117.50
4930228,"RHEUMATOID FACTOR,BOD FLU",22.50
4930236,"CORTISOL,FREE-QUEST",62.50
4930244,ACID FAST BACILLI ID-JH,304.50
4930251,M.ABSCESSUS DIFFERNTIA-JH,108.77
4930269,MIC 20 DRIG COMO-JEW HEAL,389.62
4930277,PDL-1 BY ICHC-IO,340.00
4930285,ROS1 BY FISH-IO,550.00
4930293,"FREE FATTY ACIDS,TOTAL MA",42.52
4930301,"PNH,FL-LINKED AG1 MARK-M",31.76
4930319,"PNH,PL-LINKED AG ADD-ON-M",68.12
4930327,TRICHOPHYTON RUBRUM ICE-M,10.00
4930335,ROCKY MOUNTAIN SPOTTED-M,16.38
4930343,ROCKY MOUNTAIN SPOTTED-M,16.38
4930350,CYTOGENETICS ADD KARYO-NG,0.00
4930368,CYTOGENETICS ADD CULTU-NG,90.00
4930376,"INC,ADDNL STAIN PROC-NG",93.16
4930384,IHC BY ISH-NG,147.92
4930392,TSH RECEPTOR ANTIBODY-MAY,13.78
4930400,BETA CAROTENE-MAYO,122.75
4930418,HLA SELECT XMATCH PLAT AR,"1,000.00"
4930426,RED CELLS LUERED AUTOLO-A,345.00
4930434,MUTATION ANALY BIDIRECT-N,200.00
4930442,"T.VAGINALIS RNA,QUAL TM-Q",75.34
4930459,COLLOIDAL IRON STAIN-LC,20.00
4930467,"SMMHC STAIN,FIRST ANTI-LC",40.00
4930475,"SMMHC STAIN,EA ADD'L-LC",40.00
4930483,AMPHETAMINES; 1 OR 2-MAYO,23.91
4930491,"MDA CONFIRMATION,URINE-MA",23.91
4930509,"BCR/ABL,P190,QUANT MON-MA",350.06
4930517,COLLAGEN CROSSLNKD N-UR-Q,58.50
4930525,HEREDTRY HEMOCHROM DNA-QU,196.50
4930533,ANA MULTIPLEX W/REFLUX-QU,8.78
4930541,LVR KDNY MICROSML ANTBDY,22.87
4930566,THYROID FUNCTION CASCADAE,33.97
4930574,BETA GLBN GENE SQNCNG BLD,600.00
4930582,CYP2D6 GENOTYPE CSCD-MAYO,561.90
4930590,MVISTA COCCDDS ANTGN-MAYO,119.00
4930608,HLA TYPNG CELIAC D-QUEST,220.63
4930616,ALKLN PHSPHT BN SPC-QUEST,61.00
4930624,MORPH ANA TMR IMM-LABCRP,388.00
4930632,IHC MLTPLX X1 TCHN-LABCRP,114.00
4930640,APHERESIS PLTS IRRD -ARC,502.00
4930657,CUTANEOUS IMMFLU STAIN-M,49.76
4930665,IHC-EA ADDIT STAIN-LABC,38.00
4930673,HRPS SMPLX VRS PCR-MAYO,46.10
4930681,MDS PANEL  - INTEGRATED,80.00
4930699,MDS PNL 88275-INTEGRATED,80.00
4930707,STRATIFY JCV ANTIBODY W R,"1,511.08"
4930715,GONAD RELEASING HRMN-MAYO,260.00
4930723,BCL-2 TRNSLCTN T(14:18)NG,315.00
4930731,BRAF MUTATN ANALYSIS-NG,200.00
4930749,UNLSTD MLCLR PTHLGY-MAYO,110.00
4930756,MOPTH PRCDR LVL 2 - MAYO,110.00
4930764,MOPATH PRCDR LVL 5 - MAYO,110.00
4930772,MOPATH PRCDR LVL 6 - MAYO,110.00
4930780,MOPATH PRCDR LVL 7 - MAYO,110.00
4930798,MOPATH PRCDR LVL 8 - MAYO,110.00
4930806,MOPATH PRCDR LVL 9 - MAYO,110.00
4930814,THROMBIN TIME-MAYO,41.40
4930822,"RHEUMATOID FACTOR,BODY FL",79.00
4930830,CARDIO IQ LIBOPROTEIN(A)M,25.00
4930848,HEPATITIS C VIRL RNA GENO,193.00
4930855,AREOBIC BACTERIA SUSPECTI,133.67
4930863,AFB SEQUENCING 1-QUEST,442.80
4930871,"POLIOVIRUS(TYP 1,2)AB-MAY",180.52
4930889,ALPHA-SUB OF PIT GLYCO-MA,35.00
4930897,IN SITU HYBRIDIZATION 1ST,125.00
4930905,IN SITU HYBRIDIZAT-EA ADD,125.00
4930913,3 RBC AG NEG UNIT-ARC,220.00
4930921,MACPROBE-FOCUS,221.40
4930939,MAC MIC SUSCEPTIBIL-FOCUS,161.50
4930947,RESPIRATORY VIRAL PANEL-M,521.80
4930954,"PNEUMOCYSTIS JEFOVECII,MA",121.40
4930962,GANGLIOSIDE IMMUNIO-MAYO,251.00
4930970,"AVOCADO,IGE-MAYO",5.33
4930988,INHIBIN A-QUEST,83.38
4930996,INHIBIN B-QUEST,135.00
4931002,KIT(C-KIT)MUTATION ANALY,304.00
4931010,FLT3(INCL D385)MUTATION,300.00
4931028,STAT3 MUTATION ANALY-NEO,490.00
4931036,TP53 NUTATION ANALY BI-DI,900.00
4931044,NEOTYPE AML PROGNOS PROF,"1,630.00"
4931051,"ALCOHOL,METHYL-QUEST",68.25
4931069,"BRUCELLA TOTAL AB,AGGLUT",20.45
4931077,14.3.3 ETA PROTEIN-MAYO,159.80
4931085,FECAL LEUKOCYTES-MAYO,45.76
4931093,UGT1A1 FULL GENE SEQ-MAYO,"1,000.00"
4931101,MALDI-TOF ID-QUEST,221.40
4931119,"PNEUMOCYST JIROVECII,QUES",42.00
4931127,ABL T3351 MUTAT IN CML-QU,500.00
4931135,PD-L1-NEOGENOMICS,150.00
4931143,MUMPS IGM ANTIBODY-MAYO,161.50
4931150,HSV IGM AB BY EIA-MAYO,7.64
4931168,DNA ANALY SKELTAL DYSP=GC,495.00
4931176,C3A LEVEL - MAYO,126.86
4931184,C4A LEVEL - MAYO,126.86
4931192,"PANCREATIC AMYLS,SRM-MAYO",42.76
4931200,"FETOMTNL BLD,FLW CYTO-MAY",538.80
4931218,"COMPLEMENT COM C3,BOD FLU",23.68
4931226,"COMPLEMENT COM C4,BOD FLU",23.68
4931234,OPIATE MECON CONF CHG1-MA,59.89
4931242,OPIATE MECON CONF CHG2-MA,49.95
4931267,"CRYPTOCOCCUS AG TIT,LFA-M",19.36
4931275,"QUETIAPINE(SEROQUEL),S-MA",76.16
4931309,MDM2 GENE AMP FISH-IO,540.00
4931317,MICRODISSECTION GLOBAL-IO,55.00
4931325,ESTROGEN RECEPT IMAGE-IO,97.00
4931333,PROGEST RECEPT IMAGE-IO,97.00
4931341,K167 IMAGE ANALYSIS-IO,97.00
4931358,HER2 IMAGE ANALYSIS-IO,97.00
4931366,PI-LINKED AG 1ST MARS-MAY,15.00
4931374,PLINKED AG ADDL MARKR-MAY,10.00
4931390,"TESTOSTERONE,FREE-MAYO",11.00
4931408,"TESTOSTERONE,FREE---MAYO",5.00
4931416,"TESTOSTERONE,BIOAVAIL-MAY",6.76
4931424,"CYTOGENI DNA PROB,IMRGF M",192.36
4931432,"CYTO/MOLEC REPORT,IMRGF M",121.87
4931440,"EVEROLIMUS,BLOOD-MAYO",41.42
4931457,APOLIPOPROTEI E GENO-MAYO,318.24
4931473,"F-ACTIN AB,IGG,SERUM-MAYO",51.59
4931481,"CHIKUNGU IGM AB,SERUM-MAY",90.00
4931499,"CHIKUNGUNIGG IGG AB,SER-M",90.00
4931507,"ZIKA VIR MAC-ELI,IGM-MAYO",90.00
4931515,"CASHEW NUT,IGE-MAYO",4.50
4931523,"MOG FACS,SERUM-MAYO",525.00
4931531,CHICKEN IGG-MAYO,49.80
4931549,LETTUCE IGG-MAYO,49.80
4931556,SHRIMP IGG-MAYO,49.80
4931564,TRANSF GWTH FAC BETA-MAYO,195.00
4931572,UGT1A1 GENE POLYMORPHI-NI,210.00
4931580,QUANT THYROGLOB W/O AB-NI,15.86
4931598,"PAIN MGMT,ALC META QUA-NI",85.00
4931606,"IGF BINDIN PROTEIM-3,NI",80.51
4931614,STONE ANALYSIS-QUEST,36.00
4931622,CLL PROG PANEL COMPREN-NI,"2,120.01"
4931630,BK VIRUS DNA QUANT PCR-NI,234.40
4931648,TOTAL GLUTATHIONE-NI,61.00
4931655,COTTONWOOD(T13)IGE-QUEST,10.07
4931663,GOG DANDER(E5)IGE-QUEST,10.07
4931671,ACACIA(T19)IGE-QUEST,10.07
4931689,WHITE ASH(T15)IGE-QUEST,10.07
4931697,CAT DANDER(E1)IGE-QUEST,18.44
4931705,MITOCHON ANTIBOD TITIR-NI,19.72
4931713,MITOCHON ANTIOB TITIER-NI,18.20
4931721,"HEPATIT B SURF AB,QUAN-NI",43.16
4931739,LYMPHOCY SUBSET PANE 5-NI,44.96
4931747,SURESWAB BACTER VAGINO-NI,650.00
4931754,LP-PLA2 ACTIVITY-QUEST,50.00
4931762,"TPMT ACT PROFILE,RBC-MAYO",290.00
4931770,DHR FLOW FMLP ENZY ACT-MA,66.94
4931788,DHR FLOW FMLP FLCYT/MAR-M,205.16
4931796,T CELL RECEP GENE-PRB R-M,257.75
4931804,T CELL RECEP GENE-TRG R-M,248.59
4931812,ELASTASE-MAYO,260.00
4931820,"PARVO VIRUS B19,PCR-MAYO",119.87
4931832,"TESTOSTERONE,TOTAL-MAYO",8.00
4931838,FLT3 MUTATION-INTEG,"1,642.50"
4931846,CEBPA MUTATION-INTEG,390.00
4931853,NPM1 MUTATION-INTEG,374.00
4931861,IGG SUBCLASS PANEL-QUEST,104.00
4931879,ALPHA-GLOB MUTAT ANALY-NI,299.00
4931887,"XSENSE,FRAGIL X SCREEN-NI",269.00
4931895,"XSENSE,FRAGIL X REFLEX-NI",75.00
4931903,AUSTRA PARROT DROP IGE-NI,10.00
4931911,HERPESVIRUS 8 IGG ANTI-NI,45.60
4931929,HUMAN METAPN(HMPV)RNA-MAY,335.00
4996088,CRYPTOCOCCAL ANTIGEN-QUES,27.84
4996666,"MYCOBACTERIA,CULTR W/SMR",0.00
4996955,ANGIOEDEMA PANEL-QUEST,0.00
4996963,MUSK ANTIBODY TEST-QUEST,"1,065.00"
4997425,"NOROVIRUS,STOOL-QUEST",98.00
4997433,PYRUVATE KINASE-QUEST,127.65
4997607,DELTA AMINOLEVELINIC ACID,80.54
4997615,BENZODIAZEPINE W/CONFIRM,124.00
4997623,OPIATES SCREEN W/CONFIRM,65.23
5100862,TRANSCRANIAL MOTOR E/P UP,"1,245.00"
5100938,VER VISUAL EVOKE RESPONSE,"1,734.00"
5101720,SER IN UPPER LIMBS,"1,511.00"
5101738,SER IN THE TRUNK OR HEAD,"1,260.00"
5101746,SER IN LOWER LIMBS,"1,511.00"
5105044,ABER AUDITORY LEVEL,350.00
5105051,EMG-1,807.00
5105069,EMG-2,999.00
5105085,EMG-3,841.00
5105093,EMG-4,"1,049.00"
5105184,EMG CRAN NER MUSC UNIL-RT,"1,430.00"
5105192,EMG CRANIAL NER MUS BILAT,"1,430.00"
5105200,EMG CRAN NER MUSC UNIL-LT,"1,430.00"
5105234,EMG NON EXT W/NERVE CNDCT,331.00
5105242,SER IN UPPER & LWR LIMB,"1,511.00"
5105259,EMG LIMITED W/NERVE CNDCT,628.00
5105267,EMG CPLT W/NERVE CNDCTN,628.00
5105275,TRNSCRNL MOTOR UPPR & LWR,628.00
5105283,NERVE CNDCTN STUDIES 9-10,465.00
5105291,NERVE CNDCTN STDIES 11-12,465.00
5105309,NERVE CNDCTN STDIES 5-6,"1,363.50"
5105317,NERVE CNDCTN STDIES 7-8,"1,363.50"
5105325,NERVE CONDUCTION STDY 1-2,257.00
5105333,NERVE CNDCTN STDIES 3-4,257.00
5105335,NEUROMUSCULAR TESTING,600.00
5105341,INTRA OP NERO MNTR EA 15M,268.00
5300272,UP EXTRM ARTRL DUPLEX CMP,"2,389.00"
5300280,LWR EXT VENS DUPLEX COMP,"2,389.00"
5300447,UP EX ARTERIAL DUPLEX LTD,"1,413.00"
5300702,UPR EXT ARTRL DPPLR LMTD,"1,052.00"
5300710,LWR EXT ARTRL DPPPLR LMTD,"1,052.00"
5300728,LWR EXT ART DPPLR W/TRDML,"1,061.00"
5300736,UPPR EXT VENS DOPPLER RT,"1,413.00"
5300744,UPPR EXT VNS DOPPLER LFT,"1,413.00"
5301080,LWR EXT VNS DOPPLER RIGHT,"1,413.00"
5301098,LWR EXT VENOUS DOPPLER LT,"1,413.00"
5301569,UP EXTRM VNS DPLX COMP,"2,389.00"
5301577,UPR EXT ARTRL DOPPLER CMP,"1,167.00"
5301635,HOLTER MONITOR HOOKUP/REC,"1,171.00"
5304969,EKG/ECG TELEMETRY,308.00
5306774,HOLTER MONITOR RECORDING,"1,171.00"
5306790,LOWER EXT ART DOPPLER,"1,589.00"
5306808,ECHOCARDIOGRAPHY F/U,768.00
5306816,EP EVAL PACING-DEFIB PSTI,"7,089.00"
5306824,DOPPLER ECHOCARDIOGRAM FU,931.00
5306832,ECHOCARD CONGEN ABN COMPL,"1,769.00"
5306840,ECHOCARD CONGNTL ABN F/U,931.00
5306857,DUPLEX SCAN HEMO ACCESS,"1,624.00"
5308085,TRANSCRANIAL ULTRASOUND,"1,291.00"
5309646,ECG - OUTPATIENT,595.00
5309653,VENIPUNCTURE FEE-OPT,90.00
5309679,SECTOR ECHOCARD W/CONTRAS,"1,769.00"
5309687,ECHOCARD W/EX TEST W/CONT,"1,769.00"
5310230,ECHOCARDIOGRAM/EX TEST,"1,769.00"
5310248,ECHOCAREIOGRAPHY TRANSESO,"2,477.00"
5310255,EVENT MONITORING,"1,061.00"
5310263,EVENT RECORDING-HOOK UP,706.00
5310305,HOLTER MONITOR SCAN & RPT,"3,304.00"
5310321,LOW EXTRM ARTRL DPLX COMP,"2,389.00"
5310339,LOWER EXT ART LIMIT DUPL,"1,413.00"
5310347,NUC ISOTOPE STRESS TEST,"2,035.00"
5310396,PENILE PETHYSMOGRAPHY,736.00
5310404,PHARM STRESS TEST,"2,035.00"
5310412,SECTOR ECHOCARDIOGRAM,"5,307.00"
5310420,STRESS TEST TRACING ONLY,"2,035.00"
5310438,NUC ISOTOPE PHARMACOLOGCL,"2,035.00"
5310446,STRESS TEST W/ECHO,"2,035.00"
5310453,STRESS TEST,"2,035.00"
5310487,ARTERIAL DOPPLER EXAM,"1,167.00"
5310586,BARLOW LWR EXT VEN DOPPLR,"2,389.00"
5310628,CAROTID ULTRASOUND(DUPLX),"2,477.00"
5310636,DOPPLER COLOR FLOW MAPP'G,"1,769.00"
5310644,DOPPLER COLOR FLOW,"1,769.00"
5310651,DOPPLER ECHOCARDIOGRAPHY,"1,769.00"
5310677,ECG RHYTHM STRIP,397.00
5310693,ECG ROUTINE,595.00
5310719,ECG STAT,595.00
5310743,UPR EX VENS DUPLEX UNI,"1,413.00"
5310750,LWR EX VENS DUPLEX UNI,"1,413.00"
5310768,STAT CAROTID DUPLEX,"2,470.00"
5310792,STAT LE ARTRL DUPLX-BILAT,"2,272.00"
5310800,STAT LE ARTRL DUPLX-UNILT,"1,359.00"
5370069,ECG PEDIATRIC 15 LEAD,595.00
5390141,AICD OR BIIV INTEROGATION,270.00
5390158,AIDN PRGRMING SINGLE LEAD,270.00
5390166,AICD PRGRMING DUAL LEAD,270.00
5390174,AICD PRGRMING MULTIPLE LD,270.00
5390182,PM REMOTE DATA INTEROGATI,255.00
5390190,UPPER EXTREMITY DOPPLER W,"2,389.00"
5390208,HOLTER MONTR HOOK & RECOR,"1,171.00"
5390216,DUPLEX SCAN EXT VEINS LIM,"1,413.00"
5390224,LOWER VENOUS UNILATERAL,"1,413.00"
5390232,UPPER VENOUS UNILATERAL,"1,413.00"
5390240,U/S GUIDED CATH INSERTION,"1,394.00"
5390257,ART/VEIN MAPPING DIAL ACC,"2,725.00"
5390265,DUPLEX CAROTID LIMITED,"1,279.00"
5390273,PSEUDO ANEURSYM INJECTION,653.00
5501275,EEG EXT MONITOR 41-60 MIN,"1,988.00"
5501283,EEG EXT MONIOTR GREAT 1HR,"1,988.00"
5502018,EEG AWAKE/SLEEP,"1,988.00"
5502026,EEG CEREBRAL SILENCE,"1,869.00"
5502034,EEG ROUTINE,"1,798.00"
5502042,EEG STAT,"1,798.00"
5502059,EEG NON-INRACRNL SURG MNT,"3,262.00"
5502067,"24 HR EEG MNTR 16CH,ATTND","4,808.00"
5502075,24 HR EEG W/VIDEO REC&INT,"5,717.00"
5502091,"24HR EEG MNTR 16CH,UNATTN","4,808.00"
5502109,DIGITAL ANALYSIS OF EEG,678.00
5502117,24HR EEH MONITR AMBULATRY,"4,808.00"
5700042,CR-INIT EVAL OP,475.00
5700133,CR-O/P MONITOR EX CONTINO,475.00
5700158,CR-MONITOR CV EXERCISE TH,475.00
5700562,"REVISE POCKET, PACEMAKER","4,194.00"
5701008,CR HISTORY & PHYSICAL,511.00
5701016,CR-GRP EXER 12 SESSIONS,199.00
5701024,CR-GRP EXER 26 SESSIONS,403.00
5701032,CR-GRP EXER 52 SESSIONS,791.00
5701040,CR I/P MONITOR EX 1/DAY,345.00
5701057,CR-INIT EVAL OP,475.00
5701065,CR INITIAL EVAL I/P,385.00
5701099,CR-O/P MONITOR EX CONTI,475.00
5701115,SUPERVISED EXER THER PAD,255.00
5701172,PUL FUNCTION SCRN,"1,107.00"
5900006,PT AQAUTIC THERAPY,225.00
5900220,PT ULTRASOUND,107.00
5900246,PT TRACTION - MECHANICAL,107.00
5900329,PT ELECT-STIM UNATTENDED,107.00
5900345,PT ELECT-STIM ATTENDED,225.00
5900444,PT THERAPEUTIC EXER,225.00
5900477,PT GAIT TRAINING,225.00
5900857,BURN DEBRIDEMENT,225.00
5901137,PT PED DEV TST EXTENDED,449.00
5901145,PT PED DEV TST LIMITED,449.00
5901327,PT WHIRLPOOL,107.00
5901392,PT ADL TRAINING,225.00
5901632,PT IONTOPHORESIS,225.00
5901657,PT MANUAL THERAPY,225.00
5901673,PT OP DRESSING CHNG ONLY,511.00
5901681,M/CAL PT EVAL INITIAL,225.00
5901699,M/CAL PT EVAL ADD'L,112.00
5901707,M/CAL PT TRTMNT ADD'L,225.00
5901715,M/CAL PT TREAT INITIAL,449.00
5901780,PT DEBRD NON-SELCT 30MIN,449.00
5901798,PT DEBRD SEL>=20CM-120MIN,449.00
5901806,PT DEBRD SEL>OR=20CM-90M,449.00
5901814,PT DBRD SEL<=20CM-60 MIN,449.00
5901822,PT DBRD SEL<=20CM-45 MIN,449.00
5901830,PT DEBRD SEL<=20CM-30MIN,449.00
5901848,M/CAL PT AQUAT THR AD,225.00
5901855,M/CAL PT AQUAT THR INT,449.00
5901863,PT EVALUATION 75 MIN,449.00
5901871,PT EVALUATION 90 MIN,449.00
5901889,PT EVALUATION 45 MIN,449.00
5901897,PT EVALUATION 60 MIN,449.00
5901905,PT DEBRD NON-SELCT 45MIN,449.00
5901913,PT DBRD NON-SELCT 60MIN,449.00
5901921,PT DEBRD NON-SELCT 90MIN,449.00
5901954,PT CANALITH REPOSITIONING,449.00
5901962,VASOONEUMATIC DEVICE,107.00
5901970,PT DBRDMNT <=20CM 90 MIN,449.00
5901988,PT DBRDMNT >20CM 30 MIN,449.00
5901996,PT DBRDMNT SLCT >20CM 45M,449.00
5902002,PT DEBRD SEL>OR=20CM-60M,449.00
5902010,PT GRP EXERCS 15 MIN EA,225.00
5902135,BRLW PT WND DEBRIDE>20CM,225.00
5902143,PT EVAL-120 MIN,449.00
5902150,PT THERAPTC ACTVTS-15MIN,225.00
5902168,BARLOW PT THRPY ACT-EA 15,225.00
5905013,PT RE-EVALUATION,225.00
5905021,BARLOW PT EVAL-45 MIN,449.00
5905039,BARLOW PT EVAL 60 MIN,449.00
5905047,BARLOW PT EVAL - 75 MIN,449.00
5905054,BARLOW PT EVAL - 90 MIN,449.00
5905062,BRLW PT GAIT TRN-EA 15MN,225.00
5905070,BRLW PT THER EX-EA 15 MIN,225.00
5905088,BRLW PT ADL TRN-EA 15MIN,225.00
5905096,BRLW PT PRP/GRP EX-15 MIN,225.00
5905146,BARLOW PT RE-EVAL,449.00
5905153,BARLOW PT EVAL 120 MIN,449.00
5905161,BARLOW PT WND DBRD>20CM,449.00
5905179,BARLOW PT WND DBRD >20CM,449.00
5905187,BARLOW PT WND DBRD <20CM,449.00
5905195,BARLOW PT WND DBRD <20CM,449.00
5905203,BARLOW PT WND DBRD <20CM,449.00
5907001,GY-PT AQUATIC THERAPY,225.00
5907019,GY-PT ULTRASOUND,107.00
5907027,GY-PT TRACTION-MECHANICAL,107.00
5907035,GY-PT ELECT-STIM UNATTEND,107.00
5907043,GY-PT ELECT-STIM ATTND,225.00
5907050,GY-PT THERAPEUTIC EXERCS,225.00
5907068,GY-PT GAIT TRAINING,225.00
5907076,GY-PT BURN DEBRIDEMENT,225.00
5907084,GY-PT WHIRLPOOL,107.00
5907092,GY-PT ADL TRAINING,225.00
5907100,GY-PT IONTOPHORESIS,225.00
5907118,GY-PT MANUAL THERAPY,225.00
5907126,GY-PT OP DRESSING CAHNGE,511.00
5907134,GY-PT DBRDMNT NON-SLCT 30,449.00
5907142,GY-PT DBRDMNT NON-SLCT 45,449.00
5907159,GY-PT DBRDMNT NON-SLCT 60,449.00
5907167,GY-PT DBRDMNT MOM-SLCT 90,449.00
5907175,GY-PT DRBDMNT SLCT>=20CM,449.00
5907183,GY-PT DBRDMNT SLCT>=20CM,449.00
5907191,GY-PT DBRDMNT SLCT<=20CM,449.00
5907209,GY-PT DRBDMNT SLCT<=20CM,449.00
5907217,GY_PT DEBRDMNT SLCT<=20CM,449.00
5907225,GY-PT THRPTC ACTVTY 15MIN,225.00
5907233,GY-PT DBRDMNT SLCT>=20CM,449.00
5907241,GY-PT CANALITH REPOSITION,449.00
5907258,GY-PT VASOPNEUMATIC DVC,107.00
5907266,GY PT PED DEV TESTING EXT,449.00
5907274,GY-PT PED DEV TESTING LMT,449.00
5907282,GY-PT EVALUATION 75 MIN,449.00
5907290,GY-PT EVALUATION 90 MIN,449.00
5907308,GY-PT EVALUATION 45 MIN,449.00
5907316,GY-PT EVALUATION 60 MIN,449.00
5907324,GY-PT EVALUATION 120 MIN,449.00
5907332,GY-PT RE-EVALUATION,225.00
5908009,KX-PT AQUATIC THERAPY,225.00
5908017,KX-PT ULTRASOUND,107.00
5908025,KX-PT TRACTION MECHANICAL,107.00
5908033,KX-PT ELECT-STIM UNATTND,107.00
5908041,KX-PT ELECT-STIM ATTNDED,225.00
5908058,KX-PT THERAPEUTIC EXERCS,225.00
5908066,KX-PT GAIT TRAINING,225.00
5908074,KX-BURN DEBRIDEMENT,225.00
5908082,KX-PT WHIRLPOOL,107.00
5908090,KX-PT ADL TRAINING,225.00
5908108,KX-PT IONTOPHORESIS,225.00
5908116,KX-PT MANUAL THERAPY,225.00
5908124,KX-PT OP DRSSNG CHNG ONLY,511.00
5908132,KX-PT DBRDMNT NONSLCTV 30,449.00
5908140,KX-PT DBRDMNT NONSLCTV 45,449.00
5908157,KX-PT DBRDMNT NONSLCTV 60,449.00
5908165,KX-PT DBRDMNT NONSLTCV 90,449.00
5908173,KX-PT DBRDMNT >=20CM 120M,449.00
5908181,KX-PT DBRDMNT >=20CM 90M,449.00
5908199,KX-PT DBRDMNT <=20CM 60M,449.00
5908207,KX-PT DBRDMNT <=20CM 45M,449.00
5908215,KX-PT DBRDMNT <=20CM 30M,449.00
5908223,KX-PT THRPTC ACTVTS 15MIN,225.00
5908231,KX-PT DBRDMNT >=20CM 60M,449.00
5908249,KX-PT CNLTH REPOSITNING,449.00
5908256,KX-PT PED DEV TEST EXTND,449.00
5908264,KX-PT PED DEV TEST LMTD,449.00
5908272,KX-PT EVALUATION 75 MIN,449.00
5908280,KX-PT EVALUATION 90 MIN,449.00
5908298,KX-PT EVALUATION 45 MIN,449.00
5908306,KX-PT EVALUATION 60 MIN,449.00
5908314,KX-PT EVALUATION 120 MIN,449.00
5908322,KX-PT RE-EVALUATION,225.00
5909007,GA-PT AQUATIC THERAPY,225.00
5909015,GA-PT ULTRASOUND,107.00
5909023,GA-PT TRACTION-MECHANICAL,107.00
5909031,GA-PT ELECT-STIM UNATTNDD,107.00
5909049,GA-PT ELECT-STIM ATTND,225.00
5909056,GA-PT THERAPEUTIC EXERCIS,225.00
5909064,GA-PT GAIT TRAINING,225.00
5909072,GA-PT BURN DEBRIDEMENT,225.00
5909080,GA-PT WHIRLPOOL,107.00
5909098,GA-PT ADL TRAINING,225.00
5909106,GA-PT IONTOPHORESIS,225.00
5909114,GA-PT MANUAL THERAPY,225.00
5909122,GA-PT OP DRSSNG CHNG ONLY,511.00
5909130,GA-PT DRBDMNT NONSLCT 30M,449.00
5909148,GA-PT DBRDMNT NONSLCT 45M,449.00
5909155,GA-PT DBRDMNT NONSLCT 60M,449.00
5909163,GA-PT DBRDMNT NONSLCT 90M,449.00
5909171,GA-PT DBRDMNT SLC>=20CM,449.00
5909189,GA-PT DBRDMNT SLC>=20CM,449.00
5909197,GA-PT DBRDMNT SLCT <=20CM,449.00
5909205,GA-PT DBRDMNT SLCT<=20CM,449.00
5909213,GA-PT DBDRDMNT SLCT<=20CM,449.00
5909221,GA-PT THRPTC ACTVTY-15M,225.00
5909239,GA-PT DBRDMNT SLCT>=20CM,449.00
5909247,GA-PT CANALITH REPOSITION,449.00
5909254,GA-PT PED DEV TESTING EXT,449.00
5909262,GA-PT PED DEV TESTING LMT,449.00
5909270,GA-PT EVALUATION 75 MIN,449.00
5909288,GA-PT EVALUATION 90 MIN,449.00
5909296,GA-PT EVALUATION 45 MIN,449.00
5909304,GA-PT EVALUATION 60 MIN,449.00
5909312,GA PT EVALUATION 120 MIN,449.00
5909320,GA-PT RE-EVALUATION,225.00
5990007,EVAL MOBLTY WLK & MVE ARN,0.01
5990015,EVAL CHNG & MNTN BDY PSTN,0.01
5990023,"EVAL CRRY, MVE&HNDL OBJCT",0.01
5990031,EVAL SELF CARE,0.01
5990049,EVAL OTHR PT PRM FNC LMT,0.01
5990056,EVAL OTHR SBSQNT FNC LMT,0.01
5990064,GOAL MOBLE WLK & MVE ARND,0.01
5990072,GOAL CHNG & MNTN BDY PSTN,0.01
5990080,"GOAL CRRY,MVE&HNDL OBJCTS",0.01
5990098,GOAL SELF CARE,0.01
5990106,GOAL OTH PT PRM FNC LIMIT,0.01
