,,,
HOSPITAL INPATIENT DRG STANDARD CHARGES - FISCAL YEAR 2018,,,
MDC,MDC Description,Medicare DRG Code & Name, Avg. Standard Charge Per Encounter 
24,Multiple Significant Trauma,955 - CRANIOTOMY FOR MULTIPLE SIGNIFICANT TRAUMA MS," $290,271 "
24,Multiple Significant Trauma,"956 - LIMB REATTACHMENT, HIP & FEMUR PROC FOR MULTIPLE SIGNIFICANT TRAUMA MS"," $234,796 "
24,Multiple Significant Trauma,957 - OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W MCC MS," $265,139 "
24,Multiple Significant Trauma,958 - OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W CC MS," $143,996 "
24,Multiple Significant Trauma,959 - OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC MS," $99,896 "
24,Multiple Significant Trauma,963 - OTHER MULTIPLE SIGNIFICANT TRAUMA W MCC MS," $110,160 "
24,Multiple Significant Trauma,964 - OTHER MULTIPLE SIGNIFICANT TRAUMA W CC MS," $69,931 "
24,Multiple Significant Trauma,965 - OTHER MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC MS," $55,408 "
24,Multiple Significant Trauma,,
25,Human Immunodeficiency Virus Infections,969 - HIV W EXTENSIVE O.R. PROCEDURE W MCC MS," $217,863 "
25,Human Immunodeficiency Virus Infections,974 - HIV W MAJOR RELATED CONDITION W MCC MS," $60,482 "
25,Human Immunodeficiency Virus Infections,975 - HIV W MAJOR RELATED CONDITION W CC MS," $28,557 "
25,Human Immunodeficiency Virus Infections,976 - HIV W MAJOR RELATED CONDITION W/O CC/MCC MS," $28,297 "
25,Human Immunodeficiency Virus Infections,977 - HIV W OR W/O OTHER RELATED CONDITION MS," $31,717 "
25,Human Immunodeficiency Virus Infections,,
27,Extensive Procedures Unrelated to Principal Diagnosis,981 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC MS," $130,163 "
27,Extensive Procedures Unrelated to Principal Diagnosis,982 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC MS," $72,956 "
27,Extensive Procedures Unrelated to Principal Diagnosis,983 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC MS," $50,660 "
27,Extensive Procedures Unrelated to Principal Diagnosis,987 - NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W MCC MS," $120,132 "
27,Extensive Procedures Unrelated to Principal Diagnosis,988 - NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W CC MS," $67,837 "
27,Extensive Procedures Unrelated to Principal Diagnosis,989 - NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC MS," $53,382 "
27,Extensive Procedures Unrelated to Principal Diagnosis,999 - UNGROUPABLE MS," $92,386 "
27,Extensive Procedures Unrelated to Principal Diagnosis,,
