NORTH SHORE MEDICAL CENTER STANDARD CHARGES,,
Charges Effective: Oct-2018 (subject to change),,
* I.C. charges - prices vary based on individual consideration,,
Charge Code,Description,Charge
27001949,HC CESIUM 131 STRANDED PER SOURCE (PER SEED),I.C.
27001944,HC VASCULAR OCCLUSION DEVICE T3,I.C.
27001943,HC VASCULAR OCCLUSION DEVICE T2,I.C.
27001942,HC VASCULAR OCCLUSION DEVICE T1,I.C.
27001924,HC LARIAT LAA DEVICE T3,I.C.
27001923,HC WATCHMAN LAA DEVICE T3,I.C.
27001390,HC LEVONORGESTREL MIRENA IUD 52MG 5 YR,"$1,079.91"
27001388,HC IMPL GENRTOR NEUROSTIMULATOR HIGH FREQ RECHRGEABLE BAT AND CHRGING SYS T3,I.C.
27001387,HC IMPL GENRTOR NEUROSTIMULATOR HIGH FREQ RECHRGEABLE BAT AND CHRGING SYS T2,I.C.
27001386,HC IMPL GENRTOR NEUROSTIMULATOR HIGH FREQ RECHRGEABLE BAT AND CHRGING SYS T1,I.C.
27001381,HC MEE IMPLANT; OTHER,I.C.
27001348,HC MEE IOL TORIC,I.C.
27001347,"HC MEE IOL, MONOFOCAL",I.C.
27001267,HC MEE SURG SUPPLY; MISC,I.C.
27001249,HC MEE BIT DRILL,I.C.
27001224,HC SHOCKPULSE LITHOTRIPSY PROBE STERILE,I.C.
27001223,HC LSO SAGITTAL-CORONAL RIGID ANT/POS PNL PRE OTS,I.C.
27001186,"HC TRACHEOSTOMY TUBE COLLAR/HOLDER, EACH",$5.25
27001185,"HC OSTOMY POUCH, DRAINABLE, WITH BARRIER ATTACHED, WITH FILTER(1 PIECE), EACH",$3.57
27001184,HC ALGINATE DRESSING >=16 SQ IN <=48 SQ IN,$10.86
27001183,"HC CATH, PACING, TRANSESOPH",I.C.
27001178,"HC WIRELESS PRESSURE SENSOR W/DEL CATH, ALL CMPNTS","$35,000.00"
27001177,"HC ANGIOVAC THROMB/EMBOL CANNULA, PLUS CIRCUIT","$26,000.00"
27001176,HC ANGIOVAC THROMB/EMBOL CANNULA,"$23,000.00"
27001175,"HC PERCUTANEOUS CATH/TUBE ANCHOR DEVICE, ADHS SKIN ATTCH",I.C.
27001174,HC PROBE AMICA MICROWAVE,"$4,400.00"
27001173,"HC TRANSPARENT FILM >16<=48 IN, EACH DRESSING",I.C.
27001172,"HC GASTRO/JEJUNO TUBE, STD, ANY TYPE, EACH",I.C.
27001170,"HC TRANSPARENT FILM <= 16 SQ IN, EACH DRESSING",I.C.
27001169,"HC FOAM DRG > 48 SQ IN W/BORDER, STERILE EACH DRESSING",I.C.
27001161,HC GRAFIX PRIME 12 SQ CM,"$3,375.00"
27001159,HC GRAFIX PRIME 3 SQ CM,"$2,640.00"
27001157,"HC CUSTOM TRACHEOSTOMY/LARYNGECTOMY TUBE, CUFFED, PVC",I.C.
27001156,"HC STANDARD TRACHEOSTOMY/LARYNGECTOMY TUBE, CUFFED, PVC",I.C.
27001155,HC SURGICAL TISSUE LOCALIZATION AND EXCISION DEVICE (IMPLANTABLE),I.C.
27001154,HC EZ-DERM 144 SQUARE CENTIMETER,$807.76
27001150,HC BONE GROWTH STIMULATOR TIER2,I.C.
27001148,"HC FOAM DRG, WOUND COVER <=16 SQ IN W/BORDER",I.C.
27001147,"HC COLLAGEN DRESSING, STERILE <=16 SQ IN EACH",I.C.
27001146,"HC TOTALCATH, PORT/RES(VEN,ART,EPI,SUBA,PERI) TIER1",I.C.
27001145,"HC CATH, TRANSLUM ANGIO, DRUG, NONLASER TIER3",I.C.
27001144,"HC CATH, TRANSLUM ANGIO, DRUG, NONLASER TIER2",I.C.
27001143,"HC CATH, TRANSLUM ANGIO, DRUG, NONLASER TIER1",I.C.
27001142,HC CATHETER EP DX OTHER THAN 3D MAPPING 19 OR < ELECTRODES T2,I.C.
27001141,HC CATHETER BRACHYTHERAPY SEED ADMIN TIER3,I.C.
27001139,HC G140016 VENITI VICI VENOUS STENT SYSTEM,I.C.
27001136,"HC URINE CATH; STR UP W/WO COAT(TFL, SIL, HYDRO, ETC)",$6.99
27001135,"HC AMNIOBAND OR GUARDIAN, 24 SQ CM","$6,840.00"
27001134,"HC AMNIOBAND OR GUARDIAN, 16 SQ CM","$6,560.00"
27001133,"HC AMNIOBAND OR GUARDIAN, 5 SQ CM","$3,663.00"
27001132,"HC AMNIOBAND OR GUARDIAN, 4 SQ CM","$3,240.00"
27001131,HC ALLOGRAFT MEMBRANE AMNIOTIC TIER3,"$5,400.00"
27001130,HC ALLOGRAFT MEMBRANE AMNIOTIC TIER2,"$3,287.50"
27001129,HC FLEX/ALLOPATCH/MATRIX HD > 600 <= 725 SQ CM,"$37,586.00"
27001128,HC FLEX/ALLOPATCH/MATRIX HD 120 SQ CM,"$10,548.00"
27001127,HC FLEX/ALLOPATCH/MATRIX HD 72 SQ CM,"$8,712.00"
27001126,HC FLEX/ALLOPATCH/MATRIX HD 64 SQ CM,"$5,649.00"
27001125,HC ALLOGRAFT PATELLA W/ATTACH FRESH T3,"$22,400.00"
27001124,"HC TAPE, WATERPROOF PER 18 SQ IN",I.C.
27001123,HC SEALED ARTERIAL CANNULA,I.C.
27001122,"HC HMII PATIENT KIT, POCKET CONTROLLER W/EQUIP",I.C.
27001121,"HC HM III PATIENT KIT, POCKET CONTROLLER",I.C.
27001120,HC EXTERNAL FIXATION COMPONENTS TIER3,"$5,488.00"
27001119,HC EXTERNAL FIXATION COMPONENTS TIER2,"$3,852.50"
27001118,HC EXTERNAL FIXATION COMPONENTS TIER1,"$1,356.00"
27001117,HC EXTERNAL FIXATION DEVICE WITH IMPLANTED PINS TIER3,I.C.
27001116,"HC SELF-ADH, E, NKNIT/NWOVEN, WIDTH >=5"" PER YARD",$6.00
27001115,"HC SELF-ADH, E, NKNIT/NWOVEN, WIDTH >=3"" <5"" PER YARD",$3.00
27001114,"HC SELF-ADH, E, NKNIT/NWOVEN, WIDTH < 3"" PER YARD",$1.50
27001113,HC INDWELLING CATHETER FOLEY TYPE 3-WAY FOR CONTINUOUS IRRIGATION EACH,$37.65
27001112,"HC INDWELLING CATHETER; FOLEY TYPE, 2-WAY LATEX WITH COATING, EACH",$43.50
27001111,"HC ARTHROFLEX, PER SQUARE CENTIMETER","$2,523.00"
27001110,HC PICO - NEG PRESSURE WOUND THERAPY SYSTEM,I.C.
27001109,HC PR ABSORPT DRG <=16 SQ IN W/BDR,$35.25
27001106,HC ALLOGRAFT MEMBRANE AMNIOTIC T3,I.C.
27001105,HC ALLOGRAFT MEMBRANE AMNIOTIC T2,I.C.
27001104,HC SYNCARDIA SPARE PARTS KIT,I.C.
27001103,HC FOAM DRG >16<=48 SQ IN W/O B,I.C.
27001102,"HC CONFORM BAND N/S W>=3""<5""/YD",I.C.
27001101,HC FOAM DRG >16<=48 SQ IN W/BDR,I.C.
27001100,HC ALGINATE DRSG WOUND FILLER,I.C.
27001097,HC ELECTRODE SUBDURAL TIER3,I.C.
27001095,HC ELECTRODE SUBDURAL TIER1,I.C.
27001094,HC MITRACLIP SYSTEM KIT,I.C.
27001093,HC ROTTERDAM SYMPHYSIS DISTRACTOR,I.C.
27001092,HC CATHETER OCCLUSION TIER2,"$3,500.00"
27001091,HC IMPLANT STAPLE BONE TIER2,"$4,122.50"
27001090,HC WOUND POUCH EACH TIER1,$19.20
27001087,HC HYDROGEL DRESSING WOUND FILLER GEL 3 OZ TIER 1,$16.38
27001086,HC TUBE COLLAGEN NERVE PROTECTOR 4CM TIER2,"$4,077.50"
27001085,HC FLEX/ALLOPATCH/MATRIX HD 48 SQ CM TIER2,"$4,135.00"
27001084,HC FLEX/ALLOPATCH/MATRIX HD 160 SQ CM TIER3,"$10,882.00"
27001083,HC FLEX/ALLOPATCH/MATRIX HD 500 SQ CM TIER3,"$33,990.00"
27001082,HC FLEX/ALLOPATCH/MATRIX HD 12 SQ CM TIER1,"$1,957.50"
27001081,HC STRATTICE 600 SQ CM TIER3,"$28,686.00"
27001079,HC ALLODERM 132 SQ CM TIER3,"$7,240.00"
27001078,HC ALLODERM 164 SQ CM TIER3,"$9,772.00"
27001077,HC STRATTICE 800 SQ CM TIER3,"$38,248.00"
27001063,HC HEARTWR WEARABLE ACCESS #106129,I.C.
27001062,HC PWR MOD PATIENT CABLE 14V #103426,I.C.
27001061,HC SUPPLY MISC PM/PBU CORD #1225,I.C.
27001060,HC SUPPLY MISC PM/PBU CORD #103860,I.C.
27001059,HC SUPPLY MISC STABIL BELT,I.C.
27001058,HC SUPPLY MISC BATTERY MOD,I.C.
27001055,HC 14 VOLT LI-ION BATTERY INDIV #2465,I.C.
27001054,HC BATTERY OTHER E/P VAD REPLACE #2025,I.C.
27001053,HC UNIV BATTERY CHRG #1440 - REFURB,I.C.
27001050,HC PUMP HAND PVAD #147872589000,I.C.
27001048,HC ASSEMBLY DRIVER PNEUM PACK #1006,I.C.
27001047,HC TLC II DRIVER- REFURBISHED,I.C.
27001046,HC MEDISKIN PER SQ CM TIER1,$423.00
27001040,HC APLIGRAF 44 SQ CM TIER1,$88.30
27001039,HC TLSO FLEX TRNK SJ-SS PRE CST TIER1,$225.00
27001038,HC TRACHEOSTOMA STENT/STUD/BUTTON TIER 1,$510.00
27001036,HC MEDISKIN 976 SQ CM,I.C.
27001035,HC EPIFIX 49 SQ CM TIER3,I.C.
27001034,HC EPIFIX 30 SQ CM TIER3,I.C.
27001033,HC EPIFIX 16 SQ CM TIER3,$572.00
27001032,HC EPIFIX 6 SQ CM TIER1,$361.88
27001031,HC STRATTICE 64 SQ CM TIER2,I.C.
27001030,HC STRATTICE 900 SQ CM TIER3,I.C.
27001029,HC STRATTICE 1000 SQ CM TIER3,I.C.
27001028,HC STRATTICE 450 SQ CM TIER3,I.C.
27001027,HC STRATTICE 250 SQ CM TIER3,I.C.
27001026,HC STRATTICE 100 SQ CM TIER3,I.C.
27001025,HC STRATTICE 120 SQ CM TIER3,I.C.
27001024,HC STRATTICE 78 SQ CM TIER2,I.C.
27001023,HC STRATTICE 48 SQ CM TIER1,I.C.
27001020,HC SURGIMEND FETAL 1000 SQ CM TIER3,I.C.
27001019,HC SURGIMEND FETAL 325 SQ CM TIER3,I.C.
27001018,HC SURGIMEND FETAL 320 SQ CM TIER3,I.C.
27001017,HC SURGIMEND FETAL 100 SQ CM TIER3,I.C.
27001016,HC SURGIMEND FETAL 64 SQ CM TIER2,I.C.
27001015,HC SURGIMEND FETAL 48 SQ CM TIER1,I.C.
27001014,HC SURGIMEND FETAL 9 SQ CM TIER1,I.C.
27001013,HC SURGIMEND FETAL 30 SQ CM TIER1,I.C.
27001012,HC SURGIMEND FETAL 28 SQ CM TIER1,I.C.
27001011,HC SURGIMEND FETAL 200 SQ CM TIER3,I.C.
27001010,HC SURGIMEND NEONATAL 72 SQ CM TIER2,I.C.
27001009,HC SURGIMEND NEONATAL 1000 SQ CM TIER3,I.C.
27001008,HC SURGIMEND NEONATAL 500 SQ CM TIER3,I.C.
27001007,HC LIFT SOLE CORK PER INCH T1 (RT),$294.00
27001006,HC LIFT SOLE CORK PER INCH T1 (LT),$294.00
27001005,HC ADD HALO REPL LINER/INTERFACE T1,I.C.
27001004,HC ADD HALO MRI SYS RING/PINS T1,I.C.
27000992,HC IMPLANT EAR FIXTURE WITH ABUTMENT,"$1,160.00"
27000985,"HC ADHESIVE, LIQUID OR EQUAL, ANYTYPE, PER OZ TIER1",$255.00
27000984,"HC PROSTHETIC IMPLANT, NOT OTHERWISE SPECIFIED TIER1","$1,707.00"
27000983,HC TRACHEOSTOMY SPEAKING VALVE TIER1,$453.00
27000982,HC CTLSO A-P-L CONTROL MOLDED TIER3,"$7,992.00"
27000981,HC TLSO FLEX PREFAB SACROCOC-T10 TIER2,"$3,344.00"
27000980,HC ARCH SUPP ATT TO SHOE METATA TIER1,$144.00
27000979,HC FOOT ARCH SUPP PREMOLD METAT TIER1,$60.00
27000978,HC FOOT LONGITUD/METATARSAL SUP TIER1,$360.00
27000977,HC FOOT INSERT REMOV MOLDED SPE TIER1,$150.00
27000976,HC CERV COL SUPP ADJ BAR & THOR TIER1,$939.00
27000975,HC BRACHY N-S YTTRIUM-90 PER SOURCE T3,I.C.
27000974,HC THORATEC DEVICE,I.C.
27000973,HC TCI DEVICE,I.C.
27000972,HC IMPELLA SYSTEM 1 DAY,I.C.
27000971,HC IMPELLA CARDIAC DEVICE,I.C.
27000969,HH NON-ROUTINE SUPPLIES,I.C.
27000968,HC IMPLANT EAR FIXTURE W/ABUTMENT,I.C.
27000967,HC TLSO TRIPL MOD RIGID SHELL 3PC-T1,I.C.
27000966,"HC BRST PRSTH BRA, BILAT FORM T1",I.C.
27000965,"HC BRST PRSTH BRA, UNILAT FORM T1",I.C.
27000961,HC TRANSSEPTAL NEEDLE,I.C.
27000915,HC ENDOSCOPIC VESSEL HARVESTING,I.C.
27000901,HC HMII SLD OUTFLW/BEND #103393,I.C.
27000900,HC HMII SEALED INFLOW COND #10414,I.C.
27000899,HC HEARTMATE II SUPPORT KT 103601,I.C.
27000898,HC IMPELLA RECOVER 5.0,I.C.
27000897,HC CENTRIMAG SYSTEM 1 DAY,I.C.
27000896,HC CENTRIMAG DEVICE,I.C.
27000895,HC RENTAL TLC 2 PBU W/SUPPLIES,I.C.
27000894,HC INPATIENT TLC 2 PBU,I.C.
27000893,HC ABIOMED VENTRICLES #0550032MH,I.C.
27000891,HC UNIVERSAL BATTERY CHARGER 1440,I.C.
27000890,HC HEARTWR BATTERY CHARGER,I.C.
27000889,HC MOBILE/POWER UNIT/MOD,I.C.
27000888,HC HM SYSTEM TO PM CABLE #103859,I.C.
27000887,HC HEARTWR HVAD DEVICE,I.C.
27000886,HC HEARTMATE II SYSTEM DRIVER,I.C.
27000885,HC HM II LVAD IMPLANT,I.C.
27000884,HC HEARTWARE IMPLANT 1103/5400,I.C.
27000883,HC HEARTWR CONTROLLER DEVICE,I.C.
27000882,HC SYNCARDIA TAH SPARE PARTS 70CC,I.C.
27000881,HC HMII SHOWER BAG #104216,I.C.
27000880,HC VAD SHOWER KIT,I.C.
27000879,HC HEARTWR PATIENT PACK,I.C.
27000878,HC MODULR BELT SM/MD/LG #104227/8,I.C.
27000877,HC HEARTWR MONITOR KIT,I.C.
27000876,HC HEARTWR PUMP IMPLNT ACCSRY KIT,I.C.
27000875,HC HEARTWR CONTOLLER DC ADAPTER,I.C.
27000874,HC POWER MODULE PATIENT CABLE2225,I.C.
27000873,HC CONSOLIDATED BAG BLACK 104222,I.C.
27000872,HC POWER MODULE DC INPUT CBLE2230,I.C.
27000871,HC HEARTWR CONTROLLER DEVICE,I.C.
27000870,HC VAD CONTROLLER,I.C.
27000869,HC VAD EMERGENCY POWER,I.C.
27000868,HC VAD EMERGENCY HAND PUMP,I.C.
27000867,HC 14 VOLT LI-ION BATTERY SET2465,I.C.
27000866,HC 14 VOLT LI BATT CLIP SET 2865,I.C.
27000865,HC HEARTWR PATIENT PACK,I.C.
27000864,HC MODULR BELT SM/MD/LG #104227/8,I.C.
27000863,HC VAD BELT,I.C.
27000861,HC HMII SHOWER BAG #104216,I.C.
27000860,HC HEARTWR SHOWER BAG,I.C.
27000859,HC HEARTWR CONTOLLER DC ADAPTER,I.C.
27000858,HC CONSOLIDATED BAG BLACK 104222,I.C.
27000857,HC HEARTWR MONITOR KIT,I.C.
27000856,HC HEARTWR PUMP IMPLNT ACCSRY KIT,I.C.
27000855,HC POWER MODULE PATIENT CABLE2225,I.C.
27000854,HC POWER MODULE DC INPUT CBLE2230,I.C.
27000853,HC TRAVEL CASE #1260,I.C.
27000851,HC WHFO W/O JOINTS PRE OTS,I.C.
27000850,HC COOK EXTRACTOR STONE NCOMPASS,I.C.
27000846,HC ULTRALIGN BACK BRACE,I.C.
27000845,"ADHESIVE, LIQUID OR EQUAL",I.C.
27000835,"HC BRACHYTX, NON-STRANDED,I-125 T1",I.C.
27000834,HC SLINGS T1,$10.00
27000833,HC IMPLANT BREAST SILICONE/EQ T1,"$1,755.00"
27000772,HC AUDITORY OSSEOINTGRATED DEVICE T3,I.C.
27000771,HC CTLSO A-P-L CONTROL MOLDED T3,I.C.
27000770,HC TLSO FLEX SACROCOC-T9 PREFAB CUSTOMIZED TO FIT PT T1,I.C.
27000769,HC ARCH SUPP ATT TO SHOE METATA T1,I.C.
27000768,HCFOOT ARCH SUPP PREMOLD METAT T1,I.C.
27000767,HC FOOT LONGITUD/METATARSAL SUP T1,I.C.
27000766,HC FOOT INSERT REMOV MOLDED SPE T1,I.C.
27000765,HC CERV COL SUPP ADJ BAR & THOR T1,I.C.
27000764,HC HEARTWR BATTERY,I.C.
27000763,HC WHO WRIST PREFAB T1,I.C.
27000762,HC PORCINE PERMACOL 600 SQ CM T3,I.C.
27000761,HC PORCINE PERMACOL 100 SQ CM T2,I.C.
27000760,HC CLIP ANEURYSM PERMANENT T1,I.C.
27000759,HC SURGIMEND FETAL 128 SQ CM T3,I.C.
27000758,HC SURGIMEND NEONATAL 600 SQ CM T3,I.C.
27000757,HC SURGIMEND FETAL 119 SQ CM T3,I.C.
27000756,HC SURGIMEND NEONATAL 325 SQ CM T3,I.C.
27000755,HC SURGIMEND NEONATAL 150 SQ CM T3,I.C.
27000754,HC SURGIMEND FETAL 150 SQ CM T3,I.C.
27000753,HC SURGIMEND FETAL 96 SQ CM T3,I.C.
27000752,HC SURGIMEND FETAL 72 SQ CM T2,I.C.
27000751,HC SURGIMEND NEONATAL PER 0.5 SQ CM,I.C.
27000750,HC SURGIMEND FETAL PER 0.5 SQ CM,I.C.
27000749,HC TUNNELER CARTRIDGE BONE ARTHRO T1,I.C.
27000748,HC EXTERNAL FIXATION DEVICE WITH IMPLANTED PINS T2,"$3,587.50"
27000725,HC ORTHOSIS CRANIAL REMOLDING T1,I.C.
27000724,HC STRATTICE PER SQ CM T1,I.C.
27000723,HC VALVE / RING HEART ALLOGRAFT T3,"$8,933.95"
27000722,HC VALVE / RING HEART ALLOGRAFT T2,"$3,727.31"
27000721,HC VALVE / RING HEART ALLOGRAFT T1,"$3,654.00"
27000720,HC STENT GRAFT ENDOVASCULAR T3,"$10,443.38"
27000719,HC STENT GRAFT ENDOVASCULAR T1,$150.00
27000718,HC STAPLE REINFORCEMENT T3,"$4,012.00"
27000717,HC STAPLE REINFORCEMENT T1,$521.71
27000716,HC SHUNT CAROTID / NEURO T3,"$4,509.68"
27000715,HC SHUNT CAROTID / NEURO T2,"$4,102.14"
27000714,HC SHUNT CAROTID / NEURO T1,$741.53
27000713,HC RETRIEVAL DEVICE OTHER THAN FRACTURED MED DEVICE T2,"$3,523.00"
27000712,HC RETRIEVAL DEVICE OTHER THAN FRACTURED MED DEVICE T1,$516.18
27000711,HC POSITIONER STENT T1,$396.00
27000710,HC PERMANENT VESSEL PROTECTION T3,"$8,090.00"
27000709,HC ORTHO SOFT GOODS T1,"$1,185.00"
27000708,HC OCCLUDER T1,"$2,432.23"
27000707,HC KIT / TRAY TANDEM HEART T3,"$45,000.00"
27000706,HC KIT / TRAY T3,"$6,554.00"
27000705,HC KIT / TRAY T1,$769.62
27000704,HC IMPLANT TESTICULAR T2,"$4,375.00"
27000703,HC IMPLANT TESTICULAR T1,"$1,425.00"
27000702,HC IMPLANT SPINAL T3,"$6,081.01"
27000701,HC IMPLANT SPINAL T2,"$3,819.29"
27000700,HC IMPLANT SPINAL T1,$998.91
27000699,HC IMPLANT SPINAL CUSTOM GROUP D T3,"$35,940.00"
27000698,HC IMPLANT SPINAL CUSTOM GROUP C T3,"$24,000.00"
27000697,HC IMPLANT SPINAL CUSTOM GROUP B T3,"$13,027.27"
27000696,HC IMPLANT SPINAL CUSTOM GROUP A T3,"$6,276.16"
27000695,HC IMPLANT HEART T3,"$175,000.00"
27000694,HC SCYNCARDIA TOTL ARTF HEART,"$3,654.00"
27000693,HC IMPLANT CRANIOFACIAL T3,"$9,520.00"
27000692,HC IMPLANT CRANIOFACIAL T2,"$3,705.05"
27000691,HC IMPLANT CRANIOFACIAL T1,$908.06
27000690,HC IMPLANT BREAST ACCESSORY T1,$372.15
27000689,HC IMPLANT BAND GASTRIC T3,"$5,636.00"
27000688,HC IMPLANT BAND GASTRIC T1,$744.00
27000687,HC FILLER DERMAL T1,$910.07
27000686,HC EMBOLIC AGENT T3,"$4,029.97"
27000685,HC EMBOLIC AGENT T2,"$3,290.00"
27000684,HC EMBOLIC AGENT T1,"$2,701.70"
27000683,HC ELECTRODE COAG/CUTTING/DISSECT T3,"$5,424.44"
27000682,HC ELECTRODE COAG/CUTTING/DISSECT T2,"$4,403.75"
27000681,HC ELECTRODE COAG/CUTTING/DISSECT T1,"$1,043.39"
27000680,HC COIL EMBOLIZATION T3,"$4,451.67"
27000679,HC COIL EMBOLIZATION T2,"$3,868.79"
27000678,HC COIL EMBOLIZATION T1,$933.40
27000677,HC COIL ACCESSORY T2,"$3,525.00"
27000676,HC COIL ACCESSORY T1,$618.62
27000675,HC CATHETER/DILATOR T3,"$4,275.70"
27000674,HC CATHETER/DILATOR T2,"$4,018.75"
27000673,HC CATHETER/DILATOR T1,$242.68
27000672,HC BONE GROWTH STIMULATOR T3,"$10,491.00"
27000671,HC BONE GROWTH STIMULATOR T1,"$1,380.00"
27000670,HC BAR STERNUM T1,"$1,650.60"
27000669,HC ALLOGRAFT VEIN T3,"$9,579.27"
27000668,HC ALLOGRAFT TENDON / BONE T3,"$4,752.70"
27000667,HC ALLOGRAFT TENDON / BONE T2,"$3,509.59"
27000666,HC ALLOGRAFT TENDON / BONE T1,"$1,520.72"
27000665,HC ALLOGRAFT CARTILAGE T3,"$7,638.71"
27000664,HC ALLOGRAFT MEMBRANE AMNIOTIC T1,"$2,055.00"
27000663,HC LENS IOL POSTERIOR CHAMBER T1,$445.81
27000662,HC LENS IOL ANTERIOR CHAMBER T1,$165.00
27000661,HC ORTHOSIS CRANIAL REMOLDING T1,I.C.
27000660,HC STRATTICE PER SQ CM T1,I.C.
27000659,HC STRATTICE 96 SQ CM T3,"$4,812.00"
27000658,HC STRATTICE 80 SQ CM T3,"$4,008.00"
27000657,HC STRATTICE 60 SQ CM T2,"$3,765.00"
27000656,HC STRATTICE 500 SQ CM T3,"$24,326.00"
27000655,HC STRATTICE 400 SQ CM T3,"$19,462.00"
27000654,HC STRATTICE 375 SQ CM T3,"$18,788.00"
27000653,HC STRATTICE 36 SQ CM T1,"$2,895.00"
27000652,HC STRATTICE 320 SQ CM T3,"$16,036.00"
27000651,HC STRATTICE 200 SQ CM T3,"$10,020.00"
27000650,HC STRATTICE 167 SQ CM T3,"$4,368.00"
27000649,HC STRATTICE 160 SQ CM T3,"$8,020.00"
27000648,HC STRATTICE 128 SQ CM T3,"$6,416.00"
27000647,HC DERMATRIX PER SQ CM T1,I.C.
27000646,HC DERMATRIX 96 SQ CM T3,"$9,655.00"
27000645,HC DERMATRIX 8 SQ CM T1,$690.00
27000644,HC DERMATRIX 60 SQ CM T3,"$4,240.00"
27000643,HC DERMATRIX 50 SQ CM T2,"$4,280.00"
27000642,HC DERMATRIX 4 SQ CM T1,$564.00
27000641,HC DERMATRIX 36 SQ CM T1,"$3,759.00"
27000640,HC DERMATRIX 320 SQ CM T3,"$22,644.00"
27000639,HC DERMATRIX 32 SQ CM T2,"$3,656.25"
27000638,HC DERMATRIX 288 SQ CM T3,"$20,832.00"
27000637,HC DERMATRIX 28 SQ CM T1,"$1,935.00"
27000636,HC DERMATRIX 25 SQ CM T2,"$3,701.25"
27000635,HC DERMATRIX 25 SQ CM T1,"$3,523.50"
27000634,HC DERMATRIX 240 SQ CM T3,"$17,436.00"
27000633,HC DERMATRIX 21 SQ CM T1,"$2,143.50"
27000632,HC DERMATRIX 2 SQ CM T1,$408.00
27000631,HC DERMATRIX 192 SQ CM T3,"$14,040.00"
27000630,HC DERMATRIX 128 SQ CM T3,"$9,556.00"
27000629,HC DERMATRIX 10 SQ CM T1,$904.50
27000628,HC DERMATRIX 1 SQ CM T1,$237.00
27000626,HC ALLODERM 96 SQ CM T3,"$5,600.00"
27000625,HC ALLODERM 8 SQ CM T1,$752.00
27000623,HC ALLODERM 64 SQ CM T2,"$4,270.00"
27000619,HC ALLODERM 4 SQ CM T1,$693.00
27000615,HC ALLODERM 2 SQ CM T1,$414.00
27000613,HC ALLODERM 128 SQ CM T3,"$6,850.73"
27000612,HC ALLODERM 12 SQ CM T1,$954.00
27000602,HC GRAFTJACKET 25 SQ CM T1,"$3,375.00"
27000591,HC SKIN SUBSTITUTE NOS,"$4,462.50"
27000590,HC CAST SUPPLY SHORT LEG PEDS T1,I.C.
27000589,HC CAST SUPPLY SHORT LEG ADULT T1,I.C.
27000588,HC BRACHY RADIOELEMENT ANY EA T1,I.C.
27000587,HC TRAVEL CASE #1260,$571.45
27000586,HC HEARTWR SHOWER BAG,"$1,350.00"
27000585,HC VAD FILTERS,I.C.
27000584,HC VAD BELT,"$1,005.00"
27000583,HC HOLSTER E/P VAD REPLACE ONLY T1,"$1,185.00"
27000582,HC 14 VOLT LI BATT CLIP SET 2865,"$3,300.00"
27000581,HC 14 VOLT LI-ION BATTERY SET2465,"$2,700.00"
27000580,HC VAD POWER BASE UNIT,I.C.
27000579,HC PUMP HAND EMERGENCY VAD T3,"$107,866.67"
27000578,HC VAD EMERGENCY HAND PUMP,$750.00
27000577,HC VAD CABLE EPP,I.C.
27000576,HC VAD EMERGENCY POWER,"$2,550.00"
27000575,HC VAD PBU,I.C.
27000574,HC LEADS VAD REPLACEMENT T1,$855.00
27000573,HC VAD CABLE MONITOR,I.C.
27000572,HC VAD DISPLAY,I.C.
27000571,HC VAD CONTROLLER,"$9,000.00"
27000570,HC MICROPROCESSOR USED W/VAD T1,I.C.
27000569,HC TLCII PLUS PVAD DRVR PACK#1007,I.C.
27000568,HC GRAFT VASCULAR SYNTHETIC T3,"$4,801.66"
27000567,HC GRAFT VASCULAR SYNTHETIC T2,"$3,896.94"
27000566,HC GRAFT VASCULAR SYNTHETIC T1,$896.37
27000565,HC IMPLANT COCHLEAR INT/EXT COMPONENTS T3,"$5,790.00"
27000564,HC IMPLANT COCHLEAR INT/EXT COMPONENTS T2,"$3,687.50"
27000563,HC OSSICULAR IMPLANT T1,$801.38
27000562,HC BULK AGENT SYNTHETIC 1ML T1,$919.42
27000561,HC DEXTRANOMER/HYALURONIC ACID 1ML T1,"$3,135.00"
27000560,HC COLLAGEN BULKING AGENT 2.5ML T1,"$1,049.85"
27000559,HC DILATOR TRACHEOESOPHAGEAL PUNCTURE EA T1,I.C.
27000558,HC PROSTH VOICE INDWELLING T1,$610.50
27000557,HC PROSTHESIS BREAST NOS T1,I.C.
27000556,HC PROSTHESIS BREAST CUSTOM T1,I.C.
27000555,HC PROSTH NIPPLE REUSABLE EACH T1,I.C.
27000554,HC PROSTHESIS BREAST SILICONE W/ADHESIVE T1,I.C.
27000553,HC PROSTHESIS BREAST SILICONE W/O ADHESIVE T1,I.C.
27000552,HC PROSTHESIS BREAST FORM T1,I.C.
27000551,HC GARMENT BREAST PROSTH W/FORM T1,I.C.
27000550,HC SLEEVE MASTECTOMY T1,I.C.
27000549,HC BRA MASTECTOMY T1,I.C.
27000548,HC SHOULDER DISARTICULATION CAP ONLY T1,I.C.
27000547,HC ANKLE SYMES SOCKET W/O SACH FOOT REPLACEMENT T1,I.C.
27000546,HC PREP AK ISCHL OPEN END SOCKET T1,I.C.
27000545,HC PREP BK PTB PREF OPEN END SOCK T1,I.C.
27000544,HC DRESSING RIGID NONWEIGHT BEARING BELOW KNEE T1,I.C.
27000543,HC DRESSING RIGID ABOVE KNEE INITIAL T1,I.C.
27000542,HC DRESSING RIGID BELOW KNEE INITIAL T1,I.C.
27000541,HC SOCKET PARTIAL FOOT MOLDED ANKLE HEIGHT T1,I.C.
